Území;Ukazatel;Týdny;Věkové skupiny (roky);value
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2017;0-14;0.364237908060281
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2017;15-44;1.765519453
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2017;45-64;10.24999073
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2017;65-74;42.0748540247662
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2017;75-84;103.636226306387
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2017;85 a více;301.614403877023
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2017;celkem;19.2838142628384
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2017;0-14;0.607063180100469
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2017;15-44;1.503077372
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2017;45-64;10.46807564
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2017;65-74;42.8101427358786
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2017;75-84;95.7317683677646
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2017;85 a více;311.8386209576
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2017;celkem;19.4067013145133
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2017;0-14;0.667769498110516
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2017;15-44;1.359927146
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2017;45-64;10.86789797
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2017;65-74;38.3167117235249
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2017;75-84;97.1370053346308
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2017;85 a více;339.444007075158
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2017;celkem;19.8604381206978
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2017;0-14;0.78918213413061
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2017;15-44;1.431502259
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2017;45-64;10.64981306
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2017;65-74;43.3003352099535
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2017;75-84;105.39277251497
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2017;85 a více;309.282566687456
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2017;celkem;19.1798329114211
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2017;0-14;0.364237908060281
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2017;15-44;1.312210404
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2017;45-64;10.86789797
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2017;65-74;39.9506866371081
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2017;75-84;103.460571685529
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2017;85 a více;302.125614731052
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2017;celkem;20.3803448777841
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2017;0-14;0.607063180100469
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2017;15-44;1.431502259
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2017;45-64;12.83066216
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2017;65-74;43.3003352099535
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2017;75-84;100.29878851008
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2017;85 a více;323.085259746235
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2017;celkem;21.1271200379626
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2017;0-14;0.485650544080375
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2017;15-44;1.407643888
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2017;45-64;11.48580522
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2017;65-74;42.0748540247662
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2017;75-84;110.311101899002
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2017;85 a více;362.448495506457
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2017;celkem;20.08730652379
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2017;0-14;0.667769498110516
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2017;15-44;1.359927146
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2017;45-64;10.43172816
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2017;65-74;42.3199502618036
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2017;75-84;108.203246448703
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2017;85 a více;325.13010316235
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2017;celkem;19.4539655651576
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2017;0-14;0.97130108816075
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2017;15-44;1.670085969
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2017;45-64;10.795203
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2017;65-74;41.993155279087
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2017;75-84;95.9074229886229
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2017;85 a více;314.394675227744
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2017;celkem;18.8206246065251
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2017;0-14;0.667769498110516
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2017;15-44;1.407643888
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2017;45-64;11.37676276
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2017;65-74;37.0912305383375
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2017;75-84;94.3265314008983
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2017;85 a více;315.417096935802
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2017;celkem;18.1494722473773
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2017;0-14;0.667769498110516
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2017;15-44;1.192918549
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2017;45-64;11.08598288
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2017;65-74;37.5814230124125
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2017;75-84;93.2726036757486
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2017;85 a více;287.811710818244
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2017;celkem;17.4688670381007
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2017;0-14;0.485650544080375
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2017;15-44;1.526935743
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2017;45-64;10.90424546
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2017;65-74;36.0291468445085
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2017;75-84;92.2186759505989
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2017;85 a více;260.717535554715
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2017;celkem;18.3290763998253
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2017;0-14;0.242825272040188
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2017;15-44;1.69394434
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2017;45-64;10.46807564
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2017;65-74;36.0291468445085
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2017;75-84;95.2048045051897
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2017;85 a více;303.14803643911
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2017;celkem;17.5917540897756
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2017;0-14;0.607063180100469
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2017;15-44;1.264493662
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2017;45-64;9.850168398
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2017;65-74;36.0291468445085
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2017;75-84;90.9890936045909
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2017;85 a více;290.367765088388
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2017;celkem;18.5181334024022
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2017;0-14;0.364237908060281
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2017;15-44;1.312210404
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2017;45-64;10.64981306
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2017;65-74;36.6010380642626
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2017;75-84;92.0430213297406
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2017;85 a více;323.596470600264
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2017;celkem;19.6335697176056
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2017;0-14;0.78918213413061
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2017;15-44;1.908669679
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2017;45-64;10.46807564
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2017;65-74;39.7872891457497
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2017;75-84;101.177061614371
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2017;85 a více;323.596470600264
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2017;celkem;16.731544728051
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2017;0-14;0.303531590050235
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2017;15-44;1.526935743
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2017;45-64;10.5771181
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2017;65-74;33.9866782025296
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2017;75-84;87.300346566567
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2017;85 a více;254.07179445234
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 29. týden 2017;celkem;18.6410204540771
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 29. týden 2017;0-14;0.546356862090422
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 29. týden 2017;15-44;1.717802711
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 29. týden 2017;45-64;10.75885552
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 29. týden 2017;65-74;39.2970966716748
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 29. týden 2017;75-84;95.2048045051897
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 29. týden 2017;85 a více;292.412608504504
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 28. týden 2017;celkem;17.8280753429967
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 28. týden 2017;0-14;0.910594770150703
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 28. týden 2017;15-44;1.598510856
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 28. týden 2017;45-64;10.21364325
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 28. týden 2017;65-74;37.9082179951291
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 28. týden 2017;75-84;90.8134389837326
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 28. týden 2017;85 a více;277.076282883638
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 27. týden 2017;celkem;18.4614163016291
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 27. týden 2017;0-14;0.485650544080375
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 27. týden 2017;15-44;1.264493662
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 27. týden 2017;45-64;11.48580522
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 27. týden 2017;65-74;39.5421929087123
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 27. týden 2017;75-84;96.4343868511977
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 27. týden 2017;85 a více;277.587493737667
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 26. týden 2017;celkem;18.3290763998253
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 26. týden 2017;0-14;0.424944226070328
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 26. týden 2017;15-44;1.789377824
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 26. týden 2017;45-64;10.64981306
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 26. týden 2017;65-74;38.2350129778457
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 26. týden 2017;75-84;92.2186759505989
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 26. týden 2017;85 a více;291.901397650475
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 25. týden 2017;celkem;19.3027199630961
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 25. týden 2017;0-14;0.607063180100469
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 25. týden 2017;15-44;1.622369227
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 25. týden 2017;45-64;11.70389013
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 25. týden 2017;65-74;40.2774816198247
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 25. týden 2017;75-84;98.8935515432137
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 25. týden 2017;85 a více;299.569560460908
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 24. týden 2017;celkem;18.6977375548502
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 24. týden 2017;0-14;0.78918213413061
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 24. týden 2017;15-44;1.813236195
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 24. týden 2017;45-64;10.64981306
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 24. týden 2017;65-74;42.2382515161245
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 24. týden 2017;75-84;89.7595112585829
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 24. týden 2017;85 a více;290.367765088388
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 23. týden 2017;celkem;17.3554328365545
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 23. týden 2017;0-14;0.607063180100469
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 23. týden 2017;15-44;1.121343436
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 23. týden 2017;45-64;9.813820913
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 23. týden 2017;65-74;38.1533142321666
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 23. týden 2017;75-84;86.9490373248504
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 23. týden 2017;85 a více;279.632337153782
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 22. týden 2017;celkem;19.2176443119365
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 22. týden 2017;0-14;0.242825272040188
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 22. týden 2017;15-44;1.169060178
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 22. týden 2017;45-64;12.14005994
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 22. týden 2017;65-74;41.9114565334078
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 22. týden 2017;75-84;96.7856960929143
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 22. týden 2017;85 a více;297.524717044792
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 21. týden 2017;celkem;18.2629064489234
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 21. týden 2017;0-14;0.78918213413061
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 21. týden 2017;15-44;1.383785517
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 21. týden 2017;45-64;10.90424546
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 21. týden 2017;65-74;39.7872891457497
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 21. týden 2017;75-84;92.921294434032
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 21. týden 2017;85 a více;278.609915445725
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 20. týden 2017;celkem;18.6599261543348
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 20. týden 2017;0-14;0.667769498110516
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 20. týden 2017;15-44;1.002051581
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 20. týden 2017;45-64;11.12233037
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 20. týden 2017;65-74;37.4997242667333
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 20. týden 2017;75-84;99.2448607849302
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 20. týden 2017;85 a více;302.125614731052
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 19. týden 2017;celkem;19.605211167219
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 19. týden 2017;0-14;0.364237908060281
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 19. týden 2017;15-44;1.479219001
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 19. týden 2017;45-64;11.01328791
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 19. týden 2017;65-74;40.440879111183
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 19. týden 2017;75-84;106.973664102695
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 19. týden 2017;85 a více;306.215301563283
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 18. týden 2017;celkem;19.2932671129672
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 18. týden 2017;0-14;0.303531590050235
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 18. týden 2017;15-44;1.336068775
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 18. týden 2017;45-64;11.12233037
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 18. týden 2017;65-74;38.888602943279
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 18. týden 2017;75-84;105.919736377545
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 18. týden 2017;85 a více;304.170458147167
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 17. týden 2017;celkem;19.3877956142557
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 17. týden 2017;0-14;0.485650544080375
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 17. týden 2017;15-44;1.288352033
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 17. týden 2017;45-64;12.21275491
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 17. týden 2017;65-74;38.3167117235249
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 17. týden 2017;75-84;96.610041472056
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 17. týden 2017;85 a více;324.107681454293
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 16. týden 2017;celkem;19.3121728132249
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 16. týden 2017;0-14;0.728475816120563
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 16. týden 2017;15-44;1.145201807
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 16. týden 2017;45-64;11.70389013
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 16. týden 2017;65-74;40.1140841284664
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 16. týden 2017;75-84;99.5961700266468
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 16. týden 2017;85 a více;308.260144979398
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2017;celkem;18.8489831569116
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2017;0-14;0.485650544080375
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2017;15-44;1.598510856
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2017;45-64;11.01328791
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2017;65-74;36.4376405729043
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2017;75-84;102.230989339521
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2017;85 a více;300.591982168965
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2017;celkem;19.5579469165748
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2017;0-14;0.364237908060281
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2017;15-44;1.45536063
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2017;45-64;11.01328791
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2017;65-74;38.6435067062415
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2017;75-84;102.757953202096
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2017;85 a více;327.686157432495
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2017;celkem;19.6146640173479
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2017;0-14;0.424944226070328
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2017;15-44;1.45536063
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2017;45-64;10.795203
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2017;65-74;41.8297577877287
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2017;75-84;102.055334718663
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2017;85 a více;315.417096935802
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2017;celkem;19.8793438209555
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2017;0-14;0.242825272040188
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2017;15-44;1.21677692
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2017;45-64;12.2491024
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2017;65-74;40.6042766025413
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2017;75-84;102.933607822954
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2017;85 a více;321.04041633012
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2017;celkem;20.4559676788148
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2017;0-14;0.364237908060281
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2017;15-44;1.598510856
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2017;45-64;11.41311025
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2017;65-74;41.2578665679746
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2017;75-84;106.44670024012
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2017;85 a více;340.466428783216
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2017;celkem;21.0325915366742
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2017;0-14;0.485650544080375
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2017;15-44;1.192918549
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2017;45-64;10.90424546
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2017;65-74;43.4637327013118
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2017;75-84;115.053776662176
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2017;85 a více;347.62338073962
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2017;celkem;22.242556353166
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2017;0-14;0.546356862090422
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2017;15-44;1.288352033
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2017;45-64;12.61257725
