PCSU;Kraje;Kumulace měsíců;Ukazatel;Směr výstavby;value
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;14948.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;9337.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;5611.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet stavebních povolení v ČR;Celkem;6153.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - budovy;Celkem;5074.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - budovy;Nová výstavba;427.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;4647.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - budovy bytové;Celkem;3863.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;305.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;3558.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1211.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;122.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1089.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;33557.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;28716.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;19792.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;8924.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;15277.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;11559.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3718.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;13439.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;8233.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;5206.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet stavebních povolení v ČR;Celkem;5426.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - budovy;Celkem;4480.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - budovy;Nová výstavba;386.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;4094.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - budovy bytové;Celkem;3425.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;272.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;3153.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1055.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;114.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;941.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;31027.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;26638.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;18393.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;8245.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;13741.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;10369.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3372.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;12897.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;8024.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;4873.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet stavebních povolení v ČR;Celkem;4604.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - budovy;Celkem;3813.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - budovy;Nová výstavba;324.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;3489.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - budovy bytové;Celkem;2967.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;232.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;2735.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - budovy nebytové;Celkem;846.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;92.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;754.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;26911.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;23385.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;16346.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;7039.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;11406.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;8491.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;2915.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;11979.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;7855.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;4124.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2009;Počet stavebních povolení v ČR;Celkem;3862.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2009;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2009;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2009;Počet vydaných stavebních povolení - budovy;Celkem;3203.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2009;Počet vydaných stavebních povolení - budovy;Nová výstavba;275.0
