Území;Ukazatel;Očištění;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Kumulace měsíců;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2022;126.9623563526
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2022;127.3661635765
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2022;126.829363972
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2022;128.1225457758
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2022;127.5575492768
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2022;125.3567091456
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2022;126.4224431862
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2022;125.9180656862
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2022;125.4433352888
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2021;115.6584280354
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2021;114.4348279218
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2021;113.2533988222
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2021;113.5229909358
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2021;112.4569420308
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2021;110.2304626324
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2021;109.4345671016
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2021;107.6917681185
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2021;104.2047397126
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2021;104.1617992448
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2021;103.6797996719
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2021;102.6513323251
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2020;99.7312700367
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2020;98.9988857086
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2020;98.3931067332
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2020;98.2300813979
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2020;98.0673071868
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2020;98.3611449956
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2020;97.6263518985
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2020;96.4153064066
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2020;98.9823139905
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2020;98.7132219796
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2020;94.2747026682
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2020;91.0333823017
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2019;103.7147541865
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2019;104.099807325
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2019;104.5240663953
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2019;104.4923022022
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2019;103.7344463007
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2019;104.8920576641
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2019;105.6893055882
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2019;107.6921811096
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2019;107.5285313333
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2019;106.4865490372
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2019;106.9945842294
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2019;106.7109592752
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2018;108.4986506418
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2018;108.4573005957
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2018;108.3289649635
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2018;107.8193445688
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2018;108.0070799112
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2018;107.5039250859
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2018;105.8591199233
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2018;105.4281154945
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2018;105.5651143027
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2018;104.8912058875
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2018;107.277672645
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2018;107.7800347901
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2017;103.7248134624
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2017;104.1185145598
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2017;104.3887029921
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2017;104.000853738
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2017;104.7952714144
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2017;104.9828293039
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2017;105.2622380257
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2017;105.0315396586
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2017;103.9823902433
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2017;105.5489548632
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2017;101.3874986701
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2017;106.2364032065
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2016;100.5020011623
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2016;100.1216130563
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2016;99.615932283
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2016;99.8771712623
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2016;99.2547177142
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2016;98.4883839483
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2016;99.3490868955
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2016;99.8118499085
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2016;98.915726912
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2016;99.7781007449
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2016;102.0865371026
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2016;99.8068665179
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2015;107.5878190728
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2015;107.7814663264
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2015;107.703681965
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2015;108.4490901718
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2015;109.7275596142
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2015;110.5300687147
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2015;111.9414184953
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2015;111.8789325934
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2015;113.7154578983
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2015;113.6567350767
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2015;112.0028442835
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2015;112.4327942788
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2014;111.5138149378
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2014;111.6472492738
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2014;112.2329933792
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2014;111.987944782
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2014;111.2950089117
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2014;111.1529901278
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2014;110.7305260299
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2014;109.7056121531
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2014;110.1402375384
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2014;109.6927365621
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2014;108.9722277645
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2014;109.030749725
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2013;104.1248970829
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2013;103.4936594724
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2013;103.2198917819
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2013;103.4532095053
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2013;102.5713688024
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2013;102.9344821155
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2013;101.9030006346
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2013;102.7674491168
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2013;102.4122094003
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2013;100.4830277069
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2013;101.8120050791
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2013;101.6846164739
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2012;98.5772968901
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2012;98.8672452098
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2012;98.8934714155
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2012;98.1429188176
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2012;98.9686264801
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2012;98.6819551004
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2012;98.1346241403
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2012;98.6207400912
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2012;98.7447711767
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2012;98.615900592
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2012;101.8671777949
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2012;102.416213748
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2011;104.82461445
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2011;106.0184980711
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2011;106.9711313058
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2011;107.1375194666
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2011;107.2335139826
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2011;107.2306154809
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2011;108.0691805301
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2011;109.1594584105
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2011;109.0947764866
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2011;111.086547242
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2011;112.1162976432
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2011;113.7816974161
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2010;109.1540333442
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2010;108.7172984987
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2010;108.0919790339
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2010;108.8276622147
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2010;108.5026204541
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2010;107.6486308725
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2010;107.3212098539
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2010;105.246339986
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2010;102.5796038763
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2010;100.9803374124
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2010;99.0064089694
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2010;98.9233844083
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2009;88.8941433125
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2009;87.5511922834
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2009;85.8752290321
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2009;84.8682534701
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2009;84.0340723681
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2009;83.1040537772
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2009;82.267706005
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2009;82.0989181304
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2009;83.1148982897
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – březen 2009;84.3393587078
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – únor 2009;81.240783603
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden 2009;81.1750626593
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – prosinec 2008;90.4000070631
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – listopad 2008;91.4103046482
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – říjen 2008;93.3532729592
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – září 2008;94.7606067269
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – srpen 2008;95.2668532407
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červenec 2008;97.5552395116
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – červen 2008;98.6050388428
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – květen 2008;99.6717255654
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;17 Výroba papíru a výrobků z papíru;leden – duben 2008;101.9544774679
