Ukazatel,Území,Druh zemědělské plodiny,Roky,value
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny a směsi obilovin na zrno,2024,3249.28
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny a směsi obilovin na zrno,2025,2814.12
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2002,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2003,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2004,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2005,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2006,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2007,3392.85
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2008,3550.78
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2009,2532.26
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2010,2572.88
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2011,3299.4
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2012,4461.92
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2013,4440.32
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2014,4229.54
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2015,2820.4
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2016,3832.57
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2017,1680.0
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2018,1989.96
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2019,841.15
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2020,1380.74
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2021,1293.47
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2022,1189.59
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2023,47.81
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2024,70.05
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno,2025,58.11
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2002,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2003,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2004,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2005,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2006,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2007,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2008,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2009,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2010,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2011,98.81
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2012,453.94
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2013,622.95
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2014,938.87
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2015,307.66
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2016,503.04
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2017,627.48
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2018,525.89
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2019,288.83
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2020,512.33
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2021,378.53
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2022,324.48
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2023,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2024,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno ozimé,2025,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2002,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2003,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2004,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2005,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2006,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2007,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2008,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2009,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2010,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2011,3200.59
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2012,4007.98
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2013,3817.37
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2014,3290.67
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2015,2512.74
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2016,3329.53
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2017,1052.52
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2018,1464.07
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2019,552.32
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2020,868.41
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2021,914.94
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2022,865.11
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2023,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2024,
Osevní plocha k 31. květnu (ha),Česko,Směsi obilovin na zrno jarní,2025,
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2002,
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2003,
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2004,
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2005,
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2006,
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2007,8484.46
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2008,6342.59
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2009,6335.91
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2010,6087.86
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2011,5516.93
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2012,7402.68
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2013,5543.32
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2014,4248.02
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2015,4003.87
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2016,5226.82
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2017,4689.19
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2018,4498.85
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2019,4504.79
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2020,5500.91
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2021,6851.13
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2022,5593.64
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2023,2069.99
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2024,3179.23
Osevní plocha k 31. květnu (ha),Česko,Ostatní obiloviny na zrno,2025,2756.01
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2002,34171.85
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2003,31364.02
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2004,28406.6
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2005,39259.86
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2006,39021.17
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2007,30667.68
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2008,22306.05
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2009,29002.65
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2010,31317.54
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2011,22316.47
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2012,20177.19
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2013,17851.4
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2014,20169.96
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2015,33139.16
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2016,35632.59
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2017,42857.19
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2018,35153.03
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2019,33766.11
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2020,37302.13
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2021,43079.81
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2022,45634.28
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2023,51919.53
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2024,58677.15
Osevní plocha k 31. květnu (ha),Česko,Luskoviny a bílkovinné plodiny na zrno,2025,50782.65
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2002,27970.78
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2003,24085.52
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2004,21487.49
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2005,29122.81
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2006,27147.55
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2007,22887.79
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2008,17385.13
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2009,21147.41
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2010,24390.59
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2011,17188.95
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2012,15067.69
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2013,12933.77
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2014,14448.84
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2015,23875.62
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2016,26601.06
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2017,34793.45
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2018,29086.75
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2019,28779.21
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2020,32606.76
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2021,38527.19
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2022,40626.98
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2023,46954.16
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2024,52795.37
Osevní plocha k 31. květnu (ha),Česko,Hrách polní na zrno,2025,45305.43
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2002,
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2003,
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2004,
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2005,
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2006,
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2007,
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2008,
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2009,1926.79
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2010,2096.74
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2011,1547.43
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2012,1407.83
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2013,1370.88
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2014,2105.95
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2015,2549.96
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2016,2969.39
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2017,4536.45
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2018,2976.99
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2019,2246.48
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2020,1910.95
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2021,2085.71
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2022,1987.88
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2023,1625.29
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2024,1553.15
Osevní plocha k 31. květnu (ha),Česko,Lupina na zrno,2025,1380.13
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2002,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2003,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2004,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2005,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2006,2380.23
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2007,1378.36
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2008,883.34
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2009,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2010,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2011,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2012,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2013,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2014,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2015,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2016,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2017,
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2018,932.0
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2019,757.46
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2020,825.58
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2021,990.84
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2022,1426.19
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2023,1890.02
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2024,2135.31
Osevní plocha k 31. květnu (ha),Česko,Bob polní na zrno,2025,2346.06
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2002,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2003,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2004,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2005,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2006,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2007,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2008,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2009,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2010,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2011,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2012,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2013,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2014,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2015,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2016,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2017,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2018,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2019,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2020,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2021,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2022,
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2023,997.36
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2024,1768.87
Osevní plocha k 31. květnu (ha),Česko,Vikev na zrno,2025,1040.27
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2002,6201.07
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2003,7278.5
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2004,6919.11
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2005,10137.05
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2006,9493.39
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2007,6401.53
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2008,4037.58
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2009,5928.45
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2010,4830.21
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2011,3580.09
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2012,3701.67
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2013,3546.75
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2014,3615.17
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2015,6713.58
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2016,6062.14
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2017,3527.29
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2018,2157.29
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2019,1982.96
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2020,1958.84
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2021,1476.07
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2022,1593.23
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2023,452.7
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2024,424.45
Osevní plocha k 31. květnu (ha),Česko,Ostatní luskoviny a bílkovinné plodiny na zrno,2025,710.76
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2002,117460.96
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2003,114726.34
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2004,108433.47
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2005,102924.62
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2006,92016.95
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2007,87364.23
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2008,81167.07
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2009,82206.2
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2010,84492.41
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2011,85361.55
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2012,85748.95
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2013,86151.08
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2014,87317.33
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2015,80859.79
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2016,84647.15
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2017,90019.67
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2018,88285.67
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2019,82532.49
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2020,84029.24
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2021,84441.77
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2022,80417.0
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2023,80032.97
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2024,88975.62
Osevní plocha k 31. květnu (ha),Česko,Okopaniny,2025,77806.4799999999
Osevní plocha k 31. květnu (ha),Česko,Brambory,2002,38311.34
Osevní plocha k 31. květnu (ha),Česko,Brambory,2003,35983.63
Osevní plocha k 31. květnu (ha),Česko,Brambory,2004,35973.36
Osevní plocha k 31. květnu (ha),Česko,Brambory,2005,36072.46
Osevní plocha k 31. květnu (ha),Česko,Brambory,2006,30024.4
Osevní plocha k 31. květnu (ha),Česko,Brambory,2007,31912.43
Osevní plocha k 31. květnu (ha),Česko,Brambory,2008,29787.96
Osevní plocha k 31. květnu (ha),Česko,Brambory,2009,28734.45
Osevní plocha k 31. květnu (ha),Česko,Brambory,2010,27078.5
Osevní plocha k 31. květnu (ha),Česko,Brambory,2011,26449.53
Osevní plocha k 31. květnu (ha),Česko,Brambory,2012,23652.14
Osevní plocha k 31. květnu (ha),Česko,Brambory,2013,23204.86
Osevní plocha k 31. květnu (ha),Česko,Brambory,2014,23992.46
Osevní plocha k 31. květnu (ha),Česko,Brambory,2015,22680.5
Osevní plocha k 31. květnu (ha),Česko,Brambory,2016,23414.07
Osevní plocha k 31. květnu (ha),Česko,Brambory,2017,23418.26
Osevní plocha k 31. květnu (ha),Česko,Brambory,2018,22888.94
Osevní plocha k 31. květnu (ha),Česko,Brambory,2019,22893.97
Osevní plocha k 31. květnu (ha),Česko,Brambory,2020,23877.02
Osevní plocha k 31. květnu (ha),Česko,Brambory,2021,22824.19
Osevní plocha k 31. květnu (ha),Česko,Brambory,2022,21680.2
Osevní plocha k 31. květnu (ha),Česko,Brambory,2023,20946.64
Osevní plocha k 31. květnu (ha),Česko,Brambory,2024,22746.92
Osevní plocha k 31. květnu (ha),Česko,Brambory,2025,24174.14
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2002,8598.3
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2003,7076.76
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2004,6378.57
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2005,2893.6
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2006,1802.11
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2007,2147.03
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2008,1925.69
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2009,2061.87
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2010,1720.73
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2011,1739.5
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2012,1681.04
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2013,1402.68
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2014,1582.38
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2015,1214.37
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2016,1325.41
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2017,1097.49
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2018,1038.47
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2019,1072.64
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2020,1283.7
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2021,852.74
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2022,1028.7
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2023,1000.99
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2024,1189.9
Osevní plocha k 31. květnu (ha),Česko,Brambory rané,2025,886.25
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2002,29713.04
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2003,28906.87
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2004,29594.79
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2005,33178.86
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2006,24178.2
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2007,25605.52
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2008,23605.03
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2009,22797.15
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2010,21744.79
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2011,21167.95
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2012,18702.17
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2013,18670.96
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2014,19161.66
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2015,18642.83
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2016,19170.59
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2017,19555.43
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2018,19049.7
