Území;Ukazatel;Typ indexu;Typ zakázek;Očištění;Vybraná odvětví průmyslu;Měsíce;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2010;97.7440432164
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2010;131.3978687828
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2010;109.749056672
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2010;134.1432275828
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2010;94.3628777349
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2010;93.1178564176
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2009;87.3427818074
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2009;88.1252430037
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2009;59.4901045871
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2009;75.6404708368
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2009;74.5859880651
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2009;87.4995766167
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2009;76.8825753934
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2009;68.4586502793
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2009;70.7746034605
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2009;79.170258694
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2009;69.8435616677
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2009;53.1405885967
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2008;106.8833450205
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2008;88.6576854867
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2008;118.3488984517
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2008;112.2516553382
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2008;104.377239694
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2008;106.6325098751
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2008;120.7511010208
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2008;109.407357885
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2008;112.3564099511
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2008;102.5988029736
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2008;119.6418076592
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2008;151.483026953
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2007;110.2840354419
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2007;105.3736674638
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2007;114.8882713497
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2007;95.3436962623
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2007;99.7530907999
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2007;100.7542830436
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2007;105.2743761028
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2007;105.2299439115
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2007;112.4895960889
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2007;115.9702290979
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2007;117.3361736535
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2007;122.3179709331
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2006;94.7387555451
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2006;114.7017084809
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2006;128.5858433597
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2006;119.8104736881
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2006;129.9308565235
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2006;127.3280754387
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2006;125.727128724
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2006;106.8219911109
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2006;114.2380161113
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2006;115.3550897367
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2006;116.8087355693
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2006;110.3337008706
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2005;115.766138884
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2005;107.809034327
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2005;104.2725203071
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2005;119.5113161384
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2005;98.9415735866
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2005;111.0509451877
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2005;108.3859311718
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2005;114.2736275642
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2005;95.2309310595
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2005;102.6520325431
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2005;92.7053507519
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2005;100.4369374624
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2004;134.1980554562
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2004;140.7801549584
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2004;110.4748211039
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2004;112.6126189571
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2004;128.808228804
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2004;108.0423575958
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2004;116.2625977767
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2004;116.1001898587
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2004;132.1957435728
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2004;122.182100752
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2004;125.8511127302
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2004;126.1638173156
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2003;96.1478689134
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2003;101.2693577976
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2003;109.6259285196
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2003;105.8351481496
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2003;99.6548485791
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2003;106.6444196914
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2003;103.0497545287
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2003;109.4794640026
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2003;102.2996434658
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2003;110.2573413569
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2003;99.4925939708
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2003;96.9703146432
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2002;104.2485784779
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2002;74.2818276135
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2002;97.0208197929
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2002;112.9035917389
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2002;114.1483079225
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2002;108.2865008398
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2002;101.6726563079
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2002;104.2313332959
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2002;102.1668093836
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2002;91.1249918541
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2002;99.5005395651
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2002;102.6800549249
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2001;110.1452522034
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2001;117.930946745
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2001;83.6927088674
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2001;112.1786590644
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2001;120.7750309099
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2001;130.7613920167
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2001;112.8726949696
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2001;127.7840110824
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2001;97.7314412388
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2001;133.1398930368
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2001;162.1097206149
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2001;202.6192364355
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;březen 2025;92.0285076103
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;únor 2025;94.3834718417
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;leden 2025;123.3178104154
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;prosinec 2024;113.4890726305
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;listopad 2024;107.6416711408
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;říjen 2024;118.4312304864
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;září 2024;117.4324349301
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;srpen 2024;115.4585728084
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;červenec 2024;135.6163078293
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;červen 2024;97.6490094774
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;květen 2024;124.026132251
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;duben 2024;100.3889665744
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;březen 2024;96.9025005327
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;únor 2024;108.4883951006
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;leden 2024;96.2111773009
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;prosinec 2023;90.2364569196
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;listopad 2023;94.3683701671
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;říjen 2023;78.5349137043
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;září 2023;85.3514371081
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;srpen 2023;91.6856241914
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;červenec 2023;82.8785108528
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;červen 2023;98.2268491432
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;květen 2023;90.4031832991
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;duben 2023;116.3402784155
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;březen 2023;110.2179802784
