Území;Ukazatel;Typ indexu;Typ zakázek;Vybraná odvětví průmyslu;Roky;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2014;107.6722163587
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2013;104.5715910972
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2012;102.2183687675
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2011;106.968774878
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2010;112.5547905048
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2009;74.4029198978
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2008;111.3676385723
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2007;107.9158323786
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2006;117.9701279951
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2005;105.9864247961
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2004;125.0532541834
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2003;104.15450106
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2002;98.9332298246
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2001;119.541665543
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2024;109.8808948522
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2023;94.6534809476
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2022;105.6279435525
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2021;100.435340059
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2020;98.5885116096
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2019;90.9892817278
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2018;106.9522677654
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2017;109.1043813799
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2016;100.7810860925
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2015;102.1986672872
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2014;117.2133533431
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2013;107.4118683372
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2012;94.9318229304
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2011;81.5608408788
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2010;120.1370075748
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2009;86.0118169783
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2008;106.4228220391
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2007;111.4522296193
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2006;118.5905991829
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2005;98.4264898379
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2004;128.8726677034
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2003;105.0883464022
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2002;161.616263338
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2001;220.5318193245
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2024;102.3404394115
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2023;103.5820708556
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2022;113.3377391499
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2021;116.1269447221
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2020;93.7362961646
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2019;107.2187097722
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2018;100.3590190193
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2017;115.7578025822
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2016;97.1740423725
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2015;108.8276207646
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2014;108.1793196264
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2013;102.5853728864
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2012;110.149221507
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2011;105.9678759619
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2010;125.2445921219
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2009;85.1197232604
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2008;90.5522575737
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2007;122.222563235
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2006;125.811978228
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2005;109.2729116517
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2004;118.046711477
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2003;101.2036529999
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2002;105.0011892252
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2001;188.7346138527
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2024;98.5403377141
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2023;97.7717578441
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2022;110.8142166049
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2021;116.5710117306
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2020;91.7512959982
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2019;99.1917762335
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2018;101.4209026556
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2017;109.8299895031
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2016;102.8915337292
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2015;103.9814506893
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2014;104.5050223826
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2013;106.5857043221
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2012;100.8301889354
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2011;108.8899561982
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2010;115.1221928848
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2009;71.6446776201
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2008;91.6622516739
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2007;116.8920658741
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2006;137.9322510865
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2005;117.9096531271
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2004;119.3531307942
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2003;109.7539777912
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2002;101.1389154405
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2001;129.1640608064
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2024;105.9358006079
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2023;107.5175357904
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2022;108.0377270867
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2021;113.6015650328
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2020;89.5996812362
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2019;103.0499895568
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2018;101.4516830939
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2017;102.9279336282
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2016;114.8108577224
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2015;113.7463169163
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2014;120.5843309403
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2013;104.2960675672
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2012;107.2318273596
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2011;108.0642084633
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2010;113.5272295535
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2009;95.1043242378
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2008;89.3833378448
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2007;112.9130020069
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2006;124.4664581464
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2005;116.0771823529
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2004;115.1227291021
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2003;103.5572026307
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2002;111.6225635675
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2001;135.9171842452
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2024;126.8245654609
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2023;100.0765680308
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2022;106.9437836417
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2021;88.1308635423
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2020;127.9512059401
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2019;99.4490407524
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2018;98.9377907047
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2017;104.4001977114
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2016;98.1614503351
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2015;102.8719476093
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2014;102.3944328362
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2013;116.7952038791
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2012;91.0825921578
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2011;123.7229389201
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2010;71.6019835784
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2009;154.2696418378
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2008;84.9508754089
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2007;153.8902824161
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2006;109.9046200601
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2005;86.9735671908
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2004;141.9977423851
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2003;120.3533270854
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2002;100.3028390636
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2001;147.8280940899
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2000;
