Typ indexu,Ukazatel,Očištění,Území,CZ NACE,Roky,value
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,"H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75)",2016,100.7403900612
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,"H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75)",2017,104.1637558228
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,"H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75)",2018,103.0433411386
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,"H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75)",2019,101.1044433333
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,"H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75)",2020,87.092509208
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,"H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75)",2021,107.5440009753
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,"H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75)",2022,108.6687885063
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,"H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75)",2023,98.391804741
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,"H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75)",2024,102.2780558082
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2001,104.7470294642
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2002,95.9303014644
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2003,107.7231954124
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2004,107.014973186
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2005,106.6117221605
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2006,106.8589634761
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2007,108.1475729465
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2008,98.8047568888
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2009,90.5968566149
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2010,103.3115421228
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2011,101.2542248534
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2012,100.9976811476
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2013,104.0985844507
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2014,102.2662189536
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2015,100.7014130882
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2016,101.1027841597
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2017,103.5653491278
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2018,104.6930325495
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2019,99.6100250303
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2020,88.7624710215
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2021,111.5749477408
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2022,109.3575393304
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2023,91.6276034983
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,2024,104.6900472522
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2001,102.6152325116
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2002,92.840801784
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2003,107.9678074384
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2004,106.2006950099
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2005,110.5109876827
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2006,106.0569662654
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2007,104.9990464705
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2008,97.3819432442
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2009,88.2584245415
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2010,103.7511892603
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2011,102.0511220461
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2012,99.9438838912
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2013,103.6053585273
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2014,103.2722449862
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2015,104.4804662762
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2016,99.9964317138
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2017,102.1308859724
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2018,104.1245051576
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2019,99.5651707866
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2020,88.8573012155
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2021,105.9956671223
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2022,108.5598338645
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2023,91.9906592101
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,49 Pozemní a potrubní doprava,2024,102.9441449927
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2001,93.6931029908
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2002,63.0280506352
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2003,102.8966100633
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2004,140.4211903796
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2005,138.7592241446
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2006,93.4654255068
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2007,101.2625149166
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2008,85.6535296474
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2009,73.1246657076
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2010,82.7651161201
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2011,74.5319758846
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2012,104.9819436682
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2013,100.643643979
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2014,104.0792547828
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2015,94.0232360366
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2016,104.6186830322
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2017,99.4543550265
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2018,116.6336483631
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2019,105.7206570856
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2020,62.5498927488
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2021,101.4671998344
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2022,129.9119194844
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2023,100.1873297585
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,50 Vodní doprava,2024,100.899217301
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2001,100.085708446
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2002,92.5641347759
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2003,101.3497491184
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2004,112.322104796
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2005,120.3330534459
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2006,100.8921487877
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2007,103.9563613447
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2008,105.934469741
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2009,89.2322998506
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2010,89.5073323373
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2011,102.5586515457
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2012,93.4120558826
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2013,102.0907603844
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2014,100.6729046031
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2015,95.3100780133
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2016,100.6496453004
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2017,109.6259915522
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2018,107.5955979592
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2019,96.1830452753
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2020,29.2129007094
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2021,144.9015185984
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2022,187.7828337659
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2023,105.1465595534
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,51 Letecká doprava,2024,121.9170617924
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2001,115.252883375
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2002,104.4650347022
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2003,112.1788385284
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2004,108.7110141492
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2005,97.6107202585
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2006,111.4705643907
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2007,117.1839711023
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2008,102.9946589278
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2009,92.6267209091
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2010,104.7446640982
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2011,99.6473361733
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2012,105.5294200777
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2013,108.3488678081
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2014,102.1556866628
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2015,95.940287264
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2016,103.1315099919
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2017,105.1115767274
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2018,106.4209820104
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Česko,52 Skladování a vedlejší činnosti v dopravě,2019,97.434242045
