Ukazatel;Území;Pohlaví;Roky;Věk (roky);Rodinný stav;value
Zemřelí;Česko;Celkem;2023;45;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;45;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;46;Celkem;364
Zemřelí;Česko;Celkem;2023;46;Svobodný/svobodná;168
Zemřelí;Česko;Celkem;2023;46;Ženatý/vdaná;108
Zemřelí;Česko;Celkem;2023;46;Rozvedený/rozvedená;83
Zemřelí;Česko;Celkem;2023;46;Vdovec/vdova;4
Zemřelí;Česko;Celkem;2023;46;Registrované partnerství trvající;1
Zemřelí;Česko;Celkem;2023;46;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;46;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;47;Celkem;393
Zemřelí;Česko;Celkem;2023;47;Svobodný/svobodná;174
Zemřelí;Česko;Celkem;2023;47;Ženatý/vdaná;112
Zemřelí;Česko;Celkem;2023;47;Rozvedený/rozvedená;100
Zemřelí;Česko;Celkem;2023;47;Vdovec/vdova;6
Zemřelí;Česko;Celkem;2023;47;Registrované partnerství trvající;1
Zemřelí;Česko;Celkem;2023;47;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;47;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;48;Celkem;454
Zemřelí;Česko;Celkem;2023;48;Svobodný/svobodná;184
Zemřelí;Česko;Celkem;2023;48;Ženatý/vdaná;142
Zemřelí;Česko;Celkem;2023;48;Rozvedený/rozvedená;119
Zemřelí;Česko;Celkem;2023;48;Vdovec/vdova;8
Zemřelí;Česko;Celkem;2023;48;Registrované partnerství trvající;1
Zemřelí;Česko;Celkem;2023;48;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;48;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;49;Celkem;494
Zemřelí;Česko;Celkem;2023;49;Svobodný/svobodná;165
Zemřelí;Česko;Celkem;2023;49;Ženatý/vdaná;166
Zemřelí;Česko;Celkem;2023;49;Rozvedený/rozvedená;151
Zemřelí;Česko;Celkem;2023;49;Vdovec/vdova;11
Zemřelí;Česko;Celkem;2023;49;Registrované partnerství trvající;1
Zemřelí;Česko;Celkem;2023;49;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;49;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;50;Celkem;462
Zemřelí;Česko;Celkem;2023;50;Svobodný/svobodná;150
Zemřelí;Česko;Celkem;2023;50;Ženatý/vdaná;144
Zemřelí;Česko;Celkem;2023;50;Rozvedený/rozvedená;161
Zemřelí;Česko;Celkem;2023;50;Vdovec/vdova;7
Zemřelí;Česko;Celkem;2023;50;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;50;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;50;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;51;Celkem;515
Zemřelí;Česko;Celkem;2023;51;Svobodný/svobodná;128
Zemřelí;Česko;Celkem;2023;51;Ženatý/vdaná;200
Zemřelí;Česko;Celkem;2023;51;Rozvedený/rozvedená;180
Zemřelí;Česko;Celkem;2023;51;Vdovec/vdova;7
Zemřelí;Česko;Celkem;2023;51;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;51;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;51;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;52;Celkem;527
Zemřelí;Česko;Celkem;2023;52;Svobodný/svobodná;130
Zemřelí;Česko;Celkem;2023;52;Ženatý/vdaná;189
Zemřelí;Česko;Celkem;2023;52;Rozvedený/rozvedená;197
Zemřelí;Česko;Celkem;2023;52;Vdovec/vdova;11
Zemřelí;Česko;Celkem;2023;52;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;52;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;52;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;53;Celkem;601
Zemřelí;Česko;Celkem;2023;53;Svobodný/svobodná;151
Zemřelí;Česko;Celkem;2023;53;Ženatý/vdaná;207
Zemřelí;Česko;Celkem;2023;53;Rozvedený/rozvedená;223
Zemřelí;Česko;Celkem;2023;53;Vdovec/vdova;18
Zemřelí;Česko;Celkem;2023;53;Registrované partnerství trvající;2
Zemřelí;Česko;Celkem;2023;53;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;53;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;54;Celkem;592
Zemřelí;Česko;Celkem;2023;54;Svobodný/svobodná;134
Zemřelí;Česko;Celkem;2023;54;Ženatý/vdaná;212
Zemřelí;Česko;Celkem;2023;54;Rozvedený/rozvedená;232
Zemřelí;Česko;Celkem;2023;54;Vdovec/vdova;13
Zemřelí;Česko;Celkem;2023;54;Registrované partnerství trvající;1
Zemřelí;Česko;Celkem;2023;54;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;54;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;55;Celkem;656
Zemřelí;Česko;Celkem;2023;55;Svobodný/svobodná;138
Zemřelí;Česko;Celkem;2023;55;Ženatý/vdaná;241
Zemřelí;Česko;Celkem;2023;55;Rozvedený/rozvedená;249
Zemřelí;Česko;Celkem;2023;55;Vdovec/vdova;28
Zemřelí;Česko;Celkem;2023;55;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;55;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;55;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;56;Celkem;730
Zemřelí;Česko;Celkem;2023;56;Svobodný/svobodná;168
Zemřelí;Česko;Celkem;2023;56;Ženatý/vdaná;262
Zemřelí;Česko;Celkem;2023;56;Rozvedený/rozvedená;270
Zemřelí;Česko;Celkem;2023;56;Vdovec/vdova;30
Zemřelí;Česko;Celkem;2023;56;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;56;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;56;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;57;Celkem;780
Zemřelí;Česko;Celkem;2023;57;Svobodný/svobodná;171
Zemřelí;Česko;Celkem;2023;57;Ženatý/vdaná;290
Zemřelí;Česko;Celkem;2023;57;Rozvedený/rozvedená;290
Zemřelí;Česko;Celkem;2023;57;Vdovec/vdova;29
Zemřelí;Česko;Celkem;2023;57;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;57;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;57;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;58;Celkem;914
Zemřelí;Česko;Celkem;2023;58;Svobodný/svobodná;175
Zemřelí;Česko;Celkem;2023;58;Ženatý/vdaná;329
Zemřelí;Česko;Celkem;2023;58;Rozvedený/rozvedená;363
Zemřelí;Česko;Celkem;2023;58;Vdovec/vdova;47
Zemřelí;Česko;Celkem;2023;58;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;58;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;58;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;59;Celkem;1029
Zemřelí;Česko;Celkem;2023;59;Svobodný/svobodná;190
Zemřelí;Česko;Celkem;2023;59;Ženatý/vdaná;399
Zemřelí;Česko;Celkem;2023;59;Rozvedený/rozvedená;371
Zemřelí;Česko;Celkem;2023;59;Vdovec/vdova;69
Zemřelí;Česko;Celkem;2023;59;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;59;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;59;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;60;Celkem;1007
Zemřelí;Česko;Celkem;2023;60;Svobodný/svobodná;160
Zemřelí;Česko;Celkem;2023;60;Ženatý/vdaná;439
Zemřelí;Česko;Celkem;2023;60;Rozvedený/rozvedená;350
Zemřelí;Česko;Celkem;2023;60;Vdovec/vdova;58
Zemřelí;Česko;Celkem;2023;60;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;60;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;60;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;63;Celkem;1214
Zemřelí;Česko;Celkem;2023;63;Svobodný/svobodná;191
Zemřelí;Česko;Celkem;2023;63;Ženatý/vdaná;522
Zemřelí;Česko;Celkem;2023;63;Rozvedený/rozvedená;393
Zemřelí;Česko;Celkem;2023;63;Vdovec/vdova;108
Zemřelí;Česko;Celkem;2023;63;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;63;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;63;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;61;Celkem;1004
Zemřelí;Česko;Celkem;2023;61;Svobodný/svobodná;163
Zemřelí;Česko;Celkem;2023;61;Ženatý/vdaná;417
Zemřelí;Česko;Celkem;2023;61;Rozvedený/rozvedená;367
Zemřelí;Česko;Celkem;2023;61;Vdovec/vdova;57
Zemřelí;Česko;Celkem;2023;61;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;61;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;61;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;62;Celkem;1143
Zemřelí;Česko;Celkem;2023;62;Svobodný/svobodná;173
Zemřelí;Česko;Celkem;2023;62;Ženatý/vdaná;463
Zemřelí;Česko;Celkem;2023;62;Rozvedený/rozvedená;401
Zemřelí;Česko;Celkem;2023;62;Vdovec/vdova;106
Zemřelí;Česko;Celkem;2023;62;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;62;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;62;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;64;Celkem;1304
Zemřelí;Česko;Celkem;2023;64;Svobodný/svobodná;176
Zemřelí;Česko;Celkem;2023;64;Ženatý/vdaná;579
Zemřelí;Česko;Celkem;2023;64;Rozvedený/rozvedená;416
Zemřelí;Česko;Celkem;2023;64;Vdovec/vdova;133
Zemřelí;Česko;Celkem;2023;64;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;64;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;64;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;65;Celkem;1631
Zemřelí;Česko;Celkem;2023;65;Svobodný/svobodná;184
Zemřelí;Česko;Celkem;2023;65;Ženatý/vdaná;758
Zemřelí;Česko;Celkem;2023;65;Rozvedený/rozvedená;493
Zemřelí;Česko;Celkem;2023;65;Vdovec/vdova;196
Zemřelí;Česko;Celkem;2023;65;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;65;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;65;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;66;Celkem;1874
Zemřelí;Česko;Celkem;2023;66;Svobodný/svobodná;238
Zemřelí;Česko;Celkem;2023;66;Ženatý/vdaná;853
Zemřelí;Česko;Celkem;2023;66;Rozvedený/rozvedená;554
Zemřelí;Česko;Celkem;2023;66;Vdovec/vdova;227
Zemřelí;Česko;Celkem;2023;66;Registrované partnerství trvající;2
Zemřelí;Česko;Celkem;2023;66;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;66;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;67;Celkem;1977
Zemřelí;Česko;Celkem;2023;67;Svobodný/svobodná;230
Zemřelí;Česko;Celkem;2023;67;Ženatý/vdaná;930
Zemřelí;Česko;Celkem;2023;67;Rozvedený/rozvedená;581
Zemřelí;Česko;Celkem;2023;67;Vdovec/vdova;235
Zemřelí;Česko;Celkem;2023;67;Registrované partnerství trvající;1
Zemřelí;Česko;Celkem;2023;67;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;67;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;68;Celkem;2175
Zemřelí;Česko;Celkem;2023;68;Svobodný/svobodná;229
Zemřelí;Česko;Celkem;2023;68;Ženatý/vdaná;1050
Zemřelí;Česko;Celkem;2023;68;Rozvedený/rozvedená;603
Zemřelí;Česko;Celkem;2023;68;Vdovec/vdova;293
Zemřelí;Česko;Celkem;2023;68;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;68;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;68;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;69;Celkem;2313
Zemřelí;Česko;Celkem;2023;69;Svobodný/svobodná;222
Zemřelí;Česko;Celkem;2023;69;Ženatý/vdaná;1118
Zemřelí;Česko;Celkem;2023;69;Rozvedený/rozvedená;593
Zemřelí;Česko;Celkem;2023;69;Vdovec/vdova;380
Zemřelí;Česko;Celkem;2023;69;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;69;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;69;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;70;Celkem;2554
Zemřelí;Česko;Celkem;2023;70;Svobodný/svobodná;228
Zemřelí;Česko;Celkem;2023;70;Ženatý/vdaná;1288
Zemřelí;Česko;Celkem;2023;70;Rozvedený/rozvedená;625
Zemřelí;Česko;Celkem;2023;70;Vdovec/vdova;413
Zemřelí;Česko;Celkem;2023;70;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;70;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;70;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;71;Celkem;2817
Zemřelí;Česko;Celkem;2023;71;Svobodný/svobodná;235
Zemřelí;Česko;Celkem;2023;71;Ženatý/vdaná;1406
Zemřelí;Česko;Celkem;2023;71;Rozvedený/rozvedená;632
Zemřelí;Česko;Celkem;2023;71;Vdovec/vdova;544
Zemřelí;Česko;Celkem;2023;71;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;71;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;71;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;72;Celkem;2991
Zemřelí;Česko;Celkem;2023;72;Svobodný/svobodná;228
Zemřelí;Česko;Celkem;2023;72;Ženatý/vdaná;1443
Zemřelí;Česko;Celkem;2023;72;Rozvedený/rozvedená;701
Zemřelí;Česko;Celkem;2023;72;Vdovec/vdova;618
Zemřelí;Česko;Celkem;2023;72;Registrované partnerství trvající;1
Zemřelí;Česko;Celkem;2023;72;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;72;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;73;Celkem;3078
Zemřelí;Česko;Celkem;2023;73;Svobodný/svobodná;175
Zemřelí;Česko;Celkem;2023;73;Ženatý/vdaná;1555
Zemřelí;Česko;Celkem;2023;73;Rozvedený/rozvedená;626
Zemřelí;Česko;Celkem;2023;73;Vdovec/vdova;722
Zemřelí;Česko;Celkem;2023;73;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;73;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;73;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;74;Celkem;3436
Zemřelí;Česko;Celkem;2023;74;Svobodný/svobodná;195
Zemřelí;Česko;Celkem;2023;74;Ženatý/vdaná;1753
Zemřelí;Česko;Celkem;2023;74;Rozvedený/rozvedená;622
Zemřelí;Česko;Celkem;2023;74;Vdovec/vdova;866
Zemřelí;Česko;Celkem;2023;74;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;74;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;74;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;75;Celkem;3753
Zemřelí;Česko;Celkem;2023;75;Svobodný/svobodná;205
Zemřelí;Česko;Celkem;2023;75;Ženatý/vdaná;1872
Zemřelí;Česko;Celkem;2023;75;Rozvedený/rozvedená;651
Zemřelí;Česko;Celkem;2023;75;Vdovec/vdova;1024
Zemřelí;Česko;Celkem;2023;75;Registrované partnerství trvající;1
Zemřelí;Česko;Celkem;2023;75;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;75;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;79;Celkem;3957
Zemřelí;Česko;Celkem;2023;79;Svobodný/svobodná;127
Zemřelí;Česko;Celkem;2023;79;Ženatý/vdaná;1765
Zemřelí;Česko;Celkem;2023;79;Rozvedený/rozvedená;495
Zemřelí;Česko;Celkem;2023;79;Vdovec/vdova;1570
Zemřelí;Česko;Celkem;2023;79;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;79;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;79;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;76;Celkem;4020
Zemřelí;Česko;Celkem;2023;76;Svobodný/svobodná;171
Zemřelí;Česko;Celkem;2023;76;Ženatý/vdaná;1908
Zemřelí;Česko;Celkem;2023;76;Rozvedený/rozvedená;706
Zemřelí;Česko;Celkem;2023;76;Vdovec/vdova;1235
Zemřelí;Česko;Celkem;2023;76;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;76;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;76;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;77;Celkem;3646
Zemřelí;Česko;Celkem;2023;77;Svobodný/svobodná;147
Zemřelí;Česko;Celkem;2023;77;Ženatý/vdaná;1686
Zemřelí;Česko;Celkem;2023;77;Rozvedený/rozvedená;582
Zemřelí;Česko;Celkem;2023;77;Vdovec/vdova;1231
Zemřelí;Česko;Celkem;2023;77;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;77;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;77;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;78;Celkem;3552
Zemřelí;Česko;Celkem;2023;78;Svobodný/svobodná;141
Zemřelí;Česko;Celkem;2023;78;Ženatý/vdaná;1721
Zemřelí;Česko;Celkem;2023;78;Rozvedený/rozvedená;476
Zemřelí;Česko;Celkem;2023;78;Vdovec/vdova;1214
Zemřelí;Česko;Celkem;2023;78;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;78;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;78;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;80;Celkem;3831
Zemřelí;Česko;Celkem;2023;80;Svobodný/svobodná;129
Zemřelí;Česko;Celkem;2023;80;Ženatý/vdaná;1652
Zemřelí;Česko;Celkem;2023;80;Rozvedený/rozvedená;449
Zemřelí;Česko;Celkem;2023;80;Vdovec/vdova;1601
Zemřelí;Česko;Celkem;2023;80;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;80;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;80;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;81;Celkem;3594
Zemřelí;Česko;Celkem;2023;81;Svobodný/svobodná;123
Zemřelí;Česko;Celkem;2023;81;Ženatý/vdaná;1428
Zemřelí;Česko;Celkem;2023;81;Rozvedený/rozvedená;417
Zemřelí;Česko;Celkem;2023;81;Vdovec/vdova;1626
Zemřelí;Česko;Celkem;2023;81;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;81;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;81;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;82;Celkem;3858
Zemřelí;Česko;Celkem;2023;82;Svobodný/svobodná;126
Zemřelí;Česko;Celkem;2023;82;Ženatý/vdaná;1523
Zemřelí;Česko;Celkem;2023;82;Rozvedený/rozvedená;403
Zemřelí;Česko;Celkem;2023;82;Vdovec/vdova;1806
Zemřelí;Česko;Celkem;2023;82;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;82;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;82;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;83;Celkem;3652
Zemřelí;Česko;Celkem;2023;83;Svobodný/svobodná;98
Zemřelí;Česko;Celkem;2023;83;Ženatý/vdaná;1405
Zemřelí;Česko;Celkem;2023;83;Rozvedený/rozvedená;365
Zemřelí;Česko;Celkem;2023;83;Vdovec/vdova;1784
Zemřelí;Česko;Celkem;2023;83;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;83;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;83;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;84;Celkem;3339
Zemřelí;Česko;Celkem;2023;84;Svobodný/svobodná;85
Zemřelí;Česko;Celkem;2023;84;Ženatý/vdaná;1162
Zemřelí;Česko;Celkem;2023;84;Rozvedený/rozvedená;317
Zemřelí;Česko;Celkem;2023;84;Vdovec/vdova;1775
Zemřelí;Česko;Celkem;2023;84;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;84;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;84;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;85;Celkem;3312
Zemřelí;Česko;Celkem;2023;85;Svobodný/svobodná;81
Zemřelí;Česko;Celkem;2023;85;Ženatý/vdaná;1082
Zemřelí;Česko;Celkem;2023;85;Rozvedený/rozvedená;268
Zemřelí;Česko;Celkem;2023;85;Vdovec/vdova;1881
Zemřelí;Česko;Celkem;2023;85;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;85;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;85;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;86;Celkem;3255
Zemřelí;Česko;Celkem;2023;86;Svobodný/svobodná;66
Zemřelí;Česko;Celkem;2023;86;Ženatý/vdaná;981
Zemřelí;Česko;Celkem;2023;86;Rozvedený/rozvedená;293
Zemřelí;Česko;Celkem;2023;86;Vdovec/vdova;1915
Zemřelí;Česko;Celkem;2023;86;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;86;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;86;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;87;Celkem;3236
Zemřelí;Česko;Celkem;2023;87;Svobodný/svobodná;69
Zemřelí;Česko;Celkem;2023;87;Ženatý/vdaná;858
Zemřelí;Česko;Celkem;2023;87;Rozvedený/rozvedená;233
Zemřelí;Česko;Celkem;2023;87;Vdovec/vdova;2076
Zemřelí;Česko;Celkem;2023;87;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;87;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;87;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;88;Celkem;3281
Zemřelí;Česko;Celkem;2023;88;Svobodný/svobodná;67
Zemřelí;Česko;Celkem;2023;88;Ženatý/vdaná;820
Zemřelí;Česko;Celkem;2023;88;Rozvedený/rozvedená;234
Zemřelí;Česko;Celkem;2023;88;Vdovec/vdova;2160
Zemřelí;Česko;Celkem;2023;88;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;88;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;88;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;89;Celkem;3231
Zemřelí;Česko;Celkem;2023;89;Svobodný/svobodná;66
Zemřelí;Česko;Celkem;2023;89;Ženatý/vdaná;732
Zemřelí;Česko;Celkem;2023;89;Rozvedený/rozvedená;239
Zemřelí;Česko;Celkem;2023;89;Vdovec/vdova;2194
Zemřelí;Česko;Celkem;2023;89;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;89;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;89;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;90;Celkem;3131
Zemřelí;Česko;Celkem;2023;90;Svobodný/svobodná;56
Zemřelí;Česko;Celkem;2023;90;Ženatý/vdaná;578
Zemřelí;Česko;Celkem;2023;90;Rozvedený/rozvedená;213
Zemřelí;Česko;Celkem;2023;90;Vdovec/vdova;2284
Zemřelí;Česko;Celkem;2023;90;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;90;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;90;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;91;Celkem;2898
Zemřelí;Česko;Celkem;2023;91;Svobodný/svobodná;63
Zemřelí;Česko;Celkem;2023;91;Ženatý/vdaná;473
Zemřelí;Česko;Celkem;2023;91;Rozvedený/rozvedená;163
Zemřelí;Česko;Celkem;2023;91;Vdovec/vdova;2199
Zemřelí;Česko;Celkem;2023;91;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;91;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;91;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;92;Celkem;2626
Zemřelí;Česko;Celkem;2023;92;Svobodný/svobodná;42
Zemřelí;Česko;Celkem;2023;92;Ženatý/vdaná;370
Zemřelí;Česko;Celkem;2023;92;Rozvedený/rozvedená;171
