Stát,Roky,Ukazatel,Velkost zpravodajské jednotky,value
Česko,2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",250 až 499 zaměstnanců,0.1614512437
Česko,2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",500 až 999 zaměstnanců,0.1715576358
Česko,2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",1 000 a více zaměstnanců,0.1807342934
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Celkem zaměstnanců,0.7483772308
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,1 až 9 zaměstnanců,0.0135147045
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,10 až 19 zaměstnanců,0.0329844045
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,20 a více zaměstnanců,0.9218718872
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,20 až 49 zaměstnanců,0.0529464547
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,50 až 99 zaměstnanců,0.1144328165
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,100 až 249 zaměstnanců,0.1847313508
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,250 až 499 zaměstnanců,0.6404101836
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,500 až 999 zaměstnanců,1.1096218378
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,1 000 a více zaměstnanců,2.1743630358
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Celkem zaměstnanců,0.0466282384
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,1 až 9 zaměstnanců,0.0012743869
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,10 až 19 zaměstnanců,0.0042334711
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,20 a více zaměstnanců,0.0571735638
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,20 až 49 zaměstnanců,0.0074569609
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,50 až 99 zaměstnanců,0.0302286245
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,100 až 249 zaměstnanců,0.0672513996
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,250 až 499 zaměstnanců,0.0471512338
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,500 až 999 zaměstnanců,0.067840665
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,1 000 a více zaměstnanců,0.0883594796
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,Celkem zaměstnanců,110.5956917873
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,1 až 9 zaměstnanců,70.6641184085
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,10 až 19 zaměstnanců,83.7383751295
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,20 a více zaměstnanců,118.9133270277
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,20 až 49 zaměstnanců,96.3277067593
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,50 až 99 zaměstnanců,105.6560155106
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,100 až 249 zaměstnanců,112.2610435792
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,250 až 499 zaměstnanců,118.1161070109
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,500 až 999 zaměstnanců,128.7462805838
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,1 000 a více zaměstnanců,136.48115202
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Celkem zaměstnanců,104.5453476763
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,1 až 9 zaměstnanců,68.9515886095
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,10 až 19 zaměstnanců,80.3198711311
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,20 a více zaměstnanců,111.9858166399
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,20 až 49 zaměstnanců,92.5429500097
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,50 až 99 zaměstnanců,101.4503292685
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,100 až 249 zaměstnanců,106.4165769017
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,250 až 499 zaměstnanců,111.2812677774
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,500 až 999 zaměstnanců,120.017920183
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,1 000 a více zaměstnanců,126.7864493107
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Celkem zaměstnanců,2.0976695803
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,1 až 9 zaměstnanců,0.23743644
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,10 až 19 zaměstnanců,0.9521714279
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,20 a více zaměstnanců,2.4753915023
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,20 až 49 zaměstnanců,1.0668614248
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,50 až 99 zaměstnanců,1.0848486445
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,100 až 249 zaměstnanců,1.4653421384
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,250 až 499 zaměstnanců,2.6486043847
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,500 až 999 zaměstnanců,3.2621561709
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,1 000 a více zaměstnanců,4.0101799039
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Celkem zaměstnanců,2.3485766425
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,1 až 9 zaměstnanců,0.9523067862
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,10 až 19 zaměstnanců,1.7210044022
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,20 a více zaměstnanců,2.6106413457
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,20 až 49 zaměstnanců,2.0586681876
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,50 až 99 zaměstnanců,2.3569028709
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,100 až 249 zaměstnanců,2.6153446091
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,250 až 499 zaměstnanců,2.6944211994
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,500 až 999 zaměstnanců,3.3138088453
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,1 000 a více zaměstnanců,2.700238561
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Celkem zaměstnanců,1.3555458563
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,1 až 9 zaměstnanců,0.5171000003
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,10 až 19 zaměstnanců,0.7287060379
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,20 a více zaměstnanců,1.5360028095
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,20 až 49 zaměstnanců,0.642557321
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,50 až 99 zaměstnanců,0.7439561127
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,100 až 249 zaměstnanců,1.7238367188
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,250 až 499 zaměstnanců,1.3203172555
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,500 až 999 zaměstnanců,1.8838108942
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,1 000 a více zaměstnanců,2.1900419433
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Celkem zaměstnanců,0.2485520319
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,1 až 9 zaměstnanců,0.0056865725
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,10 až 19 zaměstnanců,0.0166221304
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,20 a více zaměstnanců,0.3054747303
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,20 až 49 zaměstnanců,0.0166698162
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,50 až 99 zaměstnanců,0.019978614
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,100 až 249 zaměstnanců,0.0399432112
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,250 až 499 zaměstnanců,0.1714963939
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,500 až 999 zaměstnanců,0.2685844905
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,1 000 a více zaměstnanců,0.7942423012
Česko,2023,Nepřímé náklady - personální náklady/výdaje,Celkem zaměstnanců,4.0992511185
Česko,2023,Nepřímé náklady - personální náklady/výdaje,1 až 9 zaměstnanců,1.4943878546
Česko,2023,Nepřímé náklady - personální náklady/výdaje,10 až 19 zaměstnanců,2.0603929495
Česko,2023,Nepřímé náklady - personální náklady/výdaje,20 a více zaměstnanců,4.6683330782
Česko,2023,Nepřímé náklady - personální náklady/výdaje,20 až 49 zaměstnanců,2.1113819718
Česko,2023,Nepřímé náklady - personální náklady/výdaje,50 až 99 zaměstnanců,2.1240944928
Česko,2023,Nepřímé náklady - personální náklady/výdaje,100 až 249 zaměstnanců,3.0060758106
Česko,2023,Nepřímé náklady - personální náklady/výdaje,250 až 499 zaměstnanců,4.3614865915
Česko,2023,Nepřímé náklady - personální náklady/výdaje,500 až 999 zaměstnanců,4.9082016634
Česko,2023,Nepřímé náklady - personální náklady/výdaje,1 000 a více zaměstnanců,8.0579125737
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Celkem zaměstnanců,0.8915914598
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,1 až 9 zaměstnanců,0.1330080509
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,10 až 19 zaměstnanců,0.3157263514
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,20 a více zaměstnanců,1.0556663126
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,20 až 49 zaměstnanců,0.3421122181
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,50 až 99 zaměstnanců,0.3691479243
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,100 až 249 zaměstnanců,0.490476582
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,250 až 499 zaměstnanců,0.834477613
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,500 až 999 zaměstnanců,0.9190488966
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,1 000 a více zaměstnanců,2.1772196662
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Celkem zaměstnanců,0.0248022818
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,1 až 9 zaměstnanců,0.0017642518
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,10 až 19 zaměstnanců,0.0056941322
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,20 a více zaměstnanců,0.0299347609
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,20 až 49 zaměstnanců,0.0050371827
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,50 až 99 zaměstnanců,0.006230468
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,100 až 249 zaměstnanců,0.011896032
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,250 až 499 zaměstnanců,0.0363656613
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,500 až 999 zaměstnanců,0.0250089771
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,1 000 a více zaměstnanců,0.0624652821
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Celkem zaměstnanců,1.2159526078
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,1 až 9 zaměstnanců,0.6325402651
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,10 až 19 zaměstnanců,0.7808245534
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,20 a více zaměstnanců,1.3414228649
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,20 až 49 zaměstnanců,0.7966353879
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,50 až 99 zaměstnanců,0.8357497737
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,100 až 249 zaměstnanců,1.1638385379
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,250 až 499 zaměstnanců,1.4288098161
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,500 až 999 zaměstnanců,1.6226292766
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,1 000 a více zaměstnanců,1.8015712216
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Celkem zaměstnanců,1.3925962644
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",1 až 9 zaměstnanců,0.6899290802
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",10 až 19 zaměstnanců,0.8915505931
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",20 a více zaměstnanců,1.5415869908
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",20 až 49 zaměstnanců,0.8995700432
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",50 až 99 zaměstnanců,0.843197161
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",100 až 249 zaměstnanců,1.1355409402
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",250 až 499 zaměstnanců,1.4530932442
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",500 až 999 zaměstnanců,1.732583396
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",1 000 a více zaměstnanců,2.3694124427
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Celkem zaměstnanců,0.5743085047
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,1 až 9 zaměstnanců,0.0371462065
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,10 až 19 zaměstnanců,0.0665973195
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,20 a více zaměstnanců,0.699722149
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,20 až 49 zaměstnanců,0.0680271399
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,50 až 99 zaměstnanců,0.0697691657
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,100 až 249 zaměstnanců,0.2043237184
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,250 až 499 zaměstnanců,0.6087402568
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,500 až 999 zaměstnanců,0.6089311171
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,1 000 a více zaměstnanců,1.6472439611
Česko,2023,Nepřímé náklady - daně a dotace,Celkem zaměstnanců,-0.729272251
Česko,2023,Nepřímé náklady - daně a dotace,1 až 9 zaměstnanců,-0.6158213303
Česko,2023,Nepřímé náklady - daně a dotace,10 až 19 zaměstnanců,-0.718942433
Česko,2023,Nepřímé náklady - daně a dotace,20 a více zaměstnanců,-0.7468100694
Česko,2023,Nepřímé náklady - daně a dotace,20 až 49 zaměstnanců,-0.9201626323
Česko,2023,Nepřímé náklady - daně a dotace,50 až 99 zaměstnanců,-1.0928991226
Česko,2023,Nepřímé náklady - daně a dotace,100 až 249 zaměstnanců,-1.0469665477
Česko,2023,Nepřímé náklady - daně a dotace,250 až 499 zaměstnanců,-0.8413081073
Česko,2023,Nepřímé náklady - daně a dotace,500 až 999 zaměstnanců,-1.2628456187
Česko,2023,Nepřímé náklady - daně a dotace,1 000 a více zaměstnanců,-0.1042128
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Celkem zaměstnanců,0.0777941899
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,1 až 9 zaměstnanců,0.2650513158
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,10 až 19 zaměstnanců,0.1486923497
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,20 a více zaměstnanců,0.0438734466
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,20 až 49 zaměstnanců,0.1633904085
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,50 až 99 zaměstnanců,0.0579838296
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,100 až 249 zaměstnanců,0.0426348141
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,250 až 499 zaměstnanců,0.0098349365
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,500 až 999 zaměstnanců,0.0175183104
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,1 000 a více zaměstnanců,0.0026446895
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Celkem zaměstnanců,0.8070664409
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,1 až 9 zaměstnanců,0.8808726461
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,10 až 19 zaměstnanců,0.8676347828
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,20 a více zaměstnanců,0.790683516
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,20 až 49 zaměstnanců,1.0835530408
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,50 až 99 zaměstnanců,1.1508829523
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,100 až 249 zaměstnanců,1.0896013618
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,250 až 499 zaměstnanců,0.8511430438
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,500 až 999 zaměstnanců,1.2803639291
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,1 000 a více zaměstnanců,0.1068574895
