Území,Týdny,Ukazatel,Druh PHM,value
Česko, 06. týden 2024,Průměrná cena pohonných hmot (Kč/litr),LPG,16.77
Česko, 06. týden 2024,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 06. týden 2024,Index cen pohonných hmot (%),Motorová nafta,
Česko, 06. týden 2024,Index cen pohonných hmot (%),LPG,
Česko, 05. týden 2024,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.66
Česko, 05. týden 2024,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.8
Česko, 05. týden 2024,Průměrná cena pohonných hmot (Kč/litr),LPG,16.76
Česko, 05. týden 2024,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 05. týden 2024,Index cen pohonných hmot (%),Motorová nafta,
Česko, 05. týden 2024,Index cen pohonných hmot (%),LPG,
Česko, 04. týden 2024,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.36
Česko, 04. týden 2024,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.53
Česko, 04. týden 2024,Průměrná cena pohonných hmot (Kč/litr),LPG,16.67
Česko, 04. týden 2024,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 04. týden 2024,Index cen pohonných hmot (%),Motorová nafta,
Česko, 04. týden 2024,Index cen pohonných hmot (%),LPG,
Česko, 03. týden 2024,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.07
Česko, 03. týden 2024,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.19
Česko, 03. týden 2024,Průměrná cena pohonných hmot (Kč/litr),LPG,16.26
Česko, 03. týden 2024,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 03. týden 2024,Index cen pohonných hmot (%),Motorová nafta,
Česko, 03. týden 2024,Index cen pohonných hmot (%),LPG,
Česko, 02. týden 2024,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.02
Česko, 02. týden 2024,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.21
Česko, 02. týden 2024,Průměrná cena pohonných hmot (Kč/litr),LPG,16.1
Česko, 02. týden 2024,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 02. týden 2024,Index cen pohonných hmot (%),Motorová nafta,
Česko, 02. týden 2024,Index cen pohonných hmot (%),LPG,
Česko, 01. týden 2024,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,35.9
Česko, 01. týden 2024,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.43
Česko, 01. týden 2024,Průměrná cena pohonných hmot (Kč/litr),LPG,15.9
Česko, 01. týden 2024,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 01. týden 2024,Index cen pohonných hmot (%),Motorová nafta,
Česko, 01. týden 2024,Index cen pohonných hmot (%),LPG,
Česko, 51. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,35.97
Česko, 51. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.52
Česko, 51. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.87
Česko, 51. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 51. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 51. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 50. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.58
Česko, 50. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.93
Česko, 50. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.65
Česko, 50. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 50. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 50. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 49. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.9
Česko, 49. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,37.5
Česko, 49. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.78
Česko, 49. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 49. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 49. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 48. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.51
Česko, 48. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,37.82
Česko, 48. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.79
Česko, 48. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 48. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 48. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 47. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,38.01
Česko, 47. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,38.46
Česko, 47. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.76
Česko, 47. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 47. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 47. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 46. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,38.36
Česko, 46. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,39.13
Česko, 46. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.69
Česko, 46. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 46. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 46. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 45. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,38.83
Česko, 45. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,39.4
Česko, 45. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.69
Česko, 45. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 45. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 45. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 44. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,38.84
Česko, 44. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,39.5
Česko, 44. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.68
Česko, 44. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 44. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 44. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 43. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,39.09
Česko, 43. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,39.64
Česko, 43. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.68
Česko, 43. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 43. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 43. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 42. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,39.5
Česko, 42. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,39.89
Česko, 42. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.62
Česko, 42. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 42. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 42. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 41. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,40.11
Česko, 41. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,40.38
Česko, 41. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.58
Česko, 41. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 41. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 41. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 40. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,40.43
Česko, 40. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,40.35
Česko, 40. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.47
Česko, 40. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 40. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 40. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 39. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,40.46
Česko, 39. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,40.35
Česko, 39. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.45
Česko, 39. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 39. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 39. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 38. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,40.31
Česko, 38. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,39.94
Česko, 38. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.41
Česko, 38. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 38. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 38. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 37. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,39.85
Česko, 37. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,38.45
Česko, 37. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.13
Česko, 37. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 37. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 37. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 36. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,39.76
Česko, 36. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,38.15
Česko, 36. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,14.94
Česko, 36. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 36. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 36. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 35. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,39.6
Česko, 35. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,37.95
Česko, 35. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,14.78
Česko, 35. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 35. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 35. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 34. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,39.4
Česko, 34. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,37.77
Česko, 34. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,14.78
Česko, 34. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 34. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 34. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 33. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,39.36
Česko, 33. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,37.42
Česko, 33. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,14.74
Česko, 33. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 33. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 33. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 32. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,39.14
Česko, 32. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.44
Česko, 32. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,14.74
Česko, 32. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 32. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 32. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 31. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.99
Česko, 31. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,33.33
Česko, 31. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,14.78
Česko, 31. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 31. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 31. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 30. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.29
Česko, 30. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,32.82
Česko, 30. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,14.78
Česko, 30. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 30. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 30. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 29. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.26
Česko, 29. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,32.74
Česko, 29. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,14.89
Česko, 29. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 29. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 29. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 28. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.25
Česko, 28. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,32.5
Česko, 28. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,14.97
Česko, 28. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 28. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 28. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 27. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.27
Česko, 27. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,32.56
Česko, 27. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,14.99
Česko, 27. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 27. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 27. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 26. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.25
Česko, 26. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,32.43
Česko, 26. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.02
Česko, 26. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 26. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 26. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 25. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.12
Česko, 25. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,31.79
Česko, 25. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.12
Česko, 25. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 25. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 25. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 24. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.83
Česko, 24. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,31.4
Česko, 24. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.19
Česko, 24. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 24. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 24. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 23. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.74
Česko, 23. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,31.31
Česko, 23. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.31
Česko, 23. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 23. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 23. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 22. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.44
Česko, 22. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,31.08
Česko, 22. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.37
Česko, 22. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 22. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 22. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 21. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.37
Česko, 21. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,31.14
Česko, 21. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.41
Česko, 21. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 21. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 21. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 20. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.46
Česko, 20. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,31.44
Česko, 20. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.55
Česko, 20. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 20. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 20. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 19. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.77
Česko, 19. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,32.02
Česko, 19. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.79
Česko, 19. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 19. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 19. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 18. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.26
Česko, 18. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,32.91
Česko, 18. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,15.94
Česko, 18. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 18. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 18. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 17. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.45
Česko, 17. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,33.63
Česko, 17. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.09
Česko, 17. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 17. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 17. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 16. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.83
Česko, 16. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,34.34
Česko, 16. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.28
Česko, 16. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 16. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 16. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 15. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.55
Česko, 15. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,34.63
Česko, 15. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.42
Česko, 15. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 15. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 15. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 14. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.0
Česko, 14. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,35.02
Česko, 14. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.69
Česko, 14. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 14. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 14. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 13. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,36.96
Česko, 13. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,35.23
Česko, 13. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.58
Česko, 13. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 13. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 13. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 12. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.09
Česko, 12. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,35.56
Česko, 12. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.65
Česko, 12. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 12. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 12. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 11. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.2
Česko, 11. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.05
Česko, 11. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.7
Česko, 11. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 11. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 11. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 10. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.36
Česko, 10. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.22
Česko, 10. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.76
Česko, 10. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 10. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 10. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 09. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.45
Česko, 09. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.35
Česko, 09. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.78
Česko, 09. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 09. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 09. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 08. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.65
Česko, 08. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.56
Česko, 08. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.75
Česko, 08. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 08. týden 2023,Index cen pohonných hmot (%),Motorová nafta,
Česko, 08. týden 2023,Index cen pohonných hmot (%),LPG,
Česko, 07. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,37.63
Česko, 07. týden 2023,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,36.8
Česko, 07. týden 2023,Průměrná cena pohonných hmot (Kč/litr),LPG,16.59
Česko, 07. týden 2023,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
