Území,Týdny,Ukazatel,Druh PHM,value
Česko, 16. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 16. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 16. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 15. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,31.51
Česko, 15. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.67
Česko, 15. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,14.15
Česko, 15. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 15. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 15. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 13. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,31.33
Česko, 13. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.72
Česko, 13. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,14.1
Česko, 13. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 13. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 13. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 12. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,31.19
Česko, 12. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.63
Česko, 12. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,14.08
Česko, 12. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 12. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 12. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 11. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.69
Česko, 11. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.38
Česko, 11. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,14.2
Česko, 11. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 11. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 11. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 10. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.81
Česko, 10. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.69
Česko, 10. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,13.82
Česko, 10. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 10. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 10. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 09. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.32
Česko, 09. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.27
Česko, 09. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,13.22
Česko, 09. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 09. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 09. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 08. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,28.91
Česko, 08. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.91
Česko, 08. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,13.2
Česko, 08. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 08. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 08. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 07. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,28.76
Česko, 07. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.83
Česko, 07. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,13.11
Česko, 07. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 07. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 07. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 06. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,28.59
Česko, 06. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.71
Česko, 06. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,12.98
Česko, 06. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 06. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 06. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 05. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,28.35
Česko, 05. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.51
Česko, 05. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,12.85
Česko, 05. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 05. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 05. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 04. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,28.3
Česko, 04. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.5
Česko, 04. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,12.72
Česko, 04. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 04. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 04. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 03. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,28.11
Česko, 03. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.48
Česko, 03. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,12.66
Česko, 03. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 03. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 03. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 02. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.91
Česko, 02. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.38
Česko, 02. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,12.66
Česko, 02. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 02. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 02. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 01. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.91
Česko, 01. týden 2021,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.54
Česko, 01. týden 2021,Průměrná cena pohonných hmot (Kč/litr),LPG,12.57
Česko, 01. týden 2021,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 01. týden 2021,Index cen pohonných hmot (%),Motorová nafta,
Česko, 01. týden 2021,Index cen pohonných hmot (%),LPG,
Česko, 51. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.91
Česko, 51. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.55
Česko, 51. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.66
Česko, 51. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 51. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 51. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 50. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.85
Česko, 50. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.35
Česko, 50. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.52
Česko, 50. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 50. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 50. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 49. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.7
Česko, 49. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.2
Česko, 49. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.56
Česko, 49. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 49. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 49. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 48. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.7
Česko, 48. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.2
Česko, 48. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.37
Česko, 48. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 48. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 48. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 47. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.6
Česko, 47. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.07
Česko, 47. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.33
Česko, 47. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 47. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 47. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 46. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.68
Česko, 46. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.12
Česko, 46. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.24
Česko, 46. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 46. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 46. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 45. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.89
Česko, 45. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.26
Česko, 45. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.28
Česko, 45. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 45. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 45. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 44. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,28.01
Česko, 44. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.27
Česko, 44. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.27
Česko, 44. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 44. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 44. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 43. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.97
Česko, 43. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.18
Česko, 43. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.27
Česko, 43. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 43. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 43. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 42. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.86
Česko, 42. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.13
Česko, 42. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.17
Česko, 42. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 42. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 42. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 41. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.707
Česko, 41. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.089
Česko, 41. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.197
Česko, 41. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 41. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 41. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 40. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.61
Česko, 40. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.01
Česko, 40. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.23
Česko, 40. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 40. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 40. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 39. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.63
Česko, 39. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.08
Česko, 39. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.22
Česko, 39. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 39. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 39. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 38. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.7
Česko, 38. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.19
Česko, 38. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.25
Česko, 38. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 38. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 38. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 37. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.75
Česko, 37. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.38
Česko, 37. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.2
Česko, 37. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 37. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 37. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 36. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.78
Česko, 36. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.44
Česko, 36. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.19
Česko, 36. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 36. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 36. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 35. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.79
Česko, 35. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.46
Česko, 35. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.23
Česko, 35. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 35. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 35. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 34. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.83
Česko, 34. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.55
Česko, 34. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.36
Česko, 34. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 34. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 34. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 33. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.83
Česko, 33. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.61
Česko, 33. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.26
Česko, 33. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 33. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 33. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 32. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.94
Česko, 32. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.66
Česko, 32. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.29
Česko, 32. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 32. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 32. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 31. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.96
Česko, 31. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.67
Česko, 31. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.29
Česko, 31. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 31. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 31. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 30. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.88
Česko, 30. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.62
Česko, 30. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.28
Česko, 30. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 30. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 30. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 29. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.6
Česko, 29. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.38
Česko, 29. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.21
Česko, 29. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 29. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 29. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 28. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.37
Česko, 28. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.25
Česko, 28. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.01
Česko, 28. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 28. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 28. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 27. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,27.01
Česko, 27. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,26.82
Česko, 27. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,11.99
Česko, 27. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 27. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 27. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 26. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,26.7
Česko, 26. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,26.42
Česko, 26. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.0
Česko, 26. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 26. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 26. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 25. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,26.4
Česko, 25. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,26.27
Česko, 25. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.05
Česko, 25. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 25. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 25. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 24. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,26.12
Česko, 24. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,26.14
Česko, 24. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,11.89
Česko, 24. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 24. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 24. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 23. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,25.95
Česko, 23. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,25.99
Česko, 23. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,11.61
Česko, 23. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 23. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 23. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 22. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,25.84
Česko, 22. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,25.94
Česko, 22. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,11.68
Česko, 22. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 22. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 22. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 21. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,25.68
Česko, 21. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,25.76
Česko, 21. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,11.67
Česko, 21. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 21. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 21. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 20. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,25.24
Česko, 20. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,25.6
Česko, 20. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,11.7
Česko, 20. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 20. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 20. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 19. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,25.32
Česko, 19. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,25.75
Česko, 19. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,11.78
Česko, 19. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 19. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 19. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 18. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,25.7
Česko, 18. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,26.14
Česko, 18. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.07
Česko, 18. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 18. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 18. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 17. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,26.21
Česko, 17. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,26.73
Česko, 17. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.27
Česko, 17. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 17. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 17. týden 2020,Index cen pohonných hmot (%),LPG,
Česko, 15. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,26.937
Česko, 15. týden 2020,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,27.305
Česko, 15. týden 2020,Průměrná cena pohonných hmot (Kč/litr),LPG,12.627
Česko, 15. týden 2020,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 15. týden 2020,Index cen pohonných hmot (%),Motorová nafta,
Česko, 15. týden 2020,Index cen pohonných hmot (%),LPG,
