Území;CZ NACE;Ukazatel;Roky;value
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2010;114060.23834729
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2011;111102.276579499
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2012;111769.252389595
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2013;105624.631550494
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2014;105844.942471228
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2015;108013.819539692
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2016;111694.972406835
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2017;117475.330897139
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2018;117913.174338706
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2019;119045.43509285
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2020;105029.54883087
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2021;100370.686644336
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2022;104384.106543092
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrný evidenční počet zaměstnanců přepočtený ;2023;
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2008;11956.0792494675
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2009;11454.4678928724
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2010;12059.9993775002
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2011;12237.9667188527
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2012;12493.9275524214
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2013;12857.9348816936
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2014;13241.8333180282
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2015;14008.7451240278
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2016;14820.3498762596
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2017;16704.2822289404
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2018;18084.6940925557
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2019;19604.7188987745
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2020;18375.3781695462
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2021;18513.251858375
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2022;21218.1014213608
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2023;
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2008;12517.528673771
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2009;12001.699282112
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2010;12612.3198081235
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2011;12933.166693891
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2012;13031.6317886752
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2013;13497.3998941925
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2014;13769.0830174765
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2015;14641.3169974948
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2016;15464.2745535358
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2017;17277.0579911262
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2018;19075.3780882551
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2019;20722.0837912748
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2020;19891.354074791
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2021;19835.8679589669
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2022;22837.8958752099
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2023;
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2008;147968.926975533
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2009;144051.178988454
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2010;136197.38891427
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2011;135593.638531814
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2012;135484.328314627
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2013;132843.128393161
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2014;137268.215759895
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2015;148513.617320242
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2016;163134.382596608
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2017;193256.438515836
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2018;203004.805717738
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2019;217664.477007756
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2020;148076.999328915
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2021;165969.387196428
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2022;224476.313046711
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Čistý obrat (Výnosy celkem) (mil. Kč);2023;
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2008;137742.089929373
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2009;132593.014527467
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2010;126612.823207904
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2011;128556.427650632
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2012;125635.791421766
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2013;124634.648932856
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2014;130243.053418555
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2015;140470.081693658
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2016;153639.098464526
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2017;182525.212283083
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2018;192865.605227017
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2019;206797.675444134
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2020;127959.812517635
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2021;136438.706570046
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2022;210549.94638468
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2023;
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2008;123229.869365476
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2009;118941.479834915
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2010;114474.681224686
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2011;115938.321762322
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2012;113744.416192281
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2013;114684.315126796
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2014;119011.514741418
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2015;128637.713638432
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2016;138951.253237563
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2017;164849.501459981
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2018;174671.279730298
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2019;188500.8600659
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2020;114350.590848559
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2021;124138.039273257
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2022;194934.559164671
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Výkony včetně obchodní marže (mil. Kč);2023;
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2008;148534.973061905
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2009;145270.195179283
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2010;135971.77210693
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2011;134941.128522291
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2012;133762.116156573
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2013;132029.121957975
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2014;133469.356429993
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2015;141055.536347402
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2016;156278.867317038
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2017;181355.503777774
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2018;194297.325355589
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2019;207437.267314087
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2020;155856.252048341
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2021;162107.874666538
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2022;212624.236109531
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Náklady celkem (mil. Kč);2023;
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2008;83171.6350781732
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2009;81483.7965338287
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2010;76910.4722518869
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2011;76664.156858579
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2012;74945.9009351844
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2013;75406.5671704961
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2014;77055.8805906484
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2015;82367.6824682898
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2016;92646.5755892465
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2017;106464.734466616
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2018;113500.237653171
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2019;122186.03376317
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2020;86058.013254873
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2021;90989.9958708808
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2022;129002.926300965
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2023;
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2008;24129.8688960205
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2009;23431.1585737327
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2010;23367.2708670347
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2011;23266.5952309018
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2012;24036.4580291758
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2013;23548.0397153802
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2014;24270.9888108312
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2015;26299.5439657196
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2016;29364.5956150073
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2017;35365.3048404331
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2018;39799.1879830315
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2019;43627.8510285616
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2020;35322.1663101303
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2021;36884.512756569
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2022;44676.2637552872
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Osobní náklady (mil. Kč);2023;
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2008;17540.2840318861
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2009;17457.657161583
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2010;17262.7704411217
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2011;17242.8511568813
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2012;17478.4289092404
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2013;17107.8946885651
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2014;17488.6535983963
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2015;18977.57486389
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2016;20727.3806345867
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2017;24355.5372532394
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2018;26990.860585166
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2019;29602.4337715536
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2020;25070.1593293246
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2021;23891.2762467348
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2022;28606.9602750955
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Mzdy bez OON (mil. Kč);2023;
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Přidaná hodnota (mil. Kč);2008;40058.2342873031
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Přidaná hodnota (mil. Kč);2009;37457.6833010858
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Přidaná hodnota (mil. Kč);2010;37564.2089727991
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Přidaná hodnota (mil. Kč);2011;39274.1649037429
Česko;55 a 56 Sekce I - Ubytování, stravování a pohostinství;Přidaná hodnota (mil. Kč);2012;38798.5152570966
