ČR a kraje,Ukazatel,Pohlaví,Odvětví ekonomické činnosti,Čtvrtletí,value
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2013,327.61618049
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2012,326.2955185
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2012,319.48002488
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2012,316.53856258
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2012,313.22653152
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2011,309.62291166
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2011,290.03807356
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2011,290.0288549826
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2011,297.6162765462
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2010,292.9205748163
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2010,289.8114883516
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2010,298.2852408166
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2010,301.2746704119
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,4. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,3. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,2. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,P - Vzdělávání,1. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2025,451.28988912
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2025,436.39159667
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2024,436.99009134
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2024,440.28412724
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2024,425.8566373
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2024,423.0179914
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2023,405.748026475
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2023,405.5599741
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2023,399.866863091
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2023,405.55949087
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2022,423.44398479
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2022,407.63364041
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2022,399.3877161
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2022,401.0182956
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2021,400.4348859
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2021,403.5474176
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2021,401.1951778
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2021,408.4036915
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2020,411.7671113
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2020,408.9108129
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2020,394.3802739
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2020,403.4688246
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2019,400.5588532
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2019,394.8239401
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2019,397.1649656
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2019,386.908799
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2018,366.6008419
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2018,370.7233783
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2018,369.8603865
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2018,373.6836479
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2017,376.7128507
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2017,383.6513476
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2017,367.840312
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2017,372.879867
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2016,364.8935944
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2016,362.2497563
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2016,359.3880039
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2016,355.06144535
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2015,355.09354549
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2015,351.01911206
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2015,344.2595819
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2015,356.14573366
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2014,352.84634418
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2014,354.26765212
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2014,352.1998663
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2014,354.7881663
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2013,343.43448094
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2013,339.05479611
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2013,341.1183514
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2013,333.42823968
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2012,337.74536743
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2012,334.95849034
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2012,333.91920444
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2012,327.09847209
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2011,328.70682372
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2011,324.11807606
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2011,327.1261418212
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2011,326.8790836645
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2010,338.3403012918
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2010,340.4075950966
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2010,344.7769584888
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2010,336.1408707651
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,4. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,3. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,2. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,Q - Zdravotní a sociální péče,1. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",2. čtvrtletí 2025,102.92577821
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",1. čtvrtletí 2025,98.689026272
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",4. čtvrtletí 2024,93.00793104
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",3. čtvrtletí 2024,86.567294403
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",2. čtvrtletí 2024,82.81383944
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",1. čtvrtletí 2024,92.71831522
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",4. čtvrtletí 2023,88.005680055
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",3. čtvrtletí 2023,90.241019591
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",2. čtvrtletí 2023,90.126491555
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",1. čtvrtletí 2023,91.0749085
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",4. čtvrtletí 2022,85.5147077
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",3. čtvrtletí 2022,89.09245174
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",2. čtvrtletí 2022,88.7378333
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",1. čtvrtletí 2022,94.5217452
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",4. čtvrtletí 2021,93.119114
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",3. čtvrtletí 2021,89.5677189
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",2. čtvrtletí 2021,84.1848921
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",1. čtvrtletí 2021,86.2465133
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",4. čtvrtletí 2020,89.0004317
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",3. čtvrtletí 2020,86.7318158
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",2. čtvrtletí 2020,91.3916499
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",1. čtvrtletí 2020,97.7310077
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",4. čtvrtletí 2019,98.2311217
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",3. čtvrtletí 2019,99.0895182
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",2. čtvrtletí 2019,103.8651024
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",1. čtvrtletí 2019,100.3659963
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",4. čtvrtletí 2018,100.7678938
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",3. čtvrtletí 2018,95.4404674
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",2. čtvrtletí 2018,97.8805179
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",1. čtvrtletí 2018,93.3605032
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",4. čtvrtletí 2017,87.1321552
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",3. čtvrtletí 2017,93.4141511
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",2. čtvrtletí 2017,97.3733009
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",1. čtvrtletí 2017,95.0080639
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",4. čtvrtletí 2016,95.8668701
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",3. čtvrtletí 2016,95.141898
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",2. čtvrtletí 2016,93.3383421
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",1. čtvrtletí 2016,86.7169098500001
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",4. čtvrtletí 2015,84.5638375600001
Česko,Zaměstnaní (tis. osob),Celkem,"R - Kulturní, zábavní a rekreační činnosti",3. čtvrtletí 2015,83.0962172200001
