Území;Ukazatel;Měsíce;value
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);leden 2024;92.6187629655
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);únor 2024;97.4879761917
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);březen 2024;89.9406613783
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);duben 2024;99.6154889643
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);květen 2024;94.2630850833
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);červen 2024;92.216871105
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);červenec 2024;99.1050876414
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);srpen 2024;98.6908652084
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);září 2024;93.524254102
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);říjen 2024;97.7206795123
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);listopad 2024;101.7584705953
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);prosinec 2024;109.3747204483
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);leden 2025;108.7066728736
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);únor 2025;100.7374097205
Česko;Meziroční index stavební produkce - pozemní stavitelství (%);březen 2025;110.3719030378
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2001;111.3060981397
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2001;130.6099812821
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2001;133.7729266093
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2001;115.1029864495
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2001;122.173991064
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2001;108.2124438358
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2001;122.4122581616
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2001;110.1724058487
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2001;100.3641614869
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2001;99.8785899518
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2001;90.3906616299
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2001;105.323285228
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2002;89.276315747
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2002;93.9474853472
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2002;90.8343150331
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2002;96.7299688879
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2002;101.1662209572
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2002;103.8892233129
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2002;100.2267396252
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2002;102.0401557037
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2002;107.6963131865
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2002;105.7277518571
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2002;121.1738730661
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2002;126.1526153091
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2003;104.2180520967
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2003;105.830767577
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2003;121.9069111335
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2003;121.7724275196
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2003;112.4331707125
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2003;119.0163054397
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2003;132.4901868653
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2003;130.5050519518
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2003;127.1149178843
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2003;122.6088307645
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2003;129.6021003297
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2003;106.3699498276
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2004;133.3885117447
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2004;116.7343805533
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2004;107.1450116118
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2004;95.9076239529
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2004;114.4141995722
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2004;121.3866931887
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2004;109.8850946486
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2004;124.3684802496
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2004;108.3568116157
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2004;111.6454313472
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2004;114.8616572011
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2004;101.6881367615
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2005;94.1950526114
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2005;95.0763612697
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2005;84.2006844486
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2005;118.8220316537
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2005;104.4993338489
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2005;95.4029050885
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2005;103.6442237119
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2005;88.5726771046
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2005;112.884543935
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2005;118.4766081716
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2005;109.8091374155
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2005;142.6218180952
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2006;98.5370362468
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2006;101.0454971983
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2006;101.7300170034
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2006;96.9026647951
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2006;113.9280206189
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2006;112.5627386438
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2006;115.3446247771
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2006;115.2735059228
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2006;106.6887169798
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2006;107.3395186674
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2006;108.6395014725
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2006;113.0025825076
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2007;116.4596269357
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2007;113.0022543272
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2007;113.9537362448
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2007;106.2678093205
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2007;91.7827488715
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2007;95.2182265972
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2007;91.9362916713
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2007;87.434987351
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2007;89.5972029604
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2007;93.1748731996
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2007;106.1887465379
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2007;107.5408955744
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2008;98.0863288429
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2008;132.334218613
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2008;113.1968076424
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2008;105.3660104538
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2008;100.3216050672
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2008;108.2667358831
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2008;115.2515552385
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2008;113.1077048474
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2008;115.9573033728
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2008;111.7755339746
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2008;105.0140753098
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2008;108.4106574392
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2009;127.0642198595
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2009;105.5304860352
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2009;108.9759892934
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2009;136.38039671
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2009;120.3326670677
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2009;120.9870714152
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2009;111.2452632092
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2009;115.0152940819
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2009;119.211601226
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2009;108.7396045842
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2009;110.6628970003
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2009;95.113815185
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2010;91.5532412538
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2010;94.7817674578
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2010;86.1491476412
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2010;83.3676490166
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2010;97.349694141
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2010;96.271679614
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2010;98.9131992763
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2010;101.8028433537
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2010;82.930408177
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2010;92.9745637619
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2010;95.4518955718
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2010;85.497024157
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2011;83.6416455761
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2011;89.192068923
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2011;112.8090865678
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2011;86.8310662207
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2011;91.1505394174
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2011;86.6023292354
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2011;82.0370637761
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2011;80.1252405846
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2011;94.8604867611
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2011;88.7486266055
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2011;86.8309077517
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2011;116.7881650701
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2012;86.6325927764
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2012;71.6565499285
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2012;87.0281519825
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2012;97.9725041517
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2012;90.6226043393
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2012;82.6064287253
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2012;93.0955319412
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2012;98.0478531901
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2012;89.044792875
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2012;92.5059087426
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2012;95.7952223198
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2012;82.9209195394
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2013;81.3083661663
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2013;102.4158212602
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2013;82.7720607518
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2013;80.3435096527
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2013;87.999899196
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2013;91.9970146121
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2013;91.3275700572
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2013;84.7624347103
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2013;86.5422442645
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2013;96.9097668285
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2013;91.9191582811
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2013;109.0714377703
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2014;105.5880964491
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2014;104.7691975219
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2014;97.8947330684
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2014;119.247072529
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2014;100.7670250539
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2014;102.3562628992
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2014;103.8216199593
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2014;111.5983167783
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2014;115.102166196
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2014;107.6958396966
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2014;111.8580354572
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2014;91.5417951452
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2015;107.372488542
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2015;111.5892134668
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2015;120.0181934153
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2015;119.806916332
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2015;120.1307088213
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2015;128.3653634331
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2015;130.4672580265
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2015;118.3089896797
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2015;121.5632544171
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2015;110.9548731654
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2015;107.4168171945
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2015;106.579733519
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2016;103.2431975753
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2016;102.5058594618
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2016;84.8483954591
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2016;83.1164454258
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2016;85.6037347376
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2016;82.2664522013
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2016;82.0634046521
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2016;78.8350309137
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2016;81.7156653703
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2016;81.1038157327
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2016;79.1406518984
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2016;94.7367049859
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2017;72.4345242719
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2017;72.1483409802
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2017;103.0595537457
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2017;93.4596625014
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2017;98.6140100965
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2017;98.1257588579
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2017;90.3517424809
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2017;101.5663350581
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2017;94.1641120913
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2017;99.0098070088
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2017;103.8977747544
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2017;97.7548890162
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2018;150.2362178742
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2018;104.4941919014
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2018;95.0578646314
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2018;96.5585561854
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2018;105.0136896972
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2018;109.5274077726
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2018;118.0878937765
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2018;112.1292195433
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2018;120.485135221
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2018;107.186845695
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2018;102.1620381179
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2018;109.222017298
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2019;96.2840580786
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2019;120.0984389154
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2019;119.3737596244
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2019;115.1241587921
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2019;107.1858165029
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2019;101.7454314898
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2019;106.9108024122
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2019;99.3589261816
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2019;95.9036157276
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2019;100.6749669287
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2019;104.5322259037
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2019;101.1632614218
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2020;118.2266350985
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2020;114.5279354926
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2020;104.3483378776
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2020;109.8434142083
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2020;99.3058895151
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2020;95.4799678408
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2020;86.7454712334
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2020;89.8990260566
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2020;95.084700375
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2020;99.87742275
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2020;98.3145692244
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2020;98.0604630581
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2021;98.470771762
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2021;93.6454009908
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2021;101.8711335293
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2021;102.6647944728
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2021;102.8366117417
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2021;109.5163044588
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2021;106.9264690437
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2021;104.5387281771
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2021;94.1924424384
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2021;94.5544067394
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2021;98.0610851861
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2021;99.6713418899
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2022;105.6376625007
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2022;125.0847251752
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2022;124.2793603006
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2022;104.373864203
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2022;105.8101817766
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2022;101.3354858618
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2022;100.5243847687
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2022;100.9589822566
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2022;104.0094750422
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2022;104.4799275944
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2022;99.5453310669
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2022;109.8133106564
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2023;95.9483447613
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2023;85.5809907611
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2023;82.8597787842
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2023;89.2310540113
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2023;90.9633042296
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2023;99.2143955118
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2023;100.5078486705
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2023;98.3331450464
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2023;100.1608599358
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2023;103.8111986402
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2023;99.187994625
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2023;90.9314240252
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2024;96.244493074
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2024;115.0740254848
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2024;102.5774359165
Česko;Meziroční index stavební produkce - inženýrské stavby (%);duben 2024;103.0004134888
Česko;Meziroční index stavební produkce - inženýrské stavby (%);květen 2024;92.5853983974
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červen 2024;93.2631962651
Česko;Meziroční index stavební produkce - inženýrské stavby (%);červenec 2024;106.1807477546
Česko;Meziroční index stavební produkce - inženýrské stavby (%);srpen 2024;103.2137891942
Česko;Meziroční index stavební produkce - inženýrské stavby (%);září 2024;93.5493858587
Česko;Meziroční index stavební produkce - inženýrské stavby (%);říjen 2024;97.6063657601
Česko;Meziroční index stavební produkce - inženýrské stavby (%);listopad 2024;103.4980719477
Česko;Meziroční index stavební produkce - inženýrské stavby (%);prosinec 2024;113.7365816234
Česko;Meziroční index stavební produkce - inženýrské stavby (%);leden 2025;106.8543938202
Česko;Meziroční index stavební produkce - inženýrské stavby (%);únor 2025;101.2501640065
Česko;Meziroční index stavební produkce - inženýrské stavby (%);březen 2025;116.1738142451
