Území;Ukazatel;Měsíce;value
Česko;Meziroční index stavební produkce celkem (%);leden 2001;109.0424417075
Česko;Meziroční index stavební produkce celkem (%);únor 2001;116.1247953933
Česko;Meziroční index stavební produkce celkem (%);březen 2001;119.7819964146
Česko;Meziroční index stavební produkce celkem (%);duben 2001;114.3427462748
Česko;Meziroční index stavební produkce celkem (%);květen 2001;116.6919604563
Česko;Meziroční index stavební produkce celkem (%);červen 2001;116.043112691
Česko;Meziroční index stavební produkce celkem (%);červenec 2001;120.0854897712
Česko;Meziroční index stavební produkce celkem (%);srpen 2001;111.2758812151
Česko;Meziroční index stavební produkce celkem (%);září 2001;107.2780657967
Česko;Meziroční index stavební produkce celkem (%);říjen 2001;107.459706595
Česko;Meziroční index stavební produkce celkem (%);listopad 2001;101.7400677037
Česko;Meziroční index stavební produkce celkem (%);prosinec 2001;96.7546862227
Česko;Meziroční index stavební produkce celkem (%);leden 2002;103.0952591683
Česko;Meziroční index stavební produkce celkem (%);únor 2002;114.2799535935
Česko;Meziroční index stavební produkce celkem (%);březen 2002;99.2562312967
Česko;Meziroční index stavební produkce celkem (%);duben 2002;103.1001150423
Česko;Meziroční index stavební produkce celkem (%);květen 2002;104.6956064339
Česko;Meziroční index stavební produkce celkem (%);červen 2002;101.1656829321
Česko;Meziroční index stavební produkce celkem (%);červenec 2002;96.9041545772
Česko;Meziroční index stavební produkce celkem (%);srpen 2002;98.3508554525
Česko;Meziroční index stavební produkce celkem (%);září 2002;104.5627290171
Česko;Meziroční index stavební produkce celkem (%);říjen 2002;106.5003197763
Česko;Meziroční index stavební produkce celkem (%);listopad 2002;104.5038760217
Česko;Meziroční index stavební produkce celkem (%);prosinec 2002;102.3204753107
Česko;Meziroční index stavební produkce celkem (%);leden 2003;98.912660713
Česko;Meziroční index stavební produkce celkem (%);únor 2003;97.0018001443
Česko;Meziroční index stavební produkce celkem (%);březen 2003;103.1889116852
Česko;Meziroční index stavební produkce celkem (%);duben 2003;103.9272053311
Česko;Meziroční index stavební produkce celkem (%);květen 2003;101.2883533622
Česko;Meziroční index stavební produkce celkem (%);červen 2003;108.729288337
Česko;Meziroční index stavební produkce celkem (%);červenec 2003;112.701966528
Česko;Meziroční index stavební produkce celkem (%);srpen 2003;119.6588061148
Česko;Meziroční index stavební produkce celkem (%);září 2003;112.4310360153
Česko;Meziroční index stavební produkce celkem (%);říjen 2003;111.928671891
Česko;Meziroční index stavební produkce celkem (%);listopad 2003;119.3386576386
Česko;Meziroční index stavební produkce celkem (%);prosinec 2003;109.4233057427
Česko;Meziroční index stavební produkce celkem (%);leden 2004;116.6239911786
Česko;Meziroční index stavební produkce celkem (%);únor 2004;109.4106262116
Česko;Meziroční index stavební produkce celkem (%);březen 2004;111.4308145028
Česko;Meziroční index stavební produkce celkem (%);duben 2004;115.5874996168
Česko;Meziroční index stavební produkce celkem (%);květen 2004;114.3382183867
Česko;Meziroční index stavební produkce celkem (%);červen 2004;111.6286829534
Česko;Meziroční index stavební produkce celkem (%);červenec 2004;113.8397219451
Česko;Meziroční index stavební produkce celkem (%);srpen 2004;107.7083808253
Česko;Meziroční index stavební produkce celkem (%);září 2004;104.6949088038
Česko;Meziroční index stavební produkce celkem (%);říjen 2004;104.8391536458
Česko;Meziroční index stavební produkce celkem (%);listopad 2004;106.4429461297
Česko;Meziroční index stavební produkce celkem (%);prosinec 2004;96.4866832854
Česko;Meziroční index stavební produkce celkem (%);leden 2005;115.7434959057
Česko;Meziroční index stavební produkce celkem (%);únor 2005;101.5677501377
Česko;Meziroční index stavební produkce celkem (%);březen 2005;89.838822018
Česko;Meziroční index stavební produkce celkem (%);duben 2005;98.5590730263
Česko;Meziroční index stavební produkce celkem (%);květen 2005;104.0380006819
Česko;Meziroční index stavební produkce celkem (%);červen 2005;101.3150505355
Česko;Meziroční index stavební produkce celkem (%);červenec 2005;99.3022699253
Česko;Meziroční index stavební produkce celkem (%);srpen 2005;105.8819708626
Česko;Meziroční index stavební produkce celkem (%);září 2005;110.4015894665
Česko;Meziroční index stavební produkce celkem (%);říjen 2005;114.7824634342
Česko;Meziroční index stavební produkce celkem (%);listopad 2005;107.1552914161
Česko;Meziroční index stavební produkce celkem (%);prosinec 2005;111.1311677105
Česko;Meziroční index stavební produkce celkem (%);leden 2006;94.8686357315
Česko;Meziroční index stavební produkce celkem (%);únor 2006;99.383045385
Česko;Meziroční index stavební produkce celkem (%);březen 2006;108.4870462612
Česko;Meziroční index stavební produkce celkem (%);duben 2006;100.9954727836
Česko;Meziroční index stavební produkce celkem (%);květen 2006;107.7210175963
Česko;Meziroční index stavební produkce celkem (%);červen 2006;108.4777715533
Česko;Meziroční index stavební produkce celkem (%);červenec 2006;107.8369036728
Česko;Meziroční index stavební produkce celkem (%);srpen 2006;109.0634841371
Česko;Meziroční index stavební produkce celkem (%);září 2006;108.223370405
Česko;Meziroční index stavební produkce celkem (%);říjen 2006;106.3034159908
Česko;Meziroční index stavební produkce celkem (%);listopad 2006;106.6252636006
Česko;Meziroční index stavební produkce celkem (%);prosinec 2006;109.2730891682
Česko;Meziroční index stavební produkce celkem (%);leden 2007;129.3413913447
Česko;Meziroční index stavební produkce celkem (%);únor 2007;132.8861878276
Česko;Meziroční index stavební produkce celkem (%);březen 2007;125.1861004435
Česko;Meziroční index stavební produkce celkem (%);duben 2007;114.5264910993
Česko;Meziroční index stavební produkce celkem (%);květen 2007;109.5401294835
Česko;Meziroční index stavební produkce celkem (%);červen 2007;102.0724495212
Česko;Meziroční index stavební produkce celkem (%);červenec 2007;101.7565707534
Česko;Meziroční index stavební produkce celkem (%);srpen 2007;100.3265330802
Česko;Meziroční index stavební produkce celkem (%);září 2007;96.6160048325
Česko;Meziroční index stavební produkce celkem (%);říjen 2007;100.6235688743
Česko;Meziroční index stavební produkce celkem (%);listopad 2007;100.3616389202
Česko;Meziroční index stavební produkce celkem (%);prosinec 2007;108.3382519881
Česko;Meziroční index stavební produkce celkem (%);leden 2008;96.7657676198
Česko;Meziroční index stavební produkce celkem (%);únor 2008;104.2544242582
Česko;Meziroční index stavební produkce celkem (%);březen 2008;103.2510450587
Česko;Meziroční index stavební produkce celkem (%);duben 2008;99.0026875865
Česko;Meziroční index stavební produkce celkem (%);květen 2008;91.6570152231
Česko;Meziroční index stavební produkce celkem (%);červen 2008;101.6093410383
Česko;Meziroční index stavební produkce celkem (%);červenec 2008;104.2961569851
Česko;Meziroční index stavební produkce celkem (%);srpen 2008;102.0361892482
Česko;Meziroční index stavební produkce celkem (%);září 2008;107.9010556626
Česko;Meziroční index stavební produkce celkem (%);říjen 2008;98.2978980747
Česko;Meziroční index stavební produkce celkem (%);listopad 2008;99.8392129614
Česko;Meziroční index stavební produkce celkem (%);prosinec 2008;92.2422908827
Česko;Meziroční index stavební produkce celkem (%);leden 2009;95.1619245988
Česko;Meziroční index stavební produkce celkem (%);únor 2009;89.7806578703
Česko;Meziroční index stavební produkce celkem (%);březen 2009;95.8355226097
Česko;Meziroční index stavební produkce celkem (%);duben 2009;107.1821818262
Česko;Meziroční index stavební produkce celkem (%);květen 2009;103.5823104184
Česko;Meziroční index stavební produkce celkem (%);červen 2009;102.0258965351
Česko;Meziroční index stavební produkce celkem (%);červenec 2009;97.5448442475
Česko;Meziroční index stavební produkce celkem (%);srpen 2009;102.78039444
Česko;Meziroční index stavební produkce celkem (%);září 2009;100.8836302458
Česko;Meziroční index stavební produkce celkem (%);říjen 2009;96.1060710312
Česko;Meziroční index stavební produkce celkem (%);listopad 2009;98.0336847742
Česko;Meziroční index stavební produkce celkem (%);prosinec 2009;98.0757994789
Česko;Meziroční index stavební produkce celkem (%);leden 2010;74.2598554991
Česko;Meziroční index stavební produkce celkem (%);únor 2010;75.7292651462
Česko;Meziroční index stavební produkce celkem (%);březen 2010;79.4510950482
Česko;Meziroční index stavební produkce celkem (%);duben 2010;83.3617542889
Česko;Meziroční index stavební produkce celkem (%);květen 2010;94.7558698709
Česko;Meziroční index stavební produkce celkem (%);červen 2010;93.4838691636
Česko;Meziroční index stavební produkce celkem (%);červenec 2010;99.3637479599
Česko;Meziroční index stavební produkce celkem (%);srpen 2010;97.8781836004
Česko;Meziroční index stavební produkce celkem (%);září 2010;95.0650081388
Česko;Meziroční index stavební produkce celkem (%);říjen 2010;103.1440254042
Česko;Meziroční index stavební produkce celkem (%);listopad 2010;99.7723265354
Česko;Meziroční index stavební produkce celkem (%);prosinec 2010;88.7691734893
Česko;Meziroční index stavební produkce celkem (%);leden 2011;100.2069099605
Česko;Meziroční index stavební produkce celkem (%);únor 2011;107.977533454
Česko;Meziroční index stavební produkce celkem (%);březen 2011;105.5766339135
Česko;Meziroční index stavební produkce celkem (%);duben 2011;94.081727085
Česko;Meziroční index stavební produkce celkem (%);květen 2011;95.0572771936
Česko;Meziroční index stavební produkce celkem (%);červen 2011;94.933107566
Česko;Meziroční index stavební produkce celkem (%);červenec 2011;89.4926236111
Česko;Meziroční index stavební produkce celkem (%);srpen 2011;89.3760810185
Česko;Meziroční index stavební produkce celkem (%);září 2011;93.7548088595
Česko;Meziroční index stavební produkce celkem (%);říjen 2011;92.117874941
Česko;Meziroční index stavební produkce celkem (%);listopad 2011;94.2721244468
Česko;Meziroční index stavební produkce celkem (%);prosinec 2011;116.25287599
Česko;Meziroční index stavební produkce celkem (%);leden 2012;93.1756959379
Česko;Meziroční index stavební produkce celkem (%);únor 2012;82.9393044698
Česko;Meziroční index stavební produkce celkem (%);březen 2012;93.527630244
Česko;Meziroční index stavební produkce celkem (%);duben 2012;96.6724067058
Česko;Meziroční index stavební produkce celkem (%);květen 2012;97.799012116
Česko;Meziroční index stavební produkce celkem (%);červen 2012;91.3294630049
Česko;Meziroční index stavební produkce celkem (%);červenec 2012;95.9625041205
Česko;Meziroční index stavební produkce celkem (%);srpen 2012;94.8862084429
Česko;Meziroční index stavební produkce celkem (%);září 2012;92.3087846493
Česko;Meziroční index stavební produkce celkem (%);říjen 2012;92.7134494706
Česko;Meziroční index stavební produkce celkem (%);listopad 2012;94.8163588269
Česko;Meziroční index stavební produkce celkem (%);prosinec 2012;83.9659716759
Česko;Meziroční index stavební produkce celkem (%);leden 2013;91.7124328625
Česko;Meziroční index stavební produkce celkem (%);únor 2013;101.5123661052
Česko;Meziroční index stavební produkce celkem (%);březen 2013;81.0908626152
Česko;Meziroční index stavební produkce celkem (%);duben 2013;88.9227458229
Česko;Meziroční index stavební produkce celkem (%);květen 2013;86.3406047249
Česko;Meziroční index stavební produkce celkem (%);červen 2013;89.9131138721
Česko;Meziroční index stavební produkce celkem (%);červenec 2013;98.9495707824
Česko;Meziroční index stavební produkce celkem (%);srpen 2013;95.5923489617
Česko;Meziroční index stavební produkce celkem (%);září 2013;91.1273635406
Česko;Meziroční index stavební produkce celkem (%);říjen 2013;100.2667322827
Česko;Meziroční index stavební produkce celkem (%);listopad 2013;90.8140245201
Česko;Meziroční index stavební produkce celkem (%);prosinec 2013;102.0731176452
Česko;Meziroční index stavební produkce celkem (%);leden 2014;108.7830996881
Česko;Meziroční index stavební produkce celkem (%);únor 2014;109.5736252448
Česko;Meziroční index stavební produkce celkem (%);březen 2014;118.6249250524
Česko;Meziroční index stavební produkce celkem (%);duben 2014;108.5397026561
Česko;Meziroční index stavební produkce celkem (%);květen 2014;100.3120472475
Česko;Meziroční index stavební produkce celkem (%);červen 2014;107.3654417654
Česko;Meziroční index stavební produkce celkem (%);červenec 2014;95.34454842
Česko;Meziroční index stavební produkce celkem (%);srpen 2014;102.0184006854
Česko;Meziroční index stavební produkce celkem (%);září 2014;109.7019167986
Česko;Meziroční index stavební produkce celkem (%);říjen 2014;103.1045879229
Česko;Meziroční index stavební produkce celkem (%);listopad 2014;107.8747693398
Česko;Meziroční index stavební produkce celkem (%);prosinec 2014;91.6932190727
Česko;Meziroční index stavební produkce celkem (%);leden 2015;109.7184903863
Česko;Meziroční index stavební produkce celkem (%);únor 2015;107.2597798733
Česko;Meziroční index stavební produkce celkem (%);březen 2015;111.0024901835
Česko;Meziroční index stavební produkce celkem (%);duben 2015;112.5632866416
Česko;Meziroční index stavební produkce celkem (%);květen 2015;114.6484782608
Česko;Meziroční index stavební produkce celkem (%);červen 2015;109.6951227937
Česko;Meziroční index stavební produkce celkem (%);červenec 2015;113.8668948857
Česko;Meziroční index stavební produkce celkem (%);srpen 2015;106.1457616215
Česko;Meziroční index stavební produkce celkem (%);září 2015;104.8407774433
Česko;Meziroční index stavební produkce celkem (%);říjen 2015;100.3772476419
Česko;Meziroční index stavební produkce celkem (%);listopad 2015;101.1597936574
Česko;Meziroční index stavební produkce celkem (%);prosinec 2015;101.8179037402
Česko;Meziroční index stavební produkce celkem (%);leden 2016;92.959260759
Česko;Meziroční index stavební produkce celkem (%);únor 2016;97.971107115
Česko;Meziroční index stavební produkce celkem (%);březen 2016;91.6345796035
Česko;Meziroční index stavební produkce celkem (%);duben 2016;86.4563775198
Česko;Meziroční index stavební produkce celkem (%);květen 2016;91.1023944476
Česko;Meziroční index stavební produkce celkem (%);červen 2016;88.3780630746
Česko;Meziroční index stavební produkce celkem (%);červenec 2016;91.4311361931
Česko;Meziroční index stavební produkce celkem (%);srpen 2016;92.9318862059
Česko;Meziroční index stavební produkce celkem (%);září 2016;93.7299543926
Česko;Meziroční index stavební produkce celkem (%);říjen 2016;94.058600224
Česko;Meziroční index stavební produkce celkem (%);listopad 2016;95.2747901456
Česko;Meziroční index stavební produkce celkem (%);prosinec 2016;101.9834296314
Česko;Meziroční index stavební produkce celkem (%);leden 2017;94.4160504263
Česko;Meziroční index stavební produkce celkem (%);únor 2017;92.5476972856
Česko;Meziroční index stavební produkce celkem (%);březen 2017;103.7427545504
Česko;Meziroční index stavební produkce celkem (%);duben 2017;108.8642699829
Česko;Meziroční index stavební produkce celkem (%);květen 2017;107.4261561072
Česko;Meziroční index stavební produkce celkem (%);červen 2017;108.8921505848
Česko;Meziroční index stavební produkce celkem (%);červenec 2017;101.8999968248
Česko;Meziroční index stavební produkce celkem (%);srpen 2017;103.1324805977
Česko;Meziroční index stavební produkce celkem (%);září 2017;99.7791227524
Česko;Meziroční index stavební produkce celkem (%);říjen 2017;100.822087937
Česko;Meziroční index stavební produkce celkem (%);listopad 2017;104.6571364359
Česko;Meziroční index stavební produkce celkem (%);prosinec 2017;101.8354016789
Česko;Meziroční index stavební produkce celkem (%);leden 2018;137.5956990445
Česko;Meziroční index stavební produkce celkem (%);únor 2018;113.7846425776
Česko;Meziroční index stavební produkce celkem (%);březen 2018;103.6311492719
Česko;Meziroční index stavební produkce celkem (%);duben 2018;103.541133078
Česko;Meziroční index stavební produkce celkem (%);květen 2018;109.1309120312
Česko;Meziroční index stavební produkce celkem (%);červen 2018;108.1412628287
Česko;Meziroční index stavební produkce celkem (%);červenec 2018;112.9128471604
Česko;Meziroční index stavební produkce celkem (%);srpen 2018;110.7585905902
Česko;Meziroční index stavební produkce celkem (%);září 2018;114.8270041435
Česko;Meziroční index stavební produkce celkem (%);říjen 2018;108.4713440326
Česko;Meziroční index stavební produkce celkem (%);listopad 2018;99.7786581523
Česko;Meziroční index stavební produkce celkem (%);prosinec 2018;105.4907586933
Česko;Meziroční index stavební produkce celkem (%);leden 2019;90.450068238
Česko;Meziroční index stavební produkce celkem (%);únor 2019;110.3528797096
Česko;Meziroční index stavební produkce celkem (%);březen 2019;112.9297265416
Česko;Meziroční index stavební produkce celkem (%);duben 2019;110.7971344905
Česko;Meziroční index stavební produkce celkem (%);květen 2019;101.9448794277
Česko;Meziroční index stavební produkce celkem (%);červen 2019;104.030411421
Česko;Meziroční index stavební produkce celkem (%);červenec 2019;103.6432565495
Česko;Meziroční index stavební produkce celkem (%);srpen 2019;97.85971594
Česko;Meziroční index stavební produkce celkem (%);září 2019;97.2674694744
Česko;Meziroční index stavební produkce celkem (%);říjen 2019;99.9523770216
