Území;Instituce;Ukazatel;Roky;value
Česko;Nebankovní peněžní instituce účtující jako banky;Aktiva celkem;2014;371893.588298194
Česko;Nebankovní peněžní instituce účtující jako banky;Aktiva celkem;2015;305923.739929825
Česko;Nebankovní peněžní instituce účtující jako banky;Aktiva celkem;2016;374925.341709071
Česko;Nebankovní peněžní instituce účtující jako banky;Aktiva celkem;2017;409704.310319513
Česko;Nebankovní peněžní instituce účtující jako banky;Aktiva celkem;2018;443758.808037677
Česko;Nebankovní peněžní instituce účtující jako banky;Aktiva celkem;2019;639509.27787666
Česko;Nebankovní peněžní instituce účtující jako banky;Aktiva celkem;2020;716772.41592303
Česko;Nebankovní peněžní instituce účtující jako banky;Aktiva celkem;2021;856808.796362925
Česko;Nebankovní peněžní instituce účtující jako banky;Aktiva celkem;2022;895755.265483074
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý hmotný majetek;2014;54549.5106445407
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý hmotný majetek;2015;46011.8367254805
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý hmotný majetek;2016;47958.9803046235
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý hmotný majetek;2017;44301.8363639195
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý hmotný majetek;2018;45030.2603904956
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý hmotný majetek;2019;47513.5149832378
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý hmotný majetek;2020;45279.5828743424
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý hmotný majetek;2021;55621.0970870898
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý hmotný majetek;2022;53950.2510067236
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý nehmotný majetek;2014;5793.6123843525
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý nehmotný majetek;2015;5447.3303307427
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý nehmotný majetek;2016;7026.8962989786
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý nehmotný majetek;2017;6777.7753279777
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý nehmotný majetek;2018;6784.1037977817
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý nehmotný majetek;2019;6728.5786657001
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý nehmotný majetek;2020;6389.4737361547
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý nehmotný majetek;2021;6564.5705553776
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobý nehmotný majetek;2022;7296.8809505961
Česko;Nebankovní peněžní instituce účtující jako banky;Finanční aktiva ;2014;334472.745077894
Česko;Nebankovní peněžní instituce účtující jako banky;Finanční aktiva ;2015;254456.340147412
Česko;Nebankovní peněžní instituce účtující jako banky;Finanční aktiva ;2016;319916.819871906
Česko;Nebankovní peněžní instituce účtující jako banky;Finanční aktiva ;2017;358605.749537151
Česko;Nebankovní peněžní instituce účtující jako banky;Finanční aktiva ;2018;391753.100699725
Česko;Nebankovní peněžní instituce účtující jako banky;Finanční aktiva ;2019;585251.446483554
Česko;Nebankovní peněžní instituce účtující jako banky;Finanční aktiva ;2020;664865.588312533
Česko;Nebankovní peněžní instituce účtující jako banky;Finanční aktiva ;2021;793823.173373342
Česko;Nebankovní peněžní instituce účtující jako banky;Finanční aktiva ;2022;833845.480433485
