Roky,Kategorie ubytovacího zařízení,Oblasti destinačního managementu nečleněné,Ukazatel,Rezidence,value
2024,HUZ celkem,Poodří,Počet přenocování,Nerezidenti,19369.0
2024,HUZ celkem,Poodří,Průměrný počet přenocování ,Celkem,6.7226305045
2024,HUZ celkem,Poodří,Průměrný počet přenocování ,Rezidenti,7.2262149213
2024,HUZ celkem,Poodří,Průměrný počet přenocování ,Nerezidenti,3.8203155819
2024,HUZ celkem,Těšínské Slezsko,Počet hostů,Celkem,140669.0
2024,HUZ celkem,Těšínské Slezsko,Počet hostů,Rezidenti,118399.0
2024,HUZ celkem,Těšínské Slezsko,Počet hostů,Nerezidenti,22270.0
2024,HUZ celkem,Těšínské Slezsko,Počet přenocování,Celkem,489515.0
2024,HUZ celkem,Těšínské Slezsko,Počet přenocování,Rezidenti,430423.0
2024,HUZ celkem,Těšínské Slezsko,Počet přenocování,Nerezidenti,59092.0
2024,HUZ celkem,Těšínské Slezsko,Průměrný počet přenocování ,Celkem,3.4799067314
2024,HUZ celkem,Těšínské Slezsko,Průměrný počet přenocování ,Rezidenti,3.6353600959
2024,HUZ celkem,Těšínské Slezsko,Průměrný počet přenocování ,Nerezidenti,2.6534351145
2024,HUZ celkem,Pobrdí,Počet hostů,Celkem,
2024,HUZ celkem,Pobrdí,Počet hostů,Rezidenti,
2024,HUZ celkem,Pobrdí,Počet hostů,Nerezidenti,
2024,HUZ celkem,Pobrdí,Počet přenocování,Celkem,
2024,HUZ celkem,Pobrdí,Počet přenocování,Rezidenti,
2024,HUZ celkem,Pobrdí,Počet přenocování,Nerezidenti,
2024,HUZ celkem,Pobrdí,Průměrný počet přenocování ,Celkem,
2024,HUZ celkem,Pobrdí,Průměrný počet přenocování ,Rezidenti,
2024,HUZ celkem,Pobrdí,Průměrný počet přenocování ,Nerezidenti,
2024,HUZ celkem,Jižní Plzeňsko,Počet hostů,Celkem,
2024,HUZ celkem,Jižní Plzeňsko,Počet hostů,Rezidenti,
2024,HUZ celkem,Jižní Plzeňsko,Počet hostů,Nerezidenti,
2024,HUZ celkem,Jižní Plzeňsko,Počet přenocování,Celkem,
2024,HUZ celkem,Jižní Plzeňsko,Počet přenocování,Rezidenti,
2024,HUZ celkem,Jižní Plzeňsko,Počet přenocování,Nerezidenti,
2024,HUZ celkem,Jižní Plzeňsko,Průměrný počet přenocování ,Celkem,
2024,HUZ celkem,Jižní Plzeňsko,Průměrný počet přenocování ,Rezidenti,
2024,HUZ celkem,Jižní Plzeňsko,Průměrný počet přenocování ,Nerezidenti,
2024,HUZ celkem,"Dolní Povltaví, střední Polabí",Počet hostů,Celkem,
2024,HUZ celkem,"Dolní Povltaví, střední Polabí",Počet hostů,Rezidenti,
2024,HUZ celkem,"Dolní Povltaví, střední Polabí",Počet hostů,Nerezidenti,
2024,HUZ celkem,"Dolní Povltaví, střední Polabí",Počet přenocování,Celkem,
2024,HUZ celkem,"Dolní Povltaví, střední Polabí",Počet přenocování,Rezidenti,
2024,HUZ celkem,"Dolní Povltaví, střední Polabí",Počet přenocování,Nerezidenti,
2024,HUZ celkem,"Dolní Povltaví, střední Polabí",Průměrný počet přenocování ,Celkem,
2024,HUZ celkem,"Dolní Povltaví, střední Polabí",Průměrný počet přenocování ,Rezidenti,
2024,HUZ celkem,"Dolní Povltaví, střední Polabí",Průměrný počet přenocování ,Nerezidenti,
2024,HUZ celkem,Kraj pod Javořicí,Počet hostů,Celkem,71668.0
2024,HUZ celkem,Kraj pod Javořicí,Počet hostů,Rezidenti,60673.0
2024,HUZ celkem,Kraj pod Javořicí,Počet hostů,Nerezidenti,10995.0
2024,HUZ celkem,Kraj pod Javořicí,Počet přenocování,Celkem,177176.0
2024,HUZ celkem,Kraj pod Javořicí,Počet přenocování,Rezidenti,152928.0
2024,HUZ celkem,Kraj pod Javořicí,Počet přenocování,Nerezidenti,24248.0
2024,HUZ celkem,Kraj pod Javořicí,Průměrný počet přenocování ,Celkem,2.4721772618
2024,HUZ celkem,Kraj pod Javořicí,Průměrný počet přenocování ,Rezidenti,2.5205280767
2024,HUZ celkem,Kraj pod Javořicí,Průměrný počet přenocování ,Nerezidenti,2.2053660755
2024,HUZ celkem,Střední Vysočina - Jihlavsko,Počet hostů,Celkem,
2024,HUZ celkem,Střední Vysočina - Jihlavsko,Počet hostů,Rezidenti,
2024,HUZ celkem,Střední Vysočina - Jihlavsko,Počet hostů,Nerezidenti,
2024,HUZ celkem,Střední Vysočina - Jihlavsko,Počet přenocování,Celkem,
2024,HUZ celkem,Střední Vysočina - Jihlavsko,Počet přenocování,Rezidenti,
2024,HUZ celkem,Střední Vysočina - Jihlavsko,Počet přenocování,Nerezidenti,
2024,HUZ celkem,Střední Vysočina - Jihlavsko,Průměrný počet přenocování ,Celkem,
2024,HUZ celkem,Střední Vysočina - Jihlavsko,Průměrný počet přenocování ,Rezidenti,
2024,HUZ celkem,Střední Vysočina - Jihlavsko,Průměrný počet přenocování ,Nerezidenti,
2024,HUZ celkem,Vysočina west,Počet hostů,Celkem,157829.0
2024,HUZ celkem,Vysočina west,Počet hostů,Rezidenti,139688.0
2024,HUZ celkem,Vysočina west,Počet hostů,Nerezidenti,18141.0
2024,HUZ celkem,Vysočina west,Počet přenocování,Celkem,363008.0
2024,HUZ celkem,Vysočina west,Počet přenocování,Rezidenti,324525.0
2024,HUZ celkem,Vysočina west,Počet přenocování,Nerezidenti,38483.0
2024,HUZ celkem,Vysočina west,Průměrný počet přenocování ,Celkem,2.3000082368
2024,HUZ celkem,Vysočina west,Průměrný počet přenocování ,Rezidenti,2.3232131608
2024,HUZ celkem,Vysočina west,Průměrný počet přenocování ,Nerezidenti,2.12132738
2024,HUZ celkem,Havlíčkobrodsko - Ledečsko,Počet hostů,Celkem,
2024,HUZ celkem,Havlíčkobrodsko - Ledečsko,Počet hostů,Rezidenti,
2024,HUZ celkem,Havlíčkobrodsko - Ledečsko,Počet hostů,Nerezidenti,
2024,HUZ celkem,Havlíčkobrodsko - Ledečsko,Počet přenocování,Celkem,
2024,HUZ celkem,Havlíčkobrodsko - Ledečsko,Počet přenocování,Rezidenti,
2024,HUZ celkem,Havlíčkobrodsko - Ledečsko,Počet přenocování,Nerezidenti,
2024,HUZ celkem,Havlíčkobrodsko - Ledečsko,Průměrný počet přenocování ,Celkem,
2024,HUZ celkem,Havlíčkobrodsko - Ledečsko,Průměrný počet přenocování ,Rezidenti,
2024,HUZ celkem,Havlíčkobrodsko - Ledečsko,Průměrný počet přenocování ,Nerezidenti,
2024,HUZ celkem,LVA a Hustopečsko,Počet hostů,Celkem,276963.0
2024,HUZ celkem,LVA a Hustopečsko,Počet hostů,Rezidenti,225890.0
2024,HUZ celkem,LVA a Hustopečsko,Počet hostů,Nerezidenti,51073.0
2024,HUZ celkem,LVA a Hustopečsko,Počet přenocování,Celkem,553347.0
2024,HUZ celkem,LVA a Hustopečsko,Počet přenocování,Rezidenti,464552.0
2024,HUZ celkem,LVA a Hustopečsko,Počet přenocování,Nerezidenti,88795.0
2024,HUZ celkem,LVA a Hustopečsko,Průměrný počet přenocování ,Celkem,1.9979094681
2024,HUZ celkem,LVA a Hustopečsko,Průměrný počet přenocování ,Rezidenti,2.0565407942
2024,HUZ celkem,LVA a Hustopečsko,Průměrný počet přenocování ,Nerezidenti,1.7385898616
2024,HUZ celkem,Pálava,Počet hostů,Celkem,337604.0
2024,HUZ celkem,Pálava,Počet hostů,Rezidenti,261394.0
2024,HUZ celkem,Pálava,Počet hostů,Nerezidenti,76210.0
2024,HUZ celkem,Pálava,Počet přenocování,Celkem,691595.0
2024,HUZ celkem,Pálava,Počet přenocování,Rezidenti,578785.0
2024,HUZ celkem,Pálava,Počet přenocování,Nerezidenti,112810.0
2024,HUZ celkem,Pálava,Průměrný počet přenocování ,Celkem,2.0485391168
2024,HUZ celkem,Pálava,Průměrný počet přenocování ,Rezidenti,2.214224504
2024,HUZ celkem,Pálava,Průměrný počet přenocování ,Nerezidenti,1.4802519354
2024,HUZ celkem,Šumava žije,Počet hostů,Celkem,262642.0
2024,HUZ celkem,Šumava žije,Počet hostů,Rezidenti,237062.0
2024,HUZ celkem,Šumava žije,Počet hostů,Nerezidenti,25580.0
2024,HUZ celkem,Šumava žije,Počet přenocování,Celkem,765317.0
2024,HUZ celkem,Šumava žije,Počet přenocování,Rezidenti,700022.0
2024,HUZ celkem,Šumava žije,Počet přenocování,Nerezidenti,65295.0
2024,HUZ celkem,Šumava žije,Průměrný počet přenocování ,Celkem,2.913917043
2024,HUZ celkem,Šumava žije,Průměrný počet přenocování ,Rezidenti,2.9529068345
2024,HUZ celkem,Šumava žije,Průměrný počet přenocování ,Nerezidenti,2.5525801407
2024,HUZ celkem,Plzeň a okolí jihozápad,Počet hostů,Celkem,19319.0
2024,HUZ celkem,Plzeň a okolí jihozápad,Počet hostů,Rezidenti,15224.0
2024,HUZ celkem,Plzeň a okolí jihozápad,Počet hostů,Nerezidenti,4095.0
2024,HUZ celkem,Plzeň a okolí jihozápad,Počet přenocování,Celkem,50612.0
2024,HUZ celkem,Plzeň a okolí jihozápad,Počet přenocování,Rezidenti,40526.0
2024,HUZ celkem,Plzeň a okolí jihozápad,Počet přenocování,Nerezidenti,10086.0
2024,HUZ celkem,Plzeň a okolí jihozápad,Průměrný počet přenocování ,Celkem,2.6198043377
2024,HUZ celkem,Plzeň a okolí jihozápad,Průměrný počet přenocování ,Rezidenti,2.6619810825
2024,HUZ celkem,Plzeň a okolí jihozápad,Průměrný počet přenocování ,Nerezidenti,2.463003663
2024,HUZ celkem,Rokycansko - Horažďovicko,Počet hostů,Celkem,81031.0
2024,HUZ celkem,Rokycansko - Horažďovicko,Počet hostů,Rezidenti,65070.0
2024,HUZ celkem,Rokycansko - Horažďovicko,Počet hostů,Nerezidenti,15961.0
2024,HUZ celkem,Rokycansko - Horažďovicko,Počet přenocování,Celkem,178362.0
2024,HUZ celkem,Rokycansko - Horažďovicko,Počet přenocování,Rezidenti,144762.0
2024,HUZ celkem,Rokycansko - Horažďovicko,Počet přenocování,Nerezidenti,33600.0
2024,HUZ celkem,Rokycansko - Horažďovicko,Průměrný počet přenocování ,Celkem,2.2011575817
2024,HUZ celkem,Rokycansko - Horažďovicko,Průměrný počet přenocování ,Rezidenti,2.2247118488
2024,HUZ celkem,Rokycansko - Horažďovicko,Průměrný počet přenocování ,Nerezidenti,2.1051312574
2024,HUZ celkem,Tepna Vysočiny,Počet hostů,Celkem,89951.0
2024,HUZ celkem,Tepna Vysočiny,Počet hostů,Rezidenti,69091.0
2024,HUZ celkem,Tepna Vysočiny,Počet hostů,Nerezidenti,20860.0
2024,HUZ celkem,Tepna Vysočiny,Počet přenocování,Celkem,186504.0
2024,HUZ celkem,Tepna Vysočiny,Počet přenocování,Rezidenti,142860.0
2024,HUZ celkem,Tepna Vysočiny,Počet přenocování,Nerezidenti,43644.0
2024,HUZ celkem,Tepna Vysočiny,Průměrný počet přenocování ,Celkem,2.0733955153
2024,HUZ celkem,Tepna Vysočiny,Průměrný počet přenocování ,Rezidenti,2.0677078056
2024,HUZ celkem,Tepna Vysočiny,Průměrný počet přenocování ,Nerezidenti,2.0922339406
