Stát;Roky;Odvětví ekonomické činnosti;Ukazatel;value
Česko;2023;I - Ubytování, stravování a pohostinství;Přímé náklady - mzdy za vykonanou práci;266758.8077340442
Česko;2023;I - Ubytování, stravování a pohostinství;Přímé náklady - náhrady mzdy;27286.7364752136
Česko;2023;I - Ubytování, stravování a pohostinství;Nepřímé náklady - sociální požitky;3137.581588061
Česko;2023;I - Ubytování, stravování a pohostinství;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;100402.0533965409
Česko;2023;I - Ubytování, stravování a pohostinství;Nepřímé náklady - sociální náklady/výdaje - ostatní;2992.603446503
Česko;2023;I - Ubytování, stravování a pohostinství;Nepřímé náklady - personální náklady/výdaje;2600.4248441022
Česko;2023;I - Ubytování, stravování a pohostinství;Nepřímé náklady - daně a dotace;-196.7267781449
Česko;2023;J - Informační a komunikační činnosti;Náklady práce celkem;1259252.848099054
Česko;2023;J - Informační a komunikační činnosti;Přímé náklady celkem;916992.3801940829
Česko;2023;J - Informační a komunikační činnosti;Přímé náklady - mzdy za vykonanou práci;820199.8394616283
Česko;2023;J - Informační a komunikační činnosti;Přímé náklady - náhrady mzdy;96792.5407324544
Česko;2023;J - Informační a komunikační činnosti;Nepřímé náklady - sociální požitky;12205.453622134
Česko;2023;J - Informační a komunikační činnosti;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;305877.7038536987
Česko;2023;J - Informační a komunikační činnosti;Nepřímé náklady - sociální náklady/výdaje - ostatní;17156.3312399705
Česko;2023;J - Informační a komunikační činnosti;Nepřímé náklady - personální náklady/výdaje;6985.368441289
Česko;2023;J - Informační a komunikační činnosti;Nepřímé náklady - daně a dotace;35.6107478789
Česko;2023;K - Peněžnictví a pojišťovnictví;Náklady práce celkem;1220627.6400368407
Česko;2023;K - Peněžnictví a pojišťovnictví;Přímé náklady celkem;859597.6887487258
Česko;2023;K - Peněžnictví a pojišťovnictví;Přímé náklady - mzdy za vykonanou práci;761183.7732542548
Česko;2023;K - Peněžnictví a pojišťovnictví;Přímé náklady - náhrady mzdy;98413.9154944709
Česko;2023;K - Peněžnictví a pojišťovnictví;Nepřímé náklady - sociální požitky;26974.2935297005
Česko;2023;K - Peněžnictví a pojišťovnictví;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;285294.3417068178
Česko;2023;K - Peněžnictví a pojišťovnictví;Nepřímé náklady - sociální náklady/výdaje - ostatní;34416.5775222237
Česko;2023;K - Peněžnictví a pojišťovnictví;Nepřímé náklady - personální náklady/výdaje;13841.7684238544
Česko;2023;K - Peněžnictví a pojišťovnictví;Nepřímé náklady - daně a dotace;502.9701055185
Česko;2023;L - Činnosti v oblasti nemovitostí;Náklady práce celkem;603995.5711287846
Česko;2023;L - Činnosti v oblasti nemovitostí;Přímé náklady celkem;441073.4709105903
Česko;2023;L - Činnosti v oblasti nemovitostí;Přímé náklady - mzdy za vykonanou práci;399718.3860298108
Česko;2023;L - Činnosti v oblasti nemovitostí;Přímé náklady - náhrady mzdy;41355.0848807795
Česko;2023;L - Činnosti v oblasti nemovitostí;Nepřímé náklady - sociální požitky;4322.8218034973
Česko;2023;L - Činnosti v oblasti nemovitostí;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;150061.2724991543
Česko;2023;L - Činnosti v oblasti nemovitostí;Nepřímé náklady - sociální náklady/výdaje - ostatní;6350.3840639713
Česko;2023;L - Činnosti v oblasti nemovitostí;Nepřímé náklady - personální náklady/výdaje;2751.8104245349
Česko;2023;L - Činnosti v oblasti nemovitostí;Nepřímé náklady - daně a dotace;-564.1885729632
Česko;2023;M - Profesní, vědecké a technické činnosti;Náklady práce celkem;862218.6198710352
Česko;2023;M - Profesní, vědecké a technické činnosti;Přímé náklady celkem;627554.182040976
Česko;2023;M - Profesní, vědecké a technické činnosti;Přímé náklady - mzdy za vykonanou práci;564633.5978598573
Česko;2023;M - Profesní, vědecké a technické činnosti;Přímé náklady - náhrady mzdy;62920.5841811188
Česko;2023;M - Profesní, vědecké a technické činnosti;Nepřímé náklady - sociální požitky;7101.4869443744
Česko;2023;M - Profesní, vědecké a technické činnosti;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;212393.7097513075
Česko;2023;M - Profesní, vědecké a technické činnosti;Nepřímé náklady - sociální náklady/výdaje - ostatní;10781.4010330849
Česko;2023;M - Profesní, vědecké a technické činnosti;Nepřímé náklady - personální náklady/výdaje;4688.9645042127
Česko;2023;M - Profesní, vědecké a technické činnosti;Nepřímé náklady - daně a dotace;-301.1244029205
Česko;2023;N - Administrativní a podpůrné činnosti;Náklady práce celkem;474307.0436453639
Česko;2023;N - Administrativní a podpůrné činnosti;Přímé náklady celkem;348761.9886753225
Česko;2023;N - Administrativní a podpůrné činnosti;Přímé náklady - mzdy za vykonanou práci;312438.4745076867
Česko;2023;N - Administrativní a podpůrné činnosti;Přímé náklady - náhrady mzdy;36323.5141676357
Česko;2023;N - Administrativní a podpůrné činnosti;Nepřímé náklady - sociální požitky;3734.8718552158
Česko;2023;N - Administrativní a podpůrné činnosti;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;118344.0999184929
Česko;2023;N - Administrativní a podpůrné činnosti;Nepřímé náklady - sociální náklady/výdaje - ostatní;5844.5480623305
Česko;2023;N - Administrativní a podpůrné činnosti;Nepřímé náklady - personální náklady/výdaje;3269.1178791784
Česko;2023;N - Administrativní a podpůrné činnosti;Nepřímé náklady - daně a dotace;-5647.5827451763
Česko;2023;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Náklady práce celkem;787122.8741086914
Česko;2023;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Přímé náklady celkem;552418.9809437179
Česko;2023;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Přímé náklady - mzdy za vykonanou práci;492487.1540916832
Česko;2023;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Přímé náklady - náhrady mzdy;59931.8268520346
Česko;2023;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Nepřímé náklady - sociální požitky;15940.9422433071
Česko;2023;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;191156.2862418761
Česko;2023;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Nepřímé náklady - sociální náklady/výdaje - ostatní;9076.5282722795
Česko;2023;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Nepřímé náklady - personální náklady/výdaje;20898.7463535892
Česko;2023;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Nepřímé náklady - daně a dotace;-2368.6099460785
Česko;2023;P - Vzdělávání;Náklady práce celkem;713072.1237549247
Česko;2023;P - Vzdělávání;Přímé náklady celkem;525589.650674235
Česko;2023;P - Vzdělávání;Přímé náklady - mzdy za vykonanou práci;447967.0549651702
Česko;2023;P - Vzdělávání;Přímé náklady - náhrady mzdy;77622.5957090648
Česko;2023;P - Vzdělávání;Nepřímé náklady - sociální požitky;2168.132144662
Česko;2023;P - Vzdělávání;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;179437.9247614749
Česko;2023;P - Vzdělávání;Nepřímé náklady - sociální náklady/výdaje - ostatní;5193.9388076299
Česko;2023;P - Vzdělávání;Nepřímé náklady - personální náklady/výdaje;2413.5057306398
Česko;2023;P - Vzdělávání;Nepřímé náklady - daně a dotace;-1731.0283637168
Česko;2023;Q - Zdravotní a sociální péče;Náklady práce celkem;766983.3717960281
Česko;2023;Q - Zdravotní a sociální péče;Přímé náklady celkem;561279.2425863303
Česko;2023;Q - Zdravotní a sociální péče;Přímé náklady - mzdy za vykonanou práci;502021.2819868712
Česko;2023;Q - Zdravotní a sociální péče;Přímé náklady - náhrady mzdy;59257.9605994591
Česko;2023;Q - Zdravotní a sociální péče;Nepřímé náklady - sociální požitky;6279.7069294397
Česko;2023;Q - Zdravotní a sociální péče;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;193412.5776783193
Česko;2023;Q - Zdravotní a sociální péče;Nepřímé náklady - sociální náklady/výdaje - ostatní;6708.740523374
Česko;2023;Q - Zdravotní a sociální péče;Nepřímé náklady - personální náklady/výdaje;4173.112759005
Česko;2023;Q - Zdravotní a sociální péče;Nepřímé náklady - daně a dotace;-4870.0086804402
Česko;2023;R - Kulturní, zábavní a rekreační činnosti;Náklady práce celkem;611230.3628644029
Česko;2023;R - Kulturní, zábavní a rekreační činnosti;Přímé náklady celkem;446062.8123717328
Česko;2023;R - Kulturní, zábavní a rekreační činnosti;Přímé náklady - mzdy za vykonanou práci;401997.3915382328
Česko;2023;R - Kulturní, zábavní a rekreační činnosti;Přímé náklady - náhrady mzdy;44065.4208335
Česko;2023;R - Kulturní, zábavní a rekreační činnosti;Nepřímé náklady - sociální požitky;4324.2621022799
Česko;2023;R - Kulturní, zábavní a rekreační činnosti;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;153649.9023746403
Česko;2023;R - Kulturní, zábavní a rekreační činnosti;Nepřímé náklady - sociální náklady/výdaje - ostatní;5144.1363411386
Česko;2023;R - Kulturní, zábavní a rekreační činnosti;Nepřímé náklady - personální náklady/výdaje;2627.2727685567
Česko;2023;R - Kulturní, zábavní a rekreační činnosti;Nepřímé náklady - daně a dotace;-578.0230939455
Česko;2023;S - Ostatní činnosti;Náklady práce celkem;499175.496509381
Česko;2023;S - Ostatní činnosti;Přímé náklady celkem;372483.6305144883
Česko;2023;S - Ostatní činnosti;Přímé náklady - mzdy za vykonanou práci;336156.2493911571
Česko;2023;S - Ostatní činnosti;Přímé náklady - náhrady mzdy;36327.3811233312
Česko;2023;S - Ostatní činnosti;Nepřímé náklady - sociální požitky;2594.2716042194
Česko;2023;S - Ostatní činnosti;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;127180.2421138411
Česko;2023;S - Ostatní činnosti;Nepřímé náklady - sociální náklady/výdaje - ostatní;3740.1637827654
Česko;2023;S - Ostatní činnosti;Nepřímé náklady - personální náklady/výdaje;1828.050712322
Česko;2023;S - Ostatní činnosti;Nepřímé náklady - daně a dotace;-8650.862218255
