Území,Měsíce,Ukazatel,value
Česko,červen 2019,Spotřebitelé,0.5
Česko,květen 2019,Souhrnný indikátor,10.125
Česko,květen 2019,Podnikatelé,12.7
Česko,květen 2019,Podnikatelé - průmysl,-2.0
Česko,květen 2019,Podnikatelé - stavebnictví,4.0
Česko,květen 2019,Podnikatelé - obchod,12.3
Česko,květen 2019,Podnikatelé - služby,33.7
Česko,květen 2019,Spotřebitelé,1e-06
Česko,duben 2019,Souhrnný indikátor,12.145
Česko,duben 2019,Podnikatelé,15.1
Česko,duben 2019,Podnikatelé - průmysl,0.3
Česko,duben 2019,Podnikatelé - stavebnictví,3.0
Česko,duben 2019,Podnikatelé - obchod,11.7
Česko,duben 2019,Podnikatelé - služby,37.3
Česko,duben 2019,Spotřebitelé,0.5
Česko,březen 2019,Souhrnný indikátor,11.995
Česko,březen 2019,Podnikatelé,14.7
Česko,březen 2019,Podnikatelé - průmysl,-1.3
Česko,březen 2019,Podnikatelé - stavebnictví,5.0
Česko,březen 2019,Podnikatelé - obchod,12.3
Česko,březen 2019,Podnikatelé - služby,38.0
Česko,březen 2019,Spotřebitelé,1.25
Česko,únor 2019,Souhrnný indikátor,13.37
Česko,únor 2019,Podnikatelé,15.9
Česko,únor 2019,Podnikatelé - průmysl,0.3
Česko,únor 2019,Podnikatelé - stavebnictví,3.5
Česko,únor 2019,Podnikatelé - obchod,12.7
Česko,únor 2019,Podnikatelé - služby,39.3
Česko,únor 2019,Spotřebitelé,3.25
Česko,leden 2019,Souhrnný indikátor,12.75
Česko,leden 2019,Podnikatelé,15.0
Česko,leden 2019,Podnikatelé - průmysl,1e-06
Česko,leden 2019,Podnikatelé - stavebnictví,5.5
Česko,leden 2019,Podnikatelé - obchod,14.3
Česko,leden 2019,Podnikatelé - služby,36.7
Česko,leden 2019,Spotřebitelé,3.75
Česko,prosinec 2018,Souhrnný indikátor,13.375
Česko,prosinec 2018,Podnikatelé,15.8
Česko,prosinec 2018,Podnikatelé - průmysl,0.3
Česko,prosinec 2018,Podnikatelé - stavebnictví,3.0
Česko,prosinec 2018,Podnikatelé - obchod,17.3
Česko,prosinec 2018,Podnikatelé - služby,38.3
Česko,prosinec 2018,Spotřebitelé,3.75
Česko,listopad 2018,Souhrnný indikátor,14.13
Česko,listopad 2018,Podnikatelé,17.4
Česko,listopad 2018,Podnikatelé - průmysl,2.3
Česko,listopad 2018,Podnikatelé - stavebnictví,1.0
Česko,listopad 2018,Podnikatelé - obchod,15.0
Česko,listopad 2018,Podnikatelé - služby,40.7
Česko,listopad 2018,Spotřebitelé,1.0
Česko,říjen 2018,Souhrnný indikátor,14.31
Česko,říjen 2018,Podnikatelé,16.8
Česko,říjen 2018,Podnikatelé - průmysl,3.0
Česko,říjen 2018,Podnikatelé - stavebnictví,-1.5
Česko,říjen 2018,Podnikatelé - obchod,18.7
Česko,říjen 2018,Podnikatelé - služby,38.0
Česko,říjen 2018,Spotřebitelé,4.25
Česko,září 2018,Souhrnný indikátor,14.47
Česko,září 2018,Podnikatelé,16.8
Česko,září 2018,Podnikatelé - průmysl,2.3
Česko,září 2018,Podnikatelé - stavebnictví,-2.5
Česko,září 2018,Podnikatelé - obchod,21.3
Česko,září 2018,Podnikatelé - služby,38.7
Česko,září 2018,Spotřebitelé,5.0
Česko,srpen 2018,Souhrnný indikátor,13.89
Česko,srpen 2018,Podnikatelé,16.4
Česko,srpen 2018,Podnikatelé - průmysl,2.3
Česko,srpen 2018,Podnikatelé - stavebnictví,-2.0
Česko,srpen 2018,Podnikatelé - obchod,15.6
Česko,srpen 2018,Podnikatelé - služby,38.3
Česko,srpen 2018,Spotřebitelé,4.0
Česko,červenec 2018,Souhrnný indikátor,13.375
Česko,červenec 2018,Podnikatelé,15.4
Česko,červenec 2018,Podnikatelé - průmysl,1.3
Česko,červenec 2018,Podnikatelé - stavebnictví,-5.0
Česko,červenec 2018,Podnikatelé - obchod,17.3
Česko,červenec 2018,Podnikatelé - služby,37.3
Česko,červenec 2018,Spotřebitelé,5.25
Česko,červen 2018,Souhrnný indikátor,14.675
Česko,červen 2018,Podnikatelé,17.0
Česko,červen 2018,Podnikatelé - průmysl,4.0
Česko,červen 2018,Podnikatelé - stavebnictví,-5.5
Česko,červen 2018,Podnikatelé - obchod,17.0
Česko,červen 2018,Podnikatelé - služby,38.0
Česko,červen 2018,Spotřebitelé,5.5
Česko,květen 2018,Souhrnný indikátor,13.665
Česko,květen 2018,Podnikatelé,15.6
Česko,květen 2018,Podnikatelé - průmysl,2.0
Česko,květen 2018,Podnikatelé - stavebnictví,-6.0
Česko,květen 2018,Podnikatelé - obchod,17.3
Česko,květen 2018,Podnikatelé - služby,37.0
Česko,květen 2018,Spotřebitelé,6.0
Česko,duben 2018,Souhrnný indikátor,14.77
Česko,duben 2018,Podnikatelé,17.2
Česko,duben 2018,Podnikatelé - průmysl,4.3
Česko,duben 2018,Podnikatelé - stavebnictví,-5.5
Česko,duben 2018,Podnikatelé - obchod,20.3
Česko,duben 2018,Podnikatelé - služby,37.7
Česko,duben 2018,Spotřebitelé,5.0
Česko,březen 2018,Souhrnný indikátor,14.63
Česko,březen 2018,Podnikatelé,16.5
Česko,březen 2018,Podnikatelé - průmysl,4.0
Česko,březen 2018,Podnikatelé - stavebnictví,-5.5
Česko,březen 2018,Podnikatelé - obchod,20.3
Česko,březen 2018,Podnikatelé - služby,36.3
Česko,březen 2018,Spotřebitelé,7.0
Česko,únor 2018,Souhrnný indikátor,14.435
Česko,únor 2018,Podnikatelé,17.1
Česko,únor 2018,Podnikatelé - průmysl,3.7
Česko,únor 2018,Podnikatelé - stavebnictví,-9.0
Česko,únor 2018,Podnikatelé - obchod,23.3
Česko,únor 2018,Podnikatelé - služby,38.3
Česko,únor 2018,Spotřebitelé,3.75
Česko,leden 2018,Souhrnný indikátor,14.075
Česko,leden 2018,Podnikatelé,16.4
Česko,leden 2018,Podnikatelé - průmysl,4.0
Česko,leden 2018,Podnikatelé - stavebnictví,-14.5
Česko,leden 2018,Podnikatelé - obchod,23.0
Česko,leden 2018,Podnikatelé - služby,37.0
Česko,leden 2018,Spotřebitelé,4.75
Česko,prosinec 2017,Souhrnný indikátor,14.445
Česko,prosinec 2017,Podnikatelé,17.1
Česko,prosinec 2017,Podnikatelé - průmysl,6.0
Česko,prosinec 2017,Podnikatelé - stavebnictví,-13.0
Česko,prosinec 2017,Podnikatelé - obchod,20.1
Česko,prosinec 2017,Podnikatelé - služby,36.3
Česko,prosinec 2017,Spotřebitelé,4.0
Česko,listopad 2017,Souhrnný indikátor,13.925
Česko,listopad 2017,Podnikatelé,16.2
Česko,listopad 2017,Podnikatelé - průmysl,4.7
Česko,listopad 2017,Podnikatelé - stavebnictví,-15.0
Česko,listopad 2017,Podnikatelé - obchod,21.7
Česko,listopad 2017,Podnikatelé - služby,35.7
Česko,listopad 2017,Spotřebitelé,5.0
Česko,říjen 2017,Souhrnný indikátor,14.35
Česko,říjen 2017,Podnikatelé,16.9
Česko,říjen 2017,Podnikatelé - průmysl,6.7
Česko,říjen 2017,Podnikatelé - stavebnictví,-17.5
Česko,říjen 2017,Podnikatelé - obchod,20.7
Česko,říjen 2017,Podnikatelé - služby,35.7
Česko,říjen 2017,Spotřebitelé,4.0
Česko,září 2017,Souhrnný indikátor,13.735
Česko,září 2017,Podnikatelé,16.5
Česko,září 2017,Podnikatelé - průmysl,4.3
Česko,září 2017,Podnikatelé - stavebnictví,-17.0
Česko,září 2017,Podnikatelé - obchod,19.3
Česko,září 2017,Podnikatelé - služby,38.0
Česko,září 2017,Spotřebitelé,2.5
Česko,srpen 2017,Souhrnný indikátor,13.1
Česko,srpen 2017,Podnikatelé,16.3
Česko,srpen 2017,Podnikatelé - průmysl,4.0
Česko,srpen 2017,Podnikatelé - stavebnictví,-18.5
Česko,srpen 2017,Podnikatelé - obchod,22.7
Česko,srpen 2017,Podnikatelé - služby,37.3
Česko,srpen 2017,Spotřebitelé,0.5
Česko,červenec 2017,Souhrnný indikátor,12.31
Česko,červenec 2017,Podnikatelé,15.4
Česko,červenec 2017,Podnikatelé - průmysl,3.3
Česko,červenec 2017,Podnikatelé - stavebnictví,-24.0
Česko,červenec 2017,Podnikatelé - obchod,20.0
Česko,červenec 2017,Podnikatelé - služby,37.3
Česko,červenec 2017,Spotřebitelé,1e-06
Česko,červen 2017,Souhrnný indikátor,11.69
Česko,červen 2017,Podnikatelé,14.4
Česko,červen 2017,Podnikatelé - průmysl,1.3
Česko,červen 2017,Podnikatelé - stavebnictví,-20.5
Česko,červen 2017,Podnikatelé - obchod,19.7
Česko,červen 2017,Podnikatelé - služby,36.7
Česko,červen 2017,Spotřebitelé,1.0
Česko,květen 2017,Souhrnný indikátor,11.05
Česko,květen 2017,Podnikatelé,13.9
Česko,květen 2017,Podnikatelé - průmysl,0.5
Česko,květen 2017,Podnikatelé - stavebnictví,-24.54
Česko,květen 2017,Podnikatelé - obchod,17.3
Česko,květen 2017,Podnikatelé - služby,37.7
Česko,květen 2017,Spotřebitelé,-0.5
Česko,duben 2017,Souhrnný indikátor,11.925
Česko,duben 2017,Podnikatelé,14.3
Česko,duben 2017,Podnikatelé - průmysl,0.7
Česko,duben 2017,Podnikatelé - stavebnictví,-23.0
Česko,duben 2017,Podnikatelé - obchod,19.7
Česko,duben 2017,Podnikatelé - služby,37.7
Česko,duben 2017,Spotřebitelé,2.5
Česko,březen 2017,Souhrnný indikátor,10.49
Česko,březen 2017,Podnikatelé,13.1
Česko,březen 2017,Podnikatelé - průmysl,1.0
Česko,březen 2017,Podnikatelé - stavebnictví,-24.0
Česko,březen 2017,Podnikatelé - obchod,25.0
Česko,březen 2017,Podnikatelé - služby,33.3
Česko,březen 2017,Spotřebitelé,0.25
Česko,únor 2017,Souhrnný indikátor,12.41
Česko,únor 2017,Podnikatelé,15.2
Česko,únor 2017,Podnikatelé - průmysl,3.7
Česko,únor 2017,Podnikatelé - stavebnictví,-22.5
Česko,únor 2017,Podnikatelé - obchod,24.3
Česko,únor 2017,Podnikatelé - služby,35.3
Česko,únor 2017,Spotřebitelé,1.25
Česko,leden 2017,Souhrnný indikátor,13.545
Česko,leden 2017,Podnikatelé,16.5
Česko,leden 2017,Podnikatelé - průmysl,5.3
Česko,leden 2017,Podnikatelé - stavebnictví,-27.0
Česko,leden 2017,Podnikatelé - obchod,24.7
Česko,leden 2017,Podnikatelé - služby,37.3
Česko,leden 2017,Spotřebitelé,1.75
Česko,prosinec 2016,Souhrnný indikátor,13.645
Česko,prosinec 2016,Podnikatelé,16.7
Česko,prosinec 2016,Podnikatelé - průmysl,6.0
Česko,prosinec 2016,Podnikatelé - stavebnictví,-27.0
Česko,prosinec 2016,Podnikatelé - obchod,19.7
Česko,prosinec 2016,Podnikatelé - služby,37.7
Česko,prosinec 2016,Spotřebitelé,1.5
Česko,listopad 2016,Souhrnný indikátor,13.88
Česko,listopad 2016,Podnikatelé,17.2
Česko,listopad 2016,Podnikatelé - průmysl,6.3
Česko,listopad 2016,Podnikatelé - stavebnictví,-23.0
Česko,listopad 2016,Podnikatelé - obchod,21.0
Česko,listopad 2016,Podnikatelé - služby,37.7
Česko,listopad 2016,Spotřebitelé,0.75
Česko,říjen 2016,Souhrnný indikátor,11.765
Česko,říjen 2016,Podnikatelé,14.3
Česko,říjen 2016,Podnikatelé - průmysl,3.7
Česko,říjen 2016,Podnikatelé - stavebnictví,-27.5
Česko,říjen 2016,Podnikatelé - obchod,19.0
Česko,říjen 2016,Podnikatelé - služby,34.7
Česko,říjen 2016,Spotřebitelé,1.5
Česko,září 2016,Souhrnný indikátor,11.87
Česko,září 2016,Podnikatelé,14.3
Česko,září 2016,Podnikatelé - průmysl,4.3
Česko,září 2016,Podnikatelé - stavebnictví,-29.5
Česko,září 2016,Podnikatelé - obchod,16.3
Česko,září 2016,Podnikatelé - služby,34.7
Česko,září 2016,Spotřebitelé,2.0
Česko,srpen 2016,Souhrnný indikátor,11.11
Česko,srpen 2016,Podnikatelé,14.5
Česko,srpen 2016,Podnikatelé - průmysl,5.0
Česko,srpen 2016,Podnikatelé - stavebnictví,-24.5
Česko,srpen 2016,Podnikatelé - obchod,17.7
Česko,srpen 2016,Podnikatelé - služby,33.0
Česko,srpen 2016,Spotřebitelé,-2.25
Česko,červenec 2016,Souhrnný indikátor,9.94
Česko,červenec 2016,Podnikatelé,12.9
Česko,červenec 2016,Podnikatelé - průmysl,2.0
Česko,červenec 2016,Podnikatelé - stavebnictví,-26.0
Česko,červenec 2016,Podnikatelé - obchod,17.0
Česko,červenec 2016,Podnikatelé - služby,33.3
Česko,červenec 2016,Spotřebitelé,-2.0
Česko,červen 2016,Souhrnný indikátor,9.66
Česko,červen 2016,Podnikatelé,12.3
Česko,červen 2016,Podnikatelé - průmysl,1.3
Česko,červen 2016,Podnikatelé - stavebnictví,-25.0
Česko,červen 2016,Podnikatelé - obchod,18.0
Česko,červen 2016,Podnikatelé - služby,32.3
Česko,červen 2016,Spotřebitelé,-1.0
Česko,květen 2016,Souhrnný indikátor,10.59
Česko,květen 2016,Podnikatelé,13.2
Česko,květen 2016,Podnikatelé - průmysl,2.7
Česko,květen 2016,Podnikatelé - stavebnictví,-25.5
Česko,květen 2016,Podnikatelé - obchod,17.7
Česko,květen 2016,Podnikatelé - služby,33.0
Česko,květen 2016,Spotřebitelé,1e-06
Česko,duben 2016,Souhrnný indikátor,9.87
Česko,duben 2016,Podnikatelé,12.7
Česko,duben 2016,Podnikatelé - průmysl,1.7
Česko,duben 2016,Podnikatelé - stavebnictví,-21.5
Česko,duben 2016,Podnikatelé - obchod,18.3
Česko,duben 2016,Podnikatelé - služby,32.0
Česko,duben 2016,Spotřebitelé,-1.25
Česko,březen 2016,Souhrnný indikátor,11.155
Česko,březen 2016,Podnikatelé,14.2
Česko,březen 2016,Podnikatelé - průmysl,3.3
Česko,březen 2016,Podnikatelé - stavebnictví,-22.5
Česko,březen 2016,Podnikatelé - obchod,21.0
Česko,březen 2016,Podnikatelé - služby,33.7
Česko,březen 2016,Spotřebitelé,-1.0
Česko,únor 2016,Souhrnný indikátor,11.28
Česko,únor 2016,Podnikatelé,14.5
Česko,únor 2016,Podnikatelé - průmysl,3.7
Česko,únor 2016,Podnikatelé - stavebnictví,-14.5
Česko,únor 2016,Podnikatelé - obchod,22.7
Česko,únor 2016,Podnikatelé - služby,32.3
Česko,únor 2016,Spotřebitelé,-1.5
Česko,leden 2016,Souhrnný indikátor,12.365
Česko,leden 2016,Podnikatelé,15.3
Česko,leden 2016,Podnikatelé - průmysl,3.7
Česko,leden 2016,Podnikatelé - stavebnictví,-14.5
Česko,leden 2016,Podnikatelé - obchod,22.0
Česko,leden 2016,Podnikatelé - služby,34.7
Česko,leden 2016,Spotřebitelé,0.5
Česko,prosinec 2015,Souhrnný indikátor,10.75
Česko,prosinec 2015,Podnikatelé,13.3
Česko,prosinec 2015,Podnikatelé - průmysl,1.0
Česko,prosinec 2015,Podnikatelé - stavebnictví,-16.5
Česko,prosinec 2015,Podnikatelé - obchod,19.3
Česko,prosinec 2015,Podnikatelé - služby,33.7
Česko,prosinec 2015,Spotřebitelé,0.5
Česko,listopad 2015,Souhrnný indikátor,10.42
Česko,listopad 2015,Podnikatelé,13.1
Česko,listopad 2015,Podnikatelé - průmysl,1.0
Česko,listopad 2015,Podnikatelé - stavebnictví,-14.5
Česko,listopad 2015,Podnikatelé - obchod,19.7
Česko,listopad 2015,Podnikatelé - služby,32.7
Česko,listopad 2015,Spotřebitelé,-0.25
Česko,říjen 2015,Souhrnný indikátor,9.435
Česko,říjen 2015,Podnikatelé,11.9
Česko,říjen 2015,Podnikatelé - průmysl,0.3
Česko,říjen 2015,Podnikatelé - stavebnictví,-16.0
Česko,říjen 2015,Podnikatelé - obchod,18.3
Česko,říjen 2015,Podnikatelé - služby,31.0
Česko,říjen 2015,Spotřebitelé,-0.5
Česko,září 2015,Souhrnný indikátor,10.075
Česko,září 2015,Podnikatelé,13.3
Česko,září 2015,Podnikatelé - průmysl,3.0
Česko,září 2015,Podnikatelé - stavebnictví,-16.0
Česko,září 2015,Podnikatelé - obchod,17.7
Česko,září 2015,Podnikatelé - služby,31.3
Česko,září 2015,Spotřebitelé,-3.0
Česko,srpen 2015,Souhrnný indikátor,9.72
Česko,srpen 2015,Podnikatelé,13.1
Česko,srpen 2015,Podnikatelé - průmysl,3.0
Česko,srpen 2015,Podnikatelé - stavebnictví,-20.0
Česko,srpen 2015,Podnikatelé - obchod,17.6
Česko,srpen 2015,Podnikatelé - služby,31.3
Česko,srpen 2015,Spotřebitelé,-3.75
Česko,červenec 2015,Souhrnný indikátor,10.375
Česko,červenec 2015,Podnikatelé,13.6
Česko,červenec 2015,Podnikatelé - průmysl,5.3
Česko,červenec 2015,Podnikatelé - stavebnictví,-20.0
Česko,červenec 2015,Podnikatelé - obchod,19.3
Česko,červenec 2015,Podnikatelé - služby,29.3
Česko,červenec 2015,Spotřebitelé,-2.5
Česko,červen 2015,Souhrnný indikátor,11.525
Česko,červen 2015,Podnikatelé,14.7
Česko,červen 2015,Podnikatelé - průmysl,5.0
Česko,červen 2015,Podnikatelé - stavebnictví,-17.0
Česko,červen 2015,Podnikatelé - obchod,21.3
Česko,červen 2015,Podnikatelé - služby,31.7
Česko,červen 2015,Spotřebitelé,-1.0
Česko,květen 2015,Souhrnný indikátor,10.215
Česko,květen 2015,Podnikatelé,12.7
Česko,květen 2015,Podnikatelé - průmysl,3.3
Česko,květen 2015,Podnikatelé - stavebnictví,-16.0
Česko,květen 2015,Podnikatelé - obchod,20.7
Česko,květen 2015,Podnikatelé - služby,28.7
Česko,květen 2015,Spotřebitelé,0.25
Česko,duben 2015,Souhrnný indikátor,9.3
Česko,duben 2015,Podnikatelé,11.9
Česko,duben 2015,Podnikatelé - průmysl,3.0
Česko,duben 2015,Podnikatelé - stavebnictví,-16.0
Česko,duben 2015,Podnikatelé - obchod,21.0
Česko,duben 2015,Podnikatelé - služby,27.0
Česko,duben 2015,Spotřebitelé,-1.25
Česko,březen 2015,Souhrnný indikátor,9.36
Česko,březen 2015,Podnikatelé,11.6
Česko,březen 2015,Podnikatelé - průmysl,4.0
Česko,březen 2015,Podnikatelé - stavebnictví,-21.0
Česko,březen 2015,Podnikatelé - obchod,15.0
Česko,březen 2015,Podnikatelé - služby,26.7
Česko,březen 2015,Spotřebitelé,0.25
Česko,únor 2015,Souhrnný indikátor,9.43
Česko,únor 2015,Podnikatelé,12.2
Česko,únor 2015,Podnikatelé - průmysl,2.3
Česko,únor 2015,Podnikatelé - stavebnictví,-21.0
Česko,únor 2015,Podnikatelé - obchod,20.0
Česko,únor 2015,Podnikatelé - služby,29.7
Česko,únor 2015,Spotřebitelé,-1.75
Česko,leden 2015,Souhrnný indikátor,10.555
Česko,leden 2015,Podnikatelé,13.3
Česko,leden 2015,Podnikatelé - průmysl,2.7
Česko,leden 2015,Podnikatelé - stavebnictví,-20.5
Česko,leden 2015,Podnikatelé - obchod,19.0
Česko,leden 2015,Podnikatelé - služby,32.0
Česko,leden 2015,Spotřebitelé,-0.25
Česko,prosinec 2014,Souhrnný indikátor,11.1
Česko,prosinec 2014,Podnikatelé,13.8
Česko,prosinec 2014,Podnikatelé - průmysl,3.0
Česko,prosinec 2014,Podnikatelé - stavebnictví,-21.5
Česko,prosinec 2014,Podnikatelé - obchod,16.3
Česko,prosinec 2014,Podnikatelé - služby,33.7
Česko,prosinec 2014,Spotřebitelé,0.25
Česko,listopad 2014,Souhrnný indikátor,9.39
Česko,listopad 2014,Podnikatelé,12.3
Česko,listopad 2014,Podnikatelé - průmysl,2.0
Česko,listopad 2014,Podnikatelé - stavebnictví,-24.0
Česko,listopad 2014,Podnikatelé - obchod,11.0
Česko,listopad 2014,Podnikatelé - služby,32.3
Česko,listopad 2014,Spotřebitelé,-2.25
Česko,říjen 2014,Souhrnný indikátor,7.785
Česko,říjen 2014,Podnikatelé,11.5
Česko,říjen 2014,Podnikatelé - průmysl,3.0
Česko,říjen 2014,Podnikatelé - stavebnictví,-30.0
Česko,říjen 2014,Podnikatelé - obchod,15.7
Česko,říjen 2014,Podnikatelé - služby,29.0
Česko,říjen 2014,Spotřebitelé,-7.0
Česko,září 2014,Souhrnný indikátor,7.91
Česko,září 2014,Podnikatelé,12.0
Česko,září 2014,Podnikatelé - průmysl,3.3
Česko,září 2014,Podnikatelé - stavebnictví,-27.5
Česko,září 2014,Podnikatelé - obchod,12.3
Česko,září 2014,Podnikatelé - služby,30.0
Česko,září 2014,Spotřebitelé,-8.25
Česko,srpen 2014,Souhrnný indikátor,7.305
Česko,srpen 2014,Podnikatelé,11.13125
Česko,srpen 2014,Podnikatelé - průmysl,2.3
Česko,srpen 2014,Podnikatelé - stavebnictví,-32.0
Česko,srpen 2014,Podnikatelé - obchod,11.7
Česko,srpen 2014,Podnikatelé - služby,30.0
Česko,srpen 2014,Spotřebitelé,-8.0
Česko,červenec 2014,Souhrnný indikátor,6.65
Česko,červenec 2014,Podnikatelé,10.0625
Česko,červenec 2014,Podnikatelé - průmysl,2.0
Česko,červenec 2014,Podnikatelé - stavebnictví,-36.5
Česko,červenec 2014,Podnikatelé - obchod,15.3
Česko,červenec 2014,Podnikatelé - služby,27.7
Česko,červenec 2014,Spotřebitelé,-7.0
Česko,červen 2014,Souhrnný indikátor,7.905
Česko,červen 2014,Podnikatelé,11.06875
Česko,červen 2014,Podnikatelé - průmysl,3.3
Česko,červen 2014,Podnikatelé - stavebnictví,-37.0
Česko,červen 2014,Podnikatelé - obchod,13.7
Česko,červen 2014,Podnikatelé - služby,29.0
Česko,červen 2014,Spotřebitelé,-4.75
Česko,květen 2014,Souhrnný indikátor,6.555
Česko,květen 2014,Podnikatelé,9.9
Česko,květen 2014,Podnikatelé - průmysl,4.3
Česko,květen 2014,Podnikatelé - stavebnictví,-39.0
Česko,květen 2014,Podnikatelé - obchod,12.7
Česko,květen 2014,Podnikatelé - služby,25.0
Česko,květen 2014,Spotřebitelé,-6.75
Česko,duben 2014,Souhrnný indikátor,6.635
Česko,duben 2014,Podnikatelé,9.9
Česko,duben 2014,Podnikatelé - průmysl,3.3
Česko,duben 2014,Podnikatelé - stavebnictví,-39.0
Česko,duben 2014,Podnikatelé - obchod,14.3
Česko,duben 2014,Podnikatelé - služby,26.0
Česko,duben 2014,Spotřebitelé,-6.25
Česko,březen 2014,Souhrnný indikátor,6.5
Česko,březen 2014,Podnikatelé,10.0
Česko,březen 2014,Podnikatelé - průmysl,3.0
Česko,březen 2014,Podnikatelé - stavebnictví,-44.0
Česko,březen 2014,Podnikatelé - obchod,12.0
Česko,březen 2014,Podnikatelé - služby,28.0
Česko,březen 2014,Spotřebitelé,-7.5
Česko,únor 2014,Souhrnný indikátor,4.855
Česko,únor 2014,Podnikatelé,9.1
Česko,únor 2014,Podnikatelé - průmysl,2.7
Česko,únor 2014,Podnikatelé - stavebnictví,-43.5
Česko,únor 2014,Podnikatelé - obchod,12.0
Česko,únor 2014,Podnikatelé - služby,26.0
Česko,únor 2014,Spotřebitelé,-12.25
Česko,leden 2014,Souhrnný indikátor,4.545
Česko,leden 2014,Podnikatelé,8.2
Česko,leden 2014,Podnikatelé - průmysl,1.3
Česko,leden 2014,Podnikatelé - stavebnictví,-48.0
Česko,leden 2014,Podnikatelé - obchod,9.3
Česko,leden 2014,Podnikatelé - služby,26.7
Česko,leden 2014,Spotřebitelé,-10.25
Česko,prosinec 2013,Souhrnný indikátor,4.915
Česko,prosinec 2013,Podnikatelé,9.2
Česko,prosinec 2013,Podnikatelé - průmysl,2.7
Česko,prosinec 2013,Podnikatelé - stavebnictví,-52.5
Česko,prosinec 2013,Podnikatelé - obchod,12.0
Česko,prosinec 2013,Podnikatelé - služby,27.7
Česko,prosinec 2013,Spotřebitelé,-12.25
Česko,listopad 2013,Souhrnný indikátor,4.205
Česko,listopad 2013,Podnikatelé,7.9
Česko,listopad 2013,Podnikatelé - průmysl,2.7
Česko,listopad 2013,Podnikatelé - stavebnictví,-52.0
Česko,listopad 2013,Podnikatelé - obchod,5.7
Česko,listopad 2013,Podnikatelé - služby,25.3
Česko,listopad 2013,Spotřebitelé,-10.75
Česko,říjen 2013,Souhrnný indikátor,2.915
Česko,říjen 2013,Podnikatelé,7.0
Česko,říjen 2013,Podnikatelé - průmysl,-0.3
Česko,říjen 2013,Podnikatelé - stavebnictví,-48.0
Česko,říjen 2013,Podnikatelé - obchod,5.7
Česko,říjen 2013,Podnikatelé - služby,26.0
Česko,říjen 2013,Spotřebitelé,-13.25
Česko,září 2013,Souhrnný indikátor,1.115
Česko,září 2013,Podnikatelé,5.1
Česko,září 2013,Podnikatelé - průmysl,-3.3
Česko,září 2013,Podnikatelé - stavebnictví,-48.5
Česko,září 2013,Podnikatelé - obchod,8.0
Česko,září 2013,Podnikatelé - služby,24.7
Česko,září 2013,Spotřebitelé,-14.75
Česko,srpen 2013,Souhrnný indikátor,-2.005
Česko,srpen 2013,Podnikatelé,1.8
Česko,srpen 2013,Podnikatelé - průmysl,-7.7
Česko,srpen 2013,Podnikatelé - stavebnictví,-52.0
Česko,srpen 2013,Podnikatelé - obchod,6.3
Česko,srpen 2013,Podnikatelé - služby,22.7
Česko,srpen 2013,Spotřebitelé,-17.25
Česko,červenec 2013,Souhrnný indikátor,-3.12
Česko,červenec 2013,Podnikatelé,0.9
Česko,červenec 2013,Podnikatelé - průmysl,-7.7
Česko,červenec 2013,Podnikatelé - stavebnictví,-48.0
Česko,červenec 2013,Podnikatelé - obchod,6.0
Česko,červenec 2013,Podnikatelé - služby,19.7
Česko,červenec 2013,Spotřebitelé,-19.25
Česko,červen 2013,Souhrnný indikátor,-3.115
Česko,červen 2013,Podnikatelé,0.9
Česko,červen 2013,Podnikatelé - průmysl,-9.7
Česko,červen 2013,Podnikatelé - stavebnictví,-53.5
Česko,červen 2013,Podnikatelé - obchod,5.0
Česko,červen 2013,Podnikatelé - služby,23.3
Česko,červen 2013,Spotřebitelé,-19.0
Česko,květen 2013,Souhrnný indikátor,-3.475
Česko,květen 2013,Podnikatelé,0.4
Česko,květen 2013,Podnikatelé - průmysl,-9.3
Česko,květen 2013,Podnikatelé - stavebnictví,-53.0
Česko,květen 2013,Podnikatelé - obchod,3.7
Česko,květen 2013,Podnikatelé - služby,21.7
Česko,květen 2013,Spotřebitelé,-19.0
Česko,duben 2013,Souhrnný indikátor,-5.115
Česko,duben 2013,Podnikatelé,-0.7
Česko,duben 2013,Podnikatelé - průmysl,-11.0
Česko,duben 2013,Podnikatelé - stavebnictví,-53.5
Česko,duben 2013,Podnikatelé - obchod,1e-06
Česko,duben 2013,Podnikatelé - služby,21.7
Česko,duben 2013,Spotřebitelé,-22.75
Česko,březen 2013,Souhrnný indikátor,-2.33
Česko,březen 2013,Podnikatelé,2.2
Česko,březen 2013,Podnikatelé - průmysl,-8.0
Česko,březen 2013,Podnikatelé - stavebnictví,-43.5
Česko,březen 2013,Podnikatelé - obchod,5.7
Česko,březen 2013,Podnikatelé - služby,22.7
Česko,březen 2013,Spotřebitelé,-20.25
Česko,únor 2013,Souhrnný indikátor,-2.125
Česko,únor 2013,Podnikatelé,2.3
Česko,únor 2013,Podnikatelé - průmysl,-8.0
Česko,únor 2013,Podnikatelé - stavebnictví,-49.0
Česko,únor 2013,Podnikatelé - obchod,7.3
Česko,únor 2013,Podnikatelé - služby,23.7
Česko,únor 2013,Spotřebitelé,-19.75
Česko,leden 2013,Souhrnný indikátor,-3.725
Česko,leden 2013,Podnikatelé,1.7
Česko,leden 2013,Podnikatelé - průmysl,-10.7
Česko,leden 2013,Podnikatelé - stavebnictví,-45.5
Česko,leden 2013,Podnikatelé - obchod,10.0
Česko,leden 2013,Podnikatelé - služby,24.6
