Území;Ukazatel;Typ indexu;Očištění;Typ ceny;Odvětví (NACE);Měsíce;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2001;109.310026051
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2001;108.2044945787
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2001;109.2347748198
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2001;107.3924043527
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;květen 2001;109.6139748444
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červen 2001;111.2866941932
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červenec 2001;109.0102965393
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;srpen 2001;105.8018424992
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;září 2001;110.5477336342
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;říjen 2001;116.0697688468
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;listopad 2001;112.8225670154
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2001;102.8859714522
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2002;97.956705172
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2002;99.6548086881
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2002;101.2226930725
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2002;97.3441095409
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;květen 2002;97.4053861049
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červen 2002;95.8633320288
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červenec 2002;97.014846458
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;srpen 2002;94.1830830745
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;září 2002;99.7028596411
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;říjen 2002;99.1797641045
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;listopad 2002;99.2408988399
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2002;97.8084560424
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2003;109.8152070009
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2003;105.6300513454
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2003;104.7020844161
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2003;108.4047763241
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;květen 2003;103.5017888449
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červen 2003;107.6014366068
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červenec 2003;108.4633739925
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;srpen 2003;106.5692762114
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;září 2003;110.097275094
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;říjen 2003;110.787088866
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;listopad 2003;107.1996133309
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2003;109.3768309344
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2004;106.9500362664
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2004;106.2055607896
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2004;106.6918496115
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2004;108.9483171656
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;květen 2004;104.0217574814
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červen 2004;106.3072283734
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červenec 2004;107.4404239523
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;srpen 2004;105.0091958655
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;září 2004;106.7318934141
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;říjen 2004;103.4088596749
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;listopad 2004;106.6051591168
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2004;99.4755486821
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2005;113.0874584606
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2005;109.0090728491
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2005;108.7291780777
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2005;103.7455717339
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;květen 2005;107.5399238201
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červen 2005;108.6474664498
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červenec 2005;104.4584873477
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;srpen 2005;109.9121311493
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;září 2005;109.9312385844
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;říjen 2005;110.9976873745
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;listopad 2005;113.0252876372
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2005;112.1886006319
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2006;107.3857789976
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2006;108.432421564
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2006;108.2211838371
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2006;108.5774460628
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;květen 2006;111.5258517446
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červen 2006;110.7695612709
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červenec 2006;111.5381744015
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;srpen 2006;111.2332562994
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;září 2006;112.3379080606
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;říjen 2006;113.741938868
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;listopad 2006;109.7792393758
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2006;113.7196089869
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2007;110.3925480288
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2007;112.6251622742
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2007;115.8175464195
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2007;110.6187036733
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;květen 2007;108.0040339642
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červen 2007;108.6812919031
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červenec 2007;108.7298916955
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;srpen 2007;106.578351372
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;září 2007;108.5425047665
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;říjen 2007;109.2978744466
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;listopad 2007;107.1635612734
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2007;108.7978811529
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2008;105.7988419617
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2008;104.5757039009
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2008;99.968348566
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2008;105.8045696368
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;květen 2008;104.5315324795
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červen 2008;101.7988864166
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červenec 2008;102.2137353924
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;srpen 2008;101.197574331
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;září 2008;104.7674225323
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;říjen 2008;99.7135067483
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;listopad 2008;100.3019495137
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2008;94.8920456338
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2009;97.7157104908
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2009;95.3085637619
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2009;97.7919763482
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2009;100.1651601369
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;květen 2009;98.070611447
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červen 2009;96.395210319
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červenec 2009;100.1250468808
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;srpen 2009;97.987546677
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;září 2009;93.2325833408
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;říjen 2009;94.9943509146
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;listopad 2009;95.2349722505
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2009;100.0585149837
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2010;95.3957920107
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2010;96.0759331855
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2010;98.5327217075
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2010;95.2267170749
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;květen 2010;96.7015757062
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červen 2010;102.3992607905
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;červenec 2010;100.0188249998
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;srpen 2010;101.1561896538
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;září 2010;104.0594035667
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;říjen 2010;100.4704801738
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;listopad 2010;101.0955387503
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;prosinec 2010;97.7680136095
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;leden 2011;105.5885006621
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;únor 2011;104.8639664224
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;březen 2011;102.7501288643
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19+47.4 až 47.9 Maloobchod s nepotravinářským zbožím;duben 2011;103.9234551904
