Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Měsíce;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;březen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;únor 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;leden 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;prosinec 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;listopad 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;říjen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;září 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;srpen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;červenec 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;červen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;květen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;duben 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;březen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;únor 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;leden 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;prosinec 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;listopad 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;říjen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;září 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;srpen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;červenec 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;červen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;květen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;duben 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;březen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;únor 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;leden 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;září 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2025;97.9439148101
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2025;93.5703567406
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2025;98.7047931016
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2024;96.9442859018
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2024;99.8435765166
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2024;102.4933709423
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2024;100.8617343308
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2024;98.3021828141
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2024;113.7683704024
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2024;89.3026985553
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2024;97.539650069
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2024;107.635748639
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2024;90.3929288817
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2024;99.8660369583
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2024;95.149723186
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2023;85.0081254922
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2023;90.2740084653
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2023;94.9922858034
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2023;85.6718638185
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2023;87.4050719221
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2023;88.0710908705
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2023;92.6750097434
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2023;90.2461682869
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2023;85.5825954402
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2023;86.6673747252
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2023;88.6281186795
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2023;87.5007791855
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2022;91.7222013947
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2022;93.2788902932
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2022;98.0893732385
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2022;98.4867558708
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2022;102.2847079647
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2022;90.8894887424
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2022;101.3249955848
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2022;110.4953108303
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2022;102.9036807077
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2022;108.7079859695
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2022;108.9349372489
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2022;110.6646185406
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2021;106.3112436083
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2021;109.5783702638
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2021;95.8326595256
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2021;103.6340497702
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2021;104.7804702943
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2021;100.8051963211
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2021;113.271623699
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2021;119.6087541881
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2021;123.9546142254
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2021;104.046285909
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2021;93.8874482009
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2021;95.0341082708
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2020;107.2263888835
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2020;100.3781427933
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2020;95.4513328395
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2020;98.1733204629
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2020;101.5302543029
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2020;96.0894070828
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2020;91.2910961198
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2020;73.2034983411
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2020;78.06908875
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2020;94.5181239492
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2020;97.4643958583
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2020;93.4740600738
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2019;95.1161288171
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2019;88.556060737
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2019;94.20425299
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2019;99.8678142292
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2019;85.8744523936
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2019;104.0668430835
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2019;94.7415316512
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2019;100.7494329319
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2019;98.8884458991
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2019;101.8495331596
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2019;97.7639698456
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2019;98.1448906948
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2018;88.7686047802
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2018;94.0399531034
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2018;97.4229338387
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2018;89.387418269
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2018;93.6571512638
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2018;99.6739740639
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2018;89.0834541764
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2018;92.9779037883
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2018;101.0240170251
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2018;87.6955948874
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2018;99.3997274312
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2018;99.0214359627
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2017;100.6442991662
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2017;106.2655696413
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2017;110.2863996564
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2017;99.9930235683
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2017;103.4575216746
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2017;100.3966199493
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2017;102.913852541
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2017;103.2128149617
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2017;92.4389562841
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2017;111.4189291577
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2017;101.66173579
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2017;106.9961691171
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2016;103.3760164341
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2016;103.8656047485
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2016;97.1002770274
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2016;101.447508145
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2016;115.2189897732
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2016;93.3506046777
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2016;107.5679382749
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2016;112.8860882664
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2016;105.9497746412
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2016;103.6471695702
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2016;106.0855117733
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2016;109.0418169086
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2015;104.9495106692
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2015;114.3069099749
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2015;104.3266643311
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2015;106.2723154544
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2015;104.2273654416
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2015;101.0305509138
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2015;102.6518448517
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2015;98.5357173285
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2015;103.1938027077
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2015;103.1978914351
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2015;100.2734022485
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2015;94.6720182048
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2014;104.4675584542
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2014;94.5221702832
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2014;102.7926986799
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2014;102.9834046343
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2014;95.1283756964
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2014;109.0337229821
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2014;111.620981216
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2014;104.0247703273
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2014;104.6668779242
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2014;109.0492863205
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2014;106.3372612495
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2014;107.7984926109
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2013;111.080888611
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2013;103.099443621
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2013;98.8258535829
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2013;108.7389200911
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2013;98.5156851084
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2013;110.6404632447
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2013;92.0693407314
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2013;96.797509832
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2013;105.5380109382
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2013;91.8115881596
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2013;98.0895409407
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2013;99.3079880755
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2012;93.007327788
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2012;99.4905503119
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2012;110.3668578885
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2012;90.4917274446
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2012;97.9489803782
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2012;98.6829731442
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2012;101.2973072117
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2012;97.364435916
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2012;95.3486870269
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2012;95.8052994039
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2012;101.9987435931
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2012;99.5514322186
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2011;94.1287449788
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2011;94.0294173895
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2011;96.1571523887
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2011;101.9477439595
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2011;101.8314401382
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2011;97.6169960963
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2011;103.1578740763
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2011;112.4071396606
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2011;104.4740313393
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2011;109.2846013805
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2011;107.6188779034
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2011;116.6303012295
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2010;105.7730971418
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2010;106.7837931258
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2010;96.9906261376
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2010;102.955263629
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2010;106.4177060252
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2010;99.9551545954
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2010;103.1994373492
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2010;112.5851209252
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2010;104.9502304219
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2010;104.5428241132
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2010;98.7244124928
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2010;96.1555865005
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2009;104.217082317
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2009;107.8912192946
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2009;94.9454259161
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2009;89.0161053698
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2009;87.9089433143
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2009;89.5958818228
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2009;89.655214448
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2009;78.6648268043
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2009;76.9842445996
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2009;87.1515399986
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2009;76.9187464594
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2009;74.2727548418
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2008;82.6252235591
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2008;71.5032003781
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2008;80.2582492784
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2008;95.5220314926
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2008;86.1882986439
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2008;88.9093927311
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2008;85.7273647155
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2008;79.8722505831
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2008;95.2723348385
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2008;79.6002299881
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2008;92.0816792777
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2008;90.532372961
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2007;88.2906870633
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2007;95.4626852301
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2007;106.1224177337
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2007;100.5014013366
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2007;107.9358682729
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2007;117.7833987799
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2007;104.3435015265
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2007;115.1247439412
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2007;117.5050856481
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2007;115.7994593991
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2007;116.070274738
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2007;114.8832138864
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2006;102.9112186915
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2006;104.8169876363
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2006;114.1149898864
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2006;103.4218303859
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2006;109.7755335971
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2006;112.4546515859
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2006;109.3805855922
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2006;106.1151512594
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;duben 2006;99.456366394
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;březen 2006;105.2347892518
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;únor 2006;100.3777175395
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;leden 2006;103.1120880772
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;prosinec 2005;101.8959752295
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;listopad 2005;101.6290754995
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;říjen 2005;98.3566236701
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;září 2005;100.4859378143
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;srpen 2005;101.2292994601
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červenec 2005;91.3836703689
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;červen 2005;98.089117708
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;květen 2005;96.3785729524
