Území;Ukazatel;Týdny;Věkové skupiny (roky);value
Česko;Zemřelí - absolutní údaje; 08. týden 2024;celkem;2302
Česko;Zemřelí - absolutní údaje; 08. týden 2024;0-14;8
Česko;Zemřelí - absolutní údaje; 08. týden 2024;15-44;62
Česko;Zemřelí - absolutní údaje; 08. týden 2024;45-64;263
Česko;Zemřelí - absolutní údaje; 08. týden 2024;65-74;525
Česko;Zemřelí - absolutní údaje; 08. týden 2024;75-84;787
Česko;Zemřelí - absolutní údaje; 08. týden 2024;85 a více;657
Česko;Zemřelí - absolutní údaje; 07. týden 2024;celkem;2337
Česko;Zemřelí - absolutní údaje; 07. týden 2024;0-14;9
Česko;Zemřelí - absolutní údaje; 07. týden 2024;15-44;52
Česko;Zemřelí - absolutní údaje; 07. týden 2024;45-64;302
Česko;Zemřelí - absolutní údaje; 07. týden 2024;65-74;504
Česko;Zemřelí - absolutní údaje; 07. týden 2024;75-84;766
Česko;Zemřelí - absolutní údaje; 07. týden 2024;85 a více;704
Česko;Zemřelí - absolutní údaje; 06. týden 2024;celkem;2616
Česko;Zemřelí - absolutní údaje; 06. týden 2024;0-14;12
Česko;Zemřelí - absolutní údaje; 06. týden 2024;15-44;59
Česko;Zemřelí - absolutní údaje; 06. týden 2024;45-64;333
Česko;Zemřelí - absolutní údaje; 06. týden 2024;65-74;550
Česko;Zemřelí - absolutní údaje; 06. týden 2024;75-84;930
Česko;Zemřelí - absolutní údaje; 06. týden 2024;85 a více;732
Česko;Zemřelí - absolutní údaje; 05. týden 2024;celkem;2423
Česko;Zemřelí - absolutní údaje; 05. týden 2024;0-14;8
Česko;Zemřelí - absolutní údaje; 05. týden 2024;15-44;68
Česko;Zemřelí - absolutní údaje; 05. týden 2024;45-64;310
Česko;Zemřelí - absolutní údaje; 05. týden 2024;65-74;517
Česko;Zemřelí - absolutní údaje; 05. týden 2024;75-84;811
Česko;Zemřelí - absolutní údaje; 05. týden 2024;85 a více;709
Česko;Zemřelí - absolutní údaje; 04. týden 2024;celkem;2471
Česko;Zemřelí - absolutní údaje; 04. týden 2024;0-14;9
Česko;Zemřelí - absolutní údaje; 04. týden 2024;15-44;47
Česko;Zemřelí - absolutní údaje; 04. týden 2024;45-64;301
Česko;Zemřelí - absolutní údaje; 04. týden 2024;65-74;558
Česko;Zemřelí - absolutní údaje; 04. týden 2024;75-84;882
Česko;Zemřelí - absolutní údaje; 04. týden 2024;85 a více;674
Česko;Zemřelí - absolutní údaje; 03. týden 2024;celkem;2369
Česko;Zemřelí - absolutní údaje; 03. týden 2024;0-14;6
Česko;Zemřelí - absolutní údaje; 03. týden 2024;15-44;65
Česko;Zemřelí - absolutní údaje; 03. týden 2024;45-64;302
Česko;Zemřelí - absolutní údaje; 03. týden 2024;65-74;507
Česko;Zemřelí - absolutní údaje; 03. týden 2024;75-84;794
Česko;Zemřelí - absolutní údaje; 03. týden 2024;85 a více;695
Česko;Zemřelí - absolutní údaje; 02. týden 2024;celkem;2298
Česko;Zemřelí - absolutní údaje; 02. týden 2024;0-14;9
Česko;Zemřelí - absolutní údaje; 02. týden 2024;15-44;65
Česko;Zemřelí - absolutní údaje; 02. týden 2024;45-64;302
Česko;Zemřelí - absolutní údaje; 02. týden 2024;65-74;483
Česko;Zemřelí - absolutní údaje; 02. týden 2024;75-84;781
Česko;Zemřelí - absolutní údaje; 02. týden 2024;85 a více;658
Česko;Zemřelí - absolutní údaje; 01. týden 2024;celkem;2411
Česko;Zemřelí - absolutní údaje; 01. týden 2024;0-14;6
Česko;Zemřelí - absolutní údaje; 01. týden 2024;15-44;59
Česko;Zemřelí - absolutní údaje; 01. týden 2024;45-64;307
Česko;Zemřelí - absolutní údaje; 01. týden 2024;65-74;504
Česko;Zemřelí - absolutní údaje; 01. týden 2024;75-84;807
Česko;Zemřelí - absolutní údaje; 01. týden 2024;85 a více;728
Česko;Zemřelí - absolutní údaje; 52. týden 2023;celkem;2469
Česko;Zemřelí - absolutní údaje; 52. týden 2023;0-14;13
Česko;Zemřelí - absolutní údaje; 52. týden 2023;15-44;49
Česko;Zemřelí - absolutní údaje; 52. týden 2023;45-64;284
Česko;Zemřelí - absolutní údaje; 52. týden 2023;65-74;534
Česko;Zemřelí - absolutní údaje; 52. týden 2023;75-84;839
Česko;Zemřelí - absolutní údaje; 52. týden 2023;85 a více;750
Česko;Zemřelí - absolutní údaje; 51. týden 2023;celkem;2462
Česko;Zemřelí - absolutní údaje; 51. týden 2023;0-14;13
Česko;Zemřelí - absolutní údaje; 51. týden 2023;15-44;75
Česko;Zemřelí - absolutní údaje; 51. týden 2023;45-64;288
Česko;Zemřelí - absolutní údaje; 51. týden 2023;65-74;547
Česko;Zemřelí - absolutní údaje; 51. týden 2023;75-84;809
Česko;Zemřelí - absolutní údaje; 51. týden 2023;85 a více;730
Česko;Zemřelí - absolutní údaje; 50. týden 2023;celkem;2425
Česko;Zemřelí - absolutní údaje; 50. týden 2023;0-14;4
Česko;Zemřelí - absolutní údaje; 50. týden 2023;15-44;51
Česko;Zemřelí - absolutní údaje; 50. týden 2023;45-64;269
Česko;Zemřelí - absolutní údaje; 50. týden 2023;65-74;499
Česko;Zemřelí - absolutní údaje; 50. týden 2023;75-84;856
Česko;Zemřelí - absolutní údaje; 50. týden 2023;85 a více;746
Česko;Zemřelí - absolutní údaje; 49. týden 2023;celkem;2439
Česko;Zemřelí - absolutní údaje; 49. týden 2023;0-14;8
Česko;Zemřelí - absolutní údaje; 49. týden 2023;15-44;71
Česko;Zemřelí - absolutní údaje; 49. týden 2023;45-64;316
Česko;Zemřelí - absolutní údaje; 49. týden 2023;65-74;487
Česko;Zemřelí - absolutní údaje; 49. týden 2023;75-84;843
Česko;Zemřelí - absolutní údaje; 49. týden 2023;85 a více;714
Česko;Zemřelí - absolutní údaje; 48. týden 2023;celkem;2360
Česko;Zemřelí - absolutní údaje; 48. týden 2023;0-14;5
Česko;Zemřelí - absolutní údaje; 48. týden 2023;15-44;52
Česko;Zemřelí - absolutní údaje; 48. týden 2023;45-64;279
Česko;Zemřelí - absolutní údaje; 48. týden 2023;65-74;555
Česko;Zemřelí - absolutní údaje; 48. týden 2023;75-84;778
Česko;Zemřelí - absolutní údaje; 48. týden 2023;85 a více;691
Česko;Zemřelí - absolutní údaje; 47. týden 2023;celkem;2286
Česko;Zemřelí - absolutní údaje; 47. týden 2023;0-14;6
Česko;Zemřelí - absolutní údaje; 47. týden 2023;15-44;62
Česko;Zemřelí - absolutní údaje; 47. týden 2023;45-64;293
Česko;Zemřelí - absolutní údaje; 47. týden 2023;65-74;487
Česko;Zemřelí - absolutní údaje; 47. týden 2023;75-84;814
Česko;Zemřelí - absolutní údaje; 47. týden 2023;85 a více;624
Česko;Zemřelí - absolutní údaje; 46. týden 2023;celkem;2316
Česko;Zemřelí - absolutní údaje; 46. týden 2023;0-14;9
Česko;Zemřelí - absolutní údaje; 46. týden 2023;15-44;53
Česko;Zemřelí - absolutní údaje; 46. týden 2023;45-64;285
Česko;Zemřelí - absolutní údaje; 46. týden 2023;65-74;491
Česko;Zemřelí - absolutní údaje; 46. týden 2023;75-84;769
Česko;Zemřelí - absolutní údaje; 46. týden 2023;85 a více;709
Česko;Zemřelí - absolutní údaje; 45. týden 2023;celkem;2150
Česko;Zemřelí - absolutní údaje; 45. týden 2023;0-14;9
Česko;Zemřelí - absolutní údaje; 45. týden 2023;15-44;70
Česko;Zemřelí - absolutní údaje; 45. týden 2023;45-64;268
Česko;Zemřelí - absolutní údaje; 45. týden 2023;65-74;483
Česko;Zemřelí - absolutní údaje; 45. týden 2023;75-84;728
Česko;Zemřelí - absolutní údaje; 45. týden 2023;85 a více;592
Česko;Zemřelí - absolutní údaje; 44. týden 2023;celkem;2131
Česko;Zemřelí - absolutní údaje; 44. týden 2023;0-14;9
Česko;Zemřelí - absolutní údaje; 44. týden 2023;15-44;49
Česko;Zemřelí - absolutní údaje; 44. týden 2023;45-64;270
Česko;Zemřelí - absolutní údaje; 44. týden 2023;65-74;461
Česko;Zemřelí - absolutní údaje; 44. týden 2023;75-84;712
Česko;Zemřelí - absolutní údaje; 44. týden 2023;85 a více;630
Česko;Zemřelí - absolutní údaje; 43. týden 2023;celkem;2206
Česko;Zemřelí - absolutní údaje; 43. týden 2023;0-14;7
Česko;Zemřelí - absolutní údaje; 43. týden 2023;15-44;45
Česko;Zemřelí - absolutní údaje; 43. týden 2023;45-64;304
Česko;Zemřelí - absolutní údaje; 43. týden 2023;65-74;500
Česko;Zemřelí - absolutní údaje; 43. týden 2023;75-84;710
Česko;Zemřelí - absolutní údaje; 43. týden 2023;85 a více;640
Česko;Zemřelí - absolutní údaje; 42. týden 2023;celkem;2170
Česko;Zemřelí - absolutní údaje; 42. týden 2023;0-14;7
Česko;Zemřelí - absolutní údaje; 42. týden 2023;15-44;56
Česko;Zemřelí - absolutní údaje; 42. týden 2023;45-64;268
Česko;Zemřelí - absolutní údaje; 42. týden 2023;65-74;447
Česko;Zemřelí - absolutní údaje; 42. týden 2023;75-84;752
Česko;Zemřelí - absolutní údaje; 42. týden 2023;85 a více;640
Česko;Zemřelí - absolutní údaje; 41. týden 2023;celkem;2186
Česko;Zemřelí - absolutní údaje; 41. týden 2023;0-14;5
Česko;Zemřelí - absolutní údaje; 41. týden 2023;15-44;55
Česko;Zemřelí - absolutní údaje; 41. týden 2023;45-64;289
Česko;Zemřelí - absolutní údaje; 41. týden 2023;65-74;488
Česko;Zemřelí - absolutní údaje; 41. týden 2023;75-84;732
Česko;Zemřelí - absolutní údaje; 41. týden 2023;85 a více;617
Česko;Zemřelí - absolutní údaje; 40. týden 2023;celkem;2042
Česko;Zemřelí - absolutní údaje; 40. týden 2023;0-14;4
Česko;Zemřelí - absolutní údaje; 40. týden 2023;15-44;49
Česko;Zemřelí - absolutní údaje; 40. týden 2023;45-64;280
Česko;Zemřelí - absolutní údaje; 40. týden 2023;65-74;460
Česko;Zemřelí - absolutní údaje; 40. týden 2023;75-84;686
Česko;Zemřelí - absolutní údaje; 40. týden 2023;85 a více;563
Česko;Zemřelí - absolutní údaje; 39. týden 2023;celkem;1936
Česko;Zemřelí - absolutní údaje; 39. týden 2023;0-14;13
Česko;Zemřelí - absolutní údaje; 39. týden 2023;15-44;61
Česko;Zemřelí - absolutní údaje; 39. týden 2023;45-64;270
Česko;Zemřelí - absolutní údaje; 39. týden 2023;65-74;388
Česko;Zemřelí - absolutní údaje; 39. týden 2023;75-84;637
Česko;Zemřelí - absolutní údaje; 39. týden 2023;85 a více;567
Česko;Zemřelí - absolutní údaje; 38. týden 2023;celkem;2006
Česko;Zemřelí - absolutní údaje; 38. týden 2023;0-14;2
Česko;Zemřelí - absolutní údaje; 38. týden 2023;15-44;58
Česko;Zemřelí - absolutní údaje; 38. týden 2023;45-64;240
Česko;Zemřelí - absolutní údaje; 38. týden 2023;65-74;468
Česko;Zemřelí - absolutní údaje; 38. týden 2023;75-84;642
Česko;Zemřelí - absolutní údaje; 38. týden 2023;85 a více;596
Česko;Zemřelí - absolutní údaje; 37. týden 2023;celkem;1958
Česko;Zemřelí - absolutní údaje; 37. týden 2023;0-14;6
Česko;Zemřelí - absolutní údaje; 37. týden 2023;15-44;63
Česko;Zemřelí - absolutní údaje; 37. týden 2023;45-64;274
Česko;Zemřelí - absolutní údaje; 37. týden 2023;65-74;431
Česko;Zemřelí - absolutní údaje; 37. týden 2023;75-84;626
Česko;Zemřelí - absolutní údaje; 37. týden 2023;85 a více;558
Česko;Zemřelí - absolutní údaje; 36. týden 2023;celkem;1905
Česko;Zemřelí - absolutní údaje; 36. týden 2023;0-14;3
Česko;Zemřelí - absolutní údaje; 36. týden 2023;15-44;47
Česko;Zemřelí - absolutní údaje; 36. týden 2023;45-64;274
Česko;Zemřelí - absolutní údaje; 36. týden 2023;65-74;446
Česko;Zemřelí - absolutní údaje; 36. týden 2023;75-84;594
Česko;Zemřelí - absolutní údaje; 36. týden 2023;85 a více;541
Česko;Zemřelí - absolutní údaje; 35. týden 2023;celkem;1898
Česko;Zemřelí - absolutní údaje; 35. týden 2023;0-14;6
Česko;Zemřelí - absolutní údaje; 35. týden 2023;15-44;47
Česko;Zemřelí - absolutní údaje; 35. týden 2023;45-64;270
Česko;Zemřelí - absolutní údaje; 35. týden 2023;65-74;429
Česko;Zemřelí - absolutní údaje; 35. týden 2023;75-84;617
Česko;Zemřelí - absolutní údaje; 35. týden 2023;85 a více;529
Česko;Zemřelí - absolutní údaje; 34. týden 2023;celkem;2178
Česko;Zemřelí - absolutní údaje; 34. týden 2023;0-14;8
Česko;Zemřelí - absolutní údaje; 34. týden 2023;15-44;71
Česko;Zemřelí - absolutní údaje; 34. týden 2023;45-64;266
Česko;Zemřelí - absolutní údaje; 34. týden 2023;65-74;472
Česko;Zemřelí - absolutní údaje; 34. týden 2023;75-84;733
Česko;Zemřelí - absolutní údaje; 34. týden 2023;85 a více;628
Česko;Zemřelí - absolutní údaje; 33. týden 2023;celkem;2111
Česko;Zemřelí - absolutní údaje; 33. týden 2023;0-14;4
Česko;Zemřelí - absolutní údaje; 33. týden 2023;15-44;59
Česko;Zemřelí - absolutní údaje; 33. týden 2023;45-64;263
Česko;Zemřelí - absolutní údaje; 33. týden 2023;65-74;440
Česko;Zemřelí - absolutní údaje; 33. týden 2023;75-84;682
Česko;Zemřelí - absolutní údaje; 33. týden 2023;85 a více;663
Česko;Zemřelí - absolutní údaje; 32. týden 2023;celkem;1970
Česko;Zemřelí - absolutní údaje; 32. týden 2023;0-14;11
Česko;Zemřelí - absolutní údaje; 32. týden 2023;15-44;55
Česko;Zemřelí - absolutní údaje; 32. týden 2023;45-64;283
Česko;Zemřelí - absolutní údaje; 32. týden 2023;65-74;479
Česko;Zemřelí - absolutní údaje; 32. týden 2023;75-84;617
Česko;Zemřelí - absolutní údaje; 32. týden 2023;85 a více;525
Česko;Zemřelí - absolutní údaje; 31. týden 2023;celkem;1865
Česko;Zemřelí - absolutní údaje; 31. týden 2023;0-14;4
Česko;Zemřelí - absolutní údaje; 31. týden 2023;15-44;55
Česko;Zemřelí - absolutní údaje; 31. týden 2023;45-64;248
Česko;Zemřelí - absolutní údaje; 31. týden 2023;65-74;415
Česko;Zemřelí - absolutní údaje; 31. týden 2023;75-84;608
Česko;Zemřelí - absolutní údaje; 31. týden 2023;85 a více;535
Česko;Zemřelí - absolutní údaje; 30. týden 2023;celkem;1846
Česko;Zemřelí - absolutní údaje; 30. týden 2023;0-14;4
Česko;Zemřelí - absolutní údaje; 30. týden 2023;15-44;53
Česko;Zemřelí - absolutní údaje; 30. týden 2023;45-64;264
Česko;Zemřelí - absolutní údaje; 30. týden 2023;65-74;440
Česko;Zemřelí - absolutní údaje; 30. týden 2023;75-84;556
Česko;Zemřelí - absolutní údaje; 30. týden 2023;85 a více;529
Česko;Zemřelí - absolutní údaje; 29. týden 2023;celkem;1937
Česko;Zemřelí - absolutní údaje; 29. týden 2023;0-14;11
Česko;Zemřelí - absolutní údaje; 29. týden 2023;15-44;57
Česko;Zemřelí - absolutní údaje; 29. týden 2023;45-64;255
Česko;Zemřelí - absolutní údaje; 29. týden 2023;65-74;408
Česko;Zemřelí - absolutní údaje; 29. týden 2023;75-84;649
Česko;Zemřelí - absolutní údaje; 29. týden 2023;85 a více;557
Česko;Zemřelí - absolutní údaje; 28. týden 2023;celkem;2050
Česko;Zemřelí - absolutní údaje; 28. týden 2023;0-14;4
Česko;Zemřelí - absolutní údaje; 28. týden 2023;15-44;55
Česko;Zemřelí - absolutní údaje; 28. týden 2023;45-64;261
Česko;Zemřelí - absolutní údaje; 28. týden 2023;65-74;475
Česko;Zemřelí - absolutní údaje; 28. týden 2023;75-84;675
Česko;Zemřelí - absolutní údaje; 28. týden 2023;85 a více;580
Česko;Zemřelí - absolutní údaje; 27. týden 2023;celkem;1959
Česko;Zemřelí - absolutní údaje; 27. týden 2023;0-14;9
Česko;Zemřelí - absolutní údaje; 27. týden 2023;15-44;72
Česko;Zemřelí - absolutní údaje; 27. týden 2023;45-64;293
Česko;Zemřelí - absolutní údaje; 27. týden 2023;65-74;421
Česko;Zemřelí - absolutní údaje; 27. týden 2023;75-84;644
Česko;Zemřelí - absolutní údaje; 27. týden 2023;85 a více;520
Česko;Zemřelí - absolutní údaje; 26. týden 2023;celkem;1914
Česko;Zemřelí - absolutní údaje; 26. týden 2023;0-14;6
Česko;Zemřelí - absolutní údaje; 26. týden 2023;15-44;59
Česko;Zemřelí - absolutní údaje; 26. týden 2023;45-64;279
Česko;Zemřelí - absolutní údaje; 26. týden 2023;65-74;396
Česko;Zemřelí - absolutní údaje; 26. týden 2023;75-84;614
Česko;Zemřelí - absolutní údaje; 26. týden 2023;85 a více;560
Česko;Zemřelí - absolutní údaje; 25. týden 2023;celkem;2095
Česko;Zemřelí - absolutní údaje; 25. týden 2023;0-14;10
Česko;Zemřelí - absolutní údaje; 25. týden 2023;15-44;75
Česko;Zemřelí - absolutní údaje; 25. týden 2023;45-64;292
Česko;Zemřelí - absolutní údaje; 25. týden 2023;65-74;470
Česko;Zemřelí - absolutní údaje; 25. týden 2023;75-84;651
Česko;Zemřelí - absolutní údaje; 25. týden 2023;85 a více;597
Česko;Zemřelí - absolutní údaje; 24. týden 2023;celkem;1933
Česko;Zemřelí - absolutní údaje; 24. týden 2023;0-14;3
Česko;Zemřelí - absolutní údaje; 24. týden 2023;15-44;46
Česko;Zemřelí - absolutní údaje; 24. týden 2023;45-64;278
Česko;Zemřelí - absolutní údaje; 24. týden 2023;65-74;411
Česko;Zemřelí - absolutní údaje; 24. týden 2023;75-84;634
Česko;Zemřelí - absolutní údaje; 24. týden 2023;85 a více;561
Česko;Zemřelí - absolutní údaje; 23. týden 2023;celkem;1969
Česko;Zemřelí - absolutní údaje; 23. týden 2023;0-14;6
Česko;Zemřelí - absolutní údaje; 23. týden 2023;15-44;67
Česko;Zemřelí - absolutní údaje; 23. týden 2023;45-64;259
Česko;Zemřelí - absolutní údaje; 23. týden 2023;65-74;417
Česko;Zemřelí - absolutní údaje; 23. týden 2023;75-84;656
Česko;Zemřelí - absolutní údaje; 23. týden 2023;85 a více;564
Česko;Zemřelí - absolutní údaje; 22. týden 2023;celkem;1938
Česko;Zemřelí - absolutní údaje; 22. týden 2023;0-14;6
Česko;Zemřelí - absolutní údaje; 22. týden 2023;15-44;47
Česko;Zemřelí - absolutní údaje; 22. týden 2023;45-64;251
Česko;Zemřelí - absolutní údaje; 22. týden 2023;65-74;431
Česko;Zemřelí - absolutní údaje; 22. týden 2023;75-84;653
Česko;Zemřelí - absolutní údaje; 22. týden 2023;85 a více;550
Česko;Zemřelí - absolutní údaje; 21. týden 2023;celkem;1941
Česko;Zemřelí - absolutní údaje; 21. týden 2023;0-14;11
Česko;Zemřelí - absolutní údaje; 21. týden 2023;15-44;58
Česko;Zemřelí - absolutní údaje; 21. týden 2023;45-64;242
Česko;Zemřelí - absolutní údaje; 21. týden 2023;65-74;411
Česko;Zemřelí - absolutní údaje; 21. týden 2023;75-84;673
Česko;Zemřelí - absolutní údaje; 21. týden 2023;85 a více;546
Česko;Zemřelí - absolutní údaje; 20. týden 2023;celkem;2016
Česko;Zemřelí - absolutní údaje; 20. týden 2023;0-14;7
Česko;Zemřelí - absolutní údaje; 20. týden 2023;15-44;46
Česko;Zemřelí - absolutní údaje; 20. týden 2023;45-64;249
Česko;Zemřelí - absolutní údaje; 20. týden 2023;65-74;454
Česko;Zemřelí - absolutní údaje; 20. týden 2023;75-84;682
Česko;Zemřelí - absolutní údaje; 20. týden 2023;85 a více;578
Česko;Zemřelí - absolutní údaje; 19. týden 2023;celkem;1960
Česko;Zemřelí - absolutní údaje; 19. týden 2023;0-14;6
Česko;Zemřelí - absolutní údaje; 19. týden 2023;15-44;52
Česko;Zemřelí - absolutní údaje; 19. týden 2023;45-64;251
Česko;Zemřelí - absolutní údaje; 19. týden 2023;65-74;423
