Ukazatel;Typ indexu;Území;Klasifikace CZ-CPA;Roky;value
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru a jiným škodám;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru a jiným škodám;2016;95.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru a jiným škodám;2017;94.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru a jiným škodám;2018;95.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru a jiným škodám;2019;97.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru a jiným škodám;2020;98.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru a jiným škodám;2021;98.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru a jiným škodám;2022;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru a jiným škodám;2023;100.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru a jiným škodám;2024;103.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru;2016;97.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru;2017;96.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru;2018;97.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru;2019;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru;2020;101.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru;2021;101.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru;2022;101.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru;2023;102.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti požáru;2024;105.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti ostatním škodám (odcizení);2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti ostatním škodám (odcizení);2016;88.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti ostatním škodám (odcizení);2017;87.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti ostatním škodám (odcizení);2018;88.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti ostatním škodám (odcizení);2019;89.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti ostatním škodám (odcizení);2020;90.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti ostatním škodám (odcizení);2021;90.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti ostatním škodám (odcizení);2022;93.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti ostatním škodám (odcizení);2023;94.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění majetku proti ostatním škodám (odcizení);2024;96.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a správa vlastních nebo pronajatých nemovitostí;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a správa vlastních nebo pronajatých nemovitostí;2016;99.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a správa vlastních nebo pronajatých nemovitostí;2017;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a správa vlastních nebo pronajatých nemovitostí;2018;102.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a správa vlastních nebo pronajatých nemovitostí;2019;103.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a správa vlastních nebo pronajatých nemovitostí;2020;106.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a správa vlastních nebo pronajatých nemovitostí;2021;107.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a správa vlastních nebo pronajatých nemovitostí;2022;110.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a správa vlastních nebo pronajatých nemovitostí;2023;118.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a správa vlastních nebo pronajatých nemovitostí;2024;127.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastnich nebo pronajatých nemovitostí - kancelář;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastnich nebo pronajatých nemovitostí - kancelář;2016;99.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastnich nebo pronajatých nemovitostí - kancelář;2017;98.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastnich nebo pronajatých nemovitostí - kancelář;2018;103.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastnich nebo pronajatých nemovitostí - kancelář;2019;105.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastnich nebo pronajatých nemovitostí - kancelář;2020;108.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastnich nebo pronajatých nemovitostí - kancelář;2021;111.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastnich nebo pronajatých nemovitostí - kancelář;2022;114.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastnich nebo pronajatých nemovitostí - kancelář;2023;121.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastnich nebo pronajatých nemovitostí - kancelář;2024;127.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - obchod;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - obchod;2016;98.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - obchod;2017;99.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - obchod;2018;101.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - obchod;2019;103.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - obchod;2020;104.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - obchod;2021;106.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - obchod;2022;109.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - obchod;2023;118.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - obchod;2024;130.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - sklad, hala, garáž;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - sklad, hala, garáž;2016;99.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - sklad, hala, garáž;2017;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - sklad, hala, garáž;2018;100.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - sklad, hala, garáž;2019;101.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - sklad, hala, garáž;2020;103.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - sklad, hala, garáž;2021;102.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - sklad, hala, garáž;2022;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - sklad, hala, garáž;2023;110.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - sklad, hala, garáž;2024;118.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - oplocená plocha;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - oplocená plocha;2016;99.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - oplocená plocha;2017;97.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - oplocená plocha;2018;99.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - oplocená plocha;2019;99.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - oplocená plocha;2020;102.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - oplocená plocha;2021;103.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - oplocená plocha;2022;107.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - oplocená plocha;2023;114.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem vlastních nebo pronajatých nemovitostí - oplocená plocha;2024;122.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí na základě smlouvy nebo dohody;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí na základě smlouvy nebo dohody;2016;100.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí na základě smlouvy nebo dohody;2017;101.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí na základě smlouvy nebo dohody;2018;103.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí na základě smlouvy nebo dohody;2019;106.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí na základě smlouvy nebo dohody;2020;112.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí na základě smlouvy nebo dohody;2021;115.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí na základě smlouvy nebo dohody;2022;119.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí na základě smlouvy nebo dohody;2023;127.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí na základě smlouvy nebo dohody;2024;133.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby realitních agentur na základě smlouvy nebo dohody;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby realitních agentur na základě smlouvy nebo dohody;2016;105.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby realitních agentur na základě smlouvy nebo dohody;2017;111.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby realitních agentur na základě smlouvy nebo dohody;2018;122.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby realitních agentur na základě smlouvy nebo dohody;2019;132.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby realitních agentur na základě smlouvy nebo dohody;2020;140.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby realitních agentur na základě smlouvy nebo dohody;2021;146.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby realitních agentur na základě smlouvy nebo dohody;2022;164.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby realitních agentur na základě smlouvy nebo dohody;2023;175.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby realitních agentur na základě smlouvy nebo dohody;2024;179.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Správa nemovitostí na základě smlouvy nebo dohody;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Správa nemovitostí na základě smlouvy nebo dohody;2016;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Správa nemovitostí na základě smlouvy nebo dohody;2017;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Správa nemovitostí na základě smlouvy nebo dohody;2018;100.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Správa nemovitostí na základě smlouvy nebo dohody;2019;101.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Správa nemovitostí na základě smlouvy nebo dohody;2020;107.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Správa nemovitostí na základě smlouvy nebo dohody;2021;109.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Správa nemovitostí na základě smlouvy nebo dohody;2022;111.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Správa nemovitostí na základě smlouvy nebo dohody;2023;118.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Správa nemovitostí na základě smlouvy nebo dohody;2024;124.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Právní služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Právní služby;2016;100.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Právní služby;2017;101.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Právní služby;2018;103.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Právní služby;2019;103.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Právní služby;2020;104.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Právní služby;2021;107.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Právní služby;2022;114.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Právní služby;2023;118.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Právní služby;2024;120.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Účetnické a auditorské služby; služby daňového poradenství";2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Účetnické a auditorské služby; služby daňového poradenství";2016;100.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Účetnické a auditorské služby; služby daňového poradenství";2017;101.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Účetnické a auditorské služby; služby daňového poradenství";2018;102.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Účetnické a auditorské služby; služby daňového poradenství";2019;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Účetnické a auditorské služby; služby daňového poradenství";2020;107.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Účetnické a auditorské služby; služby daňového poradenství";2021;107.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Účetnické a auditorské služby; služby daňového poradenství";2022;113.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Účetnické a auditorské služby; služby daňového poradenství";2023;120.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Účetnické a auditorské služby; služby daňového poradenství";2024;128.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Finanční auditorské služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Finanční auditorské služby;2016;99.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Finanční auditorské služby;2017;100.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Finanční auditorské služby;2018;100.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Finanční auditorské služby;2019;101.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Finanční auditorské služby;2020;102.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Finanční auditorské služby;2021;100.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Finanční auditorské služby;2022;104.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Finanční auditorské služby;2023;108.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Finanční auditorské služby;2024;115.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Účetnické služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Účetnické služby;2016;101.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Účetnické služby;2017;103.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Účetnické služby;2018;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Účetnické služby;2019;109.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Účetnické služby;2020;110.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Účetnické služby;2021;112.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Účetnické služby;2022;119.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Účetnické služby;2023;128.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Účetnické služby;2024;138.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby vedení účetnictví;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby vedení účetnictví;2016;101.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby vedení účetnictví;2017;103.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby vedení účetnictví;2018;105.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby vedení účetnictví;2019;109.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby vedení účetnictví;2020;111.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby vedení účetnictví;2021;112.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby vedení účetnictví;2022;119.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby vedení účetnictví;2023;128.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby vedení účetnictví;2024;139.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby daňového poradenství;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby daňového poradenství;2016;99.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby daňového poradenství;2017;98.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby daňového poradenství;2018;98.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby daňového poradenství;2019;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby daňového poradenství;2020;103.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby daňového poradenství;2021;104.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby daňového poradenství;2022;108.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby daňového poradenství;2023;114.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby daňového poradenství;2024;119.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti řízení;2015;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti řízení;2016;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti řízení;2017;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti řízení;2018;101.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti řízení;2019;107.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti řízení;2020;110.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti řízení;2021;114.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti řízení;2022;116.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti řízení;2023;121.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti řízení;2024;124.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické a inženýrské služby a související technické poradenství;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické a inženýrské služby a související technické poradenství;2016;101.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické a inženýrské služby a související technické poradenství;2017;102.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické a inženýrské služby a související technické poradenství;2018;105.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické a inženýrské služby a související technické poradenství;2019;106.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické a inženýrské služby a související technické poradenství;2020;108.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické a inženýrské služby a související technické poradenství;2021;108.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické a inženýrské služby a související technické poradenství;2022;112.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické a inženýrské služby a související technické poradenství;2023;117.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické a inženýrské služby a související technické poradenství;2024;120.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické služby;2016;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické služby;2017;99.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické služby;2018;103.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické služby;2019;113.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické služby;2020;127.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické služby;2021;123.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické služby;2022;133.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické služby;2023;148.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Architektonické služby;2024;153.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Inženýrské služby a související technické poradenství;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Inženýrské služby a související technické poradenství;2016;101.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Inženýrské služby a související technické poradenství;2017;103.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Inženýrské služby a související technické poradenství;2018;105.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Inženýrské služby a související technické poradenství;2019;106.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Inženýrské služby a související technické poradenství;2020;106.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Inženýrské služby a související technické poradenství;2021;106.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Inženýrské služby a související technické poradenství;2022;110.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Inženýrské služby a související technické poradenství;2023;113.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Inženýrské služby a související technické poradenství;2024;116.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Reklamní služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Reklamní služby;2016;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Reklamní služby;2017;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Reklamní služby;2018;107.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Reklamní služby;2019;113.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Reklamní služby;2020;113.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Reklamní služby;2021;115.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Reklamní služby;2022;135.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Reklamní služby;2023;139.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Reklamní služby;2024;154.4
