Území;Ukazatel;Roky;value
Česko;Finanční aktiva ;2018;479247.945
Česko;Finanční aktiva ;2019;517817.921
Česko;Finanční aktiva ;2020;553952.424
Česko;Finanční aktiva ;2021;587004.356
Česko;Finanční aktiva ;2022;607654.686
Česko;Pokladní hotovost;2018;0.144
Česko;Pokladní hotovost;2019;0.18
Česko;Pokladní hotovost;2020;0.233
Česko;Pokladní hotovost;2021;1.088
Česko;Pokladní hotovost;2022;1.459
Česko;Vklady na učtech;2018;67644.751
Česko;Vklady na učtech;2019;86633.123
Česko;Vklady na učtech;2020;58090.811
Česko;Vklady na učtech;2021;58932.808
Česko;Vklady na učtech;2022;54758.221
Česko;Úvěry a půjčky poskytnuté;2018;34063.208
Česko;Úvěry a půjčky poskytnuté;2019;35571.546
Česko;Úvěry a půjčky poskytnuté;2020;24154.498
Česko;Úvěry a půjčky poskytnuté;2021;14810.591
Česko;Úvěry a půjčky poskytnuté;2022;30294.415
Česko;Dluhové cenné papíry;2018;359309.411
Česko;Dluhové cenné papíry;2019;372191.565
Česko;Dluhové cenné papíry;2020;444608.968
Česko;Dluhové cenné papíry;2021;476669.033
Česko;Dluhové cenné papíry;2022;479908.868
Česko;Akcie, účasti a jiné podíly;2018;14438.959
Česko;Akcie, účasti a jiné podíly;2019;18335.82
Česko;Akcie, účasti a jiné podíly;2020;20672.689
Česko;Akcie, účasti a jiné podíly;2021;28343.468
Česko;Akcie, účasti a jiné podíly;2022;33120.608
Česko;Opční listy a finanční deriváty aktivní;2018;472.843
Česko;Opční listy a finanční deriváty aktivní;2019;1115.059
Česko;Opční listy a finanční deriváty aktivní;2020;1758.561
Česko;Opční listy a finanční deriváty aktivní;2021;2231.158
Česko;Opční listy a finanční deriváty aktivní;2022;4532.932
Česko;Dlouhodobé a krátkodobé pohledávky bez pohledávek z obchodních vztahů a poskytnutých záloh;2018;672.571
Česko;Dlouhodobé a krátkodobé pohledávky bez pohledávek z obchodních vztahů a poskytnutých záloh;2019;949.567
Česko;Dlouhodobé a krátkodobé pohledávky bez pohledávek z obchodních vztahů a poskytnutých záloh;2020;1326.698
Česko;Dlouhodobé a krátkodobé pohledávky bez pohledávek z obchodních vztahů a poskytnutých záloh;2021;1895.354
Česko;Dlouhodobé a krátkodobé pohledávky bez pohledávek z obchodních vztahů a poskytnutých záloh;2022;1513.396
Česko;Dlouhodobé a krátkodobé pohledávky z obchodních vztahů, poskytnuté zálohy a dohadné účty aktivní;2018;1452.884
Česko;Dlouhodobé a krátkodobé pohledávky z obchodních vztahů, poskytnuté zálohy a dohadné účty aktivní;2019;1823.869
Česko;Dlouhodobé a krátkodobé pohledávky z obchodních vztahů, poskytnuté zálohy a dohadné účty aktivní;2020;2163.109
Česko;Dlouhodobé a krátkodobé pohledávky z obchodních vztahů, poskytnuté zálohy a dohadné účty aktivní;2021;2870.767
Česko;Dlouhodobé a krátkodobé pohledávky z obchodních vztahů, poskytnuté zálohy a dohadné účty aktivní;2022;2223.276
