Typ indexu;Ukazatel;Očištění;Území;Odvětví (NACE);Roky;value
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2013;101.1858751019
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2014;105.4881985752
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2015;107.6712325749
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2016;106.0814117861
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2017;104.5377762888
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2018;102.6712545601
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2019;103.7315788911
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2020;93.845686416
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2021;105.4200780668
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2022;96.0562373267
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2023;98.4931447319
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2024;103.4843854948
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2001;108.2272643285
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2002;103.3039031715
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2003;104.2457152408
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2004;102.4082567657
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2005;108.8629843155
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2006;112.7252927962
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2007;113.1143844033
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2008;102.3574051682
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2009;90.9153180487
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2010;103.5440681946
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2011;103.0784733174
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2012;98.3710250857
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2013;102.7238830418
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2014;109.4250486936
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2015;110.8243954784
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2016;107.517230907
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2017;103.1428995625
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2018;99.1921339375
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2019;101.5169978997
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2020;86.1159152373
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2021;107.5367487182
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2022;95.9476377933
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2023;105.0452880243
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2024;101.6910004627
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2001;113.1057785811
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2002;103.1710308263
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2003;105.1941471959
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2004;104.3703484823
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2005;112.7415421132
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2006;116.7965355338
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2007;115.6708953962
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2008;99.07840647
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2009;88.6987887468
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2010;107.2251362225
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2011;105.3306727256
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2012;98.2973857182
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2013;104.2429198119
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2014;111.7638620559
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2015;112.015509297
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2016;107.9869050685
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2017;102.6476544904
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2018;97.9790878779
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2019;101.3145644031
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2020;84.7531923074
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2021;108.426363223
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2022;95.861328844
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2023;105.0075781867
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45 Obchod, opravy a údržba motorových vozidel;2024;100.8234962478
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2001;113.0317579738
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2002;106.0515746178
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2003;105.0796662084
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2004;103.937907071
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2005;114.3049981113
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2006;119.6623970691
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2007;116.0796103191
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2008;98.9367712956
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2009;88.329307959
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2010;109.2273824991
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2011;106.642174216
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2012;98.8250211247
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2013;104.8826684884
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2014;112.3335216447
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2015;113.206838992
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2016;108.8877415742
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2017;101.8960783924
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2018;98.2180438392
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2019;102.1007182017
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2020;84.1970479506
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2021;108.2454293971
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2022;95.5077220157
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2023;105.5948777307
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2024;100.5796366551
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2001;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2002;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2003;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2004;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2005;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2006;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2007;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2008;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2009;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2010;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2011;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2012;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2013;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2014;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2015;113.209710807
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2016;110.3191888142
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2017;101.1880730779
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2018;96.296551333
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2019;101.309124846
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2020;83.7434672988
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2021;107.5463828527
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2022;94.4648551374
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2023;109.2025327497
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2024;101.3831615592
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2001;113.3877261971
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2002;92.2333652674
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2003;105.6939660193
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2004;106.2473947912
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2005;106.102750202
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2006;103.6867020695
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2007;113.5131653721
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2008;99.8430472332
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2009;90.6753854834
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2010;100.8180053529
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2011;100.7838469578
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2012;96.361803983
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2013;101.8360700791
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2014;109.5565837855
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2015;107.7639072256
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2016;104.6096337507
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2017;105.5805746835
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2018;97.07913741
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2019;98.3190347586
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2020;87.0701440759
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2021;109.155278129
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2022;97.2740047067
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2023;102.7038924175
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2024;101.8069623044
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2001;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2002;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2003;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2004;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2005;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2006;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2007;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2008;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2009;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2010;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2011;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2012;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2013;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2014;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2015;113.1982672381
