Území,Ukazatel,Odvětví CZ-NACE,Čtvrtletí,value
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,1. čtvrtletí 2023,3377
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,4. čtvrtletí 2022,2582
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,3. čtvrtletí 2022,3149
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,2. čtvrtletí 2022,3026
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,1. čtvrtletí 2022,2919
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,4. čtvrtletí 2021,2236
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,3. čtvrtletí 2021,2689
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,2. čtvrtletí 2021,2383
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,1. čtvrtletí 2021,1768
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,4. čtvrtletí 2020,1600
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,3. čtvrtletí 2020,3027
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,2. čtvrtletí 2020,2056
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,1. čtvrtletí 2020,2665
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,4. čtvrtletí 2019,2272
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,3. čtvrtletí 2019,2939
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,2. čtvrtletí 2019,2458
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,1. čtvrtletí 2019,2763
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,4. čtvrtletí 2018,2158
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,3. čtvrtletí 2018,2472
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,2. čtvrtletí 2018,2225
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,1. čtvrtletí 2018,2713
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,4. čtvrtletí 2017,2153
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,3. čtvrtletí 2017,2473
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,2. čtvrtletí 2017,2060
Česko,Počet registrací ekonomických subjektů,P-S (bez S94) Osobní služby,1. čtvrtletí 2017,2491
