Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Čtvrtletí,value
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,2. čtvrtletí 2022,103.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,3. čtvrtletí 2022,103.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,4. čtvrtletí 2022,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,1. čtvrtletí 2023,100.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,2. čtvrtletí 2023,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,3. čtvrtletí 2023,101.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,4. čtvrtletí 2023,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,1. čtvrtletí 2024,103.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,2. čtvrtletí 2024,100.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,3. čtvrtletí 2024,101.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,4. čtvrtletí 2024,100.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,1. čtvrtletí 2025,99.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,2. čtvrtletí 2025,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",4. čtvrtletí 2021,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",1. čtvrtletí 2022,98.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",2. čtvrtletí 2022,100.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",3. čtvrtletí 2022,101.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",4. čtvrtletí 2022,100.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",1. čtvrtletí 2023,99.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",2. čtvrtletí 2023,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",3. čtvrtletí 2023,102.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",4. čtvrtletí 2023,101.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",1. čtvrtletí 2024,102.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",2. čtvrtletí 2024,100.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",3. čtvrtletí 2024,101.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",4. čtvrtletí 2024,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",1. čtvrtletí 2025,100.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",2. čtvrtletí 2025,99.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,4. čtvrtletí 2021,102.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,1. čtvrtletí 2022,103.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,2. čtvrtletí 2022,108.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,3. čtvrtletí 2022,107.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,4. čtvrtletí 2022,103.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,1. čtvrtletí 2023,96.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,2. čtvrtletí 2023,105.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,3. čtvrtletí 2023,102.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,4. čtvrtletí 2023,103.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,1. čtvrtletí 2024,104.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,2. čtvrtletí 2024,103.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,3. čtvrtletí 2024,100.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,4. čtvrtletí 2024,98.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,1. čtvrtletí 2025,100.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní dopravní prostředky a zařízení,2. čtvrtletí 2025,97.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,4. čtvrtletí 2021,101.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,1. čtvrtletí 2022,101.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,2. čtvrtletí 2022,103.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,3. čtvrtletí 2022,99.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,4. čtvrtletí 2022,99.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,1. čtvrtletí 2023,99.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,2. čtvrtletí 2023,100.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,3. čtvrtletí 2023,100.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,4. čtvrtletí 2023,104.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,1. čtvrtletí 2024,108.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,2. čtvrtletí 2024,100.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,3. čtvrtletí 2024,98.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,4. čtvrtletí 2024,100.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,1. čtvrtletí 2025,97.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nábytek,2. čtvrtletí 2025,99.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,4. čtvrtletí 2021,100.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,1. čtvrtletí 2022,100.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,2. čtvrtletí 2022,101.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,3. čtvrtletí 2022,100.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,4. čtvrtletí 2022,99.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,1. čtvrtletí 2023,101.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,2. čtvrtletí 2023,100.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,3. čtvrtletí 2023,101.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,4. čtvrtletí 2023,100.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,1. čtvrtletí 2024,99.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,2. čtvrtletí 2024,99.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,3. čtvrtletí 2024,101.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,4. čtvrtletí 2024,101.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,1. čtvrtletí 2025,96.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní výrobky zpracovatelského průmyslu,2. čtvrtletí 2025,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",4. čtvrtletí 2021,170.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",1. čtvrtletí 2022,111.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",2. čtvrtletí 2022,101.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",3. čtvrtletí 2022,164.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",4. čtvrtletí 2022,84.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",1. čtvrtletí 2023,108.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",2. čtvrtletí 2023,83.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",3. čtvrtletí 2023,101.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",4. čtvrtletí 2023,94.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",1. čtvrtletí 2024,88.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",2. čtvrtletí 2024,105.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",3. čtvrtletí 2024,109.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",4. čtvrtletí 2024,124.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",1. čtvrtletí 2025,96.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",2. čtvrtletí 2025,78.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",4. čtvrtletí 2021,98.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",1. čtvrtletí 2022,111.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",2. čtvrtletí 2022,108.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",3. čtvrtletí 2022,76.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",4. čtvrtletí 2022,90.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",1. čtvrtletí 2023,102.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",2. čtvrtletí 2023,97.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",3. čtvrtletí 2023,92.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",4. čtvrtletí 2023,104.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",1. čtvrtletí 2024,110.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",2. čtvrtletí 2024,102.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",3. čtvrtletí 2024,99.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",4. čtvrtletí 2024,91.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",1. čtvrtletí 2025,99.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",2. čtvrtletí 2025,103.6
