Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Čtvrtletí;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2023;82.3869217847
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2023;83.3114240019
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2022;84.1973204241
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2022;88.2300698169
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2022;103.1537454333
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2022;105.2319943519
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2021;109.3702022565
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2021;113.285398112
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2021;123.4724647166
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2021;100.2446777224
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2020;100.2634048464
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2020;96.3826494215
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2020;81.7767262824
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2020;103.8811964941
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2019;94.9149650837
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2019;101.1670139608
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2019;96.9528728163
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2019;93.6816982654
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2018;100.371073221
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2018;100.3107695525
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2018;103.513519823
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2018;104.9408762276
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2017;98.3277584519
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2017;100.0204504876
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2017;93.4734191693
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2017;95.2311117899
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2016;111.9315267584
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2016;107.6612880765
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2016;115.7639537125
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2016;117.4208920612
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2015;97.2518128147
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2015;95.4031737568
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2015;98.2911469735
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2015;93.7936098277
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2014;100.2913694861
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2014;102.7350129183
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2014;97.4244164225
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2014;101.9201867764
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2013;98.0360172143
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2013;99.034927719
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2013;90.8418162314
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2013;84.6732090232
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2012;92.9533912318
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2012;93.5134218838
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2012;96.8967697918
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2012;104.2354149243
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2011;101.7798290254
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2011;103.1518477954
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2011;106.0596225962
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2011;114.7364369131
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2010;108.237360598
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2010;105.7905127474
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2010;101.5616212943
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2010;89.9218918936
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2009;78.6621612372
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2009;79.4969360515
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2009;83.3180012723
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2009;91.5097289438
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2008;99.0941795757
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2008;105.5199459962
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2008;107.061730421
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2008;101.2891356164
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2007;130.956237725
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2007;129.9114371039
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2007;126.952684221
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2007;126.095446645
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2006;92.6333665286
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2006;92.2944731201
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2006;87.6620790314
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2006;93.0210741482
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2005;103.4642371958
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2005;107.4019446388
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2005;108.1400270558
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2005;105.9016917293
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2004;112.1397080465
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2004;106.1916091476
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2004;111.0888516255
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2004;113.1661537824
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2003;113.5680293812
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2003;115.4583028221
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2003;108.23997859
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2003;104.954294464
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2002;88.0607232716
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2002;88.607507519
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2002;93.1279584877
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2002;103.5938129255
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2001;113.7260515537
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2001;124.646776092
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2001;118.3708607197
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2001;112.2562733599
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2025;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2015;103.5448369483
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2014;114.7280558472
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2014;113.374753721
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2014;111.9724030551
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2014;106.8407627974
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2013;94.0199936589
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2013;89.8482534599
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2013;93.8556755902
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2013;96.2180806061
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2012;99.7539086218
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2012;112.2239613136
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2012;92.4820419235
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2012;102.5864748036
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2011;90.7568176083
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2011;84.2474981236
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2011;101.6947730487
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2011;95.1050774105
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2010;101.1480377256
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2010;101.742203259
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2010;125.9973230102
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2010;95.1559050401
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2009;97.3310905377
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2009;92.4351386815
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2009;74.0239638254
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2009;95.5480756808
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2008;130.1755042838
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2008;128.4200971256
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2008;106.4357065468
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2008;99.3202312342
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2007;82.6101691859
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2007;82.3963304064
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2007;100.7439105172
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2007;122.0570498811
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2006;97.1177238703
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2006;106.2511061452
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2006;107.4121443727
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2006;97.9689820257
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2005;101.2750187268
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2005;120.1638391827
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2005;123.7691260278
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2005;110.8128469218
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2004;129.7307892573
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2004;122.5529630415
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2004;128.3858269535
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2004;122.7856366798
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2003;114.021258313
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2003;115.9295477715
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2003;97.3055095975
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2003;104.2528917313
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2002;104.2426201336
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2002;100.1469311621
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2002;106.310978598
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2002;123.1815833307
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2001;125.9137885764
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2001;109.1447663236
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2001;107.0201286887
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2001;110.7777034115
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;1. čtvrtletí 2025;97.4772505064
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;4. čtvrtletí 2024;100.1573605935
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;3. čtvrtletí 2024;98.4927307295
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;2. čtvrtletí 2024;103.0872567734
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;1. čtvrtletí 2024;102.7029725734
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;4. čtvrtletí 2023;94.7647773715
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;3. čtvrtletí 2023;96.8447506155
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;2. čtvrtletí 2023;85.7779962192
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;1. čtvrtletí 2023;84.4892453997
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;4. čtvrtletí 2022;89.5074277287
