Území,Ukazatel,Roky,value
Česko,Lesní pozemky k 31. 12. (ha),2015,2668392.1581
Česko,Lesní pozemky k 31. 12. (ha),2016,2669849.7527
Česko,Lesní pozemky k 31. 12. (ha),2017,2671658.5139
Česko,Lesní pozemky k 31. 12. (ha),2018,2673391.6741
Česko,Lesní pozemky k 31. 12. (ha),2019,2675669.8919
Česko,Lesní pozemky k 31. 12. (ha),2020,2677328.9744
Česko,Lesní pozemky k 31. 12. (ha),2021,2678804.1595
Česko,Lesní pozemky k 31. 12. (ha),2022,2680371.9726
Česko,Lesní pozemky k 31. 12. (ha),2023,2681763.6948
Česko,Lesní pozemky k 31. 12. (ha),2024,2683138.3181
Česko,Plochy dřevin k 31. 12. - celkem (ha),2015,2568226.51
Česko,Plochy dřevin k 31. 12. - celkem (ha),2016,2570036.44
Česko,Plochy dřevin k 31. 12. - celkem (ha),2017,2571749.17
Česko,Plochy dřevin k 31. 12. - celkem (ha),2018,2574151.32
Česko,Plochy dřevin k 31. 12. - celkem (ha),2019,2576068.1
Česko,Plochy dřevin k 31. 12. - celkem (ha),2020,2571033.29
Česko,Plochy dřevin k 31. 12. - celkem (ha),2021,2565377.88
Česko,Plochy dřevin k 31. 12. - celkem (ha),2022,2557600.26
Česko,Plochy dřevin k 31. 12. - celkem (ha),2023,2553668.89
Česko,Plochy dřevin k 31. 12. - celkem (ha),2024,2547019.27
Česko,Plochy dřevin k 31. 12. - jehličnaté dřeviny (ha),2015,1880344.33
Česko,Plochy dřevin k 31. 12. - jehličnaté dřeviny (ha),2016,1874961.32
Česko,Plochy dřevin k 31. 12. - jehličnaté dřeviny (ha),2017,1870014.82
Česko,Plochy dřevin k 31. 12. - jehličnaté dřeviny (ha),2018,1862445.3
Česko,Plochy dřevin k 31. 12. - jehličnaté dřeviny (ha),2019,1852921.9
Česko,Plochy dřevin k 31. 12. - jehličnaté dřeviny (ha),2020,1836427.4759
Česko,Plochy dřevin k 31. 12. - jehličnaté dřeviny (ha),2021,1817471.6103
Česko,Plochy dřevin k 31. 12. - jehličnaté dřeviny (ha),2022,1788089.0069
Česko,Plochy dřevin k 31. 12. - jehličnaté dřeviny (ha),2023,1768788.6409
Česko,Plochy dřevin k 31. 12. - jehličnaté dřeviny (ha),2024,1747461.9934
Česko,Plochy dřevin k 31. 12. - listnaté dřeviny (ha),2015,687882.18
Česko,Plochy dřevin k 31. 12. - listnaté dřeviny (ha),2016,695075.12
Česko,Plochy dřevin k 31. 12. - listnaté dřeviny (ha),2017,701734.35
Česko,Plochy dřevin k 31. 12. - listnaté dřeviny (ha),2018,711706.02
Česko,Plochy dřevin k 31. 12. - listnaté dřeviny (ha),2019,723146.2
Česko,Plochy dřevin k 31. 12. - listnaté dřeviny (ha),2020,734605.8141
Česko,Plochy dřevin k 31. 12. - listnaté dřeviny (ha),2021,747906.2697
Česko,Plochy dřevin k 31. 12. - listnaté dřeviny (ha),2022,769511.2531
Česko,Plochy dřevin k 31. 12. - listnaté dřeviny (ha),2023,784880.2491
Česko,Plochy dřevin k 31. 12. - listnaté dřeviny (ha),2024,799557.2766
Česko,Zalesňování celkem (ha),2015,18797.16
Česko,Zalesňování celkem (ha),2016,19928.73
Česko,Zalesňování celkem (ha),2017,19973.2
Česko,Zalesňování celkem (ha),2018,21245.32
Česko,Zalesňování celkem (ha),2019,28670.24
Česko,Zalesňování celkem (ha),2020,33670.77
Česko,Zalesňování celkem (ha),2021,40679.15
Česko,Zalesňování celkem (ha),2022,39969.69
Česko,Zalesňování celkem (ha),2023,35222.26
Česko,Zalesňování celkem (ha),2024,29494.4711248277
Česko,Přirozená obnova lesa (ha),2015,4749.13
Česko,Přirozená obnova lesa (ha),2016,4813.25
Česko,Přirozená obnova lesa (ha),2017,4472.96
Česko,Přirozená obnova lesa (ha),2018,4075.28
Česko,Přirozená obnova lesa (ha),2019,5224.14
Česko,Přirozená obnova lesa (ha),2020,6614.82
Česko,Přirozená obnova lesa (ha),2021,9111.3
Česko,Přirozená obnova lesa (ha),2022,10088.42
Česko,Přirozená obnova lesa (ha),2023,9566.05
Česko,Přirozená obnova lesa (ha),2024,12447.1809361309
Česko,Těžba dřeva celkem (m³ bez kůry),2015,16162645.3
Česko,Těžba dřeva celkem (m³ bez kůry),2016,17616552.8
Česko,Těžba dřeva celkem (m³ bez kůry),2017,19387109.0
Česko,Těžba dřeva celkem (m³ bez kůry),2018,25688785.1
