Území;Ukazatel;Očištění;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Úhrn 12 měsíců;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2008;
