Území,Ukazatel,Očištění,Typ indexu,CZ-NACE,Čtvrtletí,value
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,2. čtvrtletí 2003,95.8542476779
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,1. čtvrtletí 2003,101.0474069168
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,4. čtvrtletí 2002,105.2063968773
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,3. čtvrtletí 2002,95.813930303
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,2. čtvrtletí 2002,97.9992681523
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,1. čtvrtletí 2002,100.6111325501
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,4. čtvrtletí 2001,96.5673525035
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,3. čtvrtletí 2001,98.7758699885
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,2. čtvrtletí 2001,102.2894281899
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,1. čtvrtletí 2001,105.9226001649
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,4. čtvrtletí 2000,95.7434656195
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,3. čtvrtletí 2000,98.8292163175
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,2. čtvrtletí 2000,97.8852608972
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava černého a hnědého uhlí,1. čtvrtletí 2000,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2025,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2025,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2024,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2024,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2024,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2024,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2023,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2023,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2023,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2023,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2022,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2022,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2022,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2022,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2021,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2021,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2021,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2021,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2020,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2020,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2020,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2020,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2019,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2019,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2019,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2019,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2018,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2018,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2018,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2018,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2017,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2017,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2017,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2017,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2016,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2016,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2016,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2016,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2015,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2015,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2015,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2015,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2014,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2014,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2014,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2014,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2013,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2013,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2013,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2013,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2012,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2012,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2012,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2012,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2011,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2011,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2011,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2011,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2010,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2010,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2010,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2010,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2009,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2009,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2009,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2009,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2008,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2008,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2008,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2008,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2007,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2007,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2007,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2007,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2006,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2006,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2006,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2006,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2005,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2005,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2005,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2005,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2004,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2004,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2004,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2004,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2003,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2003,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2003,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2003,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2002,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2002,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2002,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2002,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2001,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2001,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2001,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2001,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,4. čtvrtletí 2000,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,3. čtvrtletí 2000,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,2. čtvrtletí 2000,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba ropy a zemního plynu,1. čtvrtletí 2000,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2025,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2025,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2024,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2024,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2024,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2024,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2023,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2023,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2023,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2023,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2022,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2022,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2022,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2022,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2021,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2021,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2021,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2021,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2020,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2020,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2020,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2020,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2019,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2019,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2019,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2019,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2018,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2018,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2018,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2018,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2017,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2017,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2017,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2017,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2016,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2016,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2016,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2016,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2015,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2015,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2015,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2015,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2014,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2014,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2014,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2014,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,4. čtvrtletí 2013,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,3. čtvrtletí 2013,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,2. čtvrtletí 2013,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a úprava rud,1. čtvrtletí 2013,
