Území;CZ NACE;Ukazatel;Roky;value
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců ve fyzických osobách;2019;123084.071714489
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců ve fyzických osobách;2020;124827.990990701
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců ve fyzických osobách;2021;127562.56172535
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců ve fyzických osobách;2022;134115.641422983
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců ve fyzických osobách;2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2008;88021.7751993096
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2009;88012.2291025068
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2010;89179.0433856932
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2011;89862.6912799653
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2012;91491.0935910783
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2013;92410.0689787525
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2014;94372.3754161392
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2015;97143.4988183799
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2016;103361.08672428
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2017;109227.724451519
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2018;114521.079468665
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2019;120114.287449215
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2020;121626.947711443
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2021;124215.643090986
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2022;130160.094617875
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrný evidenční počet zaměstnanců přepočtený ;2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2008;42306.7203651093
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2009;43828.1138424322
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2010;43513.0505349975
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2011;45002.2640235812
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2012;46461.1656092133
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2013;45694.0661436645
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2014;47304.5929960173
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2015;48862.9788960118
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2016;49761.2797984607
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2017;52317.7458491821
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2018;56316.3643832668
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2019;58373.1545478594
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2020;61332.929136162
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2021;64419.443687177
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2022;69059.9195433585
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2008;43123.8880024142
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2009;44754.6946038455
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2010;44536.1511936633
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2011;46116.5779134194
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2012;47426.7229157684
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2013;46714.2996660176
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2014;48323.6389190449
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2015;50069.7161179866
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2016;50752.2605956794
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2017;53507.0252997759
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2018;57586.9385895444
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2019;59816.4106298138
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2020;62947.1220786201
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2021;66155.1883255076
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2022;71158.6406983539
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2008;391818.657416415
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2009;370876.774865391
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2010;363275.846128484
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2011;367899.571815829
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2012;362081.592280734
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2013;355877.582730409
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2014;373607.429662181
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2015;413572.175126881
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2016;430130.81529026
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2017;463929.771482597
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2018;503565.417183313
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2019;553717.501053277
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2020;576787.472279173
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2021;624389.118038733
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2022;721272.015436745
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Čistý obrat (Výnosy celkem) (mil. Kč);2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2008;353828.006826915
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2009;345163.1691338
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2010;343462.760901973
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2011;343955.085433068
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2012;342285.202950432
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2013;334646.252763181
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2014;344878.397438806
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2015;382059.787873337
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2016;406228.574667719
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2017;434177.199024855
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2018;472518.506018872
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2019;520838.813068606
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2020;541046.403551354
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2021;590432.501329839
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2022;668229.020663896
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2008;327619.044065776
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2009;323208.346869824
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2010;323390.619551143
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2011;321894.278176268
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2012;319320.862604579
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2013;313809.285910473
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2014;320626.499683368
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2015;356863.274892479
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2016;383598.891386821
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2017;411975.052661191
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2018;448408.403463122
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2019;496440.284101816
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2020;515242.657124029
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2021;564842.66441231
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2022;641553.678688504
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Výkony včetně obchodní marže (mil. Kč);2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2008;351012.378694585
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2009;333506.630518674
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2010;329134.515410356
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2011;335814.652246881
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2012;332518.855197611
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2013;329883.004558833
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2014;347615.414653454
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2015;379374.656095141
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2016;393649.559768829
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2017;419758.815601809
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2018;453942.776475245
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2019;496243.407299497
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2020;518490.508651178
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2021;560094.550175289
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2022;647399.530392771
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Náklady celkem (mil. Kč);2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2008;172883.937047683
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2009;172001.776379797
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2010;173604.120880975
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2011;174118.77749411
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2012;172679.330211337
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2013;171774.840319852
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2014;173177.435075901
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2015;197304.452168237
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2016;216577.50850238
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2017;229908.590453479
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2018;245432.633745935
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2019;267447.584762598
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2020;271743.556858432
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2021;301476.996693734
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2022;353830.331569457
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2008;62697.5945165236
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2009;64590.1355059063
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2010;66540.0505671993
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2011;68717.9389286567
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2012;71351.6136336102
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2013;73038.3341669446
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2014;75981.6665290902
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2015;80911.6544221359
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2016;87348.7305566404
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2017;98072.8998206605
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2018;109871.214935442
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2019;121183.119568909
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2020;128074.504212387
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2021;139974.969675735
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2022;159711.807156443
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Osobní náklady (mil. Kč);2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2008;45550.0941056245
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2009;47267.5252186365
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2010;47660.2963143779
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2011;49729.9176470648
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2012;52069.4729400565
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2013;51802.4598531696
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2014;54724.9991225048
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2015;58367.368902531
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2016;62949.7057065991
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2017;70133.4073879726
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2018;79139.020446844
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2019;86217.6664868365
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2020;91872.7959077057
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2021;98610.1111398989
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2022;111144.184874126
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Mzdy bez OON (mil. Kč);2023;
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2008;154735.107018093
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2009;151206.570490027
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2010;149786.498670168
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2011;147775.500682159
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2012;146641.532393241
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2013;142034.445590622
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2014;147449.064607467
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2015;159558.822724242
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2016;167021.382884442
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2017;182066.462207712
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2018;202975.769717187
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2019;228992.699339218
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2020;243499.100265597
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2021;263365.667718576
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2022;287723.347119047
Česko;58 až 63 Sekce J - Informační a komunikační činnosti;Přidaná hodnota (mil. Kč);2023;
