Roky;Území;Ukazatel;value
2024;Česko;Počet okrsků;13591.0
2024;Česko;Voliči v seznamu;7325529.0
2024;Česko;Vydané obálky;2410892.0
2024;Česko;Volební účast (%);32.91
2024;Česko;Odevzdané obálky;2408352.0
2024;Česko;Platné hlasy;2382422.0
2024;Česko;Počet kandidátů;8269.0
2024;Česko;Počet zvolených mužů;540.0
2024;Česko;Počet zvolených žen;145.0
2024;Hlavní město Praha;Počet okrsků;
2024;Hlavní město Praha;Voliči v seznamu;
2024;Hlavní město Praha;Vydané obálky;
2024;Hlavní město Praha;Volební účast (%);
2024;Hlavní město Praha;Odevzdané obálky;
2024;Hlavní město Praha;Platné hlasy;
2024;Hlavní město Praha;Počet kandidátů;
2024;Hlavní město Praha;Počet zvolených mužů;
2024;Hlavní město Praha;Počet zvolených žen;
2024;Středočeský kraj;Počet okrsků;2070.0
2024;Středočeský kraj;Voliči v seznamu;1058833.0
2024;Středočeský kraj;Vydané obálky;351900.0
2024;Středočeský kraj;Volební účast (%);33.23
2024;Středočeský kraj;Odevzdané obálky;351605.0
2024;Středočeský kraj;Platné hlasy;347493.0
2024;Středočeský kraj;Počet kandidátů;751.0
2024;Středočeský kraj;Počet zvolených mužů;51.0
2024;Středočeský kraj;Počet zvolených žen;14.0
2024;Jihočeský kraj;Počet okrsků;1257.0
2024;Jihočeský kraj;Voliči v seznamu;505227.0
2024;Jihočeský kraj;Vydané obálky;185227.0
2024;Jihočeský kraj;Volební účast (%);36.66
2024;Jihočeský kraj;Odevzdané obálky;185111.0
2024;Jihočeský kraj;Platné hlasy;183907.0
2024;Jihočeský kraj;Počet kandidátů;706.0
2024;Jihočeský kraj;Počet zvolených mužů;42.0
2024;Jihočeský kraj;Počet zvolených žen;13.0
2024;Plzeňský kraj;Počet okrsků;1087.0
2024;Plzeňský kraj;Voliči v seznamu;448800.0
2024;Plzeňský kraj;Vydané obálky;146047.0
2024;Plzeňský kraj;Volební účast (%);32.54
2024;Plzeňský kraj;Odevzdané obálky;145793.0
2024;Plzeňský kraj;Platné hlasy;143695.0
2024;Plzeňský kraj;Počet kandidátů;636.0
2024;Plzeňský kraj;Počet zvolených mužů;49.0
2024;Plzeňský kraj;Počet zvolených žen;6.0
2024;Karlovarský kraj;Počet okrsků;345.0
2024;Karlovarský kraj;Voliči v seznamu;226343.0
2024;Karlovarský kraj;Vydané obálky;67923.0
2024;Karlovarský kraj;Volební účast (%);30.01
2024;Karlovarský kraj;Odevzdané obálky;67833.0
2024;Karlovarský kraj;Platné hlasy;66998.0
2024;Karlovarský kraj;Počet kandidátů;769.0
2024;Karlovarský kraj;Počet zvolených mužů;31.0
2024;Karlovarský kraj;Počet zvolených žen;14.0
2024;Ústecký kraj;Počet okrsků;1044.0
2024;Ústecký kraj;Voliči v seznamu;637155.0
2024;Ústecký kraj;Vydané obálky;179250.0
2024;Ústecký kraj;Volební účast (%);28.13
2024;Ústecký kraj;Odevzdané obálky;179029.0
2024;Ústecký kraj;Platné hlasy;176934.0
2024;Ústecký kraj;Počet kandidátů;684.0
2024;Ústecký kraj;Počet zvolených mužů;45.0
2024;Ústecký kraj;Počet zvolených žen;10.0
2024;Liberecký kraj;Počet okrsků;582.0
2024;Liberecký kraj;Voliči v seznamu;342475.0
2024;Liberecký kraj;Vydané obálky;114827.0
2024;Liberecký kraj;Volební účast (%);33.53
2024;Liberecký kraj;Odevzdané obálky;114701.0
2024;Liberecký kraj;Platné hlasy;113563.0
2024;Liberecký kraj;Počet kandidátů;544.0
2024;Liberecký kraj;Počet zvolených mužů;30.0
2024;Liberecký kraj;Počet zvolených žen;15.0
2024;Královéhradecký kraj;Počet okrsků;918.0
2024;Královéhradecký kraj;Voliči v seznamu;432861.0
2024;Královéhradecký kraj;Vydané obálky;148109.0
2024;Královéhradecký kraj;Volební účast (%);34.22
2024;Královéhradecký kraj;Odevzdané obálky;147956.0
2024;Královéhradecký kraj;Platné hlasy;146420.0
2024;Královéhradecký kraj;Počet kandidátů;488.0
2024;Královéhradecký kraj;Počet zvolených mužů;35.0
2024;Královéhradecký kraj;Počet zvolených žen;10.0
2024;Pardubický kraj;Počet okrsků;877.0
2024;Pardubický kraj;Voliči v seznamu;405175.0
2024;Pardubický kraj;Vydané obálky;139174.0
2024;Pardubický kraj;Volební účast (%);34.35
2024;Pardubický kraj;Odevzdané obálky;139028.0
2024;Pardubický kraj;Platné hlasy;137423.0
2024;Pardubický kraj;Počet kandidátů;432.0
2024;Pardubický kraj;Počet zvolených mužů;37.0
2024;Pardubický kraj;Počet zvolených žen;8.0
2024;Kraj Vysočina;Počet okrsků;1137.0
2024;Kraj Vysočina;Voliči v seznamu;401152.0
2024;Kraj Vysočina;Vydané obálky;145477.0
2024;Kraj Vysočina;Volební účast (%);36.26
2024;Kraj Vysočina;Odevzdané obálky;145312.0
2024;Kraj Vysočina;Platné hlasy;143500.0
2024;Kraj Vysočina;Počet kandidátů;515.0
2024;Kraj Vysočina;Počet zvolených mužů;39.0
2024;Kraj Vysočina;Počet zvolených žen;6.0
