Území,Instituce,Ukazatel,Roky,value
Česko,Bankovní peněžní instituce,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2018,4454.135
Česko,Bankovní peněžní instituce,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2019,4436.245
Česko,Bankovní peněžní instituce,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2020,4238.6723725764
Česko,Bankovní peněžní instituce,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2021,3896.908
Česko,Bankovní peněžní instituce,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2022,4967.576
Česko,Bankovní peněžní instituce,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2023,4276.185
Česko,Bankovní peněžní instituce,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2018,3164.551
Česko,Bankovní peněžní instituce,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2019,3712.617
Česko,Bankovní peněžní instituce,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2020,2759.683
Česko,Bankovní peněžní instituce,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2021,2501.206
Česko,Bankovní peněžní instituce,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2022,2964.529
Česko,Bankovní peněžní instituce,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2023,2560.878
Česko,Bankovní peněžní instituce,"Technické zhodnocení a technická rekultivace DHM, za sledovaný rok, mil. Kč",2018,1197.491
Česko,Bankovní peněžní instituce,"Technické zhodnocení a technická rekultivace DHM, za sledovaný rok, mil. Kč",2019,723.628
Česko,Bankovní peněžní instituce,"Technické zhodnocení a technická rekultivace DHM, za sledovaný rok, mil. Kč",2020,1326.242
Česko,Bankovní peněžní instituce,"Technické zhodnocení a technická rekultivace DHM, za sledovaný rok, mil. Kč",2021,1384.08
Česko,Bankovní peněžní instituce,"Technické zhodnocení a technická rekultivace DHM, za sledovaný rok, mil. Kč",2022,1340.055
Česko,Bankovní peněžní instituce,"Technické zhodnocení a technická rekultivace DHM, za sledovaný rok, mil. Kč",2023,1558.718
Česko,Bankovní peněžní instituce,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2018,70822.806
Česko,Bankovní peněžní instituce,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2019,82543.497
Česko,Bankovní peněžní instituce,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2020,75224.1267843111
Česko,Bankovní peněžní instituce,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2021,74601.496
Česko,Bankovní peněžní instituce,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2022,73934.593
Česko,Bankovní peněžní instituce,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2023,71714.045
