Stát,Roky,Ukazatel,Odvětví ekonomické činnosti,value
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,"I - Ubytování, stravování a pohostinství",0.1502360425
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,J - Informační a komunikační činnosti,1.4825255977
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,K - Peněžnictví a pojišťovnictví,0.9669409896
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,L - Činnosti v oblasti nemovitostí,0.3757174806
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,"M - Profesní, vědecké a technické činnosti",0.498364036
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,N - Administrativní a podpůrné činnosti,0.2698372958
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,O - Veřejná správa a obrana; povinné sociální zabezpečení,0.0597307715
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,P - Vzdělávání,0.0039505277
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,Q - Zdravotní a sociální péče,0.0452236514
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,"R - Kulturní, zábavní a rekreační činnosti",0.0960560994
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,S - Ostatní činnosti,0.2011696613
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,Celkem,0.9963391038
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"A - Zemědělství, lesnictví, rybářství",0.3457022483
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,B-E - Průmysl celkem,0.7834301528
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,B - Těžba a dobývání,2.5012629169
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,C - Zpracovatelský průmysl,0.4849536883
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",6.5318683063
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2.3804866704
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,F - Stavebnictví,0.4056070047
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,0.3043675801
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,H - Doprava a skladování,1.3295228508
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"I - Ubytování, stravování a pohostinství",0.186053852
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,J - Informační a komunikační činnosti,3.4292998005
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,K - Peněžnictví a pojišťovnictví,1.4555733153
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,L - Činnosti v oblasti nemovitostí,0.2728396182
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"M - Profesní, vědecké a technické činnosti",0.4251059319
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,N - Administrativní a podpůrné činnosti,0.2797023993
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,O - Veřejná správa a obrana; povinné sociální zabezpečení,2.6015360439
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,P - Vzdělávání,0.143485982
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,Q - Zdravotní a sociální péče,2.6220646106
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"R - Kulturní, zábavní a rekreační činnosti",0.2269338439
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,S - Ostatní činnosti,0.0769687501
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,Celkem,3.6169058884
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"A - Zemědělství, lesnictví, rybářství",1.1589451187
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,B-E - Průmysl celkem,6.108507763
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,B - Těžba a dobývání,9.333216923
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,C - Zpracovatelský průmysl,6.2846851769
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",5.0704358293
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2.2426907128
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,F - Stavebnictví,2.3929653993
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2.9182385684
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,H - Doprava a skladování,2.214678248
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"I - Ubytování, stravování a pohostinství",1.3143692087
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,J - Informační a komunikační činnosti,3.3811087228
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,K - Peněžnictví a pojišťovnictví,4.1001871613
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,L - Činnosti v oblasti nemovitostí,1.1253521681
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"M - Profesní, vědecké a technické činnosti",3.2235651094
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,N - Administrativní a podpůrné činnosti,3.8846161427
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,O - Veřejná správa a obrana; povinné sociální zabezpečení,1.5593783865
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,P - Vzdělávání,2.5299402808
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,Q - Zdravotní a sociální péče,3.3632162398
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"R - Kulturní, zábavní a rekreační činnosti",1.6599146401
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,S - Ostatní činnosti,0.9190298677
Česko,2023,Přímé náklady - náhrady mzdy,Celkem,34.3947013685
Česko,2023,Přímé náklady - náhrady mzdy,"A - Zemědělství, lesnictví, rybářství",24.441645742
Česko,2023,Přímé náklady - náhrady mzdy,B-E - Průmysl celkem,37.4136958551
Česko,2023,Přímé náklady - náhrady mzdy,B - Těžba a dobývání,45.7567261068
Česko,2023,Přímé náklady - náhrady mzdy,C - Zpracovatelský průmysl,37.1523121253
Česko,2023,Přímé náklady - náhrady mzdy,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",53.0045394436
Česko,2023,Přímé náklady - náhrady mzdy,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",29.7269608391
Česko,2023,Přímé náklady - náhrady mzdy,F - Stavebnictví,25.7651513289
Česko,2023,Přímé náklady - náhrady mzdy,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,27.3486814919
Česko,2023,Přímé náklady - náhrady mzdy,H - Doprava a skladování,30.1179070657
Česko,2023,Přímé náklady - náhrady mzdy,"I - Ubytování, stravování a pohostinství",15.9363393262
Česko,2023,Přímé náklady - náhrady mzdy,J - Informační a komunikační činnosti,54.7194321268
Česko,2023,Přímé náklady - náhrady mzdy,K - Peněžnictví a pojišťovnictví,57.4693577262
Česko,2023,Přímé náklady - náhrady mzdy,L - Činnosti v oblasti nemovitostí,24.5993605249
Česko,2023,Přímé náklady - náhrady mzdy,"M - Profesní, vědecké a technické činnosti",36.3727296371
Česko,2023,Přímé náklady - náhrady mzdy,N - Administrativní a podpůrné činnosti,22.5169658933
Česko,2023,Přímé náklady - náhrady mzdy,O - Veřejná správa a obrana; povinné sociální zabezpečení,36.3154113766
Česko,2023,Přímé náklady - náhrady mzdy,P - Vzdělávání,47.245168009
Česko,2023,Přímé náklady - náhrady mzdy,Q - Zdravotní a sociální péče,34.5897822759
Česko,2023,Přímé náklady - náhrady mzdy,"R - Kulturní, zábavní a rekreační činnosti",25.1584317957
Česko,2023,Přímé náklady - náhrady mzdy,S - Ostatní činnosti,21.7073991428
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,Celkem,28.7783756017
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"A - Zemědělství, lesnictví, rybářství",18.8194057795
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,B-E - Průmysl celkem,28.6350702823
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,B - Těžba a dobývání,35.4655982772
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,C - Zpracovatelský průmysl,28.1968786769
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",45.0121181065
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",24.4237116312
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,F - Stavebnictví,21.2991052621
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,23.6988902386
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,H - Doprava a skladování,24.2927351112
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"I - Ubytování, stravování a pohostinství",14.0001269847
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,J - Informační a komunikační činnosti,47.5276933118
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,K - Peněžnictví a pojišťovnictví,47.6292591052
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,L - Činnosti v oblasti nemovitostí,21.4232847203
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"M - Profesní, vědecké a technické činnosti",31.9932358523
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,N - Administrativní a podpůrné činnosti,18.2250281808
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,O - Veřejná správa a obrana; povinné sociální zabezpečení,30.9523592834
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,P - Vzdělávání,43.4151856954
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,Q - Zdravotní a sociální péče,31.8805488079
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"R - Kulturní, zábavní a rekreační činnosti",23.014574082
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,S - Ostatní činnosti,19.3505889153
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,Celkem,0.7263907472
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,"A - Zemědělství, lesnictví, rybářství",0.1465033698
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,B-E - Průmysl celkem,1.5854430785
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,B - Těžba a dobývání,0.4471580825
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,C - Zpracovatelský průmysl,1.7127467586
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",0.5087150733
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",0.1492155895
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,F - Stavebnictví,0.1801108565
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,0.3592961465
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,H - Doprava a skladování,0.5643861354
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,"I - Ubytování, stravování a pohostinství",0.087566858
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,J - Informační a komunikační činnosti,1.0367805691
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,K - Peněžnictví a pojišťovnictví,1.0065283523
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,L - Činnosti v oblasti nemovitostí,0.0758427483
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,"M - Profesní, vědecké a technické činnosti",0.2939859995
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,N - Administrativní a podpůrné činnosti,0.7944696611
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,O - Veřejná správa a obrana; povinné sociální zabezpečení,0.4221729305
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,P - Vzdělávání,0.2739218442
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,Q - Zdravotní a sociální péče,0.1908781813
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,"R - Kulturní, zábavní a rekreační činnosti",0.085827501
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnavatele,S - Ostatní činnosti,0.0599028031
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,Celkem,2.179930269
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,"A - Zemědělství, lesnictví, rybářství",1.5075281336
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,B-E - Průmysl celkem,2.5962927908
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,B - Těžba a dobývání,4.1604534152
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,C - Zpracovatelský průmysl,2.5283948049
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",4.5472905742
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2.1559396929
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,F - Stavebnictví,1.0920934902
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,0.9627895587
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,H - Doprava a skladování,2.0038357682
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,"I - Ubytování, stravování a pohostinství",0.5071594744
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,J - Informační a komunikační činnosti,2.3132516911
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,K - Peněžnictví a pojišťovnictví,6.5880698825
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,L - Činnosti v oblasti nemovitostí,0.8850854812
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,"M - Profesní, vědecké a technické činnosti",1.4472706591
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,N - Administrativní a podpůrné činnosti,0.9847334676
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,O - Veřejná správa a obrana; povinné sociální zabezpečení,4.7655962825
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,P - Vzdělávání,2.873467753
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,Q - Zdravotní a sociální péče,1.8731324762
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,"R - Kulturní, zábavní a rekreační činnosti",1.0711763014
Česko,2023,Přímé náklady - náhrady mzdy - překážky na straně zaměstnance,S - Ostatní činnosti,0.6452727292
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,Celkem,2.7100047505
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"A - Zemědělství, lesnictví, rybářství",3.9682084592
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,B-E - Průmysl celkem,4.5968897035
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,B - Těžba a dobývání,5.6835163319
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,C - Zpracovatelský průmysl,4.7142918849
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2.9364156895
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2.9980939255
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,F - Stavebnictví,3.19384172
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2.3277055481
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,H - Doprava a skladování,3.2569500509
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"I - Ubytování, stravování a pohostinství",1.3414860091
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,J - Informační a komunikační činnosti,3.8417065547
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,K - Peněžnictví a pojišťovnictví,2.2455003862
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,L - Činnosti v oblasti nemovitostí,2.2151475751
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"M - Profesní, vědecké a technické činnosti",2.6382371262
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,N - Administrativní a podpůrné činnosti,2.5127345838
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,O - Veřejná správa a obrana; povinné sociální zabezpečení,0.1752828802
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,P - Vzdělávání,0.6825927164
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,Q - Zdravotní a sociální péče,0.6452228105
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"R - Kulturní, zábavní a rekreační činnosti",0.9868539114
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,S - Ostatní činnosti,1.6516346953
Česko,2023,Nepřímé náklady celkem,Celkem,118.7966108378
Česko,2023,Nepřímé náklady celkem,"A - Zemědělství, lesnictví, rybářství",91.8017765739
Česko,2023,Nepřímé náklady celkem,B-E - Průmysl celkem,125.7710196763
Česko,2023,Nepřímé náklady celkem,B - Těžba a dobývání,151.7456495608
Česko,2023,Nepřímé náklady celkem,C - Zpracovatelský průmysl,123.4255170688
Česko,2023,Nepřímé náklady celkem,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",208.2884872913
Česko,2023,Nepřímé náklady celkem,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",110.0527606889
Česko,2023,Nepřímé náklady celkem,F - Stavebnictví,97.1289257043
Česko,2023,Nepřímé náklady celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,105.6205201674
Česko,2023,Nepřímé náklady celkem,H - Doprava a skladování,109.767203138
Česko,2023,Nepřímé náklady celkem,"I - Ubytování, stravování a pohostinství",63.164925172
Česko,2023,Nepřímé náklady celkem,J - Informační a komunikační činnosti,193.3120429725
Česko,2023,Nepřímé náklady celkem,K - Peněžnictví a pojišťovnictví,210.7939898157
Česko,2023,Nepřímé náklady celkem,L - Činnosti v oblasti nemovitostí,96.7913520913
Česko,2023,Nepřímé náklady celkem,"M - Profesní, vědecké a technické činnosti",135.6510778312
Česko,2023,Nepřímé náklady celkem,N - Administrativní a podpůrné činnosti,78.0226894386
Česko,2023,Nepřímé náklady celkem,O - Veřejná správa a obrana; povinné sociální zabezpečení,142.2048333844
Česko,2023,Nepřímé náklady celkem,P - Vzdělávání,114.1826350861
Česko,2023,Nepřímé náklady celkem,Q - Zdravotní a sociální péče,120.072515884
Česko,2023,Nepřímé náklady celkem,"R - Kulturní, zábavní a rekreační činnosti",94.1587835461
Česko,2023,Nepřímé náklady celkem,S - Ostatní činnosti,75.7219740299
Česko,2023,Nepřímé náklady - sociální požitky,Celkem,4.830940183
Česko,2023,Nepřímé náklady - sociální požitky,"A - Zemědělství, lesnictví, rybářství",5.5970017769
Česko,2023,Nepřímé náklady - sociální požitky,B-E - Průmysl celkem,5.4331163173
Česko,2023,Nepřímé náklady - sociální požitky,B - Těžba a dobývání,11.6894043544
Česko,2023,Nepřímé náklady - sociální požitky,C - Zpracovatelský průmysl,4.9593837156
Česko,2023,Nepřímé náklady - sociální požitky,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",15.4144256989
Česko,2023,Nepřímé náklady - sociální požitky,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",6.2471777298
Česko,2023,Nepřímé náklady - sociální požitky,F - Stavebnictví,3.4408263944
Česko,2023,Nepřímé náklady - sociální požitky,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4.4535987281
Česko,2023,Nepřímé náklady - sociální požitky,H - Doprava a skladování,5.5409400697
Česko,2023,Nepřímé náklady - sociální požitky,"I - Ubytování, stravování a pohostinství",1.2271128616
Česko,2023,Nepřímé náklady - sociální požitky,J - Informační a komunikační činnosti,6.9075328408
Česko,2023,Nepřímé náklady - sociální požitky,K - Peněžnictví a pojišťovnictví,15.7480282835
Česko,2023,Nepřímé náklady - sociální požitky,L - Činnosti v oblasti nemovitostí,2.6066480006
Česko,2023,Nepřímé náklady - sociální požitky,"M - Profesní, vědecké a technické činnosti",4.1165167033
Česko,2023,Nepřímé náklady - sociální požitky,N - Administrativní a podpůrné činnosti,2.3399440289
Česko,2023,Nepřímé náklady - sociální požitky,O - Veřejná správa a obrana; povinné sociální zabezpečení,9.6606339733
Česko,2023,Nepřímé náklady - sociální požitky,P - Vzdělávání,1.3210109625
Česko,2023,Nepřímé náklady - sociální požitky,Q - Zdravotní a sociální péče,3.5109020387
Česko,2023,Nepřímé náklady - sociální požitky,"R - Kulturní, zábavní a rekreační činnosti",2.4717903364
Česko,2023,Nepřímé náklady - sociální požitky,S - Ostatní činnosti,1.5309523337
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Celkem,0.0141479029
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"A - Zemědělství, lesnictví, rybářství",0.0329554024
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,B-E - Průmysl celkem,0.0420335729
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,B - Těžba a dobývání,1.1e-08
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,C - Zpracovatelský průmysl,0.0462507302
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",5.287e-07
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",4.882e-07
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,F - Stavebnictví,8.1148e-06
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,0.0025566446
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,H - Doprava a skladování,0.0119629261
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"I - Ubytování, stravování a pohostinství",3.0724e-06
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,J - Informační a komunikační činnosti,7.01e-08
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,K - Peněžnictví a pojišťovnictví,2.119e-07
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,L - Činnosti v oblasti nemovitostí,5.506e-07
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"M - Profesní, vědecké a technické činnosti",6.244e-07
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,N - Administrativní a podpůrné činnosti,5.995e-07
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,O - Veřejná správa a obrana; povinné sociální zabezpečení,3.1e-09
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,P - Vzdělávání,1.33057e-05
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Q - Zdravotní a sociální péče,0.0024960045
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"R - Kulturní, zábavní a rekreační činnosti",0.0035116193
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,S - Ostatní činnosti,0.0001253113
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Celkem,0.2461384214
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,"A - Zemědělství, lesnictví, rybářství",0.0003754818
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,B-E - Průmysl celkem,0.1480493548
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,B - Těžba a dobývání,0.0009806437
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,C - Zpracovatelský průmysl,0.1618773125
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",0.0215307834
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",0.0059666118
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,F - Stavebnictví,0.0143934934
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,0.0227454321
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,H - Doprava a skladování,0.0241413557
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,"I - Ubytování, stravování a pohostinství",0.0053744926
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,J - Informační a komunikační činnosti,0.0853986326
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,K - Peněžnictví a pojišťovnictví,0.4431692129
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,L - Činnosti v oblasti nemovitostí,0.0011478754
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,"M - Profesní, vědecké a technické činnosti",0.0267825913
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,N - Administrativní a podpůrné činnosti,0.3505049178
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,O - Veřejná správa a obrana; povinné sociální zabezpečení,2.2746972904
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,P - Vzdělávání,0.0030150341
