Roky;Území;Ukazatel;value
2024;Hlavní město Praha;Zahájené byty celkem;8191
2024;Hlavní město Praha;Dokončené byty celkem;6489
2024;Středočeský kraj;Zahájené byty celkem;5322
2024;Středočeský kraj;Dokončené byty celkem;4951
2024;Jihočeský kraj;Zahájené byty celkem;1868
2024;Jihočeský kraj;Dokončené byty celkem;1571
2024;Plzeňský kraj;Zahájené byty celkem;2698
2024;Plzeňský kraj;Dokončené byty celkem;1845
2024;Karlovarský kraj;Zahájené byty celkem;548
2024;Karlovarský kraj;Dokončené byty celkem;575
2024;Ústecký kraj;Zahájené byty celkem;1000
2024;Ústecký kraj;Dokončené byty celkem;995
2024;Liberecký kraj;Zahájené byty celkem;898
2024;Liberecký kraj;Dokončené byty celkem;964
2024;Královéhradecký kraj;Zahájené byty celkem;1269
2024;Královéhradecký kraj;Dokončené byty celkem;1328
2024;Pardubický kraj;Zahájené byty celkem;1452
2024;Pardubický kraj;Dokončené byty celkem;1584
2024;Kraj Vysočina;Zahájené byty celkem;1777
2024;Kraj Vysočina;Dokončené byty celkem;1431
2024;Jihomoravský kraj;Zahájené byty celkem;5722
2024;Jihomoravský kraj;Dokončené byty celkem;3349
2024;Olomoucký kraj;Zahájené byty celkem;1694
2024;Olomoucký kraj;Dokončené byty celkem;1910
2024;Zlínský kraj;Zahájené byty celkem;1330
2024;Zlínský kraj;Dokončené byty celkem;1293
2024;Moravskoslezský kraj;Zahájené byty celkem;2839
2024;Moravskoslezský kraj;Dokončené byty celkem;1982
