Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Úhrn 12 měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2017;103.7771320183
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2016;102.8931420509
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2016;99.8669656084
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2016;97.6405632871
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2016;96.5432327094
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2016;94.3167514929
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2016;93.941354866
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2016;94.1574392822
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2016;92.8471126989
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2016;92.8120506688
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2016;92.8352518987
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2016;92.5800978397
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2016;92.9550881881
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2015;93.8101188863
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2015;98.3694815805
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2015;102.1704028482
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2015;101.2688680918
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2015;104.8324901555
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2015;104.1022136239
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2015;105.6175265389
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2015;106.7316740083
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2015;106.8836567276
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2015;106.275405088
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2015;106.9483924156
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2015;108.3251542034
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2014;107.647543811
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2014;106.831580487
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2014;104.427036771
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2014;106.8318505775
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2014;106.2853692964
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2014;106.4284232005
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2014;106.1853400739
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2014;104.0292850089
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2014;103.9699733029
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2014;104.8756079708
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2014;104.3940121562
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2014;101.5611162296
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2013;102.1464508296
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2013;99.8779600754
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2013;99.6807271891
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2013;98.2842057018
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2013;96.0698169986
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2013;96.6966173414
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2013;96.1623179028
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2013;95.6877713108
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2013;95.0176146014
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2013;93.7447282293
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2013;93.0922800818
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2013;94.7574633115
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2012;94.4278911543
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2012;96.3179693427
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2012;97.0947585869
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2012;97.8047129686
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2012;98.7375250253
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2012;98.4021291272
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2012;97.5843084806
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2012;100.8374222942
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2012;103.4162570502
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2012;105.0170084252
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2012;107.01333709
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2012;107.6960819329
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2011;108.8590538358
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2011;107.0377574061
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2011;108.3279876655
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2011;108.8253066806
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2011;108.8817585033
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2011;110.3465616045
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2011;111.1616262236
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2011;108.7409543758
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2011;105.2046657508
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2011;103.5285468036
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2011;100.8286584124
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2011;98.4106860284
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2010;96.2147129481
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2010;100.8708546756
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2010;100.8663817343
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2010;99.9892829172
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2010;101.6076011781
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2010;100.4744474639
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2010;101.4089375119
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2010;103.3106761696
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2010;105.8183951051
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2010;106.4538888906
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2010;109.4355277393
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2010;111.434787374
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2009;113.6049065969
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2009;109.5126380526
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2009;106.9456363597
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2009;106.3134862452
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2009;104.8620407647
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2009;104.2011519668
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2009;103.8210025401
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2009;103.3360831025
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2009;102.9467257175
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2009;104.1943481992
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2009;102.3930596039
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2009;103.2381157851
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2008;102.6618912259
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2008;101.9212004824
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2008;103.0954818391
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2008;104.2677028177
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2008;104.1255122123
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2008;104.7495911878
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2008;104.4913036949
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2008;103.8760193141
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2008;103.212602842
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2008;102.6300704145
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2008;103.5110944322
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2008;102.9899970061
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2007;103.2467524092
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2007;103.87828865
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2007;102.8954621891
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2007;103.8280590552
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2007;105.0502006518
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2007;105.9019527749
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2007;106.2946522446
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2007;106.8715383628
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2007;107.512167889
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2007;107.3468895276
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2007;107.8450981023
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2007;107.8353124085
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2006;108.0046787711
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2006;107.3182761406
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2006;108.9414963257
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2006;106.1073093247
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2006;104.2165396689
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2006;102.5214239948
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2006;100.5532383081
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2006;99.2756661737
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2006;97.9981448414
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2006;96.9936717374
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2006;95.4161259278
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2006;94.1665565366
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2005;93.9567173173
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2005;93.7233236659
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2005;94.8707863078
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2005;98.4567105411
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2005;100.1337060129
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2005;102.4834972988
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2005;105.4625456917
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2005;108.3709446347
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2005;111.6283025906
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2005;113.3439207678
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2005;116.3311500452
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2005;119.4204853748
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2004;119.7584654365
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2004;120.4118302162
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2004;113.1452119558
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2004;107.7610451484
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2004;106.9626241039
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2004;105.0839019614
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2004;103.527741119
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2004;101.318550218
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2004;99.3542569387
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2004;99.4321487973
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2004;97.6423345797
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2004;95.4434370199
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2003;94.9682134692
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2003;100.0785377941
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2003;110.4659639586
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2003;117.4456567949
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2003;120.312616404
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2003;121.7684236939
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2003;123.4386259518
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2003;124.8677088174
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2003;125.1576973187
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2003;125.2803671831
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2003;124.724801575
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2003;125.8934476283
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2002;126.4751838536
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2002;119.3835550724
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2002;114.2500884351
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2002;110.7405607701
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2002;107.3386962946
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2002;106.3610893369
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2002;105.6093213339
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2002;103.982300863
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2002;104.480815008
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2002;104.1150695473
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2002;104.364418307
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2002;104.9282792972
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2001;106.0019037502
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;září 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Opravy a instalace strojů a zařízení;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2025;102.8625534767
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2025;101.5083565964
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2025;99.0530687967
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2024;98.5241420769
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2024;96.7552866135
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2024;96.0467901581
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2024;96.8864774491
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2024;94.9254709109
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2024;94.3436178942
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2024;93.0299484483
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2024;91.3777233017
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2024;89.7689028155
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;březen 2024;90.0317222965
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;únor 2024;88.5739159966
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2024;89.3177474198
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;prosinec 2023;88.864837631
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;listopad 2023;90.4667162336
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;říjen 2023;89.9133348834
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;září 2023;87.9656715973
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;srpen 2023;89.2535758462
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červenec 2023;90.36536493
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;červen 2023;91.7788623078
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;květen 2023;93.6353978172
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;duben 2023;95.0694672526
