Typ indexu,Ukazatel,Očištění,Území,CZ NACE,Roky,value
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2015,103.9129601131
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2016,99.9512199141
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2017,101.1433466976
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2018,103.8561308797
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2019,99.8324045284
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2020,83.0281654282
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2021,104.8890928521
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2022,111.9359364949
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2023,90.4095137441
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2024,103.0032044142
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2015,93.8537246952
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2016,104.8637351681
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2017,99.1744572693
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2018,116.608705458
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2019,105.9523206686
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2020,62.4759482292
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2021,101.7127887073
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2022,129.9110539226
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2023,99.8301657634
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2024,101.184626486
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2015,93.4405487674
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2016,100.3349404833
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2017,109.9937017104
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2018,106.4984516419
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2019,96.237083588
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2020,27.6852345486
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2021,138.6047988301
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2022,186.2515854088
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2023,105.0905339994
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2024,121.9273763434
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2015,99.1151929691
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2016,103.4012654793
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2017,105.5683170242
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2018,106.163603543
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2019,98.8005617997
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2020,88.9550116251
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2021,117.7162845941
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2022,111.667603574
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2023,92.904873038
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,52 Skladování a vedlejší činnosti v dopravě,2024,107.1588115865
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2015,94.1593407503
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2016,96.618444522
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2017,96.7943460862
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2018,92.7188235825
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2019,103.3956341272
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2020,102.8960440825
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2021,103.2363552613
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2022,93.1477670643
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2023,92.8975563147
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,53 Poštovní a kurýrní činnosti,2024,95.6159723355
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2015,106.0545929913
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2016,105.5760159489
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2017,109.3438022508
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2018,100.6164305134
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2019,101.0460536454
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2020,60.7883810988
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2021,108.0022144257
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2022,123.126548759
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2023,102.35517668
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"55 a 56 Sekce I - UBYTOVÁNÍ, STRAVOVÁNÍ A POHOSTINSTVÍ",2024,100.9007656792
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2015,107.6250400623
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2016,103.9675721281
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2017,107.9843773446
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2018,99.2571781619
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2019,100.7106357239
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2020,44.7024977164
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2021,114.1918303378
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2022,137.1463312852
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2023,103.0219833828
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,55 Ubytování,2024,98.4672580086
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2015,105.1299888845
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2016,106.5454652824
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2017,110.1433370563
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2018,101.400193853
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2019,101.2353726657
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2020,67.0055986912
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2021,106.4062046405
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2022,119.247000064
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2023,102.1429614144
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,56 Stravování a pohostinství,2024,101.6819092197
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2015,105.9713554824
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2016,101.4768614471
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2017,104.6625959617
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2018,106.5834020354
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2019,106.9396740982
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2020,100.8423668906
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2021,106.0639758014
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2022,103.7626048491
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2023,98.6009026104
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 až 63 Sekce J - INFORMAČNÍ A KOMUNIKAČNÍ ČINNOSTI,2024,102.9956527634
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2015,101.87242306
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2016,102.5748808656
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2017,103.9341266316
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2018,110.8966897165
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2019,114.796049888
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2020,103.3120053073
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2021,104.8394417307
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2022,101.1060858984
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2023,94.7692774099
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,58 Vydavatelské činnosti,2024,101.2002186995
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2015,93.9330711327
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2016,99.4953382772
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2017,85.1067561034
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2018,100.3601213585
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2019,98.4105147342
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2020,62.6103520675
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2021,145.5474465773
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2022,107.3461144441
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2023,90.6340981604
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"59 Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",2024,77.6825027614
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2015,106.688439753
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2016,103.9228023252
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2017,98.9356724448
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2018,102.9949616257
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2019,103.0389626189
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2020,105.003630636
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2021,105.1378714659
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2022,95.5983879677
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2023,104.9225915492
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,60 Tvorba programů a vysílání,2024,104.4868613745
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2015,103.204128484
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2016,102.6797541549
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2017,102.9986890319
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2018,102.2512218388
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2019,104.6664505936
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2020,104.3705386588
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2021,104.1790941881
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2022,102.83628871
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2023,100.8661020487
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,61 Telekomunikační činnosti,2024,102.3999667104
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2015,107.9521315524
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2016,99.0240478194
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2017,106.35706154
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2018,108.0811972031
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2019,106.44368422
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2020,98.5783352236
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2021,106.3797732025
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2022,105.968586438
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2023,99.5015588776
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,62 Činnosti v oblasti informačních technologií,2024,104.6279873399
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2015,114.1600120873
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2016,107.6184976197
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2017,108.1199250629
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2018,109.4713787772
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2019,107.9496333276
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2020,105.3106173346
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2021,107.4948322441
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2022,100.6757094092
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2023,93.1737243965
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,63 Informační činnosti,2024,100.5328246774
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2015,100.1352602379
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2016,100.9149040939
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2017,101.7664189753
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2018,98.6034651065
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2019,99.8221932094
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2020,98.4885587774
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2021,101.0968945287
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2022,105.5738910757
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2023,98.6542964912
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,68 Sekce L - ČINNOSTI V OBLASTI NEMOVITOSTÍ,2024,99.7433199131
