Území;Čtvrtletí;Země;Ukazatel;value
Česko;4. čtvrtletí 2024;Slovinsko;Bilance - pohyb zboží (v mil. Kč);1110.292779
Česko;4. čtvrtletí 2024;Slovinsko;Obrat - pohyb zboží (v mil. Kč);14256.379081
Česko;4. čtvrtletí 2024;Slovinsko;Pohyb zboží z ČR (meziroční index );100.2258524294
Česko;4. čtvrtletí 2024;Slovinsko;Pohyb zboží do ČR (meziroční index);112.6813743143
Česko;4. čtvrtletí 2024;Slovinsko;Obrat pohybu zboží (meziroční index);105.6081078525
Česko;4. čtvrtletí 2024;Somálsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Somálsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Somálsko;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Somálsko;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Somálsko;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Somálsko;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Somálsko;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Spojené arabské emiráty;Pohyb zboží z ČR (v mil. Kč, FOB);7039.478743
Česko;4. čtvrtletí 2024;Spojené arabské emiráty;Pohyb zboží do ČR (v mil. Kč, CIF);1334.207449
Česko;4. čtvrtletí 2024;Spojené arabské emiráty;Bilance - pohyb zboží (v mil. Kč);5705.271294
Česko;4. čtvrtletí 2024;Spojené arabské emiráty;Obrat - pohyb zboží (v mil. Kč);8373.686192
Česko;4. čtvrtletí 2024;Spojené arabské emiráty;Pohyb zboží z ČR (meziroční index );121.6340469921
Česko;4. čtvrtletí 2024;Spojené arabské emiráty;Pohyb zboží do ČR (meziroční index);88.9260590379
Česko;4. čtvrtletí 2024;Spojené arabské emiráty;Obrat pohybu zboží (meziroční index);114.900361065
Česko;4. čtvrtletí 2024;Spojené království;Pohyb zboží z ČR (v mil. Kč, FOB);63365.122285
Česko;4. čtvrtletí 2024;Spojené království;Pohyb zboží do ČR (v mil. Kč, CIF);22366.068436
Česko;4. čtvrtletí 2024;Spojené království;Bilance - pohyb zboží (v mil. Kč);40999.053849
Česko;4. čtvrtletí 2024;Spojené království;Obrat - pohyb zboží (v mil. Kč);85731.190721
Česko;4. čtvrtletí 2024;Spojené království;Pohyb zboží z ČR (meziroční index );113.266447931
Česko;4. čtvrtletí 2024;Spojené království;Pohyb zboží do ČR (meziroční index);95.1914001361
Česko;4. čtvrtletí 2024;Spojené království;Obrat pohybu zboží (meziroční index);107.9203620985
Česko;4. čtvrtletí 2024;Spojené království (Severní Irsko);Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Spojené království (Severní Irsko);Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Spojené království (Severní Irsko);Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Spojené království (Severní Irsko);Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Spojené království (Severní Irsko);Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Spojené království (Severní Irsko);Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Spojené království (Severní Irsko);Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Spojené království (vyjma Severního Irska);Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Spojené království (vyjma Severního Irska);Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Spojené království (vyjma Severního Irska);Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Spojené království (vyjma Severního Irska);Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Spojené království (vyjma Severního Irska);Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Spojené království (vyjma Severního Irska);Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Spojené království (vyjma Severního Irska);Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Spojené státy;Pohyb zboží z ČR (v mil. Kč, FOB);42364.259666
Česko;4. čtvrtletí 2024;Spojené státy;Pohyb zboží do ČR (v mil. Kč, CIF);34735.543384
Česko;4. čtvrtletí 2024;Spojené státy;Bilance - pohyb zboží (v mil. Kč);7628.716282
Česko;4. čtvrtletí 2024;Spojené státy;Obrat - pohyb zboží (v mil. Kč);77099.80305
Česko;4. čtvrtletí 2024;Spojené státy;Pohyb zboží z ČR (meziroční index );124.4440750357
Česko;4. čtvrtletí 2024;Spojené státy;Pohyb zboží do ČR (meziroční index);92.0128910505
Česko;4. čtvrtletí 2024;Spojené státy;Obrat pohybu zboží (meziroční index);107.3909952746
Česko;4. čtvrtletí 2024;Srbsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Srbsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Srbsko;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Srbsko;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Srbsko;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Srbsko;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Srbsko;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Středoafrická republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Středoafrická republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Středoafrická republika;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Středoafrická republika;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Středoafrická republika;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Středoafrická republika;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Středoafrická republika;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Súdán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Súdán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Súdán;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Súdán;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Súdán;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Súdán;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Súdán;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Surinam;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Surinam;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Surinam;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Surinam;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Surinam;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Surinam;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Surinam;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Svatá Helena, Ascension a Tristan da Cunha;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Svatá Helena, Ascension a Tristan da Cunha;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Svatá Helena, Ascension a Tristan da Cunha;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatá Helena, Ascension a Tristan da Cunha;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatá Helena, Ascension a Tristan da Cunha;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Svatá Helena, Ascension a Tristan da Cunha;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Svatá Helena, Ascension a Tristan da Cunha;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Svatá Lucie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Svatá Lucie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Svatá Lucie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatá Lucie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatá Lucie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Svatá Lucie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Svatá Lucie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Svatý Bartoloměj;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Svatý Bartoloměj;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Svatý Bartoloměj;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatý Bartoloměj;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatý Bartoloměj;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Svatý Bartoloměj;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Svatý Bartoloměj;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Svatý Kryštof a Nevis;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Svatý Kryštof a Nevis;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Svatý Kryštof a Nevis;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatý Kryštof a Nevis;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatý Kryštof a Nevis;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Svatý Kryštof a Nevis;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Svatý Kryštof a Nevis;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Svatý stolec;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Svatý stolec;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Svatý stolec;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatý stolec;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatý stolec;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Svatý stolec;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Svatý stolec;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Svatý Tomáš a Princův ostrov;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Svatý Tomáš a Princův ostrov;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Svatý Tomáš a Princův ostrov;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatý Tomáš a Princův ostrov;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatý Tomáš a Princův ostrov;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Svatý Tomáš a Princův ostrov;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Svatý Tomáš a Princův ostrov;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Svatý Vincenc a Grenadiny;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Svatý Vincenc a Grenadiny;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Svatý Vincenc a Grenadiny;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatý Vincenc a Grenadiny;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svatý Vincenc a Grenadiny;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Svatý Vincenc a Grenadiny;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Svatý Vincenc a Grenadiny;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Svazijsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Svazijsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Svazijsko;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svazijsko;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Svazijsko;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Svazijsko;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Svazijsko;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Syrská arabská republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Syrská arabská republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Syrská arabská republika;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Syrská arabská republika;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Syrská arabská republika;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Syrská arabská republika;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Syrská arabská republika;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Šalamounovy ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Šalamounovy ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Šalamounovy ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Šalamounovy ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Šalamounovy ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Šalamounovy ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Šalamounovy ostrovy;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Španělsko;Pohyb zboží z ČR (v mil. Kč, FOB);37497.946407
Česko;4. čtvrtletí 2024;Španělsko;Pohyb zboží do ČR (v mil. Kč, CIF);27106.112862
Česko;4. čtvrtletí 2024;Španělsko;Bilance - pohyb zboží (v mil. Kč);10391.833545
Česko;4. čtvrtletí 2024;Španělsko;Obrat - pohyb zboží (v mil. Kč);64604.059269
Česko;4. čtvrtletí 2024;Španělsko;Pohyb zboží z ČR (meziroční index );100.6424229972
Česko;4. čtvrtletí 2024;Španělsko;Pohyb zboží do ČR (meziroční index);109.0214118161
Česko;4. čtvrtletí 2024;Španělsko;Obrat pohybu zboží (meziroční index);103.9959648679
Česko;4. čtvrtletí 2024;Šrí Lanka;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Šrí Lanka;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Šrí Lanka;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Šrí Lanka;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Šrí Lanka;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Šrí Lanka;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Šrí Lanka;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Švédsko;Pohyb zboží z ČR (v mil. Kč, FOB);23636.846303
Česko;4. čtvrtletí 2024;Švédsko;Pohyb zboží do ČR (v mil. Kč, CIF);10932.913272
Česko;4. čtvrtletí 2024;Švédsko;Bilance - pohyb zboží (v mil. Kč);12703.933031
Česko;4. čtvrtletí 2024;Švédsko;Obrat - pohyb zboží (v mil. Kč);34569.759575
Česko;4. čtvrtletí 2024;Švédsko;Pohyb zboží z ČR (meziroční index );102.4703294113
Česko;4. čtvrtletí 2024;Švédsko;Pohyb zboží do ČR (meziroční index);97.0281447249
Česko;4. čtvrtletí 2024;Švédsko;Obrat pohybu zboží (meziroční index);100.6843475146
Česko;4. čtvrtletí 2024;Švýcarsko;Pohyb zboží z ČR (v mil. Kč, FOB);21152.312781
Česko;4. čtvrtletí 2024;Švýcarsko;Pohyb zboží do ČR (v mil. Kč, CIF);12180.907435
Česko;4. čtvrtletí 2024;Švýcarsko;Bilance - pohyb zboží (v mil. Kč);8971.405346
Česko;4. čtvrtletí 2024;Švýcarsko;Obrat - pohyb zboží (v mil. Kč);33333.220216
Česko;4. čtvrtletí 2024;Švýcarsko;Pohyb zboží z ČR (meziroční index );98.902904548
Česko;4. čtvrtletí 2024;Švýcarsko;Pohyb zboží do ČR (meziroční index);105.4522516209
Česko;4. čtvrtletí 2024;Švýcarsko;Obrat pohybu zboží (meziroční index);101.1997077142
Česko;4. čtvrtletí 2024;Tádžikistán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Tádžikistán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Tádžikistán;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Tádžikistán;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Tádžikistán;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Tádžikistán;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Tádžikistán;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Thajsko;Pohyb zboží z ČR (v mil. Kč, FOB);1192.163471
Česko;4. čtvrtletí 2024;Thajsko;Pohyb zboží do ČR (v mil. Kč, CIF);11164.660355
Česko;4. čtvrtletí 2024;Thajsko;Bilance - pohyb zboží (v mil. Kč);-9972.496884
Česko;4. čtvrtletí 2024;Thajsko;Obrat - pohyb zboží (v mil. Kč);12356.823826
Česko;4. čtvrtletí 2024;Thajsko;Pohyb zboží z ČR (meziroční index );104.177425436
Česko;4. čtvrtletí 2024;Thajsko;Pohyb zboží do ČR (meziroční index);128.3881066875
Česko;4. čtvrtletí 2024;Thajsko;Obrat pohybu zboží (meziroční index);125.5725957614
Česko;4. čtvrtletí 2024;Tchaj-wan;Pohyb zboží z ČR (v mil. Kč, FOB);2396.695823
Česko;4. čtvrtletí 2024;Tchaj-wan;Pohyb zboží do ČR (v mil. Kč, CIF);12439.421764
Česko;4. čtvrtletí 2024;Tchaj-wan;Bilance - pohyb zboží (v mil. Kč);-10042.725941
Česko;4. čtvrtletí 2024;Tchaj-wan;Obrat - pohyb zboží (v mil. Kč);14836.117587
Česko;4. čtvrtletí 2024;Tchaj-wan;Pohyb zboží z ČR (meziroční index );122.0701289137
Česko;4. čtvrtletí 2024;Tchaj-wan;Pohyb zboží do ČR (meziroční index);116.1029604004
Česko;4. čtvrtletí 2024;Tchaj-wan;Obrat pohybu zboží (meziroční index);117.0271008887
Česko;4. čtvrtletí 2024;Togo;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Togo;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Togo;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Togo;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Togo;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Togo;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Togo;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Tokelau;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Tokelau;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Tokelau;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Tokelau;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Tokelau;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Tokelau;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Tokelau;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Tonga;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Tonga;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Tonga;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Tonga;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Tonga;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Tonga;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Tonga;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Trinidad a Tobago;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Trinidad a Tobago;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Trinidad a Tobago;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Trinidad a Tobago;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Trinidad a Tobago;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Trinidad a Tobago;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Trinidad a Tobago;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Tunisko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Tunisko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Tunisko;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Tunisko;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Tunisko;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Tunisko;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Tunisko;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Turecko;Pohyb zboží z ČR (v mil. Kč, FOB);28382.740902
Česko;4. čtvrtletí 2024;Turecko;Pohyb zboží do ČR (v mil. Kč, CIF);19170.62085
Česko;4. čtvrtletí 2024;Turecko;Bilance - pohyb zboží (v mil. Kč);9212.120052
Česko;4. čtvrtletí 2024;Turecko;Obrat - pohyb zboží (v mil. Kč);47553.361752
Česko;4. čtvrtletí 2024;Turecko;Pohyb zboží z ČR (meziroční index );127.1450168576
Česko;4. čtvrtletí 2024;Turecko;Pohyb zboží do ČR (meziroční index);107.7290660047
Česko;4. čtvrtletí 2024;Turecko;Obrat pohybu zboží (meziroční index);118.5327203307
Česko;4. čtvrtletí 2024;Turkmenistán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Turkmenistán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Turkmenistán;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Turkmenistán;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Turkmenistán;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Turkmenistán;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Turkmenistán;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Tuvalu;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Tuvalu;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Tuvalu;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Tuvalu;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Tuvalu;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Tuvalu;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Tuvalu;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Uganda;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Uganda;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Uganda;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Uganda;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Uganda;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Uganda;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Uganda;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Ukrajina;Pohyb zboží z ČR (v mil. Kč, FOB);18846.155901
Česko;4. čtvrtletí 2024;Ukrajina;Pohyb zboží do ČR (v mil. Kč, CIF);9854.947649
Česko;4. čtvrtletí 2024;Ukrajina;Bilance - pohyb zboží (v mil. Kč);8991.208252
Česko;4. čtvrtletí 2024;Ukrajina;Obrat - pohyb zboží (v mil. Kč);28701.10355
Česko;4. čtvrtletí 2024;Ukrajina;Pohyb zboží z ČR (meziroční index );139.250017059
Česko;4. čtvrtletí 2024;Ukrajina;Pohyb zboží do ČR (meziroční index);137.3087524469
Česko;4. čtvrtletí 2024;Ukrajina;Obrat pohybu zboží (meziroční index);138.5772970757
Česko;4. čtvrtletí 2024;Uruguay;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Uruguay;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Uruguay;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Uruguay;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Uruguay;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Uruguay;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Uruguay;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Uzbekistán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Uzbekistán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Uzbekistán;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Uzbekistán;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Uzbekistán;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Uzbekistán;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Uzbekistán;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Vánoční ostrov;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Vánoční ostrov;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Vánoční ostrov;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Vánoční ostrov;Obrat - pohyb zboží (v mil. Kč);
