Území;Ukazatel;Roky;value
Česko;Saldo hospodaření vládních institucí celkem;2015;-30969
Česko;Saldo hospodaření vládních institucí celkem;2016;33169
Česko;Saldo hospodaření vládních institucí celkem;2017;75634
Česko;Saldo hospodaření vládních institucí celkem;2018;48269
Česko;Saldo hospodaření vládních institucí celkem;2019;16651
Česko;Saldo hospodaření vládních institucí celkem;2020;-329285
Česko;Saldo hospodaření vládních institucí celkem;2021;-312308
Česko;Saldo hospodaření vládních institucí celkem;2022;-216345
Česko;Saldo hospodaření vládních institucí celkem;2023;-286066
Česko;Saldo hospodaření vládních institucí celkem;2024;-177173
Česko;Saldo hospodaření ústředních vládních institucí;2015;-58872
Česko;Saldo hospodaření ústředních vládních institucí;2016;-21395
Česko;Saldo hospodaření ústředních vládních institucí;2017;25529
Česko;Saldo hospodaření ústředních vládních institucí;2018;8068
Česko;Saldo hospodaření ústředních vládních institucí;2019;-32335
Česko;Saldo hospodaření ústředních vládních institucí;2020;-344668
Česko;Saldo hospodaření ústředních vládních institucí;2021;-358500
Česko;Saldo hospodaření ústředních vládních institucí;2022;-281802
Česko;Saldo hospodaření ústředních vládních institucí;2023;-346120
Česko;Saldo hospodaření ústředních vládních institucí;2024;-212354
Česko;Saldo hospodaření místních vládních institucí;2015;25990
Česko;Saldo hospodaření místních vládních institucí;2016;49678
Česko;Saldo hospodaření místních vládních institucí;2017;41923
Česko;Saldo hospodaření místních vládních institucí;2018;23555
Česko;Saldo hospodaření místních vládních institucí;2019;37595
Česko;Saldo hospodaření místních vládních institucí;2020;27044
Česko;Saldo hospodaření místních vládních institucí;2021;55464
Česko;Saldo hospodaření místních vládních institucí;2022;65059
Česko;Saldo hospodaření místních vládních institucí;2023;64356
Česko;Saldo hospodaření místních vládních institucí;2024;55251
Česko;Saldo hospodaření fondů sociálního zabezpečení;2015;1913
Česko;Saldo hospodaření fondů sociálního zabezpečení;2016;4886
Česko;Saldo hospodaření fondů sociálního zabezpečení;2017;8182
Česko;Saldo hospodaření fondů sociálního zabezpečení;2018;16646
Česko;Saldo hospodaření fondů sociálního zabezpečení;2019;11391
Česko;Saldo hospodaření fondů sociálního zabezpečení;2020;-11661
Česko;Saldo hospodaření fondů sociálního zabezpečení;2021;-9272
Česko;Saldo hospodaření fondů sociálního zabezpečení;2022;398
Česko;Saldo hospodaření fondů sociálního zabezpečení;2023;-4302
Česko;Saldo hospodaření fondů sociálního zabezpečení;2024;-20070
Česko;Hrubý konsolidovaný dluh vládních institucí;2015;1836047
Česko;Hrubý konsolidovaný dluh vládních institucí;2016;1754737
Česko;Hrubý konsolidovaný dluh vládních institucí;2017;1749677
Česko;Hrubý konsolidovaný dluh vládních institucí;2018;1734602
Česko;Hrubý konsolidovaný dluh vládních institucí;2019;1740263
Česko;Hrubý konsolidovaný dluh vládních institucí;2020;2149655
Česko;Hrubý konsolidovaný dluh vládních institucí;2021;2566752
Česko;Hrubý konsolidovaný dluh vládních institucí;2022;2997632
Česko;Hrubý konsolidovaný dluh vládních institucí;2023;3234077
Česko;Hrubý konsolidovaný dluh vládních institucí;2024;3491908
Česko;Oběživo a vklady (závazky);2015;6978
Česko;Oběživo a vklady (závazky);2016;9145
Česko;Oběživo a vklady (závazky);2017;5887
Česko;Oběživo a vklady (závazky);2018;8652
Česko;Oběživo a vklady (závazky);2019;5118
Česko;Oběživo a vklady (závazky);2020;10879
Česko;Oběživo a vklady (závazky);2021;16104
Česko;Oběživo a vklady (závazky);2022;22242
Česko;Oběživo a vklady (závazky);2023;31214
Česko;Oběživo a vklady (závazky);2024;45892
Česko;Dluhové cenné papíry (závazky);2015;1648330
Česko;Dluhové cenné papíry (závazky);2016;1592890
Česko;Dluhové cenné papíry (závazky);2017;1602348
Česko;Dluhové cenné papíry (závazky);2018;1553697
Česko;Dluhové cenné papíry (závazky);2019;1595690
Česko;Dluhové cenné papíry (závazky);2020;2011756
Česko;Dluhové cenné papíry (závazky);2021;2357797
Česko;Dluhové cenné papíry (závazky);2022;2597134
Česko;Dluhové cenné papíry (závazky);2023;2943282
Česko;Dluhové cenné papíry (závazky);2024;3159169
Česko;Půjčky (závazky);2015;180739
Česko;Půjčky (závazky);2016;152702
Česko;Půjčky (závazky);2017;141442
Česko;Půjčky (závazky);2018;172253
Česko;Půjčky (závazky);2019;139455
Česko;Půjčky (závazky);2020;127020
Česko;Půjčky (závazky);2021;192851
Česko;Půjčky (závazky);2022;378256
Česko;Půjčky (závazky);2023;259581
Česko;Půjčky (závazky);2024;286847
Česko;Tvorba hrubého fixního kapitálu;2015;236215
Česko;Tvorba hrubého fixního kapitálu;2016;155617
Česko;Tvorba hrubého fixního kapitálu;2017;170890
