Území,Ukazatel,Typ indexu,Očištění,Typ tržeb,Vybraná průmyslová činnost,Měsíce,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),listopad 2009,95.8786150423
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),říjen 2009,88.4866304206
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),září 2009,83.7951043994
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),srpen 2009,85.9781227131
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červenec 2009,79.710626482
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červen 2009,85.2390865694
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),květen 2009,77.0248354297
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),duben 2009,76.8287115665
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),březen 2009,87.4753845704
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),únor 2009,78.8791500015
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),leden 2009,76.1348688087
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),prosinec 2008,89.6197542568
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),listopad 2008,82.6848718017
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),říjen 2008,92.0176422086
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),září 2008,107.2499974097
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),srpen 2008,95.3185543348
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červenec 2008,104.1486828265
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červen 2008,100.7565966401
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),květen 2008,101.7885457823
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),duben 2008,111.8092170202
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),březen 2008,97.0948231218
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),únor 2008,109.4671545286
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),leden 2008,108.8085881153
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),prosinec 2007,109.4076667147
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),listopad 2007,113.6021990991
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),říjen 2007,114.7237474521
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),září 2007,107.6914907009
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),srpen 2007,113.5131732198
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červenec 2007,118.9719218858
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červen 2007,112.2320915234
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),květen 2007,112.4749709512
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),duben 2007,119.220652486
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),březen 2007,115.3104637788
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),únor 2007,118.5366445238
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),leden 2007,114.9856551327
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),prosinec 2006,105.710224364
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),listopad 2006,108.0239705669
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),říjen 2006,113.1770270534
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),září 2006,106.4728649994
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),srpen 2006,106.8611568017
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červenec 2006,109.2611514114
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červen 2006,108.8849116831
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),květen 2006,109.5110059321
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),duben 2006,99.8382182953
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),březen 2006,113.0273154295
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),únor 2006,108.3745230874
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),leden 2006,112.4670210274
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),prosinec 2005,106.591815792
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),listopad 2005,107.7485586998
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),říjen 2005,105.6923666836
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),září 2005,105.6054523295
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),srpen 2005,107.6948358417
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červenec 2005,103.8693021114
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červen 2005,106.7104291767
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),květen 2005,107.2855024531
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),duben 2005,107.6371471316
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),březen 2005,104.0623021879
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),únor 2005,108.0168996447
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),leden 2005,113.1942272124
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),prosinec 2004,114.9143428061
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),listopad 2004,120.5260334698
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),říjen 2004,113.3650149966
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),září 2004,114.258205529
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),srpen 2004,119.3943562053
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červenec 2004,112.9523172812
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červen 2004,121.4033657807
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),květen 2004,122.2729038036
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),duben 2004,114.8449084656
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),březen 2004,119.7821780933
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),únor 2004,112.885370655
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),leden 2004,105.9324128524
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),prosinec 2003,107.677811103
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),listopad 2003,99.265294211
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),říjen 2003,102.9707094317
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),září 2003,107.2103341757
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),srpen 2003,105.3063931917
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červenec 2003,102.1572558061
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červen 2003,105.0858549273
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),květen 2003,98.2063747245
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),duben 2003,103.1400975428
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),březen 2003,101.7130273331
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),únor 2003,100.6531955619
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),leden 2003,105.8068203798
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),prosinec 2002,104.6027962617
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),listopad 2002,101.2269808388
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),říjen 2002,99.4911025711
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),září 2002,104.7340615223
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),srpen 2002,91.1844472765
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červenec 2002,106.3598271013
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červen 2002,94.7622343454
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),květen 2002,97.7204364424
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),duben 2002,103.2112389639
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),březen 2002,97.5381418588
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),únor 2002,101.4865176531
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),leden 2002,96.5538546697
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),prosinec 2001,99.9848749652
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),listopad 2001,107.9492470451
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),říjen 2001,108.1452549598
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),září 2001,106.3131677511
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),srpen 2001,109.5171537778
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červenec 2001,112.4532617292
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červen 2001,111.5454972724
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),květen 2001,112.2413671944
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),duben 2001,116.6833245411
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),březen 2001,115.0358205983
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),únor 2001,114.728684275
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),leden 2001,127.2587000617
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),prosinec 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),listopad 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),říjen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),září 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),srpen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červenec 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),červen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,Průmysl celkem (B+C+D),květen 2000,
