Území;Ukazatel;Typ indexu;Očištění;Typ ceny;CZ NACE;Měsíce;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2008;106.9427373556
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2008;112.5537948332
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2008;107.4312932373
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2008;102.1811575772
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2008;89.6049375316
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2008;108.5372283579
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2008;103.817018091
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2009;95.1670405213
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2009;88.2981082043
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2009;100.5846216304
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2009;79.7646345916
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2009;88.6082108788
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2009;93.4914766306
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2009;88.1884119099
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2009;92.1610658099
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2009;98.2268844055
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2009;106.5647316476
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2009;92.948814727
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2009;87.9639673297
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2010;96.9206911513
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2010;104.9676804372
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2010;99.0926995805
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2010;116.2426374362
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2010;109.0969722647
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2010;106.4524093803
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2010;112.3903339525
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2010;106.1914995172
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2010;102.0374228465
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2010;98.3548278785
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2010;106.473814524
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2010;101.1873368403
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2011;105.4691848633
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2011;102.9102497597
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2011;96.3484686964
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2011;101.2686091992
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2011;100.7563218832
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2011;94.7923014375
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2011;95.230285513
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2011;97.5804078611
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2011;100.9679414962
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2011;99.2176634121
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2011;103.3726145614
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2011;99.336249117
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2012;104.8604148281
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2012;96.5184815285
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2012;99.300201752
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2012;104.3681172773
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2012;108.5206937524
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2012;108.6617187596
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2012;118.053792578
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2012;115.0781148833
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2012;107.0126800478
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2012;101.2959553909
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2012;99.9915479258
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2012;103.0961127881
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2013;103.2225436568
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2013;101.8654085668
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2013;117.1004101353
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2013;103.0277920939
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2013;102.0110108009
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2013;110.7034525009
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2013;100.8422928838
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2013;102.9161631191
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2013;98.1669071543
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2013;114.8983698116
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2013;121.4774521733
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2013;124.6742230242
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2014;108.9246655533
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2014;117.3440398656
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2014;100.9583771664
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2014;103.4821165662
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2014;103.6578773661
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2014;101.7198266362
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2014;98.0646140114
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2014;102.287306023
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2014;112.0996317677
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2014;103.375401194
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2014;94.4410050819
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2014;87.0359882851
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2015;92.2973225781
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2015;96.5902760526
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2015;99.4414135994
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2015;95.4045718204
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2015;92.4881587624
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2015;94.9660320506
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2015;96.6862785939
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2015;94.5604876189
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2015;97.4096437139
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2015;94.561552915
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2015;96.6245785
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2015;100.2874506459
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2016;101.6842584823
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2016;102.2613486134
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2016;98.5586220224
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2016;104.0219068472
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2016;108.1423133109
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2016;105.6219881243
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2016;103.9763358592
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2016;97.3354378054
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2016;97.9249485619
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2016;106.4246437563
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2016;102.1561113547
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2016;109.9799463785
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2017;108.3587543996
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2017;106.3231393138
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2017;109.0818684635
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2017;104.2488544362
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2017;104.7537301743
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2017;101.5533200346
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2017;104.0821929984
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2017;110.852908076
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2017;106.6092579584
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2017;99.2279221367
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2017;100.4417392169
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2017;108.2221278712
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2018;113.8772616925
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2018;108.1183919779
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2018;104.8856976215
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2018;109.5011996482
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2018;112.3919227228
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2018;110.3039483415
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2018;104.4696918855
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2018;104.5925656263
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2018;103.7886350388
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2018;108.6761386248
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2018;103.7627914324
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2018;94.6000100999
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2019;102.9379196751
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2019;104.5757606008
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2019;96.5373254446
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2019;93.6063997264
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2019;91.8623522776
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2019;92.4403397295
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2019;99.1400527192
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2019;100.4403662378
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;září 2019;99.7494460467
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2019;96.9998656127
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2019;96.7959046122
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2019;95.6211011268
