Roky,Území,Ukazatel,value
2024,Česko,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",428675.188
2024,Česko,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",428675.188
2024,Česko,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",206712.65
2024,Hlavní město Praha,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",175256.972
2024,Hlavní město Praha,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",89623.385
2024,Hlavní město Praha,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",34999.417
2024,Středočeský kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",25717.403
2024,Středočeský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",53254.421
2024,Středočeský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",26878.095
2024,Jihočeský kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",23206.467
2024,Jihočeský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",25482.75
2024,Jihočeský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",14020.265
2024,Plzeňský kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",13879.985
2024,Plzeňský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",20551.433
2024,Plzeňský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",8919.957
2024,Karlovarský kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",3256.049
2024,Karlovarský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",12409.767
2024,Karlovarský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",3192.417
2024,Ústecký kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",20526.443
2024,Ústecký kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",24125.047
2024,Ústecký kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",10300.187
2024,Liberecký kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",10568.889
2024,Liberecký kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",11215.388
2024,Liberecký kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",5818.193
2024,Královéhradecký kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",7355.374
2024,Královéhradecký kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",19134.674
2024,Královéhradecký kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",10463.13
2024,Pardubický kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",19857.876
2024,Pardubický kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",23928.714
2024,Pardubický kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",12916.145
2024,Kraj Vysočina,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",16312.476
2024,Kraj Vysočina,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",20582.068
2024,Kraj Vysočina,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",11057.13
2024,Jihomoravský kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",58477.23
2024,Jihomoravský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",53110.756
2024,Jihomoravský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",27066.109
2024,Olomoucký kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",16062.49
2024,Olomoucký kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",20595.966
2024,Olomoucký kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",11360.374
2024,Zlínský kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",14430.056
2024,Zlínský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",20184.164
2024,Zlínský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",13210.223
2024,Moravskoslezský kraj,"Stavební práce ""S"" v tuzemsku podle sídla podniku celkem",23767.478
2024,Moravskoslezský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby celkem",34476.655
2024,Moravskoslezský kraj,"Stavební práce ""S"" v tuzemsku podle místa stavby pro veřejné zadavatele",16511.008
