Území,Instituce,Ukazatel,Roky,value
Česko,Bankovní peněžní instituce,Počet aktivních jednotek,2018,47.0
Česko,Bankovní peněžní instituce,Počet aktivních jednotek,2019,50.0
Česko,Bankovní peněžní instituce,Počet aktivních jednotek,2020,49.0
Česko,Bankovní peněžní instituce,Počet aktivních jednotek,2021,46.0
Česko,Bankovní peněžní instituce,Počet aktivních jednotek,2022,46.0
Česko,Bankovní peněžní instituce,Počet aktivních jednotek,2023,47.0
Česko,Bankovní peněžní instituce,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2018,42413.0
Česko,Bankovní peněžní instituce,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2019,42459.0
Česko,Bankovní peněžní instituce,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2020,41001.0245786487
Česko,Bankovní peněžní instituce,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2021,40559.0
Česko,Bankovní peněžní instituce,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2022,39780.0
Česko,Bankovní peněžní instituce,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2023,40617.0
Česko,Bankovní peněžní instituce,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2018,42196.0
Česko,Bankovní peněžní instituce,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2019,41986.0
Česko,Bankovní peněžní instituce,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2020,41356.4810393232
Česko,Bankovní peněžní instituce,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2021,40394.0
Česko,Bankovní peněžní instituce,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2022,39544.4530571815
Česko,Bankovní peněžní instituce,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2023,39348.0
Česko,Bankovní peněžní instituce,Mzdy bez ostatních osobních nákladů (mil. Kč),2018,29396.701
Česko,Bankovní peněžní instituce,Mzdy bez ostatních osobních nákladů (mil. Kč),2019,30799.377
Česko,Bankovní peněžní instituce,Mzdy bez ostatních osobních nákladů (mil. Kč),2020,31108.1440089439
Česko,Bankovní peněžní instituce,Mzdy bez ostatních osobních nákladů (mil. Kč),2021,31230.88
Česko,Bankovní peněžní instituce,Mzdy bez ostatních osobních nákladů (mil. Kč),2022,33407.7348492408
Česko,Bankovní peněžní instituce,Mzdy bez ostatních osobních nákladů (mil. Kč),2023,35169.899
Česko,Bankovní peněžní instituce,Průměrná hrubá mzda na zaměstnance (Kč),2018,58055.8603501122
Česko,Bankovní peněžní instituce,Průměrná hrubá mzda na zaměstnance (Kč),2019,61130.2517505835
Česko,Bankovní peněžní instituce,Průměrná hrubá mzda na zaměstnance (Kč),2020,62682.9282601139
Česko,Bankovní peněžní instituce,Průměrná hrubá mzda na zaměstnance (Kč),2021,64429.700780644
Česko,Bankovní peněžní instituce,Průměrná hrubá mzda na zaměstnance (Kč),2022,70401.2241635446
Česko,Bankovní peněžní instituce,Průměrná hrubá mzda na zaměstnance (Kč),2023,74484.7239165057
