Území,Ukazatel,Typ ceny,Očištění,CZCPA,Měsíce,value
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2025,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2025,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2025,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2025,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2025,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2023,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2022,0.023348
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2022,0.037524
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2021,0.000887
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2021,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2018,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2015,0.031547
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2015,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2014,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2013,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2012,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2011,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2010,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2009,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,duben 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,březen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,únor 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,leden 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,prosinec 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,listopad 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,říjen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,září 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,srpen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červenec 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,červen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,37 Služby související s odpadními vodami,květen 2007,
