Území,Ukazatel,Roky,value
Česko,Koeficient příjmové nerovnosti S80/S20,2018,3.3
Česko,Koeficient příjmové nerovnosti S80/S20,2019,3.3
Česko,Koeficient příjmové nerovnosti S80/S20,2020,3.34
Česko,Koeficient příjmové nerovnosti S80/S20,2021,3.4
Česko,Koeficient příjmové nerovnosti S80/S20,2022,3.5
Česko,Koeficient příjmové nerovnosti S80/S20,2023,3.4
Česko,Koeficient příjmové nerovnosti S80/S20,2024,3.3
Česko,Gini koeficient,2018,24.0
Česko,Gini koeficient,2019,24.0
Česko,Gini koeficient,2020,24.15
Česko,Gini koeficient,2021,24.8
Česko,Gini koeficient,2022,24.8
Česko,Gini koeficient,2023,24.4
Česko,Gini koeficient,2024,23.7
