Území,Ukazatel,Očištění,Typ indexu,CZ-NACE,Měsíce,value
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2025,94.513580705
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2025,102.0489726392
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2025,100.9616214789
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2025,103.7369256283
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2024,99.3165809922
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2024,101.0288578488
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2024,97.2057372778
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2024,100.2571788661
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2024,100.659243442
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2024,99.4810950179
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2024,100.8321369545
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2024,94.1557023598
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2024,104.8555084321
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2024,100.000800046
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2024,94.7499365313
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2024,96.8988700956
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2023,105.1526746947
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2023,101.6456207173
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2023,97.6485985518
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2023,96.9149369491
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2023,104.3746084404
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2023,93.0861298393
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2023,97.7644386883
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2023,101.5985935474
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2023,99.1935457082
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2023,96.0112884917
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2023,99.5554447077
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2023,105.7532397375
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2022,94.8245403428
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2022,101.6916672099
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2022,100.0308972167
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2022,102.8790418782
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2022,101.4460005617
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2022,103.5267918829
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2022,100.9257543371
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2022,98.330474653
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2022,101.192772948
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2022,99.6424320205
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2022,92.4086805785
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2022,113.6109460237
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2021,92.1874125176
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2021,103.4255311229
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2021,99.1634746819
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2021,101.7515359992
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2021,99.7069863625
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2021,102.3751603449
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2021,96.3143626939
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2021,101.7295495341
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2021,100.6531842328
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2021,100.9979449067
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2021,99.8614704929
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2021,99.6399382482
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2020,102.9523112967
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2020,100.0814893971
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2020,101.0221127761
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2020,104.5692517469
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2020,94.7133308211
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2020,111.4319753732
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2020,107.3028463746
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2020,109.1666410656
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2020,80.8501709767
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2020,87.6603692909
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2020,101.95425059
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2020,97.2340611519
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2019,102.8352915808
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2019,97.2617035738
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2019,102.9993684517
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2019,97.9530891036
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2019,96.6681826767
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2019,100.6303690897
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2019,100.5116974223
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2019,98.6010396806
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2019,97.0819733051
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2019,104.1305862608
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2019,100.999734472
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2019,100.5694918235
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2018,98.9651449903
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2018,99.9569555084
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2018,96.8703567677
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2018,100.9358831605
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2018,101.1381293065
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2018,97.7883450253
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2018,102.8276092656
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2018,102.1045489781
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2018,99.6386755751
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2018,100.89222976
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2018,96.7670624064
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2018,97.018234634
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2017,103.0168470918
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2017,101.0163066137
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2017,100.2519386662
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2017,98.4783328499
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2017,102.9055511581
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2017,102.3115476757
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2017,93.4812309103
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2017,104.9332734124
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2017,103.1366104197
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2017,101.737898526
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2017,102.9974908601
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2017,98.831723331
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2016,98.7382049265
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2016,98.5221925333
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2016,103.3827048604
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2016,98.0923858885
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2016,106.8948141066
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2016,96.298063632
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2016,106.6599513546
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2016,97.1546147589
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2016,98.7818700618
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2016,98.0926367087
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2016,99.6948505425
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2016,99.2757689567
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2015,103.8032716606
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2015,96.5571809152
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2015,103.2015071576
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2015,100.0138263298
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2015,98.8423349321
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2015,98.3333472975
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2015,103.3895735678
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2015,100.2405354052
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2015,102.6920610517
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2015,99.039093709
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2015,100.2546849433
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2015,88.7494082878
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2014,111.2069150089
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2014,102.0766947104
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2014,99.474840379
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2014,102.3920798299
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2014,98.505882394
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2014,101.1960189946
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2014,94.9945937573
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2014,103.6784602309
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2014,99.0692323596
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2014,107.7468183095
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2014,96.880140859
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2014,92.9891194732
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2013,103.6056580246
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2013,101.0508847166
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2013,106.2734458403
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2013,93.0438739654
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2013,102.3492563975
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2013,103.6025651151
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2013,96.4188493067
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2013,102.228589982
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2013,101.4791030101
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2013,97.0134128403
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2013,106.1072086391
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2013,97.1467690911
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2012,101.4768260235
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2012,96.3853461476
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2012,103.3321670616
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",září 2012,96.5298586117
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",srpen 2012,99.6731887291
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červenec 2012,102.5828235349
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",červen 2012,101.4304516331
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",květen 2012,98.951210922
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",duben 2012,97.8568930336
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",březen 2012,102.4958096571
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",únor 2012,102.5821020527
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",leden 2012,91.0483796602
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",prosinec 2011,103.3724291606
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",listopad 2011,107.2513515071
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,"Výroba strojů a  zařízení, j.n.",říjen 2011,97.9077237599
