Typ indexu,Ukazatel,Očištění,Území,Odvětví (NACE),Čtvrtletí,value
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",4. čtvrtletí 2018,98.7604788102
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",1. čtvrtletí 2019,99.0776070209
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",2. čtvrtletí 2019,99.7768621438
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",3. čtvrtletí 2019,99.8337289219
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",4. čtvrtletí 2019,103.4463033597
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",1. čtvrtletí 2020,103.6760542163
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",2. čtvrtletí 2020,100.0256473551
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",3. čtvrtletí 2020,104.7753684294
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",4. čtvrtletí 2020,101.797242971
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",1. čtvrtletí 2021,102.7217653155
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",2. čtvrtletí 2021,106.4427324104
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",3. čtvrtletí 2021,101.1012421477
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",4. čtvrtletí 2021,101.9679265333
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",1. čtvrtletí 2022,98.136924875
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",2. čtvrtletí 2022,93.2956758468
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",3. čtvrtletí 2022,93.1158363812
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",4. čtvrtletí 2022,91.6268835283
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",1. čtvrtletí 2023,98.649066895
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",2. čtvrtletí 2023,94.1203699791
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",3. čtvrtletí 2023,93.0764435679
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",4. čtvrtletí 2023,92.9337203818
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",1. čtvrtletí 2024,88.3540224423
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",2. čtvrtletí 2024,95.3217359848
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",3. čtvrtletí 2024,96.8665274001
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",4. čtvrtletí 2024,98.7195376103
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",1. čtvrtletí 2025,99.3365853461
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",2. čtvrtletí 2025,102.0759362927
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,3. čtvrtletí 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,4. čtvrtletí 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2016,101.7587483017
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2016,107.2457747179
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,3. čtvrtletí 2016,103.9510324999
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,4. čtvrtletí 2016,98.7855295485
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2017,98.8856699979
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2017,101.4953466376
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,3. čtvrtletí 2017,96.9078336071
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,4. čtvrtletí 2017,98.6660198062
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2018,105.2326999985
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2018,101.7823051566
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,3. čtvrtletí 2018,103.2494279902
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,4. čtvrtletí 2018,94.0019750567
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2019,89.7694184406
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2019,92.3602327854
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,3. čtvrtletí 2019,98.1627733617
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,4. čtvrtletí 2019,106.4627154922
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2020,104.1017633969
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2020,94.5229862125
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,3. čtvrtletí 2020,99.6089306254
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,4. čtvrtletí 2020,99.4941627573
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2021,101.1832643194
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2021,106.7320975708
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,3. čtvrtletí 2021,98.8468091308
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,4. čtvrtletí 2021,98.355089181
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2022,95.388278699
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2022,94.4801882023
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,3. čtvrtletí 2022,92.3219292964
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,4. čtvrtletí 2022,96.5472220716
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2023,100.8277328316
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2023,105.7189767552
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,3. čtvrtletí 2023,107.1899671039
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,4. čtvrtletí 2023,107.7374957893
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2024,107.042539317
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2024,103.9434186095
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,3. čtvrtletí 2024,105.9546811683
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,4. čtvrtletí 2024,101.1917038842
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,1. čtvrtletí 2025,101.4608617655
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,2. čtvrtletí 2025,104.3784870905
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,3. čtvrtletí 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,4. čtvrtletí 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2016,91.60838291
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2016,96.1540180822
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,3. čtvrtletí 2016,102.896724525
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,4. čtvrtletí 2016,107.850014564
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2017,109.3457945485
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2017,92.5823488636
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,3. čtvrtletí 2017,85.9351888195
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,4. čtvrtletí 2017,86.6337788636
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2018,80.4712706499
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2018,95.8058984007
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,3. čtvrtletí 2018,98.7072427617
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,4. čtvrtletí 2018,92.7172361156
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2019,98.4270496385
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2019,91.0604287029
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,3. čtvrtletí 2019,94.1501583935
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,4. čtvrtletí 2019,106.6679255365
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2020,110.3063373787
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2020,104.0993551349
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,3. čtvrtletí 2020,102.8673426165
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,4. čtvrtletí 2020,109.2423386676
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2021,102.6191436322
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2021,96.0201381767
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,3. čtvrtletí 2021,96.3085889331
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,4. čtvrtletí 2021,89.7875331429
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2022,85.7833864096
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2022,82.1528076511
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,3. čtvrtletí 2022,91.2289387477
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,4. čtvrtletí 2022,91.4161565378
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2023,92.9468410389
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2023,122.7174451346
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,3. čtvrtletí 2023,107.3810255561
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,4. čtvrtletí 2023,103.6364585144
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2024,121.7277137404
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2024,104.6234868273
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,3. čtvrtletí 2024,99.011479462
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,4. čtvrtletí 2024,101.4778315429
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,1. čtvrtletí 2025,89.5290821095
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty,2. čtvrtletí 2025,86.2480298565
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky",1. čtvrtletí 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky",2. čtvrtletí 2015,
