Území;Ukazatel;Typ indexu;Očištění;Typ ceny;Odvětví (NACE);Čtvrtletí;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2015;108.5324021961
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2. čtvrtletí 2015;112.9901861337
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;3. čtvrtletí 2015;108.3507789539
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;4. čtvrtletí 2015;105.4081551013
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2016;109.5219468949
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2. čtvrtletí 2016;105.0526144929
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;3. čtvrtletí 2016;108.9321053894
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;4. čtvrtletí 2016;104.8307006984
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2017;110.979834437
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2. čtvrtletí 2017;107.7481704993
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;3. čtvrtletí 2017;107.1274083064
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;4. čtvrtletí 2017;110.1573230974
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2018;102.1704131412
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2. čtvrtletí 2018;112.0885764941
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;3. čtvrtletí 2018;109.0383637237
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;4. čtvrtletí 2018;107.7491894281
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2019;101.0831764158
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2. čtvrtletí 2019;105.4359758147
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;3. čtvrtletí 2019;113.3250771174
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;4. čtvrtletí 2019;109.6438879417
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2020;82.2730743014
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2. čtvrtletí 2020;99.5128749354
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;3. čtvrtletí 2020;102.7346097967
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;4. čtvrtletí 2020;80.1041116973
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2021;81.8265722707
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2. čtvrtletí 2021;102.1019542495
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;3. čtvrtletí 2021;97.8040266459
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;4. čtvrtletí 2021;118.6956446218
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2022;129.2210710602
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2. čtvrtletí 2022;93.018127513
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;3. čtvrtletí 2022;91.3940628127
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;4. čtvrtletí 2022;90.4536881475
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2023;94.3529316467
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2. čtvrtletí 2023;97.0064390613
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;3. čtvrtletí 2023;100.4627133315
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;4. čtvrtletí 2023;99.7392094757
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2024;99.6960204819
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2. čtvrtletí 2024;97.9513875688
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;3. čtvrtletí 2024;100.45525043
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;4. čtvrtletí 2024;99.5814634686
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;1. čtvrtletí 2025;104.966678843
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2001;111.2591121939
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2001;111.122072975
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2001;106.9343249914
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2001;109.2227830496
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2002;99.2193141831
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2002;94.4247722149
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2002;95.0913014577
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2002;98.4690915646
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2003;107.4546671112
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2003;104.6615245609
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2003;105.4935397665
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2003;108.2324286475
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2004;110.1900154493
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2004;107.6156361191
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2004;108.6966705752
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2004;106.2136413959
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2005;114.5131980742
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2005;108.7303013477
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2005;106.6668941096
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2005;112.7379302057
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2006;105.2876770287
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2006;107.3412494513
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2006;108.0190002219
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2006;109.1958569144
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2007;111.2507575
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2007;106.2069199126
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2007;106.7949255639
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2007;107.4274593349
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2008;98.2644245533
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2008;101.4433303683
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2008;100.6979309577
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2008;95.2890666405
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2009;100.1553198677
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2009;101.23547997
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2009;100.1358485139
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2009;98.8822485899
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2010;98.4015609364
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2010;98.9427399626
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2010;102.7942675184
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2010;99.3177934353
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2011;103.9534031997
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2011;103.4996997761
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2011;98.8225300017
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2011;100.5136315137
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2012;100.1660013113
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2012;101.2075548877
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2012;101.8392445795
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2012;100.8625218312
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2013;100.8768608763
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2013;98.9075718
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2013;98.7171530907
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2013;98.4064049674
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2014;98.2862464077
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2014;97.8787315788
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2014;100.518489654
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2014;102.5723882247
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2015;101.8158861665
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2015;105.5008204333
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2015;103.508029058
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2015;105.4580658275
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2016;103.4153500613
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2016;101.5353358837
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2016;102.7845288894
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2016;104.4437883005
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2017;106.168687007
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2017;107.1770308086
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2017;106.7071860325
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;4. čtvrtletí 2017;104.7265754922
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;1. čtvrtletí 2018;104.189996885
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2. čtvrtletí 2018;103.589476519
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;3. čtvrtletí 2018;101.3181002585
