Území;Čtvrtletí;Odvětví ekonomické činnosti;Ukazatel;value
Česko;4. čtvrtletí 2024;M - Profesní, vědecké a technické činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);112.2188798924
Česko;4. čtvrtletí 2024;M - Profesní, vědecké a technické činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);193.9178949669
Česko;4. čtvrtletí 2024;M - Profesní, vědecké a technické činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);3.5082360511
Česko;4. čtvrtletí 2024;M - Profesní, vědecké a technické činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.8424674836
Česko;4. čtvrtletí 2024;M - Profesní, vědecké a technické činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);57678.1281091473
Česko;4. čtvrtletí 2024;M - Profesní, vědecké a technické činnosti;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);6450.5346911819
Česko;4. čtvrtletí 2024;M - Profesní, vědecké a technické činnosti;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);112.5919143586
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);184.7705239027
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-0.0024125013
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.9986943427
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);33763.2862442141
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2660.3322893345
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.5533107022
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);206.5287668867
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);1.8580827171
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.9078401847
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);30206.2525335327
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2127.0766789331
Česko;4. čtvrtletí 2024;N - Administrativní a podpůrné činnosti;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.5752817317
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);295.458647119
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-0.466578292
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.8423323692
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);50047.2316768456
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1127.4401679403
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.304670836
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);301.786126524
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);0.3677088679
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.1219928333
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrná hrubá měsíční mzda na fyzické osoby (Kč);48997.9030302369
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);969.6490107762
Česko;4. čtvrtletí 2024;"O - Veřejná správa a obrana; povinné sociální zabezpečení";Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.0189137219
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);348.9882521641
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);5.3283232712
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.5504639393
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);52548.7019608339
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1197.798296858
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.3325749138
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);396.8604811684
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);8.4926928263
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.1867655046
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);46209.8911859754
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);770.3659949692
Česko;4. čtvrtletí 2024;P - Vzdělávání;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);101.6953654153
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);356.7425881111
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);6.8617984306
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.9611818176
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);54935.4279774525
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);4619.423373009
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);109.1808230986
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);395.3339237342
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);13.6206677211
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);103.5682983251
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);49572.7929709442
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);3452.824258182
Česko;4. čtvrtletí 2024;Q - Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.4866144851
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);50.95710792
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);0.0470992844
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.0925147837
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);43297.6218264113
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2922.693190664
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.2388813787
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);54.8634985508
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);0.3194112958
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.5856020549
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);40214.7447094795
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2529.8540282907
Česko;4. čtvrtletí 2024;R - Kulturní, zábavní a rekreační činnosti;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.7131786309
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);38.5704612393
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);0.4731980833
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.2420789426
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);38372.2283674326
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);3069.0113865203
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.6932910057
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);43.9214215417
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);-0.5721579585
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);98.7140662429
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);33697.3279771016
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);3469.2374822468
Česko;4. čtvrtletí 2024;S - Ostatní činnosti;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);111.4768661383
