Stát;Ukazatel;Čtvrtletí;value
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2004;3913.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2004;3106.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2004;2035.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2004;1668.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2003;2654.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2003;2868.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2003;1259.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2003;939.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2002;2798.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2002;1282.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2002;814.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2002;1499.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2001;2584.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2001;1287.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2001;883.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2001;1158.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2000;2613.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2000;952.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2000;824.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2000;1537.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 1999;2229.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 1999;2342.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 1999;664.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 1999;1363.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 1998;3630.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 1998;1546.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 1998;841.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 1998;810.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2025;111.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2024;70.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2024;58.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2024;157.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2024;136.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2023;245.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2023;197.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2023;216.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2023;84.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2022;196.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2022;158.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2022;152.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2022;111.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2021;175.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2021;125.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2021;124.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2021;150.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2020;161.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2020;170.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2020;241.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2020;99.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2019;230.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2019;154.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2019;82.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2019;193.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2018;281.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2018;108.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2018;103.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2018;166.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2017;107.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2017;72.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2017;124.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2017;52.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2016;187.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2016;92.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2016;98.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2016;304.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2015;165.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2015;220.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2015;84.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2015;120.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2014;119.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2014;125.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2014;107.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2014;100.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2013;142.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2013;91.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2013;85.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2013;96.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2012;79.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2012;166.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2012;191.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2012;145.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2011;169.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2011;177.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2011;157.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2011;115.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2010;183.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2010;172.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2010;172.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2010;259.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2009;186.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2009;89.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2009;139.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2009;389.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2008;123.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2008;285.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2008;151.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2008;168.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2007;319.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2007;201.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2007;55.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2007;158.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2006;212.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2006;131.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2006;186.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2006;122.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2005;276.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2005;100.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2005;145.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2005;273.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2004;290.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2004;161.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2004;140.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2004;128.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2003;523.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2003;287.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2003;240.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2003;163.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2002;432.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2002;155.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2002;316.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2002;167.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2001;284.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2001;244.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2001;186.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2001;110.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 2000;277.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 2000;191.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 2000;93.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 2000;184.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 1999;275.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 1999;170.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 1999;263.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 1999;59.0
Česko;Dokončené byty v nebytových budovách;4. čtvrtletí 1998;102.0
Česko;Dokončené byty v nebytových budovách;3. čtvrtletí 1998;224.0
Česko;Dokončené byty v nebytových budovách;2. čtvrtletí 1998;49.0
Česko;Dokončené byty v nebytových budovách;1. čtvrtletí 1998;32.0
