Roky,Území,Ukazatel,value
2025,Česko,Počet okrsků,14819.0
2025,Česko,Voliči v seznamu,8253316.0
2025,Česko,Vydané obálky,5690635.0
2025,Česko,Volební účast (%),68.95
2025,Česko,Odevzdané obálky,5685307.0
2025,Česko,Platné hlasy,5621717.0
2025,Česko,Počet kandidátů,4462.0
2025,Česko,Počet zvolených mužů,133.0
2025,Česko,Počet zvolených žen,67.0
2025,Hlavní město Praha,Počet okrsků,1166.0
2025,Hlavní město Praha,Voliči v seznamu,903298.0
2025,Hlavní město Praha,Vydané obálky,645322.0
2025,Hlavní město Praha,Volební účast (%),71.44
2025,Hlavní město Praha,Odevzdané obálky,644472.0
2025,Hlavní město Praha,Platné hlasy,636042.0
2025,Hlavní město Praha,Počet kandidátů,522.0
2025,Hlavní město Praha,Počet zvolených mužů,13.0
2025,Hlavní město Praha,Počet zvolených žen,10.0
2025,Středočeský kraj,Počet okrsků,2086.0
2025,Středočeský kraj,Voliči v seznamu,1071115.0
2025,Středočeský kraj,Vydané obálky,763448.0
2025,Středočeský kraj,Volební účast (%),71.28
2025,Středočeský kraj,Odevzdané obálky,762451.0
2025,Středočeský kraj,Platné hlasy,754016.0
2025,Středočeský kraj,Počet kandidátů,466.0
2025,Středočeský kraj,Počet zvolených mužů,21.0
2025,Středočeský kraj,Počet zvolených žen,5.0
2025,Jihočeský kraj,Počet okrsků,1257.0
2025,Jihočeský kraj,Voliči v seznamu,507836.0
2025,Jihočeský kraj,Vydané obálky,352907.0
2025,Jihočeský kraj,Volební účast (%),69.49
2025,Jihočeský kraj,Odevzdané obálky,352730.0
2025,Jihočeský kraj,Platné hlasy,348347.0
2025,Jihočeský kraj,Počet kandidátů,276.0
2025,Jihočeský kraj,Počet zvolených mužů,10.0
2025,Jihočeský kraj,Počet zvolených žen,2.0
2025,Plzeňský kraj,Počet okrsků,1086.0
2025,Plzeňský kraj,Voliči v seznamu,448999.0
2025,Plzeňský kraj,Vydané obálky,306492.0
2025,Plzeňský kraj,Volební účast (%),68.26
2025,Plzeňský kraj,Odevzdané obálky,306342.0
2025,Plzeňský kraj,Platné hlasy,302986.0
2025,Plzeňský kraj,Počet kandidátů,262.0
2025,Plzeňský kraj,Počet zvolených mužů,8.0
2025,Plzeňský kraj,Počet zvolených žen,4.0
2025,Karlovarský kraj,Počet okrsků,345.0
2025,Karlovarský kraj,Voliči v seznamu,225900.0
2025,Karlovarský kraj,Vydané obálky,137206.0
2025,Karlovarský kraj,Volební účast (%),60.74
2025,Karlovarský kraj,Odevzdané obálky,137070.0
2025,Karlovarský kraj,Platné hlasy,135439.0
2025,Karlovarský kraj,Počet kandidátů,182.0
2025,Karlovarský kraj,Počet zvolených mužů,3.0
2025,Karlovarský kraj,Počet zvolených žen,1.0
2025,Ústecký kraj,Počet okrsků,1043.0
2025,Ústecký kraj,Voliči v seznamu,632844.0
2025,Ústecký kraj,Vydané obálky,392130.0
2025,Ústecký kraj,Volební účast (%),61.96
2025,Ústecký kraj,Odevzdané obálky,391866.0
2025,Ústecký kraj,Platné hlasy,387602.0
2025,Ústecký kraj,Počet kandidátů,312.0
2025,Ústecký kraj,Počet zvolených mužů,9.0
2025,Ústecký kraj,Počet zvolených žen,4.0
2025,Liberecký kraj,Počet okrsků,582.0
2025,Liberecký kraj,Voliči v seznamu,342507.0
2025,Liberecký kraj,Vydané obálky,233091.0
2025,Liberecký kraj,Volební účast (%),68.05
2025,Liberecký kraj,Odevzdané obálky,232959.0
2025,Liberecký kraj,Platné hlasy,230132.0
2025,Liberecký kraj,Počet kandidátů,214.0
2025,Liberecký kraj,Počet zvolených mužů,3.0
2025,Liberecký kraj,Počet zvolených žen,3.0
2025,Královéhradecký kraj,Počet okrsků,918.0
2025,Královéhradecký kraj,Voliči v seznamu,432748.0
2025,Královéhradecký kraj,Vydané obálky,305361.0
2025,Královéhradecký kraj,Volební účast (%),70.56
2025,Královéhradecký kraj,Odevzdané obálky,305238.0
2025,Královéhradecký kraj,Platné hlasy,301924.0
2025,Královéhradecký kraj,Počet kandidátů,253.0
2025,Královéhradecký kraj,Počet zvolených mužů,7.0
2025,Královéhradecký kraj,Počet zvolených žen,4.0
2025,Pardubický kraj,Počet okrsků,878.0
2025,Pardubický kraj,Voliči v seznamu,404088.0
2025,Pardubický kraj,Vydané obálky,288572.0
2025,Pardubický kraj,Volební účast (%),71.41
2025,Pardubický kraj,Odevzdané obálky,288470.0
2025,Pardubický kraj,Platné hlasy,285378.0
2025,Pardubický kraj,Počet kandidátů,236.0
2025,Pardubický kraj,Počet zvolených mužů,6.0
2025,Pardubický kraj,Počet zvolených žen,5.0
2025,Kraj Vysočina,Počet okrsků,1137.0
2025,Kraj Vysočina,Voliči v seznamu,400975.0
2025,Kraj Vysočina,Vydané obálky,290819.0
2025,Kraj Vysočina,Volební účast (%),72.53
2025,Kraj Vysočina,Odevzdané obálky,290669.0
2025,Kraj Vysočina,Platné hlasy,287922.0
2025,Kraj Vysočina,Počet kandidátů,230.0
2025,Kraj Vysočina,Počet zvolených mužů,8.0
2025,Kraj Vysočina,Počet zvolených žen,3.0
2025,Jihomoravský kraj,Počet okrsků,1447.0
2025,Jihomoravský kraj,Voliči v seznamu,963958.0
2025,Jihomoravský kraj,Vydané obálky,675399.0
2025,Jihomoravský kraj,Volební účast (%),70.07
2025,Jihomoravský kraj,Odevzdané obálky,674531.0
2025,Jihomoravský kraj,Platné hlasy,667622.0
2025,Jihomoravský kraj,Počet kandidátů,465.0
2025,Jihomoravský kraj,Počet zvolených mužů,15.0
2025,Jihomoravský kraj,Počet zvolených žen,9.0
2025,Olomoucký kraj,Počet okrsků,932.0
2025,Olomoucký kraj,Voliči v seznamu,501178.0
2025,Olomoucký kraj,Vydané obálky,343842.0
2025,Olomoucký kraj,Volební účast (%),68.61
2025,Olomoucký kraj,Odevzdané obálky,343627.0
2025,Olomoucký kraj,Platné hlasy,340059.0
2025,Olomoucký kraj,Počet kandidátů,302.0
2025,Olomoucký kraj,Počet zvolených mužů,9.0
2025,Olomoucký kraj,Počet zvolených žen,4.0
2025,Zlínský kraj,Počet okrsků,684.0
2025,Zlínský kraj,Voliči v seznamu,460382.0
2025,Zlínský kraj,Vydané obálky,321182.0
2025,Zlínský kraj,Volební účast (%),69.76
2025,Zlínský kraj,Odevzdané obálky,321011.0
2025,Zlínský kraj,Platné hlasy,317779.0
2025,Zlínský kraj,Počet kandidátů,283.0
2025,Zlínský kraj,Počet zvolených mužů,8.0
2025,Zlínský kraj,Počet zvolených žen,4.0
2025,Moravskoslezský kraj,Počet okrsků,1258.0
2025,Moravskoslezský kraj,Voliči v seznamu,957488.0
2025,Moravskoslezský kraj,Vydané obálky,634864.0
2025,Moravskoslezský kraj,Volební účast (%),66.31
2025,Moravskoslezský kraj,Odevzdané obálky,633871.0
2025,Moravskoslezský kraj,Platné hlasy,626469.0
2025,Moravskoslezský kraj,Počet kandidátů,459.0
2025,Moravskoslezský kraj,Počet zvolených mužů,13.0
2025,Moravskoslezský kraj,Počet zvolených žen,9.0
