Území,Roky,Ukazatel,value
Česko,1999,"Stavební práce ""S"" v tuzemsku - inženýrské stavby (mil. Kč, b.c.)",60911.8828941348
Česko,1999,"Stavební práce ""S"" v tuzemsku - vodohospodářské stavby (mil. Kč, b.c.)",4315.4092119038
Česko,1999,"Stavební práce ""S"" v tuzemsku - opravy a údržba (mil. Kč, b.c.)",60426.0013046965
Česko,1999,"Stavební práce ""S"" v zahraničí (mil. Kč, b.c.)",2960.4878240197
Česko,1998,"Stavební práce ""S"" celkem (mil. Kč, b.c.)",250833.940239148
Česko,1998,"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)",248693.608172671
Česko,1998,"Stavební práce ""S"" v tuzemsku - nová výstavba, rekonstrukce a modernizace (mil. Kč, b.c.)",185892.680955538
Česko,1998,"Stavební práce ""S"" v tuzemsku - bytové budovy (mil. Kč, b.c.)",29911.0891291996
Česko,1998,"Stavební práce ""S"" v tuzemsku - nebytové budovy nevýrobní (mil. Kč, b.c.)",34583.1518113638
Česko,1998,"Stavební práce ""S"" v tuzemsku - nebytové budovy výrobní (mil. Kč, b.c.)",52472.1255026841
Česko,1998,"Stavební práce ""S"" v tuzemsku - inženýrské stavby (mil. Kč, b.c.)",64817.6597417538
Česko,1998,"Stavební práce ""S"" v tuzemsku - vodohospodářské stavby (mil. Kč, b.c.)",4108.6547705364
Česko,1998,"Stavební práce ""S"" v tuzemsku - opravy a údržba (mil. Kč, b.c.)",62800.9272171336
Česko,1998,"Stavební práce ""S"" v zahraničí (mil. Kč, b.c.)",2140.3320664765
Česko,1997,"Stavební práce ""S"" celkem (mil. Kč, b.c.)",247854.941485952
Česko,1997,"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)",245327.083360973
Česko,1997,"Stavební práce ""S"" v tuzemsku - nová výstavba, rekonstrukce a modernizace (mil. Kč, b.c.)",186611.645680083
Česko,1997,"Stavební práce ""S"" v tuzemsku - bytové budovy (mil. Kč, b.c.)",24844.2023638243
Česko,1997,"Stavební práce ""S"" v tuzemsku - nebytové budovy nevýrobní (mil. Kč, b.c.)",40785.1852335898
Česko,1997,"Stavební práce ""S"" v tuzemsku - nebytové budovy výrobní (mil. Kč, b.c.)",48386.2998485777
Česko,1997,"Stavební práce ""S"" v tuzemsku - inženýrské stavby (mil. Kč, b.c.)",66755.0582971496
Česko,1997,"Stavební práce ""S"" v tuzemsku - vodohospodářské stavby (mil. Kč, b.c.)",5840.8999369413
Česko,1997,"Stavební práce ""S"" v tuzemsku - opravy a údržba (mil. Kč, b.c.)",58715.4376808899
Česko,1997,"Stavební práce ""S"" v zahraničí (mil. Kč, b.c.)",2527.858124979
Česko,1996,"Stavební práce ""S"" celkem (mil. Kč, b.c.)",232624.18527057
Česko,1996,"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)",229179.265065686
Česko,1996,"Stavební práce ""S"" v tuzemsku - nová výstavba, rekonstrukce a modernizace (mil. Kč, b.c.)",172153.93880328
Česko,1996,"Stavební práce ""S"" v tuzemsku - bytové budovy (mil. Kč, b.c.)",15320.0670612987
Česko,1996,"Stavební práce ""S"" v tuzemsku - nebytové budovy nevýrobní (mil. Kč, b.c.)",40687.3007982225
Česko,1996,"Stavební práce ""S"" v tuzemsku - nebytové budovy výrobní (mil. Kč, b.c.)",53488.3346166106
Česko,1996,"Stavební práce ""S"" v tuzemsku - inženýrské stavby (mil. Kč, b.c.)",58650.5423710761
Česko,1996,"Stavební práce ""S"" v tuzemsku - vodohospodářské stavby (mil. Kč, b.c.)",4007.6939560721
Česko,1996,"Stavební práce ""S"" v tuzemsku - opravy a údržba (mil. Kč, b.c.)",57025.3262624057
Česko,1996,"Stavební práce ""S"" v zahraničí (mil. Kč, b.c.)",3444.9202048838
Česko,1995,"Stavební práce ""S"" celkem (mil. Kč, b.c.)",199376.558897967
Česko,1995,"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)",195883.145123355
Česko,1995,"Stavební práce ""S"" v tuzemsku - nová výstavba, rekonstrukce a modernizace (mil. Kč, b.c.)",146531.546670143
Česko,1995,"Stavební práce ""S"" v tuzemsku - bytové budovy (mil. Kč, b.c.)",11123.137298979
Česko,1995,"Stavební práce ""S"" v tuzemsku - nebytové budovy nevýrobní (mil. Kč, b.c.)",37425.8781142957
Česko,1995,"Stavební práce ""S"" v tuzemsku - nebytové budovy výrobní (mil. Kč, b.c.)",47499.6432732014
Česko,1995,"Stavební práce ""S"" v tuzemsku - inženýrské stavby (mil. Kč, b.c.)",46848.4518661203
Česko,1995,"Stavební práce ""S"" v tuzemsku - vodohospodářské stavby (mil. Kč, b.c.)",3634.4361175465
Česko,1995,"Stavební práce ""S"" v tuzemsku - opravy a údržba (mil. Kč, b.c.)",49351.5984532123
Česko,1995,"Stavební práce ""S"" v zahraničí (mil. Kč, b.c.)",3493.4137746118
Česko,1994,"Stavební práce ""S"" celkem (mil. Kč, b.c.)",166519.804920868
Česko,1994,"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)",163546.292790601
Česko,1994,"Stavební práce ""S"" v tuzemsku - nová výstavba, rekonstrukce a modernizace (mil. Kč, b.c.)",116861.94397035
Česko,1994,"Stavební práce ""S"" v tuzemsku - bytové budovy (mil. Kč, b.c.)",9594.6297153564
Česko,1994,"Stavební práce ""S"" v tuzemsku - nebytové budovy nevýrobní (mil. Kč, b.c.)",38743.1752193772
Česko,1994,"Stavební práce ""S"" v tuzemsku - nebytové budovy výrobní (mil. Kč, b.c.)",31693.8468825218
Česko,1994,"Stavební práce ""S"" v tuzemsku - inženýrské stavby (mil. Kč, b.c.)",33139.9698106263
Česko,1994,"Stavební práce ""S"" v tuzemsku - vodohospodářské stavby (mil. Kč, b.c.)",3690.3223424685
Česko,1994,"Stavební práce ""S"" v tuzemsku - opravy a údržba (mil. Kč, b.c.)",46684.348820251
Česko,1994,"Stavební práce ""S"" v zahraničí (mil. Kč, b.c.)",2973.5121302668
