Území;Očištění;Typ indexu;Ukazatel;Měsíce;value
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2001;108.4146001377
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2001;127.3181977598
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2001;125.1026785502
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2001;127.7004552033
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2001;138.8214593424
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2001;142.1133382349
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2001;131.8059368786
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2001;138.8546814433
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2001;127.3956688298
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2001;158.0293060163
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2001;142.6576230679
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2001;208.0715791353
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2025;100.0585632405
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2025;99.5548694681
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2025;100.9933800307
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2024;99.9944868382
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2024;100.4814657524
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2024;100.8408208153
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2024;104.3277769561
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2024;105.4309040774
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2024;99.8252667929
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2024;98.2037638671
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2024;98.4247422194
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2024;103.304048327
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2024;99.3981792014
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2024;103.8208278093
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2024;104.4074011291
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2023;110.1875114186
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2023;95.792295911
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2023;103.2328004053
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2023;95.9115457769
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2023;96.6060692252
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2023;97.3683940937
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2023;102.7183680278
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2023;105.0466072545
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2023;110.1819943075
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2023;113.7660329867
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2023;113.0328665755
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2023;105.5212286562
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2022;112.096273368
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2022;118.0280698467
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2022;119.496116127
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2022;127.6657207693
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2022;126.7824254092
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2022;117.2531773787
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2022;119.9751893089
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2022;116.0957440629
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2022;104.4800640085
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2022;107.9285920414
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2022;109.7006160277
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2022;113.103447425
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2021;104.766587514
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2021;107.7815139733
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2021;97.2273949174
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2021;98.4830160337
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2021;104.4545008838
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2021;112.0117289708
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2021;115.2856758846
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2021;128.2772009814
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2021;163.7620283613
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2021;117.5616122754
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2021;99.7909225929
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2021;101.8375706924
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2020;101.8101834444
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2020;104.7628183722
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2020;105.9661026185
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2020;100.756653739
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2020;96.9008428665
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2020;97.1937003846
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2020;89.399695686
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2020;76.7865698381
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2020;64.5746216017
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2020;88.4032752939
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2020;101.3458511372
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2020;101.3137072927
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2019;96.6838950933
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2019;96.5758300681
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2019;99.9388857368
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2019;99.26308622
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2019;98.1044663121
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2019;100.8294915569
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2019;98.5168471856
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2019;106.0041165965
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2019;107.2841109841
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2019;104.7524032928
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2019;103.332489211
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2019;100.267916074
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2018;103.5815076713
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2018;106.0284459319
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2018;105.8433891035
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2018;105.0188539148
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2018;103.8931391756
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2018;107.3763024379
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2018;106.4975661396
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2018;99.4324689672
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2018;97.9437438664
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2018;101.6595844291
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2018;101.009474523
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2018;105.0385089299
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2017;108.0058942206
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2017;105.4786040949
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2017;103.159254215
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2017;106.909311874
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2017;106.0541654835
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2017;108.032242329
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2017;105.7942013853
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2017;116.433565718
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2017;111.0156969491
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2017;107.5919636242
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2017;106.093236817
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2017;106.4521249388
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2016;105.4894798957
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2016;104.3793076691
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2016;100.8986456709
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2016;101.6237633182
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2016;107.4527202805
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2016;90.2592002701
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2016;101.8043935103
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2016;95.8839623419
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2016;98.4541313978
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2016;101.040180927
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2016;102.6506595673
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2016;101.1846005735
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2015;94.9268980939
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2015;97.6667494657
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2015;104.3070315353
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2015;101.8210166149
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2015;100.8025329623
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2015;105.2199534446
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2015;103.344462413
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2015;104.3120467588
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2015;103.4678968921
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2015;102.5511200736
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2015;102.9327672404
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2015;106.0406053424
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2014;105.5186887109
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2014;109.2046321314
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2014;108.7584672711
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2014;109.1184650243
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2014;102.1617900883
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2014;111.4748533949
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2014;109.9631991261
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2014;109.5209725416
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2014;110.6426009842
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2014;112.1248253024
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2014;112.0263800875
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2014;109.0658157517
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2013;110.1287610301
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2013;108.3760532751
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2013;104.7839495598
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2013;102.7238436196
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2013;107.9012744904
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2013;97.8530920439
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2013;98.7925824393
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2013;99.5959315917
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2013;100.2159862918
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2013;99.0731463268
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2013;94.3685589568
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2013;95.3307571243
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2012;97.4491694534
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2012;94.8218547226
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2012;98.3525434073
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2012;102.8194807488
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2012;100.4317973807
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2012;103.5145663337
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2012;104.5895196806
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2012;102.3006231781
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2012;102.6331857166
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2012;103.7985984675
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2012;108.8757998452
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2012;106.065931921
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2011;106.2127076575
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2011;106.5659037815
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2011;103.2970096795
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2011;101.3108479183
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2011;103.4893267561
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2011;108.3872391189
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2011;106.1999357581
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2011;110.811084701
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2011;109.3917612969
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2011;110.9007807378
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2011;112.5501760858
