Ukazatel,Území,Pořadí narození,Rodinný stav matky,Věk matky (jednoleté skupiny),Roky,value
Živě narození,Česko,Celkem,Celkem,32,2020,7873.0
Živě narození,Česko,Celkem,Celkem,32,2019,7872.0
Živě narození,Česko,Celkem,Celkem,32,2018,8312.0
Živě narození,Česko,Celkem,Celkem,32,2017,8303.0
Živě narození,Česko,Celkem,Celkem,32,2016,7993.0
Živě narození,Česko,Celkem,Celkem,32,2015,7744.0
Živě narození,Česko,Celkem,Celkem,32,2014,7903.0
Živě narození,Česko,Celkem,Celkem,32,2013,7649.0
Živě narození,Česko,Celkem,Celkem,32,2012,8106.0
Živě narození,Česko,Celkem,Celkem,32,2011,8676.0
Živě narození,Česko,Celkem,Celkem,32,2010,9157.0
Živě narození,Česko,Celkem,Celkem,32,2009,9129.0
Živě narození,Česko,Celkem,Celkem,32,2008,9182.0
Živě narození,Česko,Celkem,Celkem,32,2007,8277.0
Živě narození,Česko,Celkem,Celkem,32,2006,6730.0
Živě narození,Česko,Celkem,Celkem,32,2005,5691.0
Živě narození,Česko,Celkem,Celkem,32,2004,4522.0
Živě narození,Česko,Celkem,Celkem,32,2003,3991.0
Živě narození,Česko,Celkem,Celkem,32,2002,3466.0
Živě narození,Česko,Celkem,Celkem,32,2001,3009.0
Živě narození,Česko,Celkem,Celkem,33,2024,
Živě narození,Česko,Celkem,Celkem,33,2023,6185.0
Živě narození,Česko,Celkem,Celkem,33,2022,6779.0
Živě narození,Česko,Celkem,Celkem,33,2021,7434.0
Živě narození,Česko,Celkem,Celkem,33,2020,7133.0
Živě narození,Česko,Celkem,Celkem,33,2019,7416.0
Živě narození,Česko,Celkem,Celkem,33,2018,7423.0
Živě narození,Česko,Celkem,Celkem,33,2017,7258.0
Živě narození,Česko,Celkem,Celkem,33,2016,7230.0
Živě narození,Česko,Celkem,Celkem,33,2015,7057.0
Živě narození,Česko,Celkem,Celkem,33,2014,7046.0
Živě narození,Česko,Celkem,Celkem,33,2013,7155.0
Živě narození,Česko,Celkem,Celkem,33,2012,7616.0
Živě narození,Česko,Celkem,Celkem,33,2011,7613.0
Živě narození,Česko,Celkem,Celkem,33,2010,7962.0
Živě narození,Česko,Celkem,Celkem,33,2009,7741.0
Živě narození,Česko,Celkem,Celkem,33,2008,7540.0
Živě narození,Česko,Celkem,Celkem,33,2007,6725.0
Živě narození,Česko,Celkem,Celkem,33,2006,5259.0
Živě narození,Česko,Celkem,Celkem,33,2005,4216.0
Živě narození,Česko,Celkem,Celkem,33,2004,3547.0
Živě narození,Česko,Celkem,Celkem,33,2003,2974.0
Živě narození,Česko,Celkem,Celkem,33,2002,2691.0
Živě narození,Česko,Celkem,Celkem,33,2001,2450.0
Živě narození,Česko,Celkem,Celkem,34,2024,
Živě narození,Česko,Celkem,Celkem,34,2023,5455.0
Živě narození,Česko,Celkem,Celkem,34,2022,6077.0
Živě narození,Česko,Celkem,Celkem,34,2021,6671.0
Živě narození,Česko,Celkem,Celkem,34,2020,6435.0
Živě narození,Česko,Celkem,Celkem,34,2019,6565.0
Živě narození,Česko,Celkem,Celkem,34,2018,6389.0
Živě narození,Česko,Celkem,Celkem,34,2017,6429.0
Živě narození,Česko,Celkem,Celkem,34,2016,6325.0
Živě narození,Česko,Celkem,Celkem,34,2015,6298.0
Živě narození,Česko,Celkem,Celkem,34,2014,6497.0
Živě narození,Česko,Celkem,Celkem,34,2013,6417.0
Živě narození,Česko,Celkem,Celkem,34,2012,6635.0
Živě narození,Česko,Celkem,Celkem,34,2011,6347.0
Živě narození,Česko,Celkem,Celkem,34,2010,6613.0
Živě narození,Česko,Celkem,Celkem,34,2009,6492.0
Živě narození,Česko,Celkem,Celkem,34,2008,6068.0
Živě narození,Česko,Celkem,Celkem,34,2007,5106.0
Živě narození,Česko,Celkem,Celkem,34,2006,3927.0
Živě narození,Česko,Celkem,Celkem,34,2005,3329.0
Živě narození,Česko,Celkem,Celkem,34,2004,2771.0
Živě narození,Česko,Celkem,Celkem,34,2003,2382.0
Živě narození,Česko,Celkem,Celkem,34,2002,2210.0
Živě narození,Česko,Celkem,Celkem,34,2001,1938.0
Živě narození,Česko,Celkem,Celkem,35,2024,
Živě narození,Česko,Celkem,Celkem,35,2023,4717.0
Živě narození,Česko,Celkem,Celkem,35,2022,5186.0
Živě narození,Česko,Celkem,Celkem,35,2021,5853.0
Živě narození,Česko,Celkem,Celkem,35,2020,5673.0
Živě narození,Česko,Celkem,Celkem,35,2019,5623.0
Živě narození,Česko,Celkem,Celkem,35,2018,5592.0
Živě narození,Česko,Celkem,Celkem,35,2017,5625.0
Živě narození,Česko,Celkem,Celkem,35,2016,5503.0
Živě narození,Česko,Celkem,Celkem,35,2015,5751.0
Živě narození,Česko,Celkem,Celkem,35,2014,5902.0
Živě narození,Česko,Celkem,Celkem,35,2013,5622.0
Živě narození,Česko,Celkem,Celkem,35,2012,5470.0
Živě narození,Česko,Celkem,Celkem,35,2011,5360.0
Živě narození,Česko,Celkem,Celkem,35,2010,5684.0
Živě narození,Česko,Celkem,Celkem,35,2009,5132.0
Živě narození,Česko,Celkem,Celkem,35,2008,4543.0
Živě narození,Česko,Celkem,Celkem,35,2007,3713.0
Živě narození,Česko,Celkem,Celkem,35,2006,3040.0
Živě narození,Česko,Celkem,Celkem,35,2005,2595.0
Živě narození,Česko,Celkem,Celkem,35,2004,2138.0
Živě narození,Česko,Celkem,Celkem,35,2003,1849.0
Živě narození,Česko,Celkem,Celkem,35,2002,1774.0
Živě narození,Česko,Celkem,Celkem,35,2001,1580.0
Živě narození,Česko,Celkem,Celkem,36,2024,
Živě narození,Česko,Celkem,Celkem,36,2023,3950.0
Živě narození,Česko,Celkem,Celkem,36,2022,4385.0
Živě narození,Česko,Celkem,Celkem,36,2021,4853.0
Živě narození,Česko,Celkem,Celkem,36,2020,4700.0
Živě narození,Česko,Celkem,Celkem,36,2019,4739.0
Živě narození,Česko,Celkem,Celkem,36,2018,4809.0
Živě narození,Česko,Celkem,Celkem,36,2017,4563.0
Živě narození,Česko,Celkem,Celkem,36,2016,4734.0
Živě narození,Česko,Celkem,Celkem,36,2015,4927.0
Živě narození,Česko,Celkem,Celkem,36,2014,4890.0
Živě narození,Česko,Celkem,Celkem,36,2013,4396.0
Živě narození,Česko,Celkem,Celkem,36,2012,4408.0
Živě narození,Česko,Celkem,Celkem,36,2011,4311.0
Živě narození,Česko,Celkem,Celkem,36,2010,4235.0
Živě narození,Česko,Celkem,Celkem,36,2009,3668.0
Živě narození,Česko,Celkem,Celkem,36,2008,3208.0
Živě narození,Česko,Celkem,Celkem,36,2007,2730.0
Živě narození,Česko,Celkem,Celkem,36,2006,2250.0
Živě narození,Česko,Celkem,Celkem,36,2005,1924.0
Živě narození,Česko,Celkem,Celkem,36,2004,1708.0
Živě narození,Česko,Celkem,Celkem,36,2003,1459.0
Živě narození,Česko,Celkem,Celkem,36,2002,1430.0
Živě narození,Česko,Celkem,Celkem,36,2001,1366.0
Živě narození,Česko,Celkem,Celkem,37,2024,
Živě narození,Česko,Celkem,Celkem,37,2023,3317.0
Živě narození,Česko,Celkem,Celkem,37,2022,3581.0
Živě narození,Česko,Celkem,Celkem,37,2021,3954.0
Živě narození,Česko,Celkem,Celkem,37,2020,3773.0
Živě narození,Česko,Celkem,Celkem,37,2019,3732.0
Živě narození,Česko,Celkem,Celkem,37,2018,3814.0
Živě narození,Česko,Celkem,Celkem,37,2017,3954.0
Živě narození,Česko,Celkem,Celkem,37,2016,4106.0
Živě narození,Česko,Celkem,Celkem,37,2015,3958.0
Živě narození,Česko,Celkem,Celkem,37,2014,3687.0
Živě narození,Česko,Celkem,Celkem,37,2013,3535.0
Živě narození,Česko,Celkem,Celkem,37,2012,3365.0
Živě narození,Česko,Celkem,Celkem,37,2011,3121.0
Živě narození,Česko,Celkem,Celkem,37,2010,2985.0
Živě narození,Česko,Celkem,Celkem,37,2009,2503.0
Živě narození,Česko,Celkem,Celkem,37,2008,2383.0
Živě narození,Česko,Celkem,Celkem,37,2007,2022.0
Živě narození,Česko,Celkem,Celkem,37,2006,1521.0
Živě narození,Česko,Celkem,Celkem,37,2005,1400.0
Živě narození,Česko,Celkem,Celkem,37,2004,1246.0
Živě narození,Česko,Celkem,Celkem,37,2003,1075.0
Živě narození,Česko,Celkem,Celkem,37,2002,1133.0
Živě narození,Česko,Celkem,Celkem,37,2001,1044.0
Živě narození,Česko,Celkem,Celkem,38,2024,
Živě narození,Česko,Celkem,Celkem,38,2023,2655.0
Živě narození,Česko,Celkem,Celkem,38,2022,2906.0
Živě narození,Česko,Celkem,Celkem,38,2021,3093.0
Živě narození,Česko,Celkem,Celkem,38,2020,2955.0
Živě narození,Česko,Celkem,Celkem,38,2019,2960.0
Živě narození,Česko,Celkem,Celkem,38,2018,3123.0
Živě narození,Česko,Celkem,Celkem,38,2017,3343.0
Živě narození,Česko,Celkem,Celkem,38,2016,3174.0
Živě narození,Česko,Celkem,Celkem,38,2015,2993.0
Živě narození,Česko,Celkem,Celkem,38,2014,2841.0
Živě narození,Česko,Celkem,Celkem,38,2013,2681.0
Živě narození,Česko,Celkem,Celkem,38,2012,2457.0
Živě narození,Česko,Celkem,Celkem,38,2011,2087.0
Živě narození,Česko,Celkem,Celkem,38,2010,1926.0
Živě narození,Česko,Celkem,Celkem,38,2009,1853.0
Živě narození,Česko,Celkem,Celkem,38,2008,1555.0
Živě narození,Česko,Celkem,Celkem,38,2007,1397.0
Živě narození,Česko,Celkem,Celkem,38,2006,1202.0
Živě narození,Česko,Celkem,Celkem,38,2005,1025.0
Živě narození,Česko,Celkem,Celkem,38,2004,972.0
Živě narození,Česko,Celkem,Celkem,38,2003,932.0
Živě narození,Česko,Celkem,Celkem,38,2002,833.0
Živě narození,Česko,Celkem,Celkem,38,2001,663.0
Živě narození,Česko,Celkem,Celkem,39,2024,
Živě narození,Česko,Celkem,Celkem,39,2023,2062.0
Živě narození,Česko,Celkem,Celkem,39,2022,2334.0
Živě narození,Česko,Celkem,Celkem,39,2021,2515.0
Živě narození,Česko,Celkem,Celkem,39,2020,2409.0
Živě narození,Česko,Celkem,Celkem,39,2019,2606.0
Živě narození,Česko,Celkem,Celkem,39,2018,2682.0
Živě narození,Česko,Celkem,Celkem,39,2017,2640.0
Živě narození,Česko,Celkem,Celkem,39,2016,2498.0
Živě narození,Česko,Celkem,Celkem,39,2015,2218.0
Živě narození,Česko,Celkem,Celkem,39,2014,2129.0
Živě narození,Česko,Celkem,Celkem,39,2013,1946.0
Živě narození,Česko,Celkem,Celkem,39,2012,1622.0
Živě narození,Česko,Celkem,Celkem,39,2011,1413.0
Živě narození,Česko,Celkem,Celkem,39,2010,1371.0
Živě narození,Česko,Celkem,Celkem,39,2009,1241.0
Živě narození,Česko,Celkem,Celkem,39,2008,1183.0
Živě narození,Česko,Celkem,Celkem,39,2007,969.0
Živě narození,Česko,Celkem,Celkem,39,2006,848.0
Živě narození,Česko,Celkem,Celkem,39,2005,720.0
Živě narození,Česko,Celkem,Celkem,39,2004,746.0
Živě narození,Česko,Celkem,Celkem,39,2003,693.0
Živě narození,Česko,Celkem,Celkem,39,2002,618.0
Živě narození,Česko,Celkem,Celkem,39,2001,530.0
Živě narození,Česko,Celkem,Celkem,40,2024,
Živě narození,Česko,Celkem,Celkem,40,2023,1529.0
Živě narození,Česko,Celkem,Celkem,40,2022,1658.0
Živě narození,Česko,Celkem,Celkem,40,2021,1632.0
Živě narození,Česko,Celkem,Celkem,40,2020,1674.0
Živě narození,Česko,Celkem,Celkem,40,2019,1850.0
Živě narození,Česko,Celkem,Celkem,40,2018,1867.0
Živě narození,Česko,Celkem,Celkem,40,2017,1695.0
Živě narození,Česko,Celkem,Celkem,40,2016,1672.0
Živě narození,Česko,Celkem,Celkem,40,2015,1656.0
Živě narození,Česko,Celkem,Celkem,40,2014,1395.0
Živě narození,Česko,Celkem,Celkem,40,2013,1215.0
Živě narození,Česko,Celkem,Celkem,40,2012,1021.0
Živě narození,Česko,Celkem,Celkem,40,2011,977.0
Živě narození,Česko,Celkem,Celkem,40,2010,917.0
Živě narození,Česko,Celkem,Celkem,40,2009,832.0
Živě narození,Česko,Celkem,Celkem,40,2008,792.0
Živě narození,Česko,Celkem,Celkem,40,2007,704.0
Živě narození,Česko,Celkem,Celkem,40,2006,609.0
Živě narození,Česko,Celkem,Celkem,40,2005,535.0
Živě narození,Česko,Celkem,Celkem,40,2004,510.0
Živě narození,Česko,Celkem,Celkem,40,2003,472.0
Živě narození,Česko,Celkem,Celkem,40,2002,389.0
Živě narození,Česko,Celkem,Celkem,40,2001,351.0
Živě narození,Česko,Celkem,Celkem,41,2024,
Živě narození,Česko,Celkem,Celkem,41,2023,999.0
Živě narození,Česko,Celkem,Celkem,41,2022,1145.0
Živě narození,Česko,Celkem,Celkem,41,2021,1222.0
Živě narození,Česko,Celkem,Celkem,41,2020,1210.0
Živě narození,Česko,Celkem,Celkem,41,2019,1191.0
Živě narození,Česko,Celkem,Celkem,41,2018,1165.0
Živě narození,Česko,Celkem,Celkem,41,2017,1137.0
Živě narození,Česko,Celkem,Celkem,41,2016,1019.0
Živě narození,Česko,Celkem,Celkem,41,2015,966.0
Živě narození,Česko,Celkem,Celkem,41,2014,765.0
Živě narození,Česko,Celkem,Celkem,41,2013,695.0
Živě narození,Česko,Celkem,Celkem,41,2012,653.0
Živě narození,Česko,Celkem,Celkem,41,2011,534.0
Živě narození,Česko,Celkem,Celkem,41,2010,527.0
Živě narození,Česko,Celkem,Celkem,41,2009,496.0
Živě narození,Česko,Celkem,Celkem,41,2008,466.0
Živě narození,Česko,Celkem,Celkem,41,2007,401.0
Živě narození,Česko,Celkem,Celkem,41,2006,368.0
Živě narození,Česko,Celkem,Celkem,41,2005,338.0
Živě narození,Česko,Celkem,Celkem,41,2004,290.0
Živě narození,Česko,Celkem,Celkem,41,2003,257.0
Živě narození,Česko,Celkem,Celkem,41,2002,240.0
Živě narození,Česko,Celkem,Celkem,41,2001,225.0
Živě narození,Česko,Celkem,Celkem,42,2024,
Živě narození,Česko,Celkem,Celkem,42,2023,658.0
Živě narození,Česko,Celkem,Celkem,42,2022,791.0
Živě narození,Česko,Celkem,Celkem,42,2021,815.0
Živě narození,Česko,Celkem,Celkem,42,2020,808.0
Živě narození,Česko,Celkem,Celkem,42,2019,772.0
Živě narození,Česko,Celkem,Celkem,42,2018,722.0
Živě narození,Česko,Celkem,Celkem,42,2017,703.0
Živě narození,Česko,Celkem,Celkem,42,2016,594.0
Živě narození,Česko,Celkem,Celkem,42,2015,500.0
Živě narození,Česko,Celkem,Celkem,42,2014,411.0
Živě narození,Česko,Celkem,Celkem,42,2013,411.0
Živě narození,Česko,Celkem,Celkem,42,2012,362.0
Živě narození,Česko,Celkem,Celkem,42,2011,323.0
Živě narození,Česko,Celkem,Celkem,42,2010,311.0
Živě narození,Česko,Celkem,Celkem,42,2009,310.0
Živě narození,Česko,Celkem,Celkem,42,2008,301.0
Živě narození,Česko,Celkem,Celkem,42,2007,247.0
Živě narození,Česko,Celkem,Celkem,42,2006,216.0
Živě narození,Česko,Celkem,Celkem,42,2005,189.0
Živě narození,Česko,Celkem,Celkem,42,2004,164.0
Živě narození,Česko,Celkem,Celkem,42,2003,145.0
Živě narození,Česko,Celkem,Celkem,42,2002,146.0
Živě narození,Česko,Celkem,Celkem,42,2001,128.0
Živě narození,Česko,Celkem,Celkem,43,2024,
Živě narození,Česko,Celkem,Celkem,43,2023,419.0
Živě narození,Česko,Celkem,Celkem,43,2022,503.0
Živě narození,Česko,Celkem,Celkem,43,2021,502.0
Živě narození,Česko,Celkem,Celkem,43,2020,498.0
Živě narození,Česko,Celkem,Celkem,43,2019,409.0
Živě narození,Česko,Celkem,Celkem,43,2018,456.0
Živě narození,Česko,Celkem,Celkem,43,2017,362.0
Živě narození,Česko,Celkem,Celkem,43,2016,320.0
Živě narození,Česko,Celkem,Celkem,43,2015,263.0
Živě narození,Česko,Celkem,Celkem,43,2014,242.0
Živě narození,Česko,Celkem,Celkem,43,2013,211.0
Živě narození,Česko,Celkem,Celkem,43,2012,203.0
Živě narození,Česko,Celkem,Celkem,43,2011,183.0
Živě narození,Česko,Celkem,Celkem,43,2010,169.0
Živě narození,Česko,Celkem,Celkem,43,2009,178.0
Živě narození,Česko,Celkem,Celkem,43,2008,178.0
Živě narození,Česko,Celkem,Celkem,43,2007,168.0
Živě narození,Česko,Celkem,Celkem,43,2006,148.0
Živě narození,Česko,Celkem,Celkem,43,2005,109.0
Živě narození,Česko,Celkem,Celkem,43,2004,102.0
Živě narození,Česko,Celkem,Celkem,43,2003,84.0
Živě narození,Česko,Celkem,Celkem,43,2002,76.0
Živě narození,Česko,Celkem,Celkem,43,2001,73.0
Živě narození,Česko,Celkem,Celkem,44,2024,
Živě narození,Česko,Celkem,Celkem,44,2023,266.0
Živě narození,Česko,Celkem,Celkem,44,2022,268.0
Živě narození,Česko,Celkem,Celkem,44,2021,298.0
Živě narození,Česko,Celkem,Celkem,44,2020,286.0
Živě narození,Česko,Celkem,Celkem,44,2019,236.0
Živě narození,Česko,Celkem,Celkem,44,2018,234.0
Živě narození,Česko,Celkem,Celkem,44,2017,189.0
Živě narození,Česko,Celkem,Celkem,44,2016,175.0
Živě narození,Česko,Celkem,Celkem,44,2015,146.0
Živě narození,Česko,Celkem,Celkem,44,2014,122.0
Živě narození,Česko,Celkem,Celkem,44,2013,124.0
Živě narození,Česko,Celkem,Celkem,44,2012,94.0
Živě narození,Česko,Celkem,Celkem,44,2011,104.0
Živě narození,Česko,Celkem,Celkem,44,2010,88.0
Živě narození,Česko,Celkem,Celkem,44,2009,93.0
Živě narození,Česko,Celkem,Celkem,44,2008,91.0
Živě narození,Česko,Celkem,Celkem,44,2007,85.0
Živě narození,Česko,Celkem,Celkem,44,2006,65.0
Živě narození,Česko,Celkem,Celkem,44,2005,57.0
Živě narození,Česko,Celkem,Celkem,44,2004,45.0
Živě narození,Česko,Celkem,Celkem,44,2003,33.0
Živě narození,Česko,Celkem,Celkem,44,2002,37.0
Živě narození,Česko,Celkem,Celkem,44,2001,45.0
Živě narození,Česko,Celkem,Celkem,45,2024,
Živě narození,Česko,Celkem,Celkem,45,2023,160.0
Živě narození,Česko,Celkem,Celkem,45,2022,153.0
Živě narození,Česko,Celkem,Celkem,45,2021,164.0
Živě narození,Česko,Celkem,Celkem,45,2020,140.0
Živě narození,Česko,Celkem,Celkem,45,2019,156.0
Živě narození,Česko,Celkem,Celkem,45,2018,126.0
Živě narození,Česko,Celkem,Celkem,45,2017,96.0
Živě narození,Česko,Celkem,Celkem,45,2016,73.0
Živě narození,Česko,Celkem,Celkem,45,2015,69.0
Živě narození,Česko,Celkem,Celkem,45,2014,75.0
Živě narození,Česko,Celkem,Celkem,45,2013,60.0
Živě narození,Česko,Celkem,Celkem,45,2012,41.0
Živě narození,Česko,Celkem,Celkem,45,2011,44.0
Živě narození,Česko,Celkem,Celkem,45,2010,45.0
Živě narození,Česko,Celkem,Celkem,45,2009,40.0
Živě narození,Česko,Celkem,Celkem,45,2008,31.0
Živě narození,Česko,Celkem,Celkem,45,2007,27.0
Živě narození,Česko,Celkem,Celkem,45,2006,28.0
Živě narození,Česko,Celkem,Celkem,45,2005,26.0
Živě narození,Česko,Celkem,Celkem,45,2004,21.0
Živě narození,Česko,Celkem,Celkem,45,2003,24.0
Živě narození,Česko,Celkem,Celkem,45,2002,16.0
Živě narození,Česko,Celkem,Celkem,45,2001,21.0
Živě narození,Česko,Celkem,Celkem,46,2024,
Živě narození,Česko,Celkem,Celkem,46,2023,91.0
Živě narození,Česko,Celkem,Celkem,46,2022,94.0
Živě narození,Česko,Celkem,Celkem,46,2021,85.0
Živě narození,Česko,Celkem,Celkem,46,2020,82.0
Živě narození,Česko,Celkem,Celkem,46,2019,74.0
Živě narození,Česko,Celkem,Celkem,46,2018,68.0
Živě narození,Česko,Celkem,Celkem,46,2017,37.0
Živě narození,Česko,Celkem,Celkem,46,2016,50.0
Živě narození,Česko,Celkem,Celkem,46,2015,35.0
Živě narození,Česko,Celkem,Celkem,46,2014,31.0
Živě narození,Česko,Celkem,Celkem,46,2013,23.0
Živě narození,Česko,Celkem,Celkem,46,2012,36.0
Živě narození,Česko,Celkem,Celkem,46,2011,20.0
Živě narození,Česko,Celkem,Celkem,46,2010,19.0
Živě narození,Česko,Celkem,Celkem,46,2009,16.0
Živě narození,Česko,Celkem,Celkem,46,2008,14.0
Živě narození,Česko,Celkem,Celkem,46,2007,24.0
Živě narození,Česko,Celkem,Celkem,46,2006,12.0
Živě narození,Česko,Celkem,Celkem,46,2005,10.0
Živě narození,Česko,Celkem,Celkem,46,2004,11.0
Živě narození,Česko,Celkem,Celkem,46,2003,10.0
Živě narození,Česko,Celkem,Celkem,46,2002,10.0
Živě narození,Česko,Celkem,Celkem,46,2001,2.0
Živě narození,Česko,Celkem,Celkem,47,2024,
Živě narození,Česko,Celkem,Celkem,47,2023,47.0
Živě narození,Česko,Celkem,Celkem,47,2022,40.0
Živě narození,Česko,Celkem,Celkem,47,2021,47.0
Živě narození,Česko,Celkem,Celkem,47,2020,41.0
Živě narození,Česko,Celkem,Celkem,47,2019,27.0
Živě narození,Česko,Celkem,Celkem,47,2018,25.0
Živě narození,Česko,Celkem,Celkem,47,2017,20.0
Živě narození,Česko,Celkem,Celkem,47,2016,16.0
Živě narození,Česko,Celkem,Celkem,47,2015,14.0
Živě narození,Česko,Celkem,Celkem,47,2014,14.0
Živě narození,Česko,Celkem,Celkem,47,2013,15.0
Živě narození,Česko,Celkem,Celkem,47,2012,13.0
Živě narození,Česko,Celkem,Celkem,47,2011,16.0
Živě narození,Česko,Celkem,Celkem,47,2010,9.0
Živě narození,Česko,Celkem,Celkem,47,2009,5.0
Živě narození,Česko,Celkem,Celkem,47,2008,5.0
Živě narození,Česko,Celkem,Celkem,47,2007,3.0
Živě narození,Česko,Celkem,Celkem,47,2006,8.0
Živě narození,Česko,Celkem,Celkem,47,2005,3.0
Živě narození,Česko,Celkem,Celkem,47,2004,3.0
Živě narození,Česko,Celkem,Celkem,47,2003,4.0
Živě narození,Česko,Celkem,Celkem,47,2002,1.0
Živě narození,Česko,Celkem,Celkem,47,2001,4.0
Živě narození,Česko,Celkem,Celkem,48,2024,
Živě narození,Česko,Celkem,Celkem,48,2023,33.0
Živě narození,Česko,Celkem,Celkem,48,2022,35.0
Živě narození,Česko,Celkem,Celkem,48,2021,28.0
Živě narození,Česko,Celkem,Celkem,48,2020,23.0
Živě narození,Česko,Celkem,Celkem,48,2019,28.0
Živě narození,Česko,Celkem,Celkem,48,2018,14.0
Živě narození,Česko,Celkem,Celkem,48,2017,14.0
Živě narození,Česko,Celkem,Celkem,48,2016,16.0
Živě narození,Česko,Celkem,Celkem,48,2015,11.0
Živě narození,Česko,Celkem,Celkem,48,2014,12.0
Živě narození,Česko,Celkem,Celkem,48,2013,7.0
Živě narození,Česko,Celkem,Celkem,48,2012,7.0
Živě narození,Česko,Celkem,Celkem,48,2011,5.0
Živě narození,Česko,Celkem,Celkem,48,2010,9.0
Živě narození,Česko,Celkem,Celkem,48,2009,8.0
Živě narození,Česko,Celkem,Celkem,48,2008,5.0
Živě narození,Česko,Celkem,Celkem,48,2007,2.0
Živě narození,Česko,Celkem,Celkem,48,2006,6.0
Živě narození,Česko,Celkem,Celkem,48,2005,3.0
Živě narození,Česko,Celkem,Celkem,48,2004,3.0
Živě narození,Česko,Celkem,Celkem,48,2003,3.0
Živě narození,Česko,Celkem,Celkem,48,2002,2.0
Živě narození,Česko,Celkem,Celkem,48,2001,1.0
Živě narození,Česko,Celkem,Celkem,49,2024,
Živě narození,Česko,Celkem,Celkem,49,2023,24.0
Živě narození,Česko,Celkem,Celkem,49,2022,16.0
Živě narození,Česko,Celkem,Celkem,49,2021,24.0
Živě narození,Česko,Celkem,Celkem,49,2020,15.0
Živě narození,Česko,Celkem,Celkem,49,2019,13.0
Živě narození,Česko,Celkem,Celkem,49,2018,14.0
Živě narození,Česko,Celkem,Celkem,49,2017,13.0
Živě narození,Česko,Celkem,Celkem,49,2016,5.0
Živě narození,Česko,Celkem,Celkem,49,2015,10.0
Živě narození,Česko,Celkem,Celkem,49,2014,4.0
Živě narození,Česko,Celkem,Celkem,49,2013,6.0
Živě narození,Česko,Celkem,Celkem,49,2012,2.0
Živě narození,Česko,Celkem,Celkem,49,2011,6.0
Živě narození,Česko,Celkem,Celkem,49,2010,2.0
Živě narození,Česko,Celkem,Celkem,49,2009,5.0
Živě narození,Česko,Celkem,Celkem,49,2008,2.0
Živě narození,Česko,Celkem,Celkem,49,2007,3.0
Živě narození,Česko,Celkem,Celkem,49,2006,1.0
Živě narození,Česko,Celkem,Celkem,49,2005,2.0
Živě narození,Česko,Celkem,Celkem,49,2004,1.0
Živě narození,Česko,Celkem,Celkem,49,2003,0.0
Živě narození,Česko,Celkem,Celkem,49,2002,0.0
Živě narození,Česko,Celkem,Celkem,49,2001,1.0
Živě narození,Česko,Celkem,Celkem,50 a více,2024,18.0
Živě narození,Česko,Celkem,Celkem,50 a více,2023,12.0
Živě narození,Česko,Celkem,Celkem,50 a více,2022,11.0
Živě narození,Česko,Celkem,Celkem,50 a více,2021,11.0
Živě narození,Česko,Celkem,Celkem,50 a více,2020,4.0
Živě narození,Česko,Celkem,Celkem,50 a více,2019,11.0
Živě narození,Česko,Celkem,Celkem,50 a více,2018,10.0
Živě narození,Česko,Celkem,Celkem,50 a více,2017,7.0
Živě narození,Česko,Celkem,Celkem,50 a více,2016,9.0
Živě narození,Česko,Celkem,Celkem,50 a více,2015,13.0
Živě narození,Česko,Celkem,Celkem,50 a více,2014,4.0
Živě narození,Česko,Celkem,Celkem,50 a více,2013,2.0
Živě narození,Česko,Celkem,Celkem,50 a více,2012,10.0
Živě narození,Česko,Celkem,Celkem,50 a více,2011,8.0
Živě narození,Česko,Celkem,Celkem,50 a více,2010,4.0
Živě narození,Česko,Celkem,Celkem,50 a více,2009,4.0
Živě narození,Česko,Celkem,Celkem,50 a více,2008,4.0
Živě narození,Česko,Celkem,Celkem,50 a více,2007,6.0
Živě narození,Česko,Celkem,Celkem,50 a více,2006,2.0
Živě narození,Česko,Celkem,Celkem,50 a více,2005,4.0
Živě narození,Česko,Celkem,Celkem,50 a více,2004,0.0
Živě narození,Česko,Celkem,Celkem,50 a více,2003,1.0
Živě narození,Česko,Celkem,Celkem,50 a více,2002,1.0
Živě narození,Česko,Celkem,Celkem,50 a více,2001,1.0
