Ukazatel;Území;Druh zemědělské plodiny;Roky;value
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2022;12208.25
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2023;12341.18
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2024;6377.91
Sklizeň zemědělských plodin (t);Česko;Len olejný;2009;4290.71
Sklizeň zemědělských plodin (t);Česko;Len olejný;2010;3927.53
Sklizeň zemědělských plodin (t);Česko;Len olejný;2011;3432.97
Sklizeň zemědělských plodin (t);Česko;Len olejný;2012;2402.29
Sklizeň zemědělských plodin (t);Česko;Len olejný;2013;2066.21
Sklizeň zemědělských plodin (t);Česko;Len olejný;2014;2389.67
Sklizeň zemědělských plodin (t);Česko;Len olejný;2015;2127.24
Sklizeň zemědělských plodin (t);Česko;Len olejný;2016;2237.01
Sklizeň zemědělských plodin (t);Česko;Len olejný;2017;2348.73
Sklizeň zemědělských plodin (t);Česko;Len olejný;2018;1751.22
Sklizeň zemědělských plodin (t);Česko;Len olejný;2019;1350.2
Sklizeň zemědělských plodin (t);Česko;Len olejný;2020;1584.09
Sklizeň zemědělských plodin (t);Česko;Len olejný;2021;2530.68
Sklizeň zemědělských plodin (t);Česko;Len olejný;2022;2715.73
Sklizeň zemědělských plodin (t);Česko;Len olejný;2023;1476.49
Sklizeň zemědělských plodin (t);Česko;Len olejný;2024;1402.17
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2009;1194.58
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2010;977.97
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2011;1647.65
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2012;800.23
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2013;823.6
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2014;1040.75
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2015;1121.95
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2016;1549.41
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2017;1105.47
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2018;653.63
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2019;426.0
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2020;408.56
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2021;1112.19
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2022;626.11
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2023;305.42
Sklizeň zemědělských plodin (t);Česko;Ostatní olejniny;2024;516.49
Sklizeň zemědělských plodin (t);Česko;Konopí;2009;
Sklizeň zemědělských plodin (t);Česko;Konopí;2010;
Sklizeň zemědělských plodin (t);Česko;Konopí;2011;557.24
Sklizeň zemědělských plodin (t);Česko;Konopí;2012;392.89
Sklizeň zemědělských plodin (t);Česko;Konopí;2013;859.63
Sklizeň zemědělských plodin (t);Česko;Konopí;2014;
Sklizeň zemědělských plodin (t);Česko;Konopí;2015;648.81
Sklizeň zemědělských plodin (t);Česko;Konopí;2016;601.41
Sklizeň zemědělských plodin (t);Česko;Konopí;2017;466.08
Sklizeň zemědělských plodin (t);Česko;Konopí;2018;365.37
Sklizeň zemědělských plodin (t);Česko;Konopí;2019;182.8
Sklizeň zemědělských plodin (t);Česko;Konopí;2020;281.32
Sklizeň zemědělských plodin (t);Česko;Konopí;2021;62.24
Sklizeň zemědělských plodin (t);Česko;Konopí;2022;398.2
Sklizeň zemědělských plodin (t);Česko;Konopí;2023;127.64
Sklizeň zemědělských plodin (t);Česko;Konopí;2024;128.16
Sklizeň zemědělských plodin (t);Česko;Len přadný;2009;460.8
Sklizeň zemědělských plodin (t);Česko;Len přadný;2010;33.0
Sklizeň zemědělských plodin (t);Česko;Len přadný;2011;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2012;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2013;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2014;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2015;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2016;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2017;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2018;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2019;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2020;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2021;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2022;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2023;
Sklizeň zemědělských plodin (t);Česko;Len přadný;2024;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2009;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2010;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2011;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2012;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2013;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2014;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2015;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2016;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2017;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2018;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2019;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2020;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2021;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2022;
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2023;4434.76
Sklizeň zemědělských plodin (t);Česko;Léčivé, aromatické a kořeninové rostliny;2024;5160.25
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2009;1513.23
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2010;2690.39
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2011;3634.72
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2012;2918.62
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2013;1465.95
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2014;2171.77
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2015;2338.48
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2016;2090.86
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2017;3608.5
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2018;4287.07
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2019;1722.73
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2020;1539.4
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2021;3119.99
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2022;2528.77
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2023;
Sklizeň zemědělských plodin (t);Česko;Kořeninové rostliny;2024;
Sklizeň zemědělských plodin (t);Česko;Kmín;2009;1405.12
Sklizeň zemědělských plodin (t);Česko;Kmín;2010;2618.9
Sklizeň zemědělských plodin (t);Česko;Kmín;2011;3475.03
Sklizeň zemědělských plodin (t);Česko;Kmín;2012;2818.22
Sklizeň zemědělských plodin (t);Česko;Kmín;2013;1369.66
Sklizeň zemědělských plodin (t);Česko;Kmín;2014;2008.51
Sklizeň zemědělských plodin (t);Česko;Kmín;2015;1999.57
Sklizeň zemědělských plodin (t);Česko;Kmín;2016;1930.36957993
Sklizeň zemědělských plodin (t);Česko;Kmín;2017;3310.98
Sklizeň zemědělských plodin (t);Česko;Kmín;2018;3828.76
Sklizeň zemědělských plodin (t);Česko;Kmín;2019;970.53
Sklizeň zemědělských plodin (t);Česko;Kmín;2020;1092.49
Sklizeň zemědělských plodin (t);Česko;Kmín;2021;2647.8
Sklizeň zemědělských plodin (t);Česko;Kmín;2022;2236.24
Sklizeň zemědělských plodin (t);Česko;Kmín;2023;989.31
Sklizeň zemědělských plodin (t);Česko;Kmín;2024;1234.21
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2009;2387.36
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2010;2915.33
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2011;3380.69
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2012;3178.55
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2013;2309.36
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2014;2894.21
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2015;2014.89
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2016;1953.66
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2017;3123.19
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2018;2477.57
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2019;2535.38
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2020;2186.48
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2021;3278.88
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2022;3094.83
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2023;
Sklizeň zemědělských plodin (t);Česko;Léčivé rostliny;2024;
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2009;
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2010;
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2011;1665.27
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2012;22923.06
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2013;
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2014;
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2015;16846.77
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2016;5165.2
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2017;4079.7
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2018;918.1
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2019;1100.86
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2020;1306.32
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2021;635.99
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2022;603.95
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2023;546.01
Sklizeň zemědělských plodin (t);Česko;Energetické plodiny jinde neuvedené;2024;1790.94
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2009;1543.15
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2010;1342.22
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2011;651.26
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2012;2335.22
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2013;
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2014;
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2015;523.89
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2016;1060.19
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2017;882.37
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2018;
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2019;116.45
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2020;479.2368094797
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2021;1286.34
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2022;1263.42
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2023;
Sklizeň zemědělských plodin (t);Česko;Ostatní technické plodiny;2024;
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2009;2605526.942
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2010;2459946.242
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2011;2963812.106
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2012;2948426.786
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2013;2857237.672
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2014;3448625.124
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2015;2708295.0
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2016;3537769.55
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2017;4616410.73411765
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2018;3967377.24529412
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2019;4841585.42258824
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2020;5295063.63058824
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2021;5146238.88694118
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2022;4610429.81847059
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2023;4320899.285176471
Sklizeň zemědělských plodin (t);Česko;Pícniny na orné půdě;2024;4347322.427647059
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2009;
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2010;
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2011;172777.45
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2012;150693.3
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2013;173435.37
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2014;175286.01
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2015;150687.9
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2016;180368.39
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2017;149696.5
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2018;106587.41
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2019;125467.85
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2020;174780.62
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2021;183202.04
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2022;150403.32
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2023;189268.45
Sklizeň zemědělských plodin (t);Česko;Dočasné travní porosty a pastviny;2024;187497.47
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2009;6332712.06
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2010;5901650.07
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2011;7781562.61
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2012;8328238.63
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2013;7635366.62
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2014;9577873.04
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2015;7134351.0
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2016;9545239.27107168
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2017;7776989.84
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2018;6686996.35
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2019;8243653.99
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2020;8832116.81
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2021;8431654.64
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2022;7615122.33
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2023;7189809.76
Sklizeň zemědělských plodin (t);Česko;Kukuřice na zeleno;2024;7130453.62
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2009;
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2010;
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2011;360133.11
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2012;397135.5
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2013;465023.29
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2014;625142.4
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2015;483795.7
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2016;715728.05892832
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2017;397711.44
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2018;318423.26
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2019;497177.14
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2020;520016.94
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2021;367065.12
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2022;319820.17
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2023;260124.54
Sklizeň zemědělských plodin (t);Česko;Obiloviny na zeleno (mimo kukuřici);2024;361336.72
Sklizeň zemědělských plodin (t);Česko;Jetel;2009;376877.07
Sklizeň zemědělských plodin (t);Česko;Jetel;2010;337526.15
Sklizeň zemědělských plodin (t);Česko;Jetel;2011;338208.59
Sklizeň zemědělských plodin (t);Česko;Jetel;2012;319558.82
Sklizeň zemědělských plodin (t);Česko;Jetel;2013;319544.85
Sklizeň zemědělských plodin (t);Česko;Jetel;2014;367430.4
Sklizeň zemědělských plodin (t);Česko;Jetel;2015;308774.21
Sklizeň zemědělských plodin (t);Česko;Jetel;2016;417845.36
Sklizeň zemědělských plodin (t);Česko;Jetel;2017;398052.57
Sklizeň zemědělských plodin (t);Česko;Jetel;2018;346103.32
Sklizeň zemědělských plodin (t);Česko;Jetel;2019;375802.21
Sklizeň zemědělských plodin (t);Česko;Jetel;2020;425051.18
Sklizeň zemědělských plodin (t);Česko;Jetel;2021;407332.4
Sklizeň zemědělských plodin (t);Česko;Jetel;2022;387381.92
Sklizeň zemědělských plodin (t);Česko;Jetel;2023;325580.45
Sklizeň zemědělských plodin (t);Česko;Jetel;2024;344496.6
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2009;587221.39
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2010;527413.34
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2011;476031.94
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2012;404693.7
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2013;426976.55
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2014;480498.36
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2015;392390.5
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2016;484801.67
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2017;444872.69
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2018;418333.09
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2019;503051.65
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2020;540466.62
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2021;583285.81
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2022;524351.02
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2023;442164.91
Sklizeň zemědělských plodin (t);Česko;Vojtěška;2024;427167.38
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2009;271990.57
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2010;298613.85
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2011;250554.44
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2012;238263.19
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2013;237861.32
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2014;283568.18
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2015;241141.41
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2016;282042.2
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2017;248914.04
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2018;191342.15
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2019;230425.68
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2020;266704.71
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2021;314458.05
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2022;257459.26
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2023;288763.13
Sklizeň zemědělských plodin (t);Česko;Jetelinotravní směsi a ostaní jeteloviny;2024;295035.67
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2009;
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2010;
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2011;218033.99
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2012;188362.57
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2013;188577.3
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2014;273178.61
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2015;297071.06
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2016;385506.89
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2017;319850.31
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2018;303436.54
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2019;365911.07
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2020;474831.51
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2021;378499.99
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2022;321258.72
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2023;280088.04
Sklizeň zemědělských plodin (t);Česko;Luskoviny na zeleno a směsi plodin poutajících dusík (mimo jetelinotravní směsi);2024;390922.35
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2009;514477.5
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2010;580314.44
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2011;271468.72
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2012;262352.18
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2013;208130.7
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2014;233016.82
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2015;161285.24
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2016;217085.46
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2017;145363.25
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2018;135851.15
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2019;198873.15
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2020;261684.15
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2021;184948.86
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2022;134899.57
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2023;32849.64
Sklizeň zemědělských plodin (t);Česko;Ostatní pícniny na orné půdě;2024;33021.78
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2009;177227.41
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2010;148753.46
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2011;207402.47
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2012;169442.49
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2013;176950.44
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2014;221575.15
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2015;183603.42
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2016;227906.9
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2017;241692.08
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2018;198862.92
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2019;226340.73
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2020;252481.32
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2021;275317.53
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2022;246247.09
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2023;284169.54
Sklizeň zemědělských plodin (t);Česko;Zelenina konzumní;2024;257903.52
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2009;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2010;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2011;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2012;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2013;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2014;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2015;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2016;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2017;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2018;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2019;
Sklizeň zemědělských plodin (t);Česko;Kořenová a cibulová zelenina;2020;
