Ukazatel;Území;Druh zemědělské plodiny;Roky;value
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2010;58137.93
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2011;63564.25
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2012;39144.4
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2013;38275.71
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2014;53796.62
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2015;95908.0
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2016;84622.81
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2017;100417.14
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2018;79515.46
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2019;74165.47
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2020;91865.75
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2021;111889.6
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2022;123948.28
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2023;111675.64
Sklizeň zemědělských plodin (t);Česko;Luskoviny a bílkovinné plodiny na zrno;2024;97071.95
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2009;51866.37
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2010;48242.05
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2011;52341.11
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2012;30710.08
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2013;30700.25
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2014;42747.62
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2015;78160.86
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2016;68702.74
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2017;87322.52
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2018;70563.66
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2019;67343.89
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2020;84861.46
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2021;104422.56
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2022;115135.43
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2023;105684.33
Sklizeň zemědělských plodin (t);Česko;Hrách polní na zrno;2024;88144.89
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2009;2170.14
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2010;2554.0
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2011;3332.81
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2012;2459.07
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2013;2153.28
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2014;3761.75
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2015;3597.81
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2016;5854.41
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2017;6900.15
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2018;4822.12
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2019;3053.83
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2020;2395.79
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2021;2632.36
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2022;2613.19
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2023;1817.72
Sklizeň zemědělských plodin (t);Česko;Lupina na zrno;2024;2359.13
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2009;
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2010;
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2011;
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2012;
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2013;
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2014;
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2015;
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2016;
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2017;
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2018;1484.87
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2019;814.14
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2020;2209.18
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2021;2353.44
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2022;3119.81
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2023;2861.67
Sklizeň zemědělských plodin (t);Česko;Bob polní na zrno;2024;4523.34
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2009;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2010;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2011;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2012;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2013;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2014;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2015;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2016;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2017;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2018;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2019;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2020;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2021;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2022;
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2023;829.25
Sklizeň zemědělských plodin (t);Česko;Vikev na zrno;2024;1328.64
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2009;8035.53
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2010;7341.88
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2011;7890.33
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2012;5975.25
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2013;5422.18
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2014;7287.25
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2015;14149.16
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2016;10065.66
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2017;6194.47
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2018;2644.81
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2019;2953.61
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2020;2399.32
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2021;2481.24
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2022;3079.85
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2023;482.67
Sklizeň zemědělských plodin (t);Česko;Ostatní luskoviny a bílkovinné plodiny na zrno;2024;715.95
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2009;3817280.37
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2010;3758648.59
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2011;4725448.67
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2012;4562107.47
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2013;4298397.45
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2014;5136846.63
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2015;3942093.52
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2016;4835233.34
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2017;5104380.05
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2018;4328498.81
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2019;4298093.44
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2020;4382139.85
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2021;4830652.0
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2022;4729459.76
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2023;4417443.6
Sklizeň zemědělských plodin (t);Česko;Okopaniny;2024;5250648.83
Sklizeň zemědělských plodin (t);Česko;Brambory;2009;752539.27
Sklizeň zemědělských plodin (t);Česko;Brambory;2010;665175.55
Sklizeň zemědělských plodin (t);Česko;Brambory;2011;805331.13
Sklizeň zemědělských plodin (t);Česko;Brambory;2012;661795.13
Sklizeň zemědělských plodin (t);Česko;Brambory;2013;536449.53
Sklizeň zemědělských plodin (t);Česko;Brambory;2014;697539.49
Sklizeň zemědělských plodin (t);Česko;Brambory;2015;504955.0
Sklizeň zemědělských plodin (t);Česko;Brambory;2016;699605.3
Sklizeň zemědělských plodin (t);Česko;Brambory;2017;688969.98
Sklizeň zemědělských plodin (t);Česko;Brambory;2018;583560.01
Sklizeň zemědělských plodin (t);Česko;Brambory;2019;622599.99
Sklizeň zemědělských plodin (t);Česko;Brambory;2020;696220.05
Sklizeň zemědělských plodin (t);Česko;Brambory;2021;671859.71
Sklizeň zemědělských plodin (t);Česko;Brambory;2022;655258.13
Sklizeň zemědělských plodin (t);Česko;Brambory;2023;573768.51
Sklizeň zemědělských plodin (t);Česko;Brambory;2024;655513.49
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2009;28753.74
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2010;25489.16
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2011;27192.61
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2012;22103.12
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2013;11824.63
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2014;25153.28
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2015;18649.31
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2016;22347.92
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2017;16152.17
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2018;23632.03
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2019;25923.6
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2020;24479.02
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2021;12323.92
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2022;15566.79
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2023;19073.34
Sklizeň zemědělských plodin (t);Česko;Brambory rané;2024;26176.02
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2009;634190.14
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2010;557268.47
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2011;693720.82
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2012;563088.98
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2013;463995.4
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2014;602459.63
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2015;435344.0
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2016;607871.34
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2017;609809.96
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2018;502960.97
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2019;533410.11
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2020;603649.99
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2021;602038.21
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2022;582682.89
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2023;499311.14
Sklizeň zemědělských plodin (t);Česko;Brambory (mimo rané a sadbové);2024;563671.02
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2009;89595.39
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2010;82417.92
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2011;84417.7
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2012;76603.03
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2013;60629.5
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2014;69926.58
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2015;50961.17
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2016;69386.04
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2017;63007.85
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2018;56967.01
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2019;63266.28
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2020;68091.04
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2021;57497.58
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2022;57008.45
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2023;55384.03
Sklizeň zemědělských plodin (t);Česko;Brambory sadbové;2024;65666.45
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2009;3038220.19
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2010;3064985.93
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2011;3898886.74
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2012;3868829.01
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2013;3743772.33
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2014;4424618.88
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2015;3421035.0
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2016;4118356.35
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2017;4399521.4
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2018;3724309.0
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2019;3661421.42
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2020;3671228.93
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2021;4145058.35
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2022;4055470.66
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2023;3833867.56
Sklizeň zemědělských plodin (t);Česko;Řepa cukrová;2024;4584713.07
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2009;22618.16
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2010;26445.92
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2011;19033.08
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2012;27464.15
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2013;15773.5
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2014;14109.04
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2015;15036.48
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2016;16107.9
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2017;14271.67
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2018;17495.89
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2019;13221.78
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2020;13728.57
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2021;13587.87
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2022;17407.54
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2023;9635.77
Sklizeň zemědělských plodin (t);Česko;Řepa krmná;2024;10089.48
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2009;3902.75
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2010;2041.19
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2011;2197.72
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2012;4019.18
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2013;2402.09
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2014;579.22
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2015;1067.13
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2016;1163.79
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2017;1617.0
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2018;3133.91
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2019;850.25
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2020;962.3
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2021;146.07
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2022;1323.43
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2023;171.76
Sklizeň zemědělských plodin (t);Česko;Ostatní okopaniny;2024;332.79
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2009;1285522.97
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2010;1167073.53
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2011;1193625.3
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2012;1242458.66
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2013;1547929.16
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2014;1667760.27
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2015;1377374.02
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2016;1487354.37
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2017;1281595.52
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2018;1519378.61
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2019;1253833.68
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2020;1353274.53680948
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2021;1184693.63
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2022;1337021.04
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2023;1459462.45
Sklizeň zemědělských plodin (t);Česko;Technické plodiny;2024;1104299.86
Sklizeň zemědělských plodin (t);Česko;Olejniny;2009;1279618.43
Sklizeň zemědělských plodin (t);Česko;Olejniny;2010;1160092.59
Sklizeň zemědělských plodin (t);Česko;Olejniny;2011;1183736.12
Sklizeň zemědělských plodin (t);Česko;Olejniny;2012;1210710.32
Sklizeň zemědělských plodin (t);Česko;Olejniny;2013;1533658.78
Sklizeň zemědělských plodin (t);Česko;Olejniny;2014;1644058.22
Sklizeň zemědělských plodin (t);Česko;Olejniny;2015;1355001.18
Sklizeň zemědělských plodin (t);Česko;Olejniny;2016;1476483.05
Sklizeň zemědělských plodin (t);Česko;Olejniny;2017;1269435.68
Sklizeň zemědělských plodin (t);Česko;Olejniny;2018;1511330.5
Sklizeň zemědělských plodin (t);Česko;Olejniny;2019;1248175.46
Sklizeň zemědělských plodin (t);Česko;Olejniny;2020;1347481.78
Sklizeň zemědělských plodin (t);Česko;Olejniny;2021;1176310.19
Sklizeň zemědělských plodin (t);Česko;Olejniny;2022;1329131.87
Sklizeň zemědělských plodin (t);Česko;Olejniny;2023;1454354.04
Sklizeň zemědělských plodin (t);Česko;Olejniny;2024;1097220.01
Sklizeň zemědělských plodin (t);Česko;Řepka;2009;1128118.87
Sklizeň zemědělských plodin (t);Česko;Řepka;2010;1042417.89
Sklizeň zemědělských plodin (t);Česko;Řepka;2011;1046070.82
Sklizeň zemědělských plodin (t);Česko;Řepka;2012;1109136.51
Sklizeň zemědělských plodin (t);Česko;Řepka;2013;1443209.95
Sklizeň zemědělských plodin (t);Česko;Řepka;2014;1537320.3
Sklizeň zemědělských plodin (t);Česko;Řepka;2015;1256212.0
Sklizeň zemědělských plodin (t);Česko;Řepka;2016;1359124.85
Sklizeň zemědělských plodin (t);Česko;Řepka;2017;1146223.8
Sklizeň zemědělských plodin (t);Česko;Řepka;2018;1410769.02
Sklizeň zemědělských plodin (t);Česko;Řepka;2019;1156973.36
Sklizeň zemědělských plodin (t);Česko;Řepka;2020;1245327.96
Sklizeň zemědělských plodin (t);Česko;Řepka;2021;1024927.97
Sklizeň zemědělských plodin (t);Česko;Řepka;2022;1166392.56
Sklizeň zemědělských plodin (t);Česko;Řepka;2023;1309495.79
Sklizeň zemědělských plodin (t);Česko;Řepka;2024;946890.85
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2009;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2010;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2011;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2012;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2013;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2014;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2015;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2016;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2017;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2018;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2019;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2020;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2021;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2022;
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2023;1308861.95
Sklizeň zemědělských plodin (t);Česko;Řepka ozimá;2024;946469.7
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2009;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2010;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2011;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2012;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2013;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2014;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2015;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2016;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2017;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2018;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2019;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2020;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2021;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2022;
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2023;633.84
Sklizeň zemědělských plodin (t);Česko;Řepka jarní;2024;421.15
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2009;61030.67
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2010;57358.38
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2011;70900.05
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2012;56943.0
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2013;46799.22
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2014;42313.97
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2015;31618.07
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2016;44634.3
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2017;53155.73
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2018;47593.64
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2019;28810.91
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2020;29094.8
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2021;52117.9
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2022;59684.78
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2023;49313.31
Sklizeň zemědělských plodin (t);Česko;Slunečnice na semeno;2024;41116.54
Sklizeň zemědělských plodin (t);Česko;Sója;2009;13640.58
Sklizeň zemědělských plodin (t);Česko;Sója;2010;16135.08
Sklizeň zemědělských plodin (t);Česko;Sója;2011;17933.7
Sklizeň zemědělských plodin (t);Česko;Sója;2012;13148.94
Sklizeň zemědělských plodin (t);Česko;Sója;2013;13470.5
Sklizeň zemědělských plodin (t);Česko;Sója;2014;16492.65
Sklizeň zemědělských plodin (t);Česko;Sója;2015;20237.92
Sklizeň zemědělských plodin (t);Česko;Sója;2016;27971.76
Sklizeň zemědělských plodin (t);Česko;Sója;2017;37012.29
Sklizeň zemědělských plodin (t);Česko;Sója;2018;25258.67
Sklizeň zemědělských plodin (t);Česko;Sója;2019;27837.54
Sklizeň zemědělských plodin (t);Česko;Sója;2020;33018.83
Sklizeň zemědělských plodin (t);Česko;Sója;2021;51455.68
Sklizeň zemědělských plodin (t);Česko;Sója;2022;65540.93
Sklizeň zemědělských plodin (t);Česko;Sója;2023;63394.22
Sklizeň zemědělských plodin (t);Česko;Sója;2024;73665.76
Sklizeň zemědělských plodin (t);Česko;Mák;2009;32691.9
Sklizeň zemědělských plodin (t);Česko;Mák;2010;23690.05
Sklizeň zemědělských plodin (t);Česko;Mák;2011;26918.04
Sklizeň zemědělských plodin (t);Česko;Mák;2012;12813.51
Sklizeň zemědělských plodin (t);Česko;Mák;2013;13911.26
Sklizeň zemědělských plodin (t);Česko;Mák;2014;24665.39
Sklizeň zemědělských plodin (t);Česko;Mák;2015;26743.06
Sklizeň zemědělských plodin (t);Česko;Mák;2016;28574.42
Sklizeň zemědělských plodin (t);Česko;Mák;2017;20047.64
Sklizeň zemědělských plodin (t);Česko;Mák;2018;13665.76
Sklizeň zemědělských plodin (t);Česko;Mák;2019;23606.36
Sklizeň zemědělských plodin (t);Česko;Mák;2020;28702.32
Sklizeň zemědělských plodin (t);Česko;Mák;2021;29691.48
Sklizeň zemědělských plodin (t);Česko;Mák;2022;21963.51
Sklizeň zemědělských plodin (t);Česko;Mák;2023;18027.63
Sklizeň zemědělských plodin (t);Česko;Mák;2024;27250.29
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2009;38651.12
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2010;15585.69
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2011;16832.89
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2012;15465.84
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2013;13378.04
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2014;19835.49
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2015;16940.96
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2016;12391.3
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2017;9542.02
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2018;11638.56
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2019;9171.09
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2020;9345.22
Sklizeň zemědělských plodin (t);Česko;Hořčice na semeno;2021;14474.29
