Stát;Ukazatel;Kumulace měsíců;value
Česko;Zahájené byty - nová výstavba;01-06 2012;10230.0
Česko;Zahájené byty - nová výstavba;01-05 2012;8702.0
Česko;Zahájené byty - nová výstavba;01-04 2012;6929.0
Česko;Zahájené byty - nová výstavba;01-03 2012;5403.0
Česko;Zahájené byty - nová výstavba;01-02 2012;3521.0
Česko;Zahájené byty - nová výstavba;01 2012;2055.0
Česko;Zahájené byty - nová výstavba;01-12 2011;22729.0
Česko;Zahájené byty - nová výstavba;01-11 2011;21215.0
Česko;Zahájené byty - nová výstavba;01-10 2011;19778.0
Česko;Zahájené byty - nová výstavba;01-09 2011;17754.0
Česko;Zahájené byty - nová výstavba;01-08 2011;15617.0
Česko;Zahájené byty - nová výstavba;01-07 2011;13725.0
Česko;Zahájené byty - nová výstavba;01-06 2011;11747.0
Česko;Zahájené byty - nová výstavba;01-05 2011;9807.0
Česko;Zahájené byty - nová výstavba;01-04 2011;7353.0
Česko;Zahájené byty - nová výstavba;01-03 2011;5499.0
Česko;Zahájené byty - nová výstavba;01-02 2011;3569.0
Česko;Zahájené byty - nová výstavba;01 2011;1882.0
Česko;Zahájené byty - nová výstavba;01-12 2010;23373.0
Česko;Zahájené byty - nová výstavba;01-11 2010;21585.0
Česko;Zahájené byty - nová výstavba;01-10 2010;19984.0
Česko;Zahájené byty - nová výstavba;01-09 2010;18289.0
Česko;Zahájené byty - nová výstavba;01-08 2010;16305.0
Česko;Zahájené byty - nová výstavba;01-07 2010;14008.0
Česko;Zahájené byty - nová výstavba;01-06 2010;11955.0
Česko;Zahájené byty - nová výstavba;01-05 2010;9900.0
Česko;Zahájené byty - nová výstavba;01-04 2010;7532.0
Česko;Zahájené byty - nová výstavba;01-03 2010;5174.0
Česko;Zahájené byty - nová výstavba;01-02 2010;3267.0
Česko;Zahájené byty - nová výstavba;01 2010;1757.0
Česko;Zahájené byty - nová výstavba;01-12 2009;31151.0
Česko;Zahájené byty - nová výstavba;01-11 2009;29388.0
Česko;Zahájené byty - nová výstavba;01-10 2009;27064.0
Česko;Zahájené byty - nová výstavba;01-09 2009;24857.0
Česko;Zahájené byty - nová výstavba;01-08 2009;21480.0
Česko;Zahájené byty - nová výstavba;01-07 2009;18719.0
Česko;Zahájené byty - nová výstavba;01-06 2009;15105.0
Česko;Zahájené byty - nová výstavba;01-05 2009;12056.0
Česko;Zahájené byty - nová výstavba;01-04 2009;9183.0
Česko;Zahájené byty - nová výstavba;01-03 2009;6974.0
Česko;Zahájené byty - nová výstavba;01-02 2009;4421.0
Česko;Zahájené byty - nová výstavba;01 2009;2381.0
Česko;Zahájené byty - nová výstavba;01-12 2008;37606.0
Česko;Zahájené byty - nová výstavba;01-11 2008;35290.0
Česko;Zahájené byty - nová výstavba;01-10 2008;32616.0
Česko;Zahájené byty - nová výstavba;01-09 2008;29329.0
Česko;Zahájené byty - nová výstavba;01-08 2008;25722.0
Česko;Zahájené byty - nová výstavba;01-07 2008;22506.0
Česko;Zahájené byty - nová výstavba;01-06 2008;18826.0
Česko;Zahájené byty - nová výstavba;01-05 2008;14850.0
Česko;Zahájené byty - nová výstavba;01-04 2008;11282.0
Česko;Zahájené byty - nová výstavba;01-03 2008;8255.0
Česko;Zahájené byty - nová výstavba;01-02 2008;5918.0
Česko;Zahájené byty - nová výstavba;01 2008;3001.0
Česko;Zahájené byty - nová výstavba;01-12 2007;
Česko;Zahájené byty - nová výstavba;01-11 2007;
Česko;Zahájené byty - nová výstavba;01-10 2007;
Česko;Zahájené byty - nová výstavba;01-09 2007;
Česko;Zahájené byty - nová výstavba;01-08 2007;
Česko;Zahájené byty - nová výstavba;01-07 2007;
Česko;Zahájené byty - nová výstavba;01-06 2007;
Česko;Zahájené byty - nová výstavba;01-05 2007;
Česko;Zahájené byty - nová výstavba;01-04 2007;
Česko;Zahájené byty - nová výstavba;01-03 2007;
Česko;Zahájené byty - nová výstavba;01-02 2007;
Česko;Zahájené byty - nová výstavba;01 2007;
Česko;Zahájené byty - nová výstavba;01-12 2006;
Česko;Zahájené byty - nová výstavba;01-11 2006;
Česko;Zahájené byty - nová výstavba;01-10 2006;
Česko;Zahájené byty - nová výstavba;01-09 2006;
Česko;Zahájené byty - nová výstavba;01-08 2006;
Česko;Zahájené byty - nová výstavba;01-07 2006;
Česko;Zahájené byty - nová výstavba;01-06 2006;
Česko;Zahájené byty - nová výstavba;01-05 2006;
Česko;Zahájené byty - nová výstavba;01-04 2006;
Česko;Zahájené byty - nová výstavba;01-03 2006;
Česko;Zahájené byty - nová výstavba;01-02 2006;
Česko;Zahájené byty - nová výstavba;01 2006;
Česko;Zahájené byty - nová výstavba;01-12 2005;
Česko;Zahájené byty - nová výstavba;01-11 2005;
Česko;Zahájené byty - nová výstavba;01-10 2005;
Česko;Zahájené byty - nová výstavba;01-09 2005;
Česko;Zahájené byty - nová výstavba;01-08 2005;
Česko;Zahájené byty - nová výstavba;01-07 2005;
Česko;Zahájené byty - nová výstavba;01-06 2005;
Česko;Zahájené byty - nová výstavba;01-05 2005;
Česko;Zahájené byty - nová výstavba;01-04 2005;
Česko;Zahájené byty - nová výstavba;01-03 2005;
Česko;Zahájené byty - nová výstavba;01-02 2005;
Česko;Zahájené byty - nová výstavba;01 2005;
Česko;Zahájené byty - nová výstavba;01-12 2004;
Česko;Zahájené byty - nová výstavba;01-11 2004;
Česko;Zahájené byty - nová výstavba;01-10 2004;
Česko;Zahájené byty - nová výstavba;01-09 2004;
Česko;Zahájené byty - nová výstavba;01-08 2004;
Česko;Zahájené byty - nová výstavba;01-07 2004;
Česko;Zahájené byty - nová výstavba;01-06 2004;
Česko;Zahájené byty - nová výstavba;01-05 2004;
Česko;Zahájené byty - nová výstavba;01-04 2004;
Česko;Zahájené byty - nová výstavba;01-03 2004;
Česko;Zahájené byty - nová výstavba;01-02 2004;
Česko;Zahájené byty - nová výstavba;01 2004;
Česko;Zahájené byty - nová výstavba;01-12 2003;
Česko;Zahájené byty - nová výstavba;01-11 2003;
Česko;Zahájené byty - nová výstavba;01-10 2003;
Česko;Zahájené byty - nová výstavba;01-09 2003;
Česko;Zahájené byty - nová výstavba;01-08 2003;
Česko;Zahájené byty - nová výstavba;01-07 2003;
Česko;Zahájené byty - nová výstavba;01-06 2003;
Česko;Zahájené byty - nová výstavba;01-05 2003;
Česko;Zahájené byty - nová výstavba;01-04 2003;
Česko;Zahájené byty - nová výstavba;01-03 2003;
Česko;Zahájené byty - nová výstavba;01-02 2003;
Česko;Zahájené byty - nová výstavba;01 2003;
Česko;Zahájené byty - nová výstavba;01-12 2002;
Česko;Zahájené byty - nová výstavba;01-11 2002;
Česko;Zahájené byty - nová výstavba;01-10 2002;
Česko;Zahájené byty - nová výstavba;01-09 2002;
Česko;Zahájené byty - nová výstavba;01-08 2002;
Česko;Zahájené byty - nová výstavba;01-07 2002;
Česko;Zahájené byty - nová výstavba;01-06 2002;
Česko;Zahájené byty - nová výstavba;01-05 2002;
Česko;Zahájené byty - nová výstavba;01-04 2002;
Česko;Zahájené byty - nová výstavba;01-03 2002;
Česko;Zahájené byty - nová výstavba;01-02 2002;
Česko;Zahájené byty - nová výstavba;01 2002;
Česko;Zahájené byty - nová výstavba;01-12 2001;
Česko;Zahájené byty - nová výstavba;01-11 2001;
Česko;Zahájené byty - nová výstavba;01-10 2001;
Česko;Zahájené byty - nová výstavba;01-09 2001;
Česko;Zahájené byty - nová výstavba;01-08 2001;
Česko;Zahájené byty - nová výstavba;01-07 2001;
Česko;Zahájené byty - nová výstavba;01-06 2001;
Česko;Zahájené byty - nová výstavba;01-05 2001;
Česko;Zahájené byty - nová výstavba;01-04 2001;
Česko;Zahájené byty - nová výstavba;01-03 2001;
Česko;Zahájené byty - nová výstavba;01-02 2001;
Česko;Zahájené byty - nová výstavba;01 2001;
Česko;Zahájené byty - nová výstavba;01-12 2000;
Česko;Zahájené byty - nová výstavba;01-11 2000;
Česko;Zahájené byty - nová výstavba;01-10 2000;
Česko;Zahájené byty - nová výstavba;01-09 2000;
Česko;Zahájené byty - nová výstavba;01-08 2000;
Česko;Zahájené byty - nová výstavba;01-07 2000;
Česko;Zahájené byty - nová výstavba;01-06 2000;
Česko;Zahájené byty - nová výstavba;01-05 2000;
Česko;Zahájené byty - nová výstavba;01-04 2000;
Česko;Zahájené byty - nová výstavba;01-03 2000;
Česko;Zahájené byty - nová výstavba;01-02 2000;
Česko;Zahájené byty - nová výstavba;01 2000;
Česko;Zahájené byty - nová výstavba;01-12 1999;
Česko;Zahájené byty - nová výstavba;01-11 1999;
Česko;Zahájené byty - nová výstavba;01-10 1999;
Česko;Zahájené byty - nová výstavba;01-09 1999;
Česko;Zahájené byty - nová výstavba;01-08 1999;
Česko;Zahájené byty - nová výstavba;01-07 1999;
Česko;Zahájené byty - nová výstavba;01-06 1999;
Česko;Zahájené byty - nová výstavba;01-05 1999;
Česko;Zahájené byty - nová výstavba;01-04 1999;
Česko;Zahájené byty - nová výstavba;01-03 1999;
Česko;Zahájené byty - nová výstavba;01-02 1999;
Česko;Zahájené byty - nová výstavba;01 1999;
Česko;Zahájené byty - nová výstavba;01-12 1998;
Česko;Zahájené byty - nová výstavba;01-11 1998;
Česko;Zahájené byty - nová výstavba;01-10 1998;
Česko;Zahájené byty - nová výstavba;01-09 1998;
Česko;Zahájené byty - nová výstavba;01-08 1998;
Česko;Zahájené byty - nová výstavba;01-07 1998;
Česko;Zahájené byty - nová výstavba;01-06 1998;
Česko;Zahájené byty - nová výstavba;01-05 1998;
Česko;Zahájené byty - nová výstavba;01-04 1998;
Česko;Zahájené byty - nová výstavba;01-03 1998;
Česko;Zahájené byty - nová výstavba;01-02 1998;
Česko;Zahájené byty - nová výstavba;01 1998;
Česko;Zahájené byty - nová výstavba;01-12 1997;
Česko;Zahájené byty - nová výstavba;01-11 1997;
Česko;Zahájené byty - nová výstavba;01-10 1997;
Česko;Zahájené byty - nová výstavba;01-09 1997;
Česko;Zahájené byty - nová výstavba;01-08 1997;
Česko;Zahájené byty - nová výstavba;01-07 1997;
Česko;Zahájené byty - nová výstavba;01-06 1997;
Česko;Zahájené byty - nová výstavba;01-05 1997;
Česko;Zahájené byty - nová výstavba;01-04 1997;
Česko;Zahájené byty - nová výstavba;01-03 1997;
Česko;Zahájené byty - nová výstavba;01-02 1997;
Česko;Zahájené byty - nová výstavba;01 1997;
Česko;Zahájené byty - nová výstavba;01-12 1996;
Česko;Zahájené byty - nová výstavba;01-11 1996;
Česko;Zahájené byty - nová výstavba;01-10 1996;
Česko;Zahájené byty - nová výstavba;01-09 1996;
Česko;Zahájené byty - nová výstavba;01-08 1996;
Česko;Zahájené byty - nová výstavba;01-07 1996;
Česko;Zahájené byty - nová výstavba;01-06 1996;
Česko;Zahájené byty - nová výstavba;01-05 1996;
Česko;Zahájené byty - nová výstavba;01-04 1996;
Česko;Zahájené byty - nová výstavba;01-03 1996;
Česko;Zahájené byty - nová výstavba;01-02 1996;
Česko;Zahájené byty - nová výstavba;01 1996;
Česko;Zahájené byty - nová výstavba;01-12 1995;
Česko;Zahájené byty - nová výstavba;01-11 1995;
Česko;Zahájené byty - nová výstavba;01-10 1995;
Česko;Zahájené byty - nová výstavba;01-09 1995;
Česko;Zahájené byty - nová výstavba;01-08 1995;
Česko;Zahájené byty - nová výstavba;01-07 1995;
Česko;Zahájené byty - nová výstavba;01-06 1995;
Česko;Zahájené byty - nová výstavba;01-05 1995;
Česko;Zahájené byty - nová výstavba;01-04 1995;
Česko;Zahájené byty - nová výstavba;01-03 1995;
Česko;Zahájené byty - nová výstavba;01-02 1995;
Česko;Zahájené byty - nová výstavba;01 1995;
Česko;Zahájené byty - nová výstavba;01-12 1994;
Česko;Zahájené byty - nová výstavba;01-11 1994;
Česko;Zahájené byty - nová výstavba;01-10 1994;
Česko;Zahájené byty - nová výstavba;01-09 1994;
Česko;Zahájené byty - nová výstavba;01-08 1994;
Česko;Zahájené byty - nová výstavba;01-07 1994;
Česko;Zahájené byty - nová výstavba;01-06 1994;
Česko;Zahájené byty - nová výstavba;01-05 1994;
Česko;Zahájené byty - nová výstavba;01-04 1994;
Česko;Zahájené byty - nová výstavba;01-03 1994;
Česko;Zahájené byty - nová výstavba;01-02 1994;
Česko;Zahájené byty - nová výstavba;01 1994;
Česko;Zahájené byty - nová výstavba;01-12 1993;
Česko;Zahájené byty - nová výstavba;01-11 1993;
Česko;Zahájené byty - nová výstavba;01-10 1993;
Česko;Zahájené byty - nová výstavba;01-09 1993;
Česko;Zahájené byty - nová výstavba;01-08 1993;
Česko;Zahájené byty - nová výstavba;01-07 1993;
Česko;Zahájené byty - nová výstavba;01-06 1993;
Česko;Zahájené byty - nová výstavba;01-05 1993;
Česko;Zahájené byty - nová výstavba;01-04 1993;
Česko;Zahájené byty - nová výstavba;01-03 1993;
Česko;Zahájené byty - nová výstavba;01-02 1993;
Česko;Zahájené byty - nová výstavba;01 1993;
Česko;Zahájené byty - nová výstavba;01-12 1992;
Česko;Zahájené byty - nová výstavba;01-11 1992;
Česko;Zahájené byty - nová výstavba;01-10 1992;
Česko;Zahájené byty - nová výstavba;01-09 1992;
Česko;Zahájené byty - nová výstavba;01-08 1992;
Česko;Zahájené byty - nová výstavba;01-07 1992;
Česko;Zahájené byty - nová výstavba;01-06 1992;
Česko;Zahájené byty - nová výstavba;01-05 1992;
Česko;Zahájené byty - nová výstavba;01-04 1992;
Česko;Zahájené byty - nová výstavba;01-03 1992;
Česko;Zahájené byty - nová výstavba;01-02 1992;
Česko;Zahájené byty - nová výstavba;01 1992;
Česko;Zahájené byty - nová výstavba;01-12 1991;
Česko;Zahájené byty - nová výstavba;01-11 1991;
Česko;Zahájené byty - nová výstavba;01-10 1991;
Česko;Zahájené byty - nová výstavba;01-09 1991;
Česko;Zahájené byty - nová výstavba;01-08 1991;
Česko;Zahájené byty - nová výstavba;01-07 1991;
Česko;Zahájené byty - nová výstavba;01-06 1991;
Česko;Zahájené byty - nová výstavba;01-05 1991;
Česko;Zahájené byty - nová výstavba;01-04 1991;
Česko;Zahájené byty - nová výstavba;01-03 1991;
Česko;Zahájené byty - nová výstavba;01-02 1991;
Česko;Zahájené byty - nová výstavba;01 1991;
Česko;Zahájené byty - nová výstavba;01-12 1990;
Česko;Zahájené byty - změna dokončených staveb;01-03 2025;1413.0
Česko;Zahájené byty - změna dokončených staveb;01-02 2025;978.0
Česko;Zahájené byty - změna dokončených staveb;01 2025;399.0
Česko;Zahájené byty - změna dokončených staveb;01-12 2024;5456.0
Česko;Zahájené byty - změna dokončených staveb;01-11 2024;4902.0
Česko;Zahájené byty - změna dokončených staveb;01-10 2024;4519.0
Česko;Zahájené byty - změna dokončených staveb;01-09 2024;3986.0
Česko;Zahájené byty - změna dokončených staveb;01-08 2024;3499.0
Česko;Zahájené byty - změna dokončených staveb;01-07 2024;2945.0
Česko;Zahájené byty - změna dokončených staveb;01-06 2024;2490.0
Česko;Zahájené byty - změna dokončených staveb;01-05 2024;2036.0
Česko;Zahájené byty - změna dokončených staveb;01-04 2024;1549.0
Česko;Zahájené byty - změna dokončených staveb;01-03 2024;1108.0
Česko;Zahájené byty - změna dokončených staveb;01-02 2024;744.0
Česko;Zahájené byty - změna dokončených staveb;01 2024;351.0
Česko;Zahájené byty - změna dokončených staveb;01-12 2023;6857.0
Česko;Zahájené byty - změna dokončených staveb;01-11 2023;6492.0
Česko;Zahájené byty - změna dokončených staveb;01-10 2023;5986.0
Česko;Zahájené byty - změna dokončených staveb;01-09 2023;5292.0
Česko;Zahájené byty - změna dokončených staveb;01-08 2023;4776.0
Česko;Zahájené byty - změna dokončených staveb;01-07 2023;4348.0
Česko;Zahájené byty - změna dokončených staveb;01-06 2023;3933.0
Česko;Zahájené byty - změna dokončených staveb;01-05 2023;3461.0
Česko;Zahájené byty - změna dokončených staveb;01-04 2023;2802.0
Česko;Zahájené byty - změna dokončených staveb;01-03 2023;2296.0
Česko;Zahájené byty - změna dokončených staveb;01-02 2023;1420.0
Česko;Zahájené byty - změna dokončených staveb;01 2023;617.0
Česko;Zahájené byty - změna dokončených staveb;01-12 2022;6093.0
Česko;Zahájené byty - změna dokončených staveb;01-11 2022;5583.0
Česko;Zahájené byty - změna dokončených staveb;01-10 2022;5107.0
Česko;Zahájené byty - změna dokončených staveb;01-09 2022;4610.0
Česko;Zahájené byty - změna dokončených staveb;01-08 2022;4148.0
Česko;Zahájené byty - změna dokončených staveb;01-07 2022;3721.0
Česko;Zahájené byty - změna dokončených staveb;01-06 2022;3224.0
Česko;Zahájené byty - změna dokončených staveb;01-05 2022;2793.0
Česko;Zahájené byty - změna dokončených staveb;01-04 2022;2167.0
Česko;Zahájené byty - změna dokončených staveb;01-03 2022;1696.0
Česko;Zahájené byty - změna dokončených staveb;01-02 2022;1079.0
Česko;Zahájené byty - změna dokončených staveb;01 2022;555.0
Česko;Zahájené byty - změna dokončených staveb;01-12 2021;6086.0
Česko;Zahájené byty - změna dokončených staveb;01-11 2021;5350.0
Česko;Zahájené byty - změna dokončených staveb;01-10 2021;4797.0
Česko;Zahájené byty - změna dokončených staveb;01-09 2021;4458.0
Česko;Zahájené byty - změna dokončených staveb;01-08 2021;4005.0
Česko;Zahájené byty - změna dokončených staveb;01-07 2021;3384.0
Česko;Zahájené byty - změna dokončených staveb;01-06 2021;2977.0
Česko;Zahájené byty - změna dokončených staveb;01-05 2021;2450.0
Česko;Zahájené byty - změna dokončených staveb;01-04 2021;1853.0
Česko;Zahájené byty - změna dokončených staveb;01-03 2021;1304.0
Česko;Zahájené byty - změna dokončených staveb;01-02 2021;935.0
Česko;Zahájené byty - změna dokončených staveb;01 2021;424.0
Česko;Zahájené byty - změna dokončených staveb;01-12 2020;5966.0
Česko;Zahájené byty - změna dokončených staveb;01-11 2020;5184.0
Česko;Zahájené byty - změna dokončených staveb;01-10 2020;4771.0
Česko;Zahájené byty - změna dokončených staveb;01-09 2020;4431.0
Česko;Zahájené byty - změna dokončených staveb;01-08 2020;3964.0
Česko;Zahájené byty - změna dokončených staveb;01-07 2020;3169.0
Česko;Zahájené byty - změna dokončených staveb;01-06 2020;2687.0
Česko;Zahájené byty - změna dokončených staveb;01-05 2020;2247.0
Česko;Zahájené byty - změna dokončených staveb;01-04 2020;1665.0
Česko;Zahájené byty - změna dokončených staveb;01-03 2020;1279.0
Česko;Zahájené byty - změna dokončených staveb;01-02 2020;883.0
Česko;Zahájené byty - změna dokončených staveb;01 2020;502.0
Česko;Zahájené byty - změna dokončených staveb;01-12 2019;5753.0
Česko;Zahájené byty - změna dokončených staveb;01-11 2019;5349.0
Česko;Zahájené byty - změna dokončených staveb;01-10 2019;4827.0
Česko;Zahájené byty - změna dokončených staveb;01-09 2019;4472.0
Česko;Zahájené byty - změna dokončených staveb;01-08 2019;4111.0
Česko;Zahájené byty - změna dokončených staveb;01-07 2019;3583.0
Česko;Zahájené byty - změna dokončených staveb;01-06 2019;3104.0
Česko;Zahájené byty - změna dokončených staveb;01-05 2019;2611.0
Česko;Zahájené byty - změna dokončených staveb;01-04 2019;2098.0
Česko;Zahájené byty - změna dokončených staveb;01-03 2019;1591.0
Česko;Zahájené byty - změna dokončených staveb;01-02 2019;1136.0
Česko;Zahájené byty - změna dokončených staveb;01 2019;634.0
Česko;Zahájené byty - změna dokončených staveb;01-12 2018;5527.0
Česko;Zahájené byty - změna dokončených staveb;01-11 2018;5089.0
Česko;Zahájené byty - změna dokončených staveb;01-10 2018;4676.0
Česko;Zahájené byty - změna dokončených staveb;01-09 2018;4282.0
Česko;Zahájené byty - změna dokončených staveb;01-08 2018;3861.0
Česko;Zahájené byty - změna dokončených staveb;01-07 2018;3349.0
Česko;Zahájené byty - změna dokončených staveb;01-06 2018;2889.0
