Ukazatel;Území;Věk ženy (jednoleté skupiny);Roky;value
Rozvody;Česko;44;2005;744.0
Rozvody;Česko;44;2004;760.0
Rozvody;Česko;44;2003;744.0
Rozvody;Česko;44;2002;808.0
Rozvody;Česko;44;2001;782.0
Rozvody;Česko;45;2024;
Rozvody;Česko;45;2023;823.0
Rozvody;Česko;45;2022;850.0
Rozvody;Česko;45;2021;932.0
Rozvody;Česko;45;2020;1081.0
Rozvody;Česko;45;2019;1121.0
Rozvody;Česko;45;2018;977.0
Rozvody;Česko;45;2017;983.0
Rozvody;Česko;45;2016;831.0
Rozvody;Česko;45;2015;752.0
Rozvody;Česko;45;2014;768.0
Rozvody;Česko;45;2013;838.0
Rozvody;Česko;45;2012;769.0
Rozvody;Česko;45;2011;872.0
Rozvody;Česko;45;2010;967.0
Rozvody;Česko;45;2009;838.0
Rozvody;Česko;45;2008;834.0
Rozvody;Česko;45;2007;752.0
Rozvody;Česko;45;2006;732.0
Rozvody;Česko;45;2005;670.0
Rozvody;Česko;45;2004;647.0
Rozvody;Česko;45;2003;813.0
Rozvody;Česko;45;2002;758.0
Rozvody;Česko;45;2001;718.0
Rozvody;Česko;46;2024;
Rozvody;Česko;46;2023;849.0
Rozvody;Česko;46;2022;922.0
Rozvody;Česko;46;2021;933.0
Rozvody;Česko;46;2020;935.0
Rozvody;Česko;46;2019;929.0
Rozvody;Česko;46;2018;858.0
Rozvody;Česko;46;2017;838.0
Rozvody;Česko;46;2016;774.0
Rozvody;Česko;46;2015;782.0
Rozvody;Česko;46;2014;730.0
Rozvody;Česko;46;2013;744.0
Rozvody;Česko;46;2012;747.0
Rozvody;Česko;46;2011;767.0
Rozvody;Česko;46;2010;869.0
Rozvody;Česko;46;2009;738.0
Rozvody;Česko;46;2008;681.0
Rozvody;Česko;46;2007;689.0
Rozvody;Česko;46;2006;654.0
Rozvody;Česko;46;2005;604.0
Rozvody;Česko;46;2004;747.0
Rozvody;Česko;46;2003;722.0
Rozvody;Česko;46;2002;728.0
Rozvody;Česko;46;2001;676.0
Rozvody;Česko;47;2024;
Rozvody;Česko;47;2023;771.0
Rozvody;Česko;47;2022;837.0
Rozvody;Česko;47;2021;894.0
Rozvody;Česko;47;2020;802.0
Rozvody;Česko;47;2019;775.0
Rozvody;Česko;47;2018;727.0
Rozvody;Česko;47;2017;765.0
Rozvody;Česko;47;2016;676.0
Rozvody;Česko;47;2015;667.0
Rozvody;Česko;47;2014;685.0
Rozvody;Česko;47;2013;703.0
Rozvody;Česko;47;2012;722.0
Rozvody;Česko;47;2011;722.0
Rozvody;Česko;47;2010;688.0
Rozvody;Česko;47;2009;650.0
Rozvody;Česko;47;2008;575.0
Rozvody;Česko;47;2007;593.0
Rozvody;Česko;47;2006;581.0
Rozvody;Česko;47;2005;677.0
Rozvody;Česko;47;2004;690.0
Rozvody;Česko;47;2003;679.0
Rozvody;Česko;47;2002;638.0
Rozvody;Česko;47;2001;651.0
Rozvody;Česko;48;2024;
Rozvody;Česko;48;2023;794.0
Rozvody;Česko;48;2022;775.0
Rozvody;Česko;48;2021;780.0
Rozvody;Česko;48;2020;646.0
Rozvody;Česko;48;2019;658.0
Rozvody;Česko;48;2018;673.0
Rozvody;Česko;48;2017;634.0
Rozvody;Česko;48;2016;618.0
Rozvody;Česko;48;2015;622.0
Rozvody;Česko;48;2014;683.0
Rozvody;Česko;48;2013;730.0
Rozvody;Česko;48;2012;646.0
Rozvody;Česko;48;2011;582.0
Rozvody;Česko;48;2010;652.0
Rozvody;Česko;48;2009;530.0
Rozvody;Česko;48;2008;554.0
Rozvody;Česko;48;2007;521.0
Rozvody;Česko;48;2006;606.0
Rozvody;Česko;48;2005;557.0
Rozvody;Česko;48;2004;633.0
Rozvody;Česko;48;2003;646.0
Rozvody;Česko;48;2002;553.0
Rozvody;Česko;48;2001;597.0
Rozvody;Česko;49;2024;
Rozvody;Česko;49;2023;732.0
Rozvody;Česko;49;2022;640.0
Rozvody;Česko;49;2021;611.0
Rozvody;Česko;49;2020;609.0
Rozvody;Česko;49;2019;557.0
Rozvody;Česko;49;2018;575.0
Rozvody;Česko;49;2017;586.0
Rozvody;Česko;49;2016;583.0
Rozvody;Česko;49;2015;576.0
Rozvody;Česko;49;2014;629.0
Rozvody;Česko;49;2013;653.0
Rozvody;Česko;49;2012;542.0
Rozvody;Česko;49;2011;562.0
Rozvody;Česko;49;2010;545.0
Rozvody;Česko;49;2009;468.0
Rozvody;Česko;49;2008;502.0
Rozvody;Česko;49;2007;567.0
Rozvody;Česko;49;2006;572.0
Rozvody;Česko;49;2005;535.0
Rozvody;Česko;49;2004;521.0
Rozvody;Česko;49;2003;550.0
Rozvody;Česko;49;2002;550.0
Rozvody;Česko;49;2001;501.0
Rozvody;Česko;50;2024;
Rozvody;Česko;50;2023;566.0
Rozvody;Česko;50;2022;574.0
Rozvody;Česko;50;2021;526.0
Rozvody;Česko;50;2020;563.0
Rozvody;Česko;50;2019;514.0
Rozvody;Česko;50;2018;516.0
Rozvody;Česko;50;2017;563.0
Rozvody;Česko;50;2016;542.0
Rozvody;Česko;50;2015;571.0
Rozvody;Česko;50;2014;578.0
Rozvody;Česko;50;2013;507.0
Rozvody;Česko;50;2012;426.0
Rozvody;Česko;50;2011;454.0
Rozvody;Česko;50;2010;518.0
Rozvody;Česko;50;2009;418.0
Rozvody;Česko;50;2008;504.0
Rozvody;Česko;50;2007;529.0
Rozvody;Česko;50;2006;526.0
Rozvody;Česko;50;2005;499.0
Rozvody;Česko;50;2004;535.0
Rozvody;Česko;50;2003;485.0
Rozvody;Česko;50;2002;444.0
Rozvody;Česko;50;2001;458.0
Rozvody;Česko;51;2024;
Rozvody;Česko;51;2023;492.0
Rozvody;Česko;51;2022;481.0
Rozvody;Česko;51;2021;475.0
Rozvody;Česko;51;2020;438.0
Rozvody;Česko;51;2019;467.0
Rozvody;Česko;51;2018;446.0
Rozvody;Česko;51;2017;485.0
Rozvody;Česko;51;2016;475.0
Rozvody;Česko;51;2015;501.0
Rozvody;Česko;51;2014;486.0
Rozvody;Česko;51;2013;443.0
Rozvody;Česko;51;2012;394.0
Rozvody;Česko;51;2011;436.0
Rozvody;Česko;51;2010;442.0
Rozvody;Česko;51;2009;431.0
Rozvody;Česko;51;2008;501.0
Rozvody;Česko;51;2007;533.0
Rozvody;Česko;51;2006;477.0
Rozvody;Česko;51;2005;496.0
Rozvody;Česko;51;2004;414.0
Rozvody;Česko;51;2003;455.0
Rozvody;Česko;51;2002;466.0
Rozvody;Česko;51;2001;362.0
Rozvody;Česko;52;2024;
Rozvody;Česko;52;2023;435.0
Rozvody;Česko;52;2022;415.0
Rozvody;Česko;52;2021;400.0
Rozvody;Česko;52;2020;389.0
Rozvody;Česko;52;2019;390.0
Rozvody;Česko;52;2018;450.0
Rozvody;Česko;52;2017;443.0
Rozvody;Česko;52;2016;442.0
Rozvody;Česko;52;2015;417.0
Rozvody;Česko;52;2014;397.0
Rozvody;Česko;52;2013;394.0
Rozvody;Česko;52;2012;334.0
Rozvody;Česko;52;2011;403.0
Rozvody;Česko;52;2010;447.0
Rozvody;Česko;52;2009;393.0
Rozvody;Česko;52;2008;412.0
Rozvody;Česko;52;2007;389.0
Rozvody;Česko;52;2006;422.0
Rozvody;Česko;52;2005;396.0
Rozvody;Česko;52;2004;425.0
Rozvody;Česko;52;2003;386.0
Rozvody;Česko;52;2002;342.0
Rozvody;Česko;52;2001;340.0
Rozvody;Česko;53;2024;
Rozvody;Česko;53;2023;350.0
Rozvody;Česko;53;2022;354.0
Rozvody;Česko;53;2021;325.0
Rozvody;Česko;53;2020;370.0
Rozvody;Česko;53;2019;383.0
Rozvody;Česko;53;2018;415.0
Rozvody;Česko;53;2017;451.0
Rozvody;Česko;53;2016;395.0
Rozvody;Česko;53;2015;338.0
Rozvody;Česko;53;2014;346.0
Rozvody;Česko;53;2013;295.0
Rozvody;Česko;53;2012;286.0
Rozvody;Česko;53;2011;368.0
Rozvody;Česko;53;2010;369.0
Rozvody;Česko;53;2009;370.0
Rozvody;Česko;53;2008;380.0
Rozvody;Česko;53;2007;375.0
Rozvody;Česko;53;2006;353.0
Rozvody;Česko;53;2005;390.0
Rozvody;Česko;53;2004;385.0
Rozvody;Česko;53;2003;352.0
Rozvody;Česko;53;2002;310.0
Rozvody;Česko;53;2001;308.0
Rozvody;Česko;54;2024;
Rozvody;Česko;54;2023;321.0
Rozvody;Česko;54;2022;286.0
Rozvody;Česko;54;2021;313.0
Rozvody;Česko;54;2020;340.0
Rozvody;Česko;54;2019;391.0
Rozvody;Česko;54;2018;383.0
Rozvody;Česko;54;2017;334.0
Rozvody;Česko;54;2016;293.0
Rozvody;Česko;54;2015;292.0
Rozvody;Česko;54;2014;282.0
Rozvody;Česko;54;2013;305.0
Rozvody;Česko;54;2012;293.0
Rozvody;Česko;54;2011;321.0
Rozvody;Česko;54;2010;342.0
Rozvody;Česko;54;2009;345.0
Rozvody;Česko;54;2008;332.0
Rozvody;Česko;54;2007;336.0
Rozvody;Česko;54;2006;334.0
Rozvody;Česko;54;2005;359.0
Rozvody;Česko;54;2004;333.0
Rozvody;Česko;54;2003;286.0
Rozvody;Česko;54;2002;299.0
Rozvody;Česko;54;2001;241.0
Rozvody;Česko;55;2024;
Rozvody;Česko;55;2023;264.0
Rozvody;Česko;55;2022;299.0
Rozvody;Česko;55;2021;296.0
Rozvody;Česko;55;2020;266.0
Rozvody;Česko;55;2019;376.0
Rozvody;Česko;55;2018;307.0
Rozvody;Česko;55;2017;267.0
Rozvody;Česko;55;2016;265.0
Rozvody;Česko;55;2015;243.0
Rozvody;Česko;55;2014;283.0
Rozvody;Česko;55;2013;301.0
Rozvody;Česko;55;2012;292.0
Rozvody;Česko;55;2011;320.0
Rozvody;Česko;55;2010;300.0
Rozvody;Česko;55;2009;295.0
Rozvody;Česko;55;2008;302.0
Rozvody;Česko;55;2007;285.0
Rozvody;Česko;55;2006;276.0
Rozvody;Česko;55;2005;265.0
Rozvody;Česko;55;2004;260.0
Rozvody;Česko;55;2003;243.0
Rozvody;Česko;55;2002;255.0
Rozvody;Česko;55;2001;190.0
Rozvody;Česko;56;2024;
Rozvody;Česko;56;2023;251.0
Rozvody;Česko;56;2022;215.0
Rozvody;Česko;56;2021;239.0
Rozvody;Česko;56;2020;267.0
Rozvody;Česko;56;2019;219.0
Rozvody;Česko;56;2018;198.0
Rozvody;Česko;56;2017;214.0
Rozvody;Česko;56;2016;196.0
Rozvody;Česko;56;2015;230.0
Rozvody;Česko;56;2014;263.0
Rozvody;Česko;56;2013;305.0
Rozvody;Česko;56;2012;229.0
Rozvody;Česko;56;2011;263.0
Rozvody;Česko;56;2010;233.0
Rozvody;Česko;56;2009;272.0
Rozvody;Česko;56;2008;245.0
Rozvody;Česko;56;2007;260.0
Rozvody;Česko;56;2006;236.0
Rozvody;Česko;56;2005;213.0
Rozvody;Česko;56;2004;232.0
Rozvody;Česko;56;2003;236.0
Rozvody;Česko;56;2002;191.0
Rozvody;Česko;56;2001;161.0
Rozvody;Česko;57;2024;
Rozvody;Česko;57;2023;237.0
Rozvody;Česko;57;2022;209.0
Rozvody;Česko;57;2021;208.0
Rozvody;Česko;57;2020;213.0
Rozvody;Česko;57;2019;188.0
Rozvody;Česko;57;2018;184.0
Rozvody;Česko;57;2017;189.0
Rozvody;Česko;57;2016;187.0
Rozvody;Česko;57;2015;233.0
Rozvody;Česko;57;2014;210.0
Rozvody;Česko;57;2013;247.0
Rozvody;Česko;57;2012;206.0
Rozvody;Česko;57;2011;254.0
Rozvody;Česko;57;2010;233.0
Rozvody;Česko;57;2009;201.0
Rozvody;Česko;57;2008;249.0
Rozvody;Česko;57;2007;197.0
Rozvody;Česko;57;2006;207.0
Rozvody;Česko;57;2005;179.0
Rozvody;Česko;57;2004;184.0
Rozvody;Česko;57;2003;180.0
Rozvody;Česko;57;2002;114.0
Rozvody;Česko;57;2001;140.0
Rozvody;Česko;58;2024;
Rozvody;Česko;58;2023;191.0
Rozvody;Česko;58;2022;188.0
Rozvody;Česko;58;2021;147.0
Rozvody;Česko;58;2020;155.0
Rozvody;Česko;58;2019;167.0
Rozvody;Česko;58;2018;172.0
Rozvody;Česko;58;2017;182.0
Rozvody;Česko;58;2016;188.0
Rozvody;Česko;58;2015;168.0
Rozvody;Česko;58;2014;211.0
Rozvody;Česko;58;2013;205.0
Rozvody;Česko;58;2012;204.0
Rozvody;Česko;58;2011;223.0
Rozvody;Česko;58;2010;240.0
Rozvody;Česko;58;2009;180.0
Rozvody;Česko;58;2008;190.0
Rozvody;Česko;58;2007;176.0
Rozvody;Česko;58;2006;148.0
Rozvody;Česko;58;2005;164.0
Rozvody;Česko;58;2004;140.0
Rozvody;Česko;58;2003;123.0
Rozvody;Česko;58;2002;108.0
Rozvody;Česko;58;2001;109.0
Rozvody;Česko;59;2024;
Rozvody;Česko;59;2023;189.0
Rozvody;Česko;59;2022;151.0
Rozvody;Česko;59;2021;133.0
Rozvody;Česko;59;2020;142.0
Rozvody;Česko;59;2019;138.0
Rozvody;Česko;59;2018;153.0
Rozvody;Česko;59;2017;161.0
Rozvody;Česko;59;2016;162.0
Rozvody;Česko;59;2015;170.0
Rozvody;Česko;59;2014;180.0
Rozvody;Česko;59;2013;181.0
Rozvody;Česko;59;2012;150.0
Rozvody;Česko;59;2011;180.0
Rozvody;Česko;59;2010;175.0
Rozvody;Česko;59;2009;153.0
Rozvody;Česko;59;2008;144.0
Rozvody;Česko;59;2007;161.0
Rozvody;Česko;59;2006;138.0
Rozvody;Česko;59;2005;150.0
Rozvody;Česko;59;2004;140.0
Rozvody;Česko;59;2003;103.0
Rozvody;Česko;59;2002;113.0
Rozvody;Česko;59;2001;89.0
Rozvody;Česko;60;2024;
Rozvody;Česko;60;2023;128.0
Rozvody;Česko;60;2022;145.0
Rozvody;Česko;60;2021;121.0
Rozvody;Česko;60;2020;105.0
Rozvody;Česko;60;2019;135.0
Rozvody;Česko;60;2018;161.0
Rozvody;Česko;60;2017;158.0
Rozvody;Česko;60;2016;142.0
Rozvody;Česko;60;2015;156.0
Rozvody;Česko;60;2014;170.0
Rozvody;Česko;60;2013;159.0
Rozvody;Česko;60;2012;138.0
Rozvody;Česko;60;2011;143.0
Rozvody;Česko;60;2010;150.0
Rozvody;Česko;60;2009;151.0
Rozvody;Česko;60;2008;140.0
Rozvody;Česko;60;2007;118.0
Rozvody;Česko;60;2006;119.0
Rozvody;Česko;60;2005;103.0
Rozvody;Česko;60;2004;113.0
Rozvody;Česko;60;2003;83.0
Rozvody;Česko;60;2002;74.0
Rozvody;Česko;60;2001;57.0
Rozvody;Česko;61;2024;
Rozvody;Česko;61;2023;129.0
Rozvody;Česko;61;2022;101.0
Rozvody;Česko;61;2021;111.0
Rozvody;Česko;61;2020;132.0
Rozvody;Česko;61;2019;121.0
Rozvody;Česko;61;2018;111.0
Rozvody;Česko;61;2017;138.0
Rozvody;Česko;61;2016;131.0
Rozvody;Česko;61;2015;124.0
Rozvody;Česko;61;2014;147.0
Rozvody;Česko;61;2013;137.0
Rozvody;Česko;61;2012;113.0
Rozvody;Česko;61;2011;121.0
Rozvody;Česko;61;2010;139.0
Rozvody;Česko;61;2009;119.0
Rozvody;Česko;61;2008;123.0
Rozvody;Česko;61;2007;87.0
Rozvody;Česko;61;2006;74.0
Rozvody;Česko;61;2005;64.0
Rozvody;Česko;61;2004;86.0
Rozvody;Česko;61;2003;68.0
Rozvody;Česko;61;2002;73.0
Rozvody;Česko;61;2001;49.0
Rozvody;Česko;62;2024;
Rozvody;Česko;62;2023;87.0
Rozvody;Česko;62;2022;90.0
Rozvody;Česko;62;2021;87.0
Rozvody;Česko;62;2020;107.0
Rozvody;Česko;62;2019;121.0
Rozvody;Česko;62;2018;119.0
Rozvody;Česko;62;2017;112.0
Rozvody;Česko;62;2016;114.0
Rozvody;Česko;62;2015;123.0
Rozvody;Česko;62;2014;135.0
Rozvody;Česko;62;2013;120.0
Rozvody;Česko;62;2012;113.0
Rozvody;Česko;62;2011;119.0
Rozvody;Česko;62;2010;119.0
Rozvody;Česko;62;2009;84.0
Rozvody;Česko;62;2008;82.0
Rozvody;Česko;62;2007;85.0
Rozvody;Česko;62;2006;70.0
Rozvody;Česko;62;2005;62.0
Rozvody;Česko;62;2004;47.0
Rozvody;Česko;62;2003;56.0
Rozvody;Česko;62;2002;39.0
Rozvody;Česko;62;2001;32.0
Rozvody;Česko;63;2024;
Rozvody;Česko;63;2023;86.0
Rozvody;Česko;63;2022;79.0
Rozvody;Česko;63;2021;85.0
Rozvody;Česko;63;2020;85.0
Rozvody;Česko;63;2019;116.0
Rozvody;Česko;63;2018;93.0
Rozvody;Česko;63;2017;92.0
Rozvody;Česko;63;2016;88.0
Rozvody;Česko;63;2015;102.0
Rozvody;Česko;63;2014;114.0
Rozvody;Česko;63;2013;86.0
Rozvody;Česko;63;2012;89.0
Rozvody;Česko;63;2011;104.0
Rozvody;Česko;63;2010;90.0
Rozvody;Česko;63;2009;80.0
Rozvody;Česko;63;2008;81.0
Rozvody;Česko;63;2007;56.0
Rozvody;Česko;63;2006;52.0
Rozvody;Česko;63;2005;50.0
Rozvody;Česko;63;2004;38.0
Rozvody;Česko;63;2003;35.0
Rozvody;Česko;63;2002;32.0
Rozvody;Česko;63;2001;31.0
Rozvody;Česko;64;2024;
Rozvody;Česko;64;2023;58.0
Rozvody;Česko;64;2022;72.0
Rozvody;Česko;64;2021;81.0
Rozvody;Česko;64;2020;72.0
Rozvody;Česko;64;2019;93.0
Rozvody;Česko;64;2018;93.0
Rozvody;Česko;64;2017;95.0
Rozvody;Česko;64;2016;98.0
Rozvody;Česko;64;2015;94.0
Rozvody;Česko;64;2014;88.0
Rozvody;Česko;64;2013;81.0
Rozvody;Česko;64;2012;71.0
Rozvody;Česko;64;2011;82.0
Rozvody;Česko;64;2010;73.0
Rozvody;Česko;64;2009;52.0
Rozvody;Česko;64;2008;53.0
Rozvody;Česko;64;2007;51.0
Rozvody;Česko;64;2006;50.0
Rozvody;Česko;64;2005;44.0
Rozvody;Česko;64;2004;34.0
Rozvody;Česko;64;2003;29.0
Rozvody;Česko;64;2002;33.0
Rozvody;Česko;64;2001;27.0
Rozvody;Česko;65 a více;2024;
Rozvody;Česko;65 a více;2023;439.0
Rozvody;Česko;65 a více;2022;410.0
Rozvody;Česko;65 a více;2021;426.0
Rozvody;Česko;65 a více;2020;453.0
Rozvody;Česko;65 a více;2019;454.0
Rozvody;Česko;65 a více;2018;407.0
Rozvody;Česko;65 a více;2017;387.0
Rozvody;Česko;65 a více;2016;368.0
Rozvody;Česko;65 a více;2015;400.0
Rozvody;Česko;65 a více;2014;387.0
Rozvody;Česko;65 a více;2013;339.0
Rozvody;Česko;65 a více;2012;294.0
Rozvody;Česko;65 a více;2011;260.0
Rozvody;Česko;65 a více;2010;232.0
Rozvody;Česko;65 a více;2009;187.0
Rozvody;Česko;65 a více;2008;173.0
Rozvody;Česko;65 a více;2007;162.0
Rozvody;Česko;65 a více;2006;151.0
Rozvody;Česko;65 a více;2005;145.0
Rozvody;Česko;65 a více;2004;145.0
Rozvody;Česko;65 a více;2003;127.0
Rozvody;Česko;65 a více;2002;105.0
Rozvody;Česko;65 a více;2001;99.0
