Území;Čtvrtletí;Ukazatel;value
Česko;2. čtvrtletí 2024;UPT;
Česko;2. čtvrtletí 2024;Zemřelí;26081.0
Česko;2. čtvrtletí 2024;Zemřelí do 1 roku;35.0
Česko;2. čtvrtletí 2024;Zemřelí do 28 dnů;24.0
Česko;2. čtvrtletí 2024;Přirozený přírůstek/úbytek;-4758.0
Česko;2. čtvrtletí 2024;Přistěhovalí;30533.0
Česko;2. čtvrtletí 2024;Vystěhovalí;7277.0
Česko;2. čtvrtletí 2024;Přírůstek/úbytek stěhováním;23256.0
Česko;2. čtvrtletí 2024;Celkový přírůstek/úbytek;18498.0
Česko;1. čtvrtletí 2024;Počáteční stav obyvatel;10900555.0
Česko;1. čtvrtletí 2024;Střední stav obyvatel;10899736.0
Česko;1. čtvrtletí 2024;Koncový stav obyvatel;10868033.0
Česko;1. čtvrtletí 2024;Sňatky;3371.0
Česko;1. čtvrtletí 2024;Rozvody;4966.0
Česko;1. čtvrtletí 2024;Živě narození;20984.0
Česko;1. čtvrtletí 2024;Potraty;
Česko;1. čtvrtletí 2024;UPT;
Česko;1. čtvrtletí 2024;Zemřelí;29694.0
Česko;1. čtvrtletí 2024;Zemřelí do 1 roku;50.0
Česko;1. čtvrtletí 2024;Zemřelí do 28 dnů;29.0
Česko;1. čtvrtletí 2024;Přirozený přírůstek/úbytek;-8710.0
Česko;1. čtvrtletí 2024;Přistěhovalí;28600.0
Česko;1. čtvrtletí 2024;Vystěhovalí;52412.0
Česko;1. čtvrtletí 2024;Přírůstek/úbytek stěhováním;-23812.0
Česko;1. čtvrtletí 2024;Celkový přírůstek/úbytek;-32522.0
Česko;4. čtvrtletí 2023;Počáteční stav obyvatel;10889092.0
Česko;4. čtvrtletí 2023;Střední stav obyvatel;10896507.0
Česko;4. čtvrtletí 2023;Koncový stav obyvatel;10900555.0
Česko;4. čtvrtletí 2023;Sňatky;5787.0
Česko;4. čtvrtletí 2023;Rozvody;4996.0
Česko;4. čtvrtletí 2023;Živě narození;21053.0
Česko;4. čtvrtletí 2023;Potraty;5884.0
Česko;4. čtvrtletí 2023;UPT;3454.0
Česko;4. čtvrtletí 2023;Zemřelí;29927.0
Česko;4. čtvrtletí 2023;Zemřelí do 1 roku;56.0
Česko;4. čtvrtletí 2023;Zemřelí do 28 dnů;36.0
Česko;4. čtvrtletí 2023;Přirozený přírůstek/úbytek;-8874.0
Česko;4. čtvrtletí 2023;Přistěhovalí;28572.0
Česko;4. čtvrtletí 2023;Vystěhovalí;8235.0
Česko;4. čtvrtletí 2023;Přírůstek/úbytek stěhováním;20337.0
Česko;4. čtvrtletí 2023;Celkový přírůstek/úbytek;11463.0
Česko;3. čtvrtletí 2023;Počáteční stav obyvatel;10878042.0
Česko;3. čtvrtletí 2023;Střední stav obyvatel;10888863.0
Česko;3. čtvrtletí 2023;Koncový stav obyvatel;10889092.0
Česko;3. čtvrtletí 2023;Sňatky;22559.0
Česko;3. čtvrtletí 2023;Rozvody;4276.0
Česko;3. čtvrtletí 2023;Živě narození;24019.0
Česko;3. čtvrtletí 2023;Potraty;6211.0
Česko;3. čtvrtletí 2023;UPT;3736.0
Česko;3. čtvrtletí 2023;Zemřelí;25871.0
Česko;3. čtvrtletí 2023;Zemřelí do 1 roku;52.0
Česko;3. čtvrtletí 2023;Zemřelí do 28 dnů;29.0
Česko;3. čtvrtletí 2023;Přirozený přírůstek/úbytek;-1852.0
Česko;3. čtvrtletí 2023;Přistěhovalí;36202.0
Česko;3. čtvrtletí 2023;Vystěhovalí;23300.0
Česko;3. čtvrtletí 2023;Přírůstek/úbytek stěhováním;12902.0
Česko;3. čtvrtletí 2023;Celkový přírůstek/úbytek;11050.0
Česko;2. čtvrtletí 2023;Počáteční stav obyvatel;10852526.0
Česko;2. čtvrtletí 2023;Střední stav obyvatel;10864276.0
Česko;2. čtvrtletí 2023;Koncový stav obyvatel;10878042.0
Česko;2. čtvrtletí 2023;Sňatky;15930.0
Česko;2. čtvrtletí 2023;Rozvody;5255.0
Česko;2. čtvrtletí 2023;Živě narození;23196.0
Česko;2. čtvrtletí 2023;Potraty;6231.0
Česko;2. čtvrtletí 2023;UPT;3869.0
Česko;2. čtvrtletí 2023;Zemřelí;26447.0
Česko;2. čtvrtletí 2023;Zemřelí do 1 roku;45.0
Česko;2. čtvrtletí 2023;Zemřelí do 28 dnů;27.0
Česko;2. čtvrtletí 2023;Přirozený přírůstek/úbytek;-3251.0
Česko;2. čtvrtletí 2023;Přistěhovalí;37744.0
Česko;2. čtvrtletí 2023;Vystěhovalí;8977.0
Česko;2. čtvrtletí 2023;Přírůstek/úbytek stěhováním;28767.0
Česko;2. čtvrtletí 2023;Celkový přírůstek/úbytek;25516.0
Česko;1. čtvrtletí 2023;Počáteční stav obyvatel;10827529.0
Česko;1. čtvrtletí 2023;Střední stav obyvatel;10840467.0
Česko;1. čtvrtletí 2023;Koncový stav obyvatel;10852526.0
Česko;1. čtvrtletí 2023;Sňatky;3992.0
Česko;1. čtvrtletí 2023;Rozvody;4926.0
Česko;1. čtvrtletí 2023;Živě narození;22881.0
Česko;1. čtvrtletí 2023;Potraty;6614.0
Česko;1. čtvrtletí 2023;UPT;4029.0
Česko;1. čtvrtletí 2023;Zemřelí;30550.0
Česko;1. čtvrtletí 2023;Zemřelí do 1 roku;47.0
Česko;1. čtvrtletí 2023;Zemřelí do 28 dnů;33.0
Česko;1. čtvrtletí 2023;Přirozený přírůstek/úbytek;-7669.0
Česko;1. čtvrtletí 2023;Přistěhovalí;38745.0
Česko;1. čtvrtletí 2023;Vystěhovalí;6079.0
Česko;1. čtvrtletí 2023;Přírůstek/úbytek stěhováním;32666.0
Česko;1. čtvrtletí 2023;Celkový přírůstek/úbytek;24997.0
Česko;4. čtvrtletí 2022;Počáteční stav obyvatel;10800635.0
Česko;4. čtvrtletí 2022;Střední stav obyvatel;10815954.0
Česko;4. čtvrtletí 2022;Koncový stav obyvatel;10827529.0
Česko;4. čtvrtletí 2022;Sňatky;6722.0
Česko;4. čtvrtletí 2022;Rozvody;5117.0
Česko;4. čtvrtletí 2022;Živě narození;23501.0
Česko;4. čtvrtletí 2022;Potraty;6954.0
Česko;4. čtvrtletí 2022;UPT;4074.0
Česko;4. čtvrtletí 2022;Zemřelí;31895.0
Česko;4. čtvrtletí 2022;Zemřelí do 1 roku;54.0
Česko;4. čtvrtletí 2022;Zemřelí do 28 dnů;25.0
Česko;4. čtvrtletí 2022;Přirozený přírůstek/úbytek;-8394.0
Česko;4. čtvrtletí 2022;Přistěhovalí;40367.0
Česko;4. čtvrtletí 2022;Vystěhovalí;5079.0
Česko;4. čtvrtletí 2022;Přírůstek/úbytek stěhováním;35288.0
Česko;4. čtvrtletí 2022;Celkový přírůstek/úbytek;26894.0
Česko;3. čtvrtletí 2022;Počáteční stav obyvatel;10759525.0
Česko;3. čtvrtletí 2022;Střední stav obyvatel;10781014.0
Česko;3. čtvrtletí 2022;Koncový stav obyvatel;10800635.0
Česko;3. čtvrtletí 2022;Sňatky;25952.0
Česko;3. čtvrtletí 2022;Rozvody;4323.0
Česko;3. čtvrtletí 2022;Živě narození;26887.0
Česko;3. čtvrtletí 2022;Potraty;6737.0
Česko;3. čtvrtletí 2022;UPT;3984.0
Česko;3. čtvrtletí 2022;Zemřelí;28260.0
Česko;3. čtvrtletí 2022;Zemřelí do 1 roku;60.0
Česko;3. čtvrtletí 2022;Zemřelí do 28 dnů;34.0
Česko;3. čtvrtletí 2022;Přirozený přírůstek/úbytek;-1373.0
Česko;3. čtvrtletí 2022;Přistěhovalí;48292.0
Česko;3. čtvrtletí 2022;Vystěhovalí;5809.0
Česko;3. čtvrtletí 2022;Přírůstek/úbytek stěhováním;42483.0
Česko;3. čtvrtletí 2022;Celkový přírůstek/úbytek;41110.0
Česko;2. čtvrtletí 2022;Počáteční stav obyvatel;10669185.0
Česko;2. čtvrtletí 2022;Střední stav obyvatel;10722764.0
Česko;2. čtvrtletí 2022;Koncový stav obyvatel;10759525.0
Česko;2. čtvrtletí 2022;Sňatky;17622.0
Česko;2. čtvrtletí 2022;Rozvody;5335.0
Česko;2. čtvrtletí 2022;Živě narození;26234.0
Česko;2. čtvrtletí 2022;Potraty;6816.0
Česko;2. čtvrtletí 2022;UPT;4186.0
Česko;2. čtvrtletí 2022;Zemřelí;27947.0
Česko;2. čtvrtletí 2022;Zemřelí do 1 roku;54.0
Česko;2. čtvrtletí 2022;Zemřelí do 28 dnů;33.0
Česko;2. čtvrtletí 2022;Přirozený přírůstek/úbytek;-1713.0
Česko;2. čtvrtletí 2022;Přistěhovalí;96248.0
Česko;2. čtvrtletí 2022;Vystěhovalí;4195.0
Česko;2. čtvrtletí 2022;Přírůstek/úbytek stěhováním;92053.0
Česko;2. čtvrtletí 2022;Celkový přírůstek/úbytek;90340.0
Česko;1. čtvrtletí 2022;Počáteční stav obyvatel;10516707.0
Česko;1. čtvrtletí 2022;Střední stav obyvatel;10543818.0
Česko;1. čtvrtletí 2022;Koncový stav obyvatel;10669185.0
Česko;1. čtvrtletí 2022;Sňatky;4524.0
Česko;1. čtvrtletí 2022;Rozvody;5071.0
Česko;1. čtvrtletí 2022;Živě narození;24677.0
Česko;1. čtvrtletí 2022;Potraty;7091.0
Česko;1. čtvrtletí 2022;UPT;4194.0
Česko;1. čtvrtletí 2022;Zemřelí;32117.0
Česko;1. čtvrtletí 2022;Zemřelí do 1 roku;62.0
Česko;1. čtvrtletí 2022;Zemřelí do 28 dnů;33.0
Česko;1. čtvrtletí 2022;Přirozený přírůstek/úbytek;-7440.0
Česko;1. čtvrtletí 2022;Přistěhovalí;164641.0
Česko;1. čtvrtletí 2022;Vystěhovalí;4723.0
Česko;1. čtvrtletí 2022;Přírůstek/úbytek stěhováním;159918.0
Česko;1. čtvrtletí 2022;Celkový přírůstek/úbytek;152478.0
Česko;4. čtvrtletí 2021;Počáteční stav obyvatel;10511109.0
Česko;4. čtvrtletí 2021;Střední stav obyvatel;10515873.0
Česko;4. čtvrtletí 2021;Koncový stav obyvatel;10516707.0
Česko;4. čtvrtletí 2021;Sňatky;6546.0
Česko;4. čtvrtletí 2021;Rozvody;5073.0
Česko;4. čtvrtletí 2021;Živě narození;26539.0
Česko;4. čtvrtletí 2021;Potraty;6851.0
Česko;4. čtvrtletí 2021;UPT;3864.0
Česko;4. čtvrtletí 2021;Zemřelí;36727.0
Česko;4. čtvrtletí 2021;Zemřelí do 1 roku;62.0
Česko;4. čtvrtletí 2021;Zemřelí do 28 dnů;36.0
Česko;4. čtvrtletí 2021;Přirozený přírůstek/úbytek;-10188.0
Česko;4. čtvrtletí 2021;Přistěhovalí;19014.0
Česko;4. čtvrtletí 2021;Vystěhovalí;3228.0
Česko;4. čtvrtletí 2021;Přírůstek/úbytek stěhováním;15786.0
Česko;4. čtvrtletí 2021;Celkový přírůstek/úbytek;5598.0
Česko;3. čtvrtletí 2021;Počáteční stav obyvatel;10500850.0
Česko;3. čtvrtletí 2021;Střední stav obyvatel;10506285.0
Česko;3. čtvrtletí 2021;Koncový stav obyvatel;10511109.0
Česko;3. čtvrtletí 2021;Sňatky;24806.0
Česko;3. čtvrtletí 2021;Rozvody;5091.0
Česko;3. čtvrtletí 2021;Živě narození;29485.0
Česko;3. čtvrtletí 2021;Potraty;6627.0
Česko;3. čtvrtletí 2021;UPT;3738.0
Česko;3. čtvrtletí 2021;Zemřelí;26460.0
Česko;3. čtvrtletí 2021;Zemřelí do 1 roku;66.0
Česko;3. čtvrtletí 2021;Zemřelí do 28 dnů;46.0
Česko;3. čtvrtletí 2021;Přirozený přírůstek/úbytek;3025.0
Česko;3. čtvrtletí 2021;Přistěhovalí;15237.0
Česko;3. čtvrtletí 2021;Vystěhovalí;8003.0
Česko;3. čtvrtletí 2021;Přírůstek/úbytek stěhováním;7234.0
Česko;3. čtvrtletí 2021;Celkový přírůstek/úbytek;10259.0
Česko;2. čtvrtletí 2021;Počáteční stav obyvatel;10488351.0
Česko;2. čtvrtletí 2021;Střední stav obyvatel;10493185.0
Česko;2. čtvrtletí 2021;Koncový stav obyvatel;10500850.0
Česko;2. čtvrtletí 2021;Sňatky;12502.0
Česko;2. čtvrtletí 2021;Rozvody;5909.0
Česko;2. čtvrtletí 2021;Živě narození;28006.0
Česko;2. čtvrtletí 2021;Potraty;7038.0
Česko;2. čtvrtletí 2021;UPT;3822.0
Česko;2. čtvrtletí 2021;Zemřelí;29884.0
Česko;2. čtvrtletí 2021;Zemřelí do 1 roku;60.0
Česko;2. čtvrtletí 2021;Zemřelí do 28 dnů;35.0
Česko;2. čtvrtletí 2021;Přirozený přírůstek/úbytek;-1878.0
Česko;2. čtvrtletí 2021;Přistěhovalí;16629.0
Česko;2. čtvrtletí 2021;Vystěhovalí;2252.0
Česko;2. čtvrtletí 2021;Přírůstek/úbytek stěhováním;14377.0
Česko;2. čtvrtletí 2021;Celkový přírůstek/úbytek;12499.0
Česko;1. čtvrtletí 2021;Počáteční stav obyvatel;10494836.0
Česko;1. čtvrtletí 2021;Střední stav obyvatel;10490815.0
Česko;1. čtvrtletí 2021;Koncový stav obyvatel;10488351.0
Česko;1. čtvrtletí 2021;Sňatky;2924.0
Česko;1. čtvrtletí 2021;Rozvody;5034.0
Česko;1. čtvrtletí 2021;Živě narození;27763.0
Česko;1. čtvrtletí 2021;Potraty;7443.0
Česko;1. čtvrtletí 2021;UPT;4068.0
Česko;1. čtvrtletí 2021;Zemřelí;46820.0
Česko;1. čtvrtletí 2021;Zemřelí do 1 roku;58.0
Česko;1. čtvrtletí 2021;Zemřelí do 28 dnů;35.0
Česko;1. čtvrtletí 2021;Přirozený přírůstek/úbytek;-19057.0
Česko;1. čtvrtletí 2021;Přistěhovalí;18321.0
Česko;1. čtvrtletí 2021;Vystěhovalí;5749.0
Česko;1. čtvrtletí 2021;Přírůstek/úbytek stěhováním;12572.0
Česko;1. čtvrtletí 2021;Celkový přírůstek/úbytek;-6485.0
Česko;4. čtvrtletí 2020;Počáteční stav obyvatel;10710234.0
Česko;4. čtvrtletí 2020;Střední stav obyvatel;10706354.0
Česko;4. čtvrtletí 2020;Koncový stav obyvatel;10701777.0
Česko;4. čtvrtletí 2020;Sňatky;6769.0
Česko;4. čtvrtletí 2020;Rozvody;5714.0
Česko;4. čtvrtletí 2020;Živě narození;25946.0
Česko;4. čtvrtletí 2020;Potraty;7251.0
Česko;4. čtvrtletí 2020;UPT;3933.0
Česko;4. čtvrtletí 2020;Zemřelí;44105.0
Česko;4. čtvrtletí 2020;Zemřelí do 1 roku;55.0
Česko;4. čtvrtletí 2020;Zemřelí do 28 dnů;38.0
Česko;4. čtvrtletí 2020;Přirozený přírůstek/úbytek;-18159.0
Česko;4. čtvrtletí 2020;Přistěhovalí;15008.0
Česko;4. čtvrtletí 2020;Vystěhovalí;5306.0
Česko;4. čtvrtletí 2020;Přírůstek/úbytek stěhováním;9702.0
Česko;4. čtvrtletí 2020;Celkový přírůstek/úbytek;-8457.0
Česko;3. čtvrtletí 2020;Počáteční stav obyvatel;10700155.0
Česko;3. čtvrtletí 2020;Střední stav obyvatel;10704925.0
Česko;3. čtvrtletí 2020;Koncový stav obyvatel;10710234.0
Česko;3. čtvrtletí 2020;Sňatky;24953.0
Česko;3. čtvrtletí 2020;Rozvody;5678.0
Česko;3. čtvrtletí 2020;Živě narození;29717.0
Česko;3. čtvrtletí 2020;Potraty;7360.0
Česko;3. čtvrtletí 2020;UPT;3978.0
Česko;3. čtvrtletí 2020;Zemřelí;28016.0
Česko;3. čtvrtletí 2020;Zemřelí do 1 roku;64.0
Česko;3. čtvrtletí 2020;Zemřelí do 28 dnů;47.0
Česko;3. čtvrtletí 2020;Přirozený přírůstek/úbytek;1701.0
Česko;3. čtvrtletí 2020;Přistěhovalí;15749.0
Česko;3. čtvrtletí 2020;Vystěhovalí;7371.0
Česko;3. čtvrtletí 2020;Přírůstek/úbytek stěhováním;8378.0
Česko;3. čtvrtletí 2020;Celkový přírůstek/úbytek;10079.0
Česko;2. čtvrtletí 2020;Počáteční stav obyvatel;10694885.0
Česko;2. čtvrtletí 2020;Střední stav obyvatel;10696960.0
Česko;2. čtvrtletí 2020;Koncový stav obyvatel;10700155.0
Česko;2. čtvrtletí 2020;Sňatky;9851.0
Česko;2. čtvrtletí 2020;Rozvody;4815.0
Česko;2. čtvrtletí 2020;Živě narození;27791.0
Česko;2. čtvrtletí 2020;Potraty;7474.0
Česko;2. čtvrtletí 2020;UPT;4356.0
Česko;2. čtvrtletí 2020;Zemřelí;26921.0
Česko;2. čtvrtletí 2020;Zemřelí do 1 roku;63.0
Česko;2. čtvrtletí 2020;Zemřelí do 28 dnů;42.0
Česko;2. čtvrtletí 2020;Přirozený přírůstek/úbytek;870.0
Česko;2. čtvrtletí 2020;Přistěhovalí;10080.0
Česko;2. čtvrtletí 2020;Vystěhovalí;5680.0
Česko;2. čtvrtletí 2020;Přírůstek/úbytek stěhováním;4400.0
Česko;2. čtvrtletí 2020;Celkový přírůstek/úbytek;5270.0
Česko;1. čtvrtletí 2020;Počáteční stav obyvatel;10693939.0
Česko;1. čtvrtletí 2020;Střední stav obyvatel;10694192.0
Česko;1. čtvrtletí 2020;Koncový stav obyvatel;10694885.0
Česko;1. čtvrtletí 2020;Sňatky;3842.0
Česko;1. čtvrtletí 2020;Rozvody;5527.0
Česko;1. čtvrtletí 2020;Živě narození;26746.0
Česko;1. čtvrtletí 2020;Potraty;8283.0
Česko;1. čtvrtletí 2020;UPT;4619.0
Česko;1. čtvrtletí 2020;Zemřelí;30247.0
Česko;1. čtvrtletí 2020;Zemřelí do 1 roku;67.0
Česko;1. čtvrtletí 2020;Zemřelí do 28 dnů;45.0
Česko;1. čtvrtletí 2020;Přirozený přírůstek/úbytek;-3501.0
Česko;1. čtvrtletí 2020;Přistěhovalí;14824.0
Česko;1. čtvrtletí 2020;Vystěhovalí;10377.0
Česko;1. čtvrtletí 2020;Přírůstek/úbytek stěhováním;4447.0
Česko;1. čtvrtletí 2020;Celkový přírůstek/úbytek;946.0
Česko;4. čtvrtletí 2019;Počáteční stav obyvatel;10682804.0
Česko;4. čtvrtletí 2019;Střední stav obyvatel;10689439.0
Česko;4. čtvrtletí 2019;Koncový stav obyvatel;10693939.0
Česko;4. čtvrtletí 2019;Sňatky;7097.0
Česko;4. čtvrtletí 2019;Rozvody;6287.0
Česko;4. čtvrtletí 2019;Živě narození;26341.0
Česko;4. čtvrtletí 2019;Potraty;7630.0
Česko;4. čtvrtletí 2019;UPT;4068.0
Česko;4. čtvrtletí 2019;Zemřelí;28428.0
Česko;4. čtvrtletí 2019;Zemřelí do 1 roku;74.0
Česko;4. čtvrtletí 2019;Zemřelí do 28 dnů;49.0
Česko;4. čtvrtletí 2019;Přirozený přírůstek/úbytek;-2087.0
Česko;4. čtvrtletí 2019;Přistěhovalí;17475.0
Česko;4. čtvrtletí 2019;Vystěhovalí;4253.0
Česko;4. čtvrtletí 2019;Přírůstek/úbytek stěhováním;13222.0
Česko;4. čtvrtletí 2019;Celkový přírůstek/úbytek;11135.0
Česko;3. čtvrtletí 2019;Počáteční stav obyvatel;10669324.0
Česko;3. čtvrtletí 2019;Střední stav obyvatel;10675956.0
Česko;3. čtvrtletí 2019;Koncový stav obyvatel;10682804.0
Česko;3. čtvrtletí 2019;Sňatky;24726.0
Česko;3. čtvrtletí 2019;Rozvody;5447.0
Česko;3. čtvrtletí 2019;Živě narození;30233.0
Česko;3. čtvrtletí 2019;Potraty;7673.0
Česko;3. čtvrtletí 2019;UPT;4266.0
Česko;3. čtvrtletí 2019;Zemřelí;26794.0
Česko;3. čtvrtletí 2019;Zemřelí do 1 roku;58.0
Česko;3. čtvrtletí 2019;Zemřelí do 28 dnů;32.0
Česko;3. čtvrtletí 2019;Přirozený přírůstek/úbytek;3439.0
Česko;3. čtvrtletí 2019;Přistěhovalí;15952.0
Česko;3. čtvrtletí 2019;Vystěhovalí;5911.0
Česko;3. čtvrtletí 2019;Přírůstek/úbytek stěhováním;10041.0
Česko;3. čtvrtletí 2019;Celkový přírůstek/úbytek;13480.0
Česko;2. čtvrtletí 2019;Počáteční stav obyvatel;10655885.0
Česko;2. čtvrtletí 2019;Střední stav obyvatel;10662357.0
Česko;2. čtvrtletí 2019;Koncový stav obyvatel;10669324.0
Česko;2. čtvrtletí 2019;Sňatky;18908.0
Česko;2. čtvrtletí 2019;Rozvody;6366.0
Česko;2. čtvrtletí 2019;Živě narození;28727.0
Česko;2. čtvrtletí 2019;Potraty;7833.0
Česko;2. čtvrtletí 2019;UPT;4408.0
Česko;2. čtvrtletí 2019;Zemřelí;26942.0
Česko;2. čtvrtletí 2019;Zemřelí do 1 roku;79.0
Česko;2. čtvrtletí 2019;Zemřelí do 28 dnů;51.0
Česko;2. čtvrtletí 2019;Přirozený přírůstek/úbytek;1785.0
Česko;2. čtvrtletí 2019;Přistěhovalí;16891.0
Česko;2. čtvrtletí 2019;Vystěhovalí;5237.0
Česko;2. čtvrtletí 2019;Přírůstek/úbytek stěhováním;11654.0
Česko;2. čtvrtletí 2019;Celkový přírůstek/úbytek;13439.0
Česko;1. čtvrtletí 2019;Počáteční stav obyvatel;10649800.0
Česko;1. čtvrtletí 2019;Střední stav obyvatel;10652704.0
Česko;1. čtvrtletí 2019;Koncový stav obyvatel;10655885.0
Česko;1. čtvrtletí 2019;Sňatky;4139.0
Česko;1. čtvrtletí 2019;Rozvody;6041.0
Česko;1. čtvrtletí 2019;Živě narození;26930.0
Česko;1. čtvrtletí 2019;Potraty;8661.0
Česko;1. čtvrtletí 2019;UPT;5015.0
Česko;1. čtvrtletí 2019;Zemřelí;30198.0
Česko;1. čtvrtletí 2019;Zemřelí do 1 roku;77.0
Česko;1. čtvrtletí 2019;Zemřelí do 28 dnů;43.0
Česko;1. čtvrtletí 2019;Přirozený přírůstek/úbytek;-3268.0
Česko;1. čtvrtletí 2019;Přistěhovalí;15253.0
Česko;1. čtvrtletí 2019;Vystěhovalí;5900.0
Česko;1. čtvrtletí 2019;Přírůstek/úbytek stěhováním;9353.0
Česko;1. čtvrtletí 2019;Celkový přírůstek/úbytek;6085.0
Česko;4. čtvrtletí 2018;Počáteční stav obyvatel;10639680.0
Česko;4. čtvrtletí 2018;Střední stav obyvatel;10646471.0
Česko;4. čtvrtletí 2018;Koncový stav obyvatel;10649800.0
Česko;4. čtvrtletí 2018;Sňatky;5698.0
Česko;4. čtvrtletí 2018;Rozvody;6698.0
Česko;4. čtvrtletí 2018;Živě narození;26894.0
Česko;4. čtvrtletí 2018;Potraty;8153.0
Česko;4. čtvrtletí 2018;UPT;4408.0
Česko;4. čtvrtletí 2018;Zemřelí;27752.0
Česko;4. čtvrtletí 2018;Zemřelí do 1 roku;70.0
Česko;4. čtvrtletí 2018;Zemřelí do 28 dnů;44.0
Česko;4. čtvrtletí 2018;Přirozený přírůstek/úbytek;-858.0
Česko;4. čtvrtletí 2018;Přistěhovalí;16162.0
Česko;4. čtvrtletí 2018;Vystěhovalí;5184.0
Česko;4. čtvrtletí 2018;Přírůstek/úbytek stěhováním;10978.0
Česko;4. čtvrtletí 2018;Celkový přírůstek/úbytek;10120.0
Česko;3. čtvrtletí 2018;Počáteční stav obyvatel;10626430.0
Česko;3. čtvrtletí 2018;Střední stav obyvatel;10632706.0
Česko;3. čtvrtletí 2018;Koncový stav obyvatel;10639680.0
Česko;3. čtvrtletí 2018;Sňatky;26930.0
Česko;3. čtvrtletí 2018;Rozvody;5299.0
Česko;3. čtvrtletí 2018;Živě narození;30611.0
Česko;3. čtvrtletí 2018;Potraty;7880.0
Česko;3. čtvrtletí 2018;UPT;4400.0
Česko;3. čtvrtletí 2018;Zemřelí;26774.0
Česko;3. čtvrtletí 2018;Zemřelí do 1 roku;64.0
Česko;3. čtvrtletí 2018;Zemřelí do 28 dnů;41.0
Česko;3. čtvrtletí 2018;Přirozený přírůstek/úbytek;3837.0
Česko;3. čtvrtletí 2018;Přistěhovalí;14325.0
Česko;3. čtvrtletí 2018;Vystěhovalí;4912.0
Česko;3. čtvrtletí 2018;Přírůstek/úbytek stěhováním;9413.0
Česko;3. čtvrtletí 2018;Celkový přírůstek/úbytek;13250.0
Česko;2. čtvrtletí 2018;Počáteční stav obyvatel;10613355.0
Česko;2. čtvrtletí 2018;Střední stav obyvatel;10619015.0
Česko;2. čtvrtletí 2018;Koncový stav obyvatel;10626430.0
Česko;2. čtvrtletí 2018;Sňatky;18150.0
Česko;2. čtvrtletí 2018;Rozvody;6382.0
Česko;2. čtvrtletí 2018;Živě narození;29079.0
Česko;2. čtvrtletí 2018;Potraty;7859.0
Česko;2. čtvrtletí 2018;UPT;4466.0
Česko;2. čtvrtletí 2018;Zemřelí;26490.0
Česko;2. čtvrtletí 2018;Zemřelí do 1 roku;69.0
Česko;2. čtvrtletí 2018;Zemřelí do 28 dnů;46.0
Česko;2. čtvrtletí 2018;Přirozený přírůstek/úbytek;2589.0
Česko;2. čtvrtletí 2018;Přistěhovalí;14857.0
Česko;2. čtvrtletí 2018;Vystěhovalí;4371.0
Česko;2. čtvrtletí 2018;Přírůstek/úbytek stěhováním;10486.0
Česko;2. čtvrtletí 2018;Celkový přírůstek/úbytek;13075.0
Česko;1. čtvrtletí 2018;Počáteční stav obyvatel;10610055.0
