Území,Měsíce,Ukazatel,value
Česko,říjen 2023,Podnikatelé,93.29423533
Česko,říjen 2023,Podnikatelé - průmysl,93.83674033
Česko,říjen 2023,Podnikatelé - stavebnictví,99.72630007
Česko,říjen 2023,Podnikatelé - obchod,89.47150218
Česko,říjen 2023,Podnikatelé - služby,92.61224277
Česko,říjen 2023,Spotřebitelé,93.23413848
Česko,září 2023,Souhrnný indikátor,89.74099319
Česko,září 2023,Podnikatelé,89.93611299
Česko,září 2023,Podnikatelé - průmysl,84.88095388
Česko,září 2023,Podnikatelé - stavebnictví,100.32346355
Česko,září 2023,Podnikatelé - obchod,90.60075415
Česko,září 2023,Podnikatelé - služby,93.91340651
Česko,září 2023,Spotřebitelé,88.76783245
Česko,srpen 2023,Souhrnný indikátor,93.96020452
Česko,srpen 2023,Podnikatelé,94.44159379
Česko,srpen 2023,Podnikatelé - průmysl,92.54312674
Česko,srpen 2023,Podnikatelé - stavebnictví,99.72630007
Česko,srpen 2023,Podnikatelé - obchod,91.81687166
Česko,srpen 2023,Podnikatelé - služby,96.20957782
Česko,srpen 2023,Spotřebitelé,91.55927372
Česko,červenec 2023,Souhrnný indikátor,91.90887525
Česko,červenec 2023,Podnikatelé,91.64315851
Česko,červenec 2023,Podnikatelé - průmysl,88.86130341
Česko,červenec 2023,Podnikatelé - stavebnictví,98.53197313
Česko,červenec 2023,Podnikatelé - obchod,95.81268632
Česko,červenec 2023,Podnikatelé - služby,93.14801607
Česko,červenec 2023,Spotřebitelé,93.23413848
Česko,červen 2023,Souhrnný indikátor,90.79463049
Česko,červen 2023,Podnikatelé,91.49204301
Česko,červen 2023,Podnikatelé - průmysl,85.87604126
Česko,červen 2023,Podnikatelé - stavebnictví,102.71211744
Česko,červen 2023,Podnikatelé - obchod,94.07537559
Česko,červen 2023,Podnikatelé - služby,95.67380451
Česko,červen 2023,Spotřebitelé,87.31628298
Česko,květen 2023,Souhrnný indikátor,94.5756033
Česko,květen 2023,Podnikatelé,95.6952928
Česko,květen 2023,Podnikatelé - průmysl,92.54312674
Česko,květen 2023,Podnikatelé - stavebnictví,100.92062702
Česko,květen 2023,Podnikatelé - obchod,98.4186524
Česko,květen 2023,Podnikatelé - služby,97.96997582
Česko,květen 2023,Spotřebitelé,88.99114775
Česko,duben 2023,Souhrnný indikátor,97.70388043
Česko,duben 2023,Podnikatelé,98.55529365
Česko,duben 2023,Podnikatelé - průmysl,100.80235202
Česko,duben 2023,Podnikatelé - stavebnictví,100.92062702
Česko,duben 2023,Podnikatelé - obchod,100.76402187
Česko,duben 2023,Podnikatelé - služby,95.67380451
Česko,duben 2023,Spotřebitelé,93.45745378
Česko,březen 2023,Souhrnný indikátor,94.3797946
Česko,březen 2023,Podnikatelé,95.72887402
Česko,březen 2023,Podnikatelé - průmysl,96.22495006
Česko,březen 2023,Podnikatelé - stavebnictví,99.72630007
Česko,březen 2023,Podnikatelé - obchod,100.15596312
Česko,březen 2023,Podnikatelé - služby,94.14302364
Česko,březen 2023,Spotřebitelé,87.65125594
Česko,únor 2023,Souhrnný indikátor,92.16995352
Česko,únor 2023,Podnikatelé,92.96401997
Česko,únor 2023,Podnikatelé - průmysl,89.45835584
Česko,únor 2023,Podnikatelé - stavebnictví,105.69793481
Česko,únor 2023,Podnikatelé - obchod,94.94403096
Česko,únor 2023,Podnikatelé - služby,94.90841408
Česko,únor 2023,Spotřebitelé,88.20954419
Česko,leden 2023,Souhrnný indikátor,92.48231503
Česko,leden 2023,Podnikatelé,94.30167203
Česko,leden 2023,Podnikatelé - průmysl,93.83674033
Česko,leden 2023,Podnikatelé - stavebnictví,103.90644439
Česko,leden 2023,Podnikatelé - obchod,95.2914931
Česko,leden 2023,Podnikatelé - služby,93.60725033
Česko,leden 2023,Spotřebitelé,83.4082652
Česko,prosinec 2022,Souhrnný indikátor,90.18855594
Česko,prosinec 2022,Podnikatelé,93.04797302
Česko,prosinec 2022,Podnikatelé - průmysl,91.84656557
Česko,prosinec 2022,Podnikatelé - stavebnictví,106.29509828
Česko,prosinec 2022,Podnikatelé - obchod,93.20672023
Česko,prosinec 2022,Podnikatelé - služby,92.8418599
Česko,prosinec 2022,Spotřebitelé,75.9272026
Česko,listopad 2022,Souhrnný indikátor,90.8365895
Česko,listopad 2022,Podnikatelé,93.55728825
Česko,listopad 2022,Podnikatelé - průmysl,91.24951314
Česko,listopad 2022,Podnikatelé - stavebnictví,114.05822344
Česko,listopad 2022,Podnikatelé - obchod,99.63476991
Česko,listopad 2022,Podnikatelé - služby,92.8418599
Česko,listopad 2022,Spotřebitelé,77.26709441
Česko,říjen 2022,Souhrnný indikátor,90.51956589
Česko,říjen 2022,Podnikatelé,94.00503789
Česko,říjen 2022,Podnikatelé - průmysl,92.24460052
Česko,říjen 2022,Podnikatelé - stavebnictví,108.68375218
Česko,říjen 2022,Podnikatelé - obchod,99.89536651
Česko,říjen 2022,Podnikatelé - služby,93.3776332
Česko,říjen 2022,Spotřebitelé,73.13576132
Česko,září 2022,Souhrnný indikátor,90.83192739
Česko,září 2022,Podnikatelé,94.22331584
Česko,září 2022,Podnikatelé - průmysl,94.5333015
Česko,září 2022,Podnikatelé - stavebnictví,109.87807912
Česko,září 2022,Podnikatelé - obchod,93.20672023
Česko,září 2022,Podnikatelé - služby,92.38262564
Česko,září 2022,Spotřebitelé,73.91736488
Česko,srpen 2022,Souhrnný indikátor,94.85999213
Česko,srpen 2022,Podnikatelé,98.16351271
Česko,srpen 2022,Podnikatelé - průmysl,97.81708987
Česko,srpen 2022,Podnikatelé - stavebnictví,108.68375218
Česko,srpen 2022,Podnikatelé - obchod,95.81268632
Česko,srpen 2022,Podnikatelé - služby,97.74035869
Česko,srpen 2022,Spotřebitelé,78.38367091
Česko,červenec 2022,Souhrnný indikátor,96.46842075
Česko,červenec 2022,Podnikatelé,100.81083249
Česko,červenec 2022,Podnikatelé - průmysl,99.80726464
Česko,červenec 2022,Podnikatelé - stavebnictví,117.04404081
Česko,červenec 2022,Podnikatelé - obchod,98.15805579
Česko,červenec 2022,Podnikatelé - služby,100.49576426
Česko,červenec 2022,Spotřebitelé,74.81062609
Česko,červen 2022,Souhrnný indikátor,99.12582457
Česko,červen 2022,Podnikatelé,103.77717388
Česko,červen 2022,Podnikatelé - průmysl,107.17091128
Česko,červen 2022,Podnikatelé - stavebnictví,115.84971386
Česko,červen 2022,Podnikatelé - obchod,99.89536651
Česko,červen 2022,Podnikatelé - služby,99.57729574
Česko,červen 2022,Spotřebitelé,75.9272026
Česko,květen 2022,Souhrnný indikátor,102.5664632
Česko,květen 2022,Podnikatelé,107.68378953
Česko,květen 2022,Podnikatelé - průmysl,107.76796371
Česko,květen 2022,Podnikatelé - stavebnictví,117.04404081
Česko,květen 2022,Podnikatelé - obchod,103.89118117
Česko,květen 2022,Podnikatelé - služby,107.15466105
Česko,květen 2022,Spotřebitelé,77.0437791
Česko,duben 2022,Souhrnný indikátor,100.82749544
Česko,duben 2022,Podnikatelé,104.4767827
Česko,duben 2022,Podnikatelé - průmysl,100.50382581
Česko,duben 2022,Podnikatelé - stavebnictví,121.82134859
Česko,duben 2022,Podnikatelé - obchod,101.37208063
Česko,duben 2022,Podnikatelé - služby,107.15466105
Česko,duben 2022,Spotřebitelé,82.62666165
Česko,březen 2022,Souhrnný indikátor,97.36820836
Česko,březen 2022,Podnikatelé,100.10002993
Česko,březen 2022,Podnikatelé - průmysl,94.83182772
Česko,březen 2022,Podnikatelé - stavebnictví,122.17964668
Česko,březen 2022,Podnikatelé - obchod,102.5013326
Česko,březen 2022,Podnikatelé - služby,102.79193557
Česko,březen 2022,Spotřebitelé,83.74323816
Česko,únor 2022,Souhrnný indikátor,99.94635628
Česko,únor 2022,Podnikatelé,101.29216336
Česko,únor 2022,Podnikatelé - průmysl,99.21021221
Česko,únor 2022,Podnikatelé - stavebnictví,127.19581986
Česko,únor 2022,Podnikatelé - obchod,103.97804671
Česko,únor 2022,Podnikatelé - služby,100.26614713
Česko,únor 2022,Spotřebitelé,93.23413848
Česko,leden 2022,Souhrnný indikátor,98.33792765
Česko,leden 2022,Podnikatelé,99.42840546
Česko,leden 2022,Podnikatelé - průmysl,98.51365104
Česko,leden 2022,Podnikatelé - stavebnictví,122.65737746
Česko,leden 2022,Podnikatelé - obchod,105.6284919
Česko,leden 2022,Podnikatelé - služby,96.97496825
Česko,leden 2022,Spotřebitelé,92.89916553
Česko,prosinec 2021,Souhrnný indikátor,96.32389528
Česko,prosinec 2021,Podnikatelé,97.05533234
Česko,prosinec 2021,Podnikatelé - průmysl,94.83182772
Česko,prosinec 2021,Podnikatelé - stavebnictví,112.86389649
Česko,prosinec 2021,Podnikatelé - obchod,106.8446094
Česko,prosinec 2021,Podnikatelé - služby,96.20957782
Česko,prosinec 2021,Spotřebitelé,92.67585023
Česko,listopad 2021,Souhrnný indikátor,96.33788162
Česko,listopad 2021,Podnikatelé,97.07212296
Česko,listopad 2021,Podnikatelé - průmysl,94.23477529
Česko,listopad 2021,Podnikatelé - stavebnictví,111.66956954
Česko,listopad 2021,Podnikatelé - obchod,105.36789529
Česko,listopad 2021,Podnikatelé - služby,97.20458538
Česko,listopad 2021,Spotřebitelé,92.67585023
Česko,říjen 2021,Souhrnný indikátor,96.74814747
Česko,říjen 2021,Podnikatelé,95.5049992
Česko,říjen 2021,Podnikatelé - průmysl,89.55786458
Česko,říjen 2021,Podnikatelé - stavebnictví,109.28091565
Česko,říjen 2021,Podnikatelé - obchod,106.58401279
Česko,říjen 2021,Podnikatelé - služby,98.50574913
Česko,říjen 2021,Spotřebitelé,102.94835411
Česko,září 2021,Souhrnný indikátor,97.47077483
Česko,září 2021,Podnikatelé,96.13744557
Česko,září 2021,Podnikatelé - průmysl,93.53821412
Česko,září 2021,Podnikatelé - stavebnictví,109.28091565
Česko,září 2021,Podnikatelé - obchod,104.23864332
Česko,září 2021,Podnikatelé - služby,96.20957782
Česko,září 2021,Spotřebitelé,104.12075944
Česko,srpen 2021,Souhrnný indikátor,99.35893017
Česko,srpen 2021,Podnikatelé,97.9004598
Česko,srpen 2021,Podnikatelé - průmysl,98.21512483
Česko,srpen 2021,Podnikatelé - stavebnictví,114.05822344
Česko,srpen 2021,Podnikatelé - obchod,102.7619292
Česko,srpen 2021,Podnikatelé - služby,95.13803121
Česko,srpen 2021,Spotřebitelé,106.63305659
Česko,červenec 2021,Souhrnný indikátor,100.67364575
Česko,červenec 2021,Podnikatelé,100.15040176
Česko,červenec 2021,Podnikatelé - průmysl,99.80726464
Česko,červenec 2021,Podnikatelé - stavebnictví,111.66956954
Česko,červenec 2021,Podnikatelé - obchod,105.36789529
Česko,červenec 2021,Podnikatelé - služby,98.50574913
Česko,červenec 2021,Spotřebitelé,103.28332706
Česko,červen 2021,Souhrnný indikátor,104.82758751
Česko,červen 2021,Podnikatelé,104.57752637
Česko,červen 2021,Podnikatelé - průmysl,109.45961227
Česko,červen 2021,Podnikatelé - stavebnictví,113.46105997
Česko,červen 2021,Podnikatelé - obchod,105.36789529
Česko,červen 2021,Podnikatelé - služby,98.50574913
Česko,červen 2021,Spotřebitelé,106.07476833
Česko,květen 2021,Souhrnný indikátor,100.64101096
Česko,květen 2021,Podnikatelé,99.94331755
Česko,květen 2021,Podnikatelé - průmysl,104.78270156
Česko,květen 2021,Podnikatelé - stavebnictví,112.86389649
Česko,květen 2021,Podnikatelé - obchod,99.89536651
Česko,květen 2021,Podnikatelé - služby,93.60725033
Česko,květen 2021,Spotřebitelé,104.12075944
Česko,duben 2021,Souhrnný indikátor,96.04883068
Česko,duben 2021,Podnikatelé,95.66171158
Česko,duben 2021,Podnikatelé - průmysl,103.48908796
Česko,duben 2021,Podnikatelé - stavebnictví,108.68375218
Česko,duben 2021,Podnikatelé - obchod,95.55208971
Česko,duben 2021,Podnikatelé - služby,86.25950215
Česko,duben 2021,Spotřebitelé,97.97958864
Česko,březen 2021,Souhrnný indikátor,89.13958075
Česko,březen 2021,Podnikatelé,88.43055481
Česko,březen 2021,Podnikatelé - průmysl,96.52347627
Česko,březen 2021,Podnikatelé - stavebnictví,114.05822344
Česko,březen 2021,Podnikatelé - obchod,87.47359485
Česko,březen 2021,Podnikatelé - služby,77.53405118
Česko,březen 2021,Spotřebitelé,92.67585023
Česko,únor 2021,Souhrnný indikátor,91.74570134
Česko,únor 2021,Podnikatelé,91.39129934
Česko,únor 2021,Podnikatelé - průmysl,98.21512483
Česko,únor 2021,Podnikatelé - stavebnictví,112.26673302
Česko,únor 2021,Podnikatelé - obchod,87.99478807
Česko,únor 2021,Podnikatelé - služby,82.6621671
Česko,únor 2021,Spotřebitelé,93.51328261
Česko,leden 2021,Souhrnný indikátor,89.01370372
Česko,leden 2021,Podnikatelé,87.83168966
Česko,leden 2021,Podnikatelé - průmysl,94.23477529
Česko,leden 2021,Podnikatelé - stavebnictví,106.29509828
Česko,leden 2021,Podnikatelé - obchod,90.9482163
Česko,leden 2021,Podnikatelé - služby,78.83521492
Česko,leden 2021,Spotřebitelé,94.90900324
Česko,prosinec 2020,Souhrnný indikátor,90.08598948
Česko,prosinec 2020,Podnikatelé,88.61525154
Česko,prosinec 2020,Podnikatelé - průmysl,94.5333015
Česko,prosinec 2020,Podnikatelé - stavebnictví,108.68375218
Česko,prosinec 2020,Podnikatelé - obchod,94.07537559
Česko,prosinec 2020,Podnikatelé - služby,79.60060535
Česko,prosinec 2020,Spotřebitelé,97.42130039
Česko,listopad 2020,Souhrnný indikátor,84.45415822
Česko,listopad 2020,Podnikatelé,83.14151214
Česko,listopad 2020,Podnikatelé - průmysl,89.55786458
Česko,listopad 2020,Podnikatelé - stavebnictví,105.69793481
Česko,listopad 2020,Podnikatelé - obchod,92.94612363
Česko,listopad 2020,Podnikatelé - služby,72.71209143
Česko,listopad 2020,Spotřebitelé,91.00098546
Česko,říjen 2020,Souhrnný indikátor,88.78059813
Česko,říjen 2020,Podnikatelé,87.94362708
Česko,říjen 2020,Podnikatelé - průmysl,93.2396879
Česko,říjen 2020,Podnikatelé - stavebnictví,107.48942523
Česko,říjen 2020,Podnikatelé - obchod,98.76611454
Česko,říjen 2020,Podnikatelé - služby,78.83521492
Česko,říjen 2020,Spotřebitelé,92.95499435
Česko,září 2020,Souhrnný indikátor,92.74805541
Česko,září 2020,Podnikatelé,91.02750275
Česko,září 2020,Podnikatelé - průmysl,92.24460052
Česko,září 2020,Podnikatelé - stavebnictví,108.68375218
Česko,září 2020,Podnikatelé - obchod,99.02671115
Česko,září 2020,Podnikatelé - služby,86.71873641
Česko,září 2020,Spotřebitelé,101.32931817
Česko,srpen 2020,Souhrnný indikátor,89.49390126
Česko,srpen 2020,Podnikatelé,87.00894969
Česko,srpen 2020,Podnikatelé - průmysl,93.2396879
Česko,srpen 2020,Podnikatelé - stavebnictví,103.90644439
Česko,srpen 2020,Podnikatelé - obchod,97.28940043
Česko,srpen 2020,Podnikatelé - služby,77.30443405
Česko,srpen 2020,Spotřebitelé,101.88760642
Česko,červenec 2020,Souhrnný indikátor,89.19552609
Česko,červenec 2020,Podnikatelé,86.20300033
Česko,červenec 2020,Podnikatelé - průmysl,91.54803935
Česko,červenec 2020,Podnikatelé - stavebnictví,100.32346355
Česko,červenec 2020,Podnikatelé - obchod,90.34015754
Česko,červenec 2020,Podnikatelé - služby,78.60559779
Česko,červenec 2020,Spotřebitelé,104.12075944
Česko,červen 2020,Souhrnný indikátor,79.57758911
Česko,červen 2020,Podnikatelé,75.10440602
Česko,červen 2020,Podnikatelé - průmysl,71.34776545
Česko,červen 2020,Podnikatelé - stavebnictví,99.72630007
Česko,červen 2020,Podnikatelé - obchod,92.94612363
Česko,červen 2020,Podnikatelé - služby,73.707099
Česko,červen 2020,Spotřebitelé,101.88760642
Česko,květen 2020,Souhrnný indikátor,77.61483997
Česko,květen 2020,Podnikatelé,72.86006092
Česko,květen 2020,Podnikatelé - průmysl,74.3330276
Česko,květen 2020,Podnikatelé - stavebnictví,101.5177905
Česko,květen 2020,Podnikatelé - obchod,85.99688074
Česko,květen 2020,Podnikatelé - služby,66.35935081
Česko,květen 2020,Spotřebitelé,101.32931817
Česko,duben 2020,Souhrnný indikátor,77.96916048
Česko,duben 2020,Podnikatelé,75.02045296
Česko,duben 2020,Podnikatelé - průmysl,73.33794022
Česko,duben 2020,Podnikatelé - stavebnictví,104.50360786
Česko,duben 2020,Podnikatelé - obchod,86.25747735
Česko,duben 2020,Podnikatelé - služby,71.94670099
Česko,duben 2020,Spotřebitelé,92.67585023
Česko,březen 2020,Souhrnný indikátor,96.58963567
Česko,březen 2020,Podnikatelé,94.7438248
Česko,březen 2020,Podnikatelé - průmysl,90.25442575
Česko,březen 2020,Podnikatelé - stavebnictví,115.84971386
Česko,březen 2020,Podnikatelé - obchod,100.76402187
Česko,březen 2020,Podnikatelé - služby,96.20957782
Česko,březen 2020,Spotřebitelé,105.7956242
Česko,únor 2020,Souhrnný indikátor,99.89507305
Česko,únor 2020,Podnikatelé,97.92844415
Česko,únor 2020,Podnikatelé - průmysl,94.5333015
Česko,únor 2020,Podnikatelé - stavebnictví,115.84971386
Česko,únor 2020,Podnikatelé - obchod,103.10939135
Česko,únor 2020,Podnikatelé - služby,98.73536626
Česko,únor 2020,Spotřebitelé,109.70364198
Česko,leden 2020,Souhrnný indikátor,100.43587804
Česko,leden 2020,Podnikatelé,98.35380631
Česko,leden 2020,Podnikatelé - průmysl,92.84165295
Česko,leden 2020,Podnikatelé - stavebnictví,120.62702165
Česko,leden 2020,Podnikatelé - obchod,99.28730776
Česko,leden 2020,Podnikatelé - služby,101.49077183
Česko,leden 2020,Spotřebitelé,110.82021849
Česko,prosinec 2019,Souhrnný indikátor,101.00931781
Česko,prosinec 2019,Podnikatelé,98.48253434
Česko,prosinec 2019,Podnikatelé - průmysl,94.83182772
Česko,prosinec 2019,Podnikatelé - stavebnictví,123.01567554
Česko,prosinec 2019,Podnikatelé - obchod,95.55208971
Česko,prosinec 2019,Podnikatelé - služby,100.03653
Česko,prosinec 2019,Spotřebitelé,113.61165977
Česko,listopad 2019,Souhrnný indikátor,100.52912028
Česko,listopad 2019,Podnikatelé,98.40977502
Česko,listopad 2019,Podnikatelé - průmysl,92.84165295
Česko,listopad 2019,Podnikatelé - stavebnictví,120.62702165
Česko,listopad 2019,Podnikatelé - obchod,99.63476991
Česko,listopad 2019,Podnikatelé - služby,101.56731087
Česko,listopad 2019,Spotřebitelé,111.09936262
Česko,říjen 2019,Souhrnný indikátor,100.59905195
Česko,říjen 2019,Podnikatelé,98.49372808
Česko,říjen 2019,Podnikatelé - průmysl,93.53821412
Česko,říjen 2019,Podnikatelé - stavebnictví,121.22418512
Česko,říjen 2019,Podnikatelé - obchod,94.07537559
Česko,říjen 2019,Podnikatelé - služby,101.796928
Česko,říjen 2019,Spotřebitelé,111.09936262
Česko,září 2019,Souhrnný indikátor,101.90910542
Česko,září 2019,Podnikatelé,99.89854259
Česko,září 2019,Podnikatelé - průmysl,96.52347627
Česko,září 2019,Podnikatelé - stavebnictví,118.23836775
